"Player Details","","","","","","Overall","","","","","","","","","","","","","","","Wide","","","","","Slot","","","","","Inline","","","","","Backfield","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","+1 Rate","+2 Rate","+3 Rate","Neg Rate","TGT","REC","YDS","TD","AY","ADOR","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE"
"411","Trevon Wesco","CHI","TE","14","2022","20","0.000","1.24","0.19","15.0","10.0","5.0","0.0","20.0","4","2","26","0","22","3.8","1","-1.000","","","0.0","","","","","0.0","19","0.053","1.37","0.21","15.8","","","","","0.0"
"412","Quintez Cephus","DET","WR","4","2022","20","0.300","0.75","0.15","35.0","35.0","0.0","0.0","5.0","3","2","15","0","16","12.1","14","0.286","0.64","0.14","35.7","6","0.333","","","33.3","","","","","0.0","","","","","0.0"
"413","Penny Hart","SEA","WR","7","2022","19","-0.211","0.95","0.19","0.0","0.0","0.0","0.0","15.8","4","3","20","0","32","5.6","8","-0.250","1.88","0.25","0.0","11","-0.182","0.38","0.15","0.0","","","","","0.0","","","","","0.0"
"414","Cole Beasley","TB, BUF","WR","4","2022","19","0.158","1.84","0.37","26.3","26.3","0.0","0.0","10.5","7","6","35","0","23","5.0","4","0.500","2.00","0.50","50.0","15","0.067","1.80","0.33","20.0","","","","","0.0","","","","","0.0"
"415","Myles Gaskin","MIA","RB","2","2022","19","0.000","1.47","0.32","0.0","0.0","0.0","0.0","0.0","6","4","28","0","15","0.1","3","0.000","","0.33","0.0","3","0.000","","","0.0","","","","","0.0","13","0.000","2.15","0.38","0.0"
"416","D'Ernest Johnson","CLV","RB","9","2022","19","-0.105","0.37","0.16","0.0","0.0","0.0","0.0","10.5","3","3","7","0","1","0.4","","","","","0.0","2","-0.500","","","0.0","1","0.000","","","0.0","16","-0.063","0.44","0.19","0.0"
"417","Braylon Sanders","MIA","WR","3","2022","18","0.222","0.94","0.17","22.2","22.2","0.0","0.0","0.0","3","2","17","0","41","8.3","13","0.308","1.31","0.23","30.8","5","0.000","","","0.0","","","","","0.0","","","","","0.0"
"418","Jalen Guyton","LAC","WR","3","2022","18","0.000","3.56","0.22","11.1","5.6","5.6","0.0","16.7","4","2","64","0","111","5.9","15","-0.067","0.67","0.20","6.7","3","0.333","18.00","0.33","33.3","","","","","0.0","","","","","0.0"
"419","Deonte Harty","NO","WR","4","2022","18","0.111","0.72","0.11","16.7","11.1","5.6","0.0","11.1","2","2","13","0","6","6.9","12","-0.167","1.08","0.17","0.0","6","0.667","","","50.0","","","","","0.0","","","","","0.0"
"420","Elijah Mitchell","SF","RB","5","2022","18","-0.056","0.35","0.15","5.6","5.6","0.0","0.0","11.1","3","3","7","0","-11","-0.8","2","-0.500","","","0.0","4","0.250","-0.25","0.25","25.0","","","","","0.0","12","-0.083","0.57","0.14","0.0"
"421","Frank Darby","ATL","WR","5","2022","18","0.167","0.83","0.06","22.2","16.7","5.6","0.0","5.6","1","1","15","0","15","9.7","14","0.143","","","21.4","4","0.250","3.75","0.25","25.0","","","","","0.0","","","","","0.0"
"422","Spencer Brown","CAR","RB","2","2022","17","0.000","0.59","0.24","0.0","0.0","0.0","0.0","0.0","4","2","10","0","-1","-1.4","","","","","0.0","1","0.000","","1.00","0.0","","","","","0.0","16","0.000","0.63","0.19","0.0"
"423","Caleb Huntley","ATL","RB","12","2022","16","0.000","0.19","0.13","0.0","0.0","0.0","0.0","0.0","2","2","3","0","-5","-3.3","1","0.000","","","0.0","1","0.000","","","0.0","","","","","0.0","14","0.000","0.21","0.14","0.0"
"424","Tommy Sweeney","BUF","TE","6","2022","16","0.188","0.44","0.06","12.5","6.3","6.3","0.0","0.0","1","1","7","0","-1","4.0","1","0.000","","","0.0","3","0.667","","","33.3","9","0.111","0.78","0.11","11.1","3","0.000","","","0.0"
"425","Julius Chestnut","TEN","RB","6","2022","16","0.000","2.56","0.19","0.0","0.0","0.0","0.0","0.0","3","3","41","0","1","-1.6","","","","","0.0","1","0.000","","","0.0","","","","","0.0","15","0.000","2.73","0.20","0.0"
"426","Luke Farrell","JAX","TE","16","2022","15","-0.067","2.67","0.27","6.7","6.7","0.0","0.0","13.3","4","4","40","0","-30","5.3","1","0.000","","","0.0","1","0.000","","","0.0","13","-0.077","3.08","0.31","7.7","","","","","0.0"
"427","Sean McKeon","DAL","TE","13","2022","15","0.000","0.73","0.13","13.3","13.3","0.0","0.0","13.3","2","2","11","0","2","2.3","1","0.000","","","0.0","","","","","0.0","12","-0.083","0.92","0.17","8.3","2","0.500","","","50.0"
"428","Willie Snead","SF","WR","4","2022","15","0.000","","","6.7","6.7","0.0","0.0","6.7","0","0","0","0","0","6.9","9","0.000","","","0.0","6","0.000","","","16.7","","","","","0.0","","","","","0.0"
"429","Trayveon Williams","CIN","RB","7","2022","14","0.000","1.88","0.13","7.1","7.1","0.0","0.0","7.1","2","2","30","0","22","-1.2","3","-0.333","","","0.0","","","24.00","1.00","0.0","","","","","0.0","11","0.091","0.50","0.08","9.1"
"430","Feleipe Franks","ATL","TE","7","2022","14","0.143","","0.14","21.4","21.4","0.0","0.0","7.1","2","0","0","0","56","6.4","6","0.167","","0.33","33.3","6","0.167","","","16.7","2","0.000","","","0.0","","","","","0.0"
"431","Mike Davis","BLT","RB","8","2022","14","0.000","0.29","0.14","0.0","0.0","0.0","0.0","0.0","2","2","4","0","-9","-0.4","1","0.000","","","0.0","3","0.000","","","0.0","","","","","0.0","10","0.000","0.40","0.20","0.0"
"432","J.P. Holtz","NO","TE","6","2022","14","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0.9","3","0.000","","","0.0","","","","","0.0","9","0.000","","","0.0","2","0.000","","","0.0"
"433","Kevin Harris","NE","RB","5","2022","14","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0.1","1","0.000","","","0.0","1","0.000","","","0.0","","","","","0.0","12","0.000","","","0.0"
"434","Ronald Jones","KC","RB","6","2022","13","0.000","1.69","0.08","0.0","0.0","0.0","0.0","0.0","1","1","22","0","0","-3.2","","","","","0.0","1","0.000","","","0.0","","","","","0.0","12","0.000","1.83","0.08","0.0"
"435","Dezmon Patmon","IND","WR","1","2022","13","0.000","1.60","0.33","30.8","30.8","0.0","0.0","30.8","5","2","24","0","69","6.9","11","0.091","2.00","0.42","36.4","2","-0.500","","","0.0","","","","","0.0","","","","","0.0"
"436","Jeremy Ruckert","NYJ","TE","5","2022","13","0.000","0.62","0.15","0.0","0.0","0.0","0.0","0.0","2","1","8","0","7","1.6","1","0.000","","","0.0","3","0.000","","0.33","0.0","9","0.000","0.89","0.11","0.0","","","","","0.0"
"437","Tyree Jackson","PHI","TE","5","2022","12","0.167","","","41.7","41.7","0.0","0.0","25.0","0","0","0","0","0","4.8","5","0.200","","","40.0","6","0.167","","","50.0","","","","","0.0","1","0.000","","","0.0"
"438","Hunter Long","MIA","TE","9","2022","12","0.083","","","8.3","8.3","0.0","0.0","0.0","0","0","0","0","0","2.4","2","0.000","","","0.0","1","0.000","","","0.0","9","0.111","","","11.1","","","","","0.0"
"439","Ronnie Rivers","LA","RB","3","2022","12","-0.083","2.42","0.42","0.0","0.0","0.0","0.0","8.3","5","5","29","0","-25","-4.4","","","","","0.0","","","","","0.0","","","","","0.0","12","-0.083","2.42","0.42","0.0"
"440","Tyron Johnson","LV, HST","WR","4","2022","12","-0.333","0.67","0.08","0.0","0.0","0.0","0.0","33.3","1","1","8","0","-2","5.2","12","-0.333","0.67","0.08","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"441","Tanner Conner","MIA","WR","7","2022","12","0.083","","0.17","8.3","8.3","0.0","0.0","0.0","2","0","0","0","12","4.8","3","0.333","","","33.3","3","0.000","","","0.0","6","0.000","","0.33","0.0","","","","","0.0"
"442","Tyler Johnson","HST","WR","2","2022","12","0.000","","","8.3","8.3","0.0","0.0","8.3","0","0","0","0","0","6.8","1","0.000","","","0.0","11","0.000","","","9.1","","","","","0.0","","","","","0.0"
"443","Chris Evans","CIN","RB","11","2022","12","0.167","2.92","0.31","33.3","33.3","0.0","0.0","16.7","4","3","38","1","46","2.8","7","0.143","4.25","0.25","28.6","4","0.250","1.00","0.50","50.0","","","","","0.0","1","0.000","","","0.0"
"444","Benny Snell","PIT","RB","10","2022","12","-0.083","1.42","0.17","0.0","0.0","0.0","0.0","8.3","2","2","17","0","-42","-2.1","","","","","0.0","","","","","0.0","","","","","0.0","12","-0.083","1.42","0.17","0.0"
"445","Salvon Ahmed","MIA","RB","6","2022","11","0.000","0.73","0.09","0.0","0.0","0.0","0.0","0.0","1","1","8","0","1","-4.1","1","0.000","","","0.0","4","0.000","2.00","0.25","0.0","","","","","0.0","6","0.000","","","0.0"
"446","Zamir White","LV","RB","12","2022","11","0.182","","","18.2","18.2","0.0","0.0","0.0","0","0","0","0","0","0.3","","","","","0.0","","","","","0.0","","","","","0.0","11","0.182","","","18.2"
"447","Giovani Bernard","TB","RB","4","2022","11","0.000","-0.09","0.18","0.0","0.0","0.0","0.0","0.0","2","2","-1","0","-9","-3.4","","","","","0.0","1","0.000","","","0.0","","","","","0.0","10","0.000","-0.10","0.20","0.0"
"448","Anthony McFarland","PIT","RB","1","2022","11","-0.091","1.00","0.18","0.0","0.0","0.0","0.0","9.1","2","2","11","0","-4","-1.9","","","","","0.0","1","0.000","","","0.0","","","","","0.0","10","-0.100","1.10","0.20","0.0"
"449","Isaiah Spiller","LAC","RB","6","2022","11","0.000","1.18","0.27","0.0","0.0","0.0","0.0","0.0","3","3","13","0","-12","-2.8","","","","","0.0","1","0.000","","","0.0","","","","","0.0","10","0.000","1.30","0.30","0.0"
"450","Stanley Morgan","CIN","WR","14","2022","11","-0.182","","0.09","9.1","9.1","0.0","0.0","27.3","1","0","0","0","0","6.6","9","-0.111","","0.11","11.1","1","0.000","","","0.0","1","-1.000","","","0.0","","","","","0.0"
"451","Ty Montgomery","NE","WR","1","2022","10","0.000","1.36","0.36","0.0","0.0","0.0","0.0","0.0","4","3","15","1","10","-0.3","","","","","0.0","","","","","0.0","","","","","0.0","10","0.000","1.36","0.36","0.0"
"452","Drew Sample","CIN","TE","2","2022","10","-0.100","-0.20","0.20","0.0","0.0","0.0","0.0","10.0","2","2","-2","0","-2","0.2","4","-0.250","","","0.0","","","","","0.0","5","0.000","-0.40","0.40","0.0","1","0.000","","","0.0"
"453","Tevin Coleman","SF","RB","3","2022","10","-0.200","4.40","0.30","0.0","0.0","0.0","0.0","20.0","3","3","44","1","22","-2.2","2","-0.500","15.00","0.50","0.0","3","0.000","1.67","0.33","0.0","","","","","0.0","5","-0.200","1.80","0.20","0.0"
"454","Kevin Rader","TEN","TE","14","2022","10","-0.100","","","0.0","0.0","0.0","0.0","10.0","0","0","0","0","0","2.7","1","0.000","","","0.0","2","-0.500","","","0.0","3","0.000","","","0.0","4","0.000","","","0.0"
"455","Blake Bell","KC","TE","3","2022","10","-0.200","2.00","0.20","0.0","0.0","0.0","0.0","20.0","2","2","20","1","11","3.3","","","","","0.0","2","0.000","","","0.0","8","-0.250","2.50","0.25","0.0","","","","","0.0"
"456","Pharoh Cooper","ARZ","WR","5","2022","10","0.000","0.60","0.20","0.0","0.0","0.0","0.0","0.0","2","2","6","0","-7","1.8","4","0.000","0.75","0.25","0.0","6","0.000","0.50","0.17","0.0","","","","","0.0","","","","","0.0"
"457","Tanner Gentry","BUF","WR","3","2022","10","-0.300","","0.10","0.0","0.0","0.0","0.0","30.0","1","0","0","0","6","2.9","8","-0.250","","0.13","0.0","2","-0.500","","","0.0","","","","","0.0","","","","","0.0"
"458","Jordan Mason","SF","RB","12","2022","10","0.000","","","10.0","10.0","0.0","0.0","10.0","0","0","0","0","0","1.2","","","","","0.0","","","","","0.0","1","0.000","","","0.0","9","0.000","","","11.1"
"459","John Brown","BUF","WR","3","2022","9","0.556","4.67","0.22","33.3","22.2","0.0","11.1","0.0","2","1","42","1","85","13.6","9","0.556","4.67","0.22","33.3","","","","","0.0","","","","","0.0","","","","","0.0"
"460","Snoop Conner","JAX","RB","8","2022","9","-0.111","","","0.0","0.0","0.0","0.0","11.1","0","0","0","0","0","-1.9","","","","","0.0","1","0.000","","","0.0","","","","","0.0","8","-0.125","","","0.0"
"461","Ke'Shawn Vaughn","TB","RB","7","2022","9","0.222","2.11","0.33","22.2","22.2","0.0","0.0","0.0","3","3","19","0","-8","-3.0","","","","","0.0","","","","","0.0","","","","","0.0","9","0.222","2.11","0.33","22.2"
"462","Josh Gordon","TEN","WR","2","2022","9","0.222","","0.11","44.4","44.4","0.0","0.0","22.2","1","0","0","0","13","5.3","6","0.333","","0.17","50.0","3","0.000","","","33.3","","","","","0.0","","","","","0.0"
"463","Jaret Patterson","WAS","RB","2","2022","8","0.000","","0.13","0.0","0.0","0.0","0.0","0.0","1","0","0","0","4","-2.4","1","0.000","","","0.0","","","","","0.0","","","","","0.0","7","0.000","","0.14","0.0"
"464","C.J. Board","TEN","WR","4","2022","8","-0.125","0.75","0.13","12.5","12.5","0.0","0.0","25.0","1","1","6","0","-25","6.3","6","-0.167","1.00","0.17","16.7","2","0.000","","","0.0","","","","","0.0","","","","","0.0"
"465","Miller Forristall","CLV","TE","4","2022","8","-0.125","","","12.5","12.5","0.0","0.0","25.0","0","0","0","0","0","6.0","4","-0.500","","","0.0","2","0.000","","","0.0","2","0.500","","","50.0","","","","","0.0"
"466","Jesse James","CLV","TE","2","2022","8","0.125","","","25.0","25.0","0.0","0.0","12.5","0","0","0","0","0","7.9","3","0.000","","","0.0","2","-0.500","","","0.0","3","0.667","","","66.7","","","","","0.0"
"467","Nsimba Webster","CHI","WR","1","2022","8","0.000","1.75","0.38","12.5","12.5","0.0","0.0","12.5","3","2","14","0","23","7.0","8","0.000","1.75","0.38","12.5","","","","","0.0","","","","","0.0","","","","","0.0"
"468","Patrick Taylor","GB","RB","7","2022","8","-0.125","2.13","0.13","0.0","0.0","0.0","0.0","12.5","1","1","17","0","-1","-0.9","1","0.000","","","0.0","","","","","0.0","2","0.000","8.50","0.50","0.0","5","-0.200","","","0.0"
"469","Kirk Merritt","NO","WR","3","2022","7","-0.286","","","0.0","0.0","0.0","0.0","28.6","0","0","0","0","0","10.7","4","-0.500","","","0.0","3","0.000","","","0.0","","","","","0.0","","","","","0.0"
"470","James Washington","DAL","WR","2","2022","7","0.571","","0.14","28.6","14.3","0.0","14.3","0.0","1","0","0","0","6","8.0","7","0.571","","0.14","28.6","","","","","0.0","","","","","0.0","","","","","0.0"
"471","Mason Kinsey","TEN","WR","2","2022","7","0.429","0.38","0.13","28.6","0.0","14.3","14.3","28.6","1","1","3","0","3","11.3","","","","","0.0","7","0.429","0.38","0.13","28.6","","","","","0.0","","","","","0.0"
"472","Dwayne Washington","NO","RB","10","2022","7","-0.143","1.00","0.14","0.0","0.0","0.0","0.0","14.3","1","1","7","0","1","","1","-1.000","","","0.0","","","","","0.0","","","","","0.0","6","0.000","1.17","0.17","0.0"
"473","Kene Nwangwu","MIN","RB","14","2022","7","0.000","3.00","0.29","0.0","0.0","0.0","0.0","0.0","2","2","21","0","0","-2.4","","","","","0.0","","","","","0.0","","","","","0.0","7","0.000","3.00","0.29","0.0"
"474","Kendall Blanton","LA","TE","4","2022","7","0.429","5.00","0.29","28.6","14.3","14.3","0.0","0.0","2","2","35","0","12","3.4","1","0.000","","","0.0","","","","","0.0","6","0.500","5.83","0.33","33.3","","","","","0.0"
"475","Scotty Washington","NE","TE","1","2022","6","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","1.7","","","","","0.0","3","0.000","","","0.0","3","0.000","","","0.0","","","","","0.0"
"476","D.J. Turner","LV","WR","8","2022","6","0.000","","0.17","16.7","16.7","0.0","0.0","16.7","1","0","0","0","-3","4.3","3","0.333","","0.33","33.3","3","-0.333","","","0.0","","","","","0.0","","","","","0.0"
"477","Daylen Baldwin","CLV","WR","1","2022","5","0.200","5.00","0.40","20.0","20.0","0.0","0.0","0.0","2","2","25","0","25","8.2","4","0.250","2.50","0.25","25.0","1","0.000","15.00","1.00","0.0","","","","","0.0","","","","","0.0"
"478","Jonathan Ward","TEN, ARZ","RB","4","2022","5","0.000","1.40","0.60","0.0","0.0","0.0","0.0","0.0","3","2","7","0","4","0.4","1","0.000","","","0.0","","","","","0.0","","","","","0.0","4","0.000","1.75","0.75","0.0"
"479","Larry Rountree","LAC","RB","3","2022","5","0.000","2.80","0.40","0.0","0.0","0.0","0.0","0.0","2","2","14","0","-12","-4.0","","","","","0.0","","","","","0.0","","","","","0.0","5","0.000","2.80","0.40","0.0"
"480","Javon Wims","ARZ","WR","1","2022","5","0.200","","","20.0","20.0","0.0","0.0","0.0","0","0","0","0","0","6.4","4","0.250","","","25.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"481","J.J. Taylor","NE","RB","1","2022","5","0.000","1.60","0.20","0.0","0.0","0.0","0.0","0.0","1","1","8","0","3","0.6","","","","","0.0","","","","","0.0","","","","","0.0","5","0.000","1.60","0.20","0.0"
"482","Ben Ellefson","MIN","TE","4","2022","5","-0.400","4.33","0.50","0.0","0.0","0.0","0.0","40.0","3","3","26","0","16","4.2","1","-1.000","","","0.0","","","","","0.0","4","-0.250","5.20","0.60","0.0","","","","","0.0"
"483","Damien Williams","ATL","RB","1","2022","5","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","-4.8","","","","","0.0","","","","","0.0","","","","","0.0","5","0.000","","","0.0"
"484","Josh Ali","ATL","WR","2","2022","5","0.200","","0.20","20.0","20.0","0.0","0.0","0.0","1","0","0","0","45","4.2","1","0.000","","1.00","0.0","4","0.250","","","25.0","","","","","0.0","","","","","0.0"
"485","Johnny Johnson","HST","WR","1","2022","5","-0.200","","","0.0","0.0","0.0","0.0","20.0","0","0","0","0","0","13.4","3","-0.333","","","0.0","2","0.000","","","0.0","","","","","0.0","","","","","0.0"
"486","Devine Ozigbo","DEN","RB","3","2022","5","0.000","0.60","0.20","0.0","0.0","0.0","0.0","0.0","1","1","3","0","-4","-1.4","","","","","0.0","","","","","0.0","","","","","0.0","5","0.000","0.60","0.20","0.0"
"487","Lucas Krull","NO","TE","1","2022","5","-0.400","","","0.0","0.0","0.0","0.0","40.0","0","0","0","0","0","4.0","2","-0.500","","","0.0","2","0.000","","","0.0","1","-1.000","","","0.0","","","","","0.0"
"488","Jalen Camp","HST","WR","2","2022","5","0.400","1.40","0.20","40.0","40.0","0.0","0.0","0.0","1","1","7","0","7","10.8","3","0.667","2.33","0.33","66.7","2","0.000","","","0.0","","","","","0.0","","","","","0.0"
"489","Kyric Mcgowan","WAS","WR","1","2022","4","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","6.0","2","0.000","","","0.0","2","0.000","","","0.0","","","","","0.0","","","","","0.0"
"490","Kenny Yeboah","NYJ","TE","8","2022","4","-0.250","","","0.0","0.0","0.0","0.0","25.0","0","0","0","0","0","7.8","","","","","0.0","","","","","0.0","4","-0.250","","","0.0","","","","","0.0"
"491","Ty Chandler","MIN","RB","2","2022","4","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","-3.5","","","","","0.0","","","","","0.0","","","","","0.0","4","0.000","","","0.0"
"492","Britain Covey","PHI","WR","17","2022","4","0.500","","","50.0","50.0","0.0","0.0","0.0","0","0","0","0","0","7.8","2","1.000","","","100.0","2","0.000","","","0.0","","","","","0.0","","","","","0.0"
"493","Nikola Kalinic","IND","TE","7","2022","3","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","-2.0","1","0.000","","","0.0","","","","","0.0","1","0.000","","","0.0","1","0.000","","","0.0"
"494","Trinity Benson","DET","WR","1","2022","3","0.667","","","33.3","0.0","33.3","0.0","0.0","0","0","0","0","0","6.0","2","1.000","","","50.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"495","Marcus Kemp","KC","WR","3","2022","3","-0.667","","","0.0","0.0","0.0","0.0","66.7","0","0","0","0","0","7.7","3","-0.667","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"496","Matt Slater","NE","WR","12","2022","3","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","4.7","1","0.000","","","0.0","2","0.000","","","0.0","","","","","0.0","","","","","0.0"
"497","Garrett Griffin","DET","TE","1","2022","3","-0.333","","","0.0","0.0","0.0","0.0","33.3","0","0","0","0","0","4.3","2","-0.500","","","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"498","Tyler Badie","DEN","RB","1","2022","3","0.000","8.00","0.33","0.0","0.0","0.0","0.0","0.0","1","1","24","1","-7","-3.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0","2","0.000","12.00","0.50","0.0"
"499","Kwamie Lassiter","CIN","WR","1","2022","3","-0.333","","","0.0","0.0","0.0","0.0","33.3","0","0","0","0","0","7.3","3","-0.333","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"500","Trey Sermon","PHI","RB","2","2022","3","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","-4.7","","","","","0.0","","","","","0.0","","","","","0.0","3","0.000","","","0.0"
"501","Jordan Howard","NO","RB","2","2022","3","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","-0.7","","","","","0.0","","","","","0.0","","","","","0.0","3","0.000","","","0.0"
"502","Rashard Higgins","CAR","WR","2","2022","3","0.000","","","33.3","33.3","0.0","0.0","33.3","0","0","0","0","0","5.0","2","-0.500","","","0.0","1","1.000","","","100.0","","","","","0.0","","","","","0.0"
"503","Erik Ezukanma","MIA","WR","2","2022","3","0.333","1.00","0.33","33.3","33.3","0.0","0.0","0.0","1","1","3","0","-4","-1.0","1","0.000","3.00","1.00","0.0","2","0.500","","","50.0","","","","","0.0","","","","","0.0"
"504","Jacob Hollister","MIN, LV","TE","3","2022","3","-0.333","","","0.0","0.0","0.0","0.0","33.3","0","0","0","0","0","1.7","","","","","0.0","","","","","0.0","3","-0.333","","","0.0","","","","","0.0"
"505","Keke Coutee","IND","WR","7","2022","2","0.000","10.00","0.50","0.0","0.0","0.0","0.0","0.0","1","1","20","0","10","5.0","","","","","0.0","2","0.000","10.00","0.50","0.0","","","","","0.0","","","","","0.0"
"506","Cornell Powell","KC","WR","1","2022","2","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","8.5","2","0.000","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"507","Tyler Mabry","SEA","TE","2","2022","2","-0.500","3.50","0.50","0.0","0.0","0.0","0.0","50.0","1","1","7","1","5","2.0","1","-1.000","","","0.0","","","","","0.0","1","0.000","7.00","1.00","0.0","","","","","0.0"
"508","Nick Boyle","BLT","TE","10","2022","2","-0.500","","","0.0","0.0","0.0","0.0","50.0","0","0","0","0","0","4.0","","","","","0.0","","","","","0.0","2","-0.500","","","0.0","","","","","0.0"
"509","Jake Tonges","CHI","TE","3","2022","2","0.000","","0.33","0.0","0.0","0.0","0.0","0.0","1","0","0","0","13","15.5","1","0.000","","1.00","0.0","","","","","0.0","1","0.000","","","0.0","","","","","0.0"
"510","Noah Togiai","PHI","TE","2","2022","2","0.500","","0.50","50.0","50.0","0.0","0.0","0.0","1","0","0","0","3","1.0","","","","","0.0","","","","","0.0","2","0.500","","0.50","50.0","","","","","0.0"
"511","Ty'Son Williams","ARZ","RB","1","2022","2","0.000","2.50","0.50","0.0","0.0","0.0","0.0","0.0","1","1","5","0","-2","-1.0","","","","","0.0","","","","","0.0","","","","","0.0","2","0.000","2.50","0.50","0.0"
"512","Dez Fitzpatrick","TEN","WR","1","2022","2","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","5.0","2","0.000","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"513","Lynn Bowden","NE","RB","1","2022","2","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","7.0","","","","","0.0","2","0.000","","","0.0","","","","","0.0","","","","","0.0"
"514","Duke Johnson","BUF","RB","1","2022","2","-0.500","","","0.0","0.0","0.0","0.0","50.0","0","0","0","0","0","2.0","","","","","0.0","","","","","0.0","","","","","0.0","2","-0.500","","","0.0"
"515","Stanley Berryhill","DET","WR","2","2022","1","-1.000","","","0.0","0.0","0.0","0.0","100.0","0","0","0","0","0","","1","-1.000","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"516","Ethan Fernea","IND","WR","1","2022","1","-1.000","","","0.0","0.0","0.0","0.0","100.0","0","0","0","0","0","","","","","","0.0","1","-1.000","","","0.0","","","","","0.0","","","","","0.0"
"517","Preston Williams","CAR","WR","1","2022","1","1.000","","","100.0","100.0","0.0","0.0","0.0","0","0","0","0","0","10.0","","","","","0.0","1","1.000","","","100.0","","","","","0.0","","","","","0.0"
"518","Kaylon Geiger","TB","WR","2","2022","1","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","","1","0.000","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"519","Maurice Alexander","DET","WR","4","2022","1","1.000","7.00","1.00","100.0","100.0","0.0","0.0","0.0","1","1","7","0","2","2.0","1","1.000","7.00","1.00","100.0","","","","","0.0","","","","","0.0","","","","","0.0"
"520","Godwin Igwebuike","SEA","RB","5","2022","1","0.000","3.00","1.00","0.0","0.0","0.0","0.0","0.0","1","1","3","0","3","","","","","","0.0","","","","","0.0","","","","","0.0","1","0.000","3.00","1.00","0.0"
"521","Rico Dowdle","DAL","RB","4","2022","1","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","2.0","","","","","0.0","","","","","0.0","","","","","0.0","1","0.000","","","0.0"
"522","Tay Martin","SF","WR","2","2022","1","-1.000","","","0.0","0.0","0.0","0.0","100.0","0","0","0","0","0","","1","-1.000","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"523","Taiwan Jones","BUF","RB","7","2022","1","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","3.0","","","","","0.0","","","","","0.0","","","","","0.0","1","0.000","","","0.0"
"524","Jared Bernhardt","ATL","WR","2","2022","1","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","4.0","","","","","0.0","","","","","0.0","1","0.000","","","0.0","","","","","0.0"
"525","Alex Armah","WAS","RB","2","2022","1","1.000","","","100.0","100.0","0.0","0.0","0.0","0","0","0","0","0","11.0","","","","","0.0","","","","","0.0","1","1.000","","","100.0","","","","","0.0"
"526","Cody White","PIT","WR","1","2022","1","0.000","2.00","1.00","0.0","0.0","0.0","0.0","0.0","1","1","2","0","0","-4.0","","","","","0.0","1","0.000","2.00","1.00","0.0","","","","","0.0","","","","","0.0"
