"Player Details","","","","","","Overall","","","","","","","","","","","","","","","Wide","","","","","Slot","","","","","Inline","","","","","Backfield","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","+1 Rate","+2 Rate","+3 Rate","Neg Rate","TGT","REC","YDS","TD","AY","ADOR","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE"
"430","Brayden Willis","SF","TE","7","2023","9","0.111","","","11.1","11.1","0.0","0.0","0.0","0","0","0","0","0","2.3","1","0.000","","","0.0","","","","","0.0","7","0.143","","","14.3","","","","","0.0"
"431","Jashaun Corbin","NYG","RB","3","2023","9","0.000","1.20","0.30","0.0","0.0","0.0","0.0","0.0","3","3","12","0","-1","-2.0","","","","","0.0","3","0.000","2.33","0.33","0.0","","","","","0.0","","","","","0.0"
"432","Irvin Charles","NYJ","WR","11","2023","9","0.000","","","11.1","11.1","0.0","0.0","11.1","0","0","0","0","0","8.8","9","0.000","","","11.1","","","","","0.0","","","","","0.0","","","","","0.0"
"433","Tucker Fisk","ATL","TE","6","2023","9","0.000","1.00","0.11","0.0","0.0","0.0","0.0","0.0","1","1","9","0","3","1.3","","","","","0.0","","","","","0.0","1","0.000","","","0.0","","","","","0.0"
"434","Damien Williams","ARZ","RB","3","2023","8","0.000","1.33","0.22","0.0","0.0","0.0","0.0","0.0","2","2","12","0","1","-2.5","1","0.000","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"435","Tre' McKitty","LAC","TE","6","2023","8","0.125","","","12.5","12.5","0.0","0.0","0.0","0","0","0","0","0","3.5","","","","","0.0","1","0.000","","","0.0","7","0.143","","","14.3","","","","","0.0"
"436","Jake Funk","IND","RB","1","2023","8","0.000","1.50","0.13","0.0","0.0","0.0","0.0","0.0","1","1","12","0","-1","-3.6","","","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"437","Cody Thompson","SEA","WR","6","2023","8","-0.125","1.25","0.13","12.5","12.5","0.0","0.0","25.0","1","1","10","0","6","6.6","7","-0.143","1.43","0.14","14.3","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"438","Travis Vokolek","ARZ","TE","2","2023","8","-0.125","","","0.0","0.0","0.0","0.0","12.5","0","0","0","0","0","3.8","","","","","0.0","1","0.000","","","0.0","7","-0.143","","","0.0","","","","","0.0"
"439","David Wells","TB","TE","5","2023","8","0.000","-1.25","0.25","0.0","0.0","0.0","0.0","0.0","2","2","-10","0","0","1.1","2","0.000","","","0.0","","","","","0.0","6","0.000","-1.67","0.33","0.0","","","","","0.0"
"440","Jonathan Williams","WAS","RB","1","2023","8","0.000","","0.13","0.0","0.0","0.0","0.0","0.0","1","0","0","0","-8","-5.4","","","","","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"441","Simi Fehoko","LAC","WR","5","2023","7","0.143","1.29","0.29","14.3","0.0","14.3","0.0","14.3","2","1","9","1","18","3.3","4","0.250","2.25","0.50","25.0","3","0.000","","","0.0","","","","","0.0","","","","","0.0"
"442","N'Keal Harry","MIN","WR","7","2023","7","0.429","","","28.6","14.3","14.3","0.0","0.0","0","0","0","0","0","13.9","6","0.500","","","33.3","","","","","0.0","","","","","0.0","","","","","0.0"
"443","Tyler Kroft","MIA","TE","6","2023","7","0.143","","","14.3","14.3","0.0","0.0","0.0","0","0","0","0","0","","1","0.000","","","0.0","3","0.333","","","33.3","3","0.000","","","0.0","","","","","0.0"
"444","Leonard Fournette","BUF","RB","2","2023","7","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","-0.1","1","0.000","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"445","Rod Williams","PIT","TE","13","2023","7","0.000","","0.25","0.0","0.0","0.0","0.0","0.0","2","0","0","0","7","1.0","","","","","0.0","3","0.000","","0.33","0.0","4","0.000","","0.20","0.0","","","","","0.0"
"446","Gunner Olszewski","PIT, NYG","WR","12","2023","7","0.000","","0.14","0.0","0.0","0.0","0.0","0.0","1","1","0","0","-1","7.4","3","0.000","","","0.0","4","0.000","","0.25","0.0","","","","","0.0","","","","","0.0"
"447","Rashaad Penny","PHI","RB","3","2023","6","0.000","0.83","0.17","0.0","0.0","0.0","0.0","0.0","1","1","5","0","-1","-2.0","","","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"448","D'Wayne Eskridge","SEA","WR","4","2023","6","0.000","","0.17","16.7","16.7","0.0","0.0","16.7","1","0","0","0","17","7.7","5","0.000","","0.20","20.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"449","Jesper Horsted","LV","TE","5","2023","6","0.000","0.67","0.17","0.0","0.0","0.0","0.0","0.0","1","1","4","0","1","4.7","1","0.000","","","0.0","3","0.000","","","0.0","2","0.000","2.00","0.50","0.0","","","","","0.0"
"450","Juwann Winfree","IND","WR","4","2023","6","-0.500","","0.17","0.0","0.0","0.0","0.0","33.3","1","0","0","0","21","9.5","6","-0.500","","0.17","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"451","John FitzPatrick","ATL","TE","6","2023","5","0.000","2.40","0.20","0.0","0.0","0.0","0.0","0.0","1","1","12","0","2","2.8","","","","","0.0","3","0.000","","","0.0","2","0.000","6.00","0.50","0.0","","","","","0.0"
"452","Cole Fotheringham","LV","TE","2","2023","5","0.000","1.20","0.20","0.0","0.0","0.0","0.0","0.0","1","1","6","0","0","3.6","","","","","0.0","1","0.000","","","0.0","4","0.000","1.50","0.25","0.0","","","","","0.0"
"453","Giovanni Ricci","CAR","TE","3","2023","5","0.200","0.40","0.20","20.0","20.0","0.0","0.0","0.0","1","1","2","0","0","-2.6","","","","","0.0","3","0.333","","","33.3","","","","","0.0","","","","","0.0"
"454","Steven Sims","HST","WR","3","2023","5","0.000","5.00","0.60","0.0","0.0","0.0","0.0","0.0","3","3","25","0","-3","2.2","5","0.000","5.00","0.60","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"455","Mason Kinsey","TEN","WR","6","2023","5","0.000","1.20","0.20","0.0","0.0","0.0","0.0","0.0","1","1","6","0","-2","11.2","2","0.000","3.00","0.50","0.0","3","0.000","","","0.0","","","","","0.0","","","","","0.0"
"456","Tyree Jackson","NYG","TE","2","2023","4","0.250","","","25.0","25.0","0.0","0.0","0.0","0","0","0","0","0","1.8","","","","","0.0","2","0.500","","","50.0","2","0.000","","","0.0","","","","","0.0"
"457","Evan Hull","IND","RB","1","2023","4","0.000","1.50","0.25","0.0","0.0","0.0","0.0","0.0","1","1","6","0","2","-3.8","","","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"458","Jacob Harris","JAX","WR","2","2023","4","-0.500","","","0.0","0.0","0.0","0.0","25.0","0","0","0","0","0","8.3","3","0.000","","","0.0","1","-2.000","","","0.0","","","","","0.0","","","","","0.0"
"459","Zach Gentry","LV","TE","1","2023","4","-0.250","","","0.0","0.0","0.0","0.0","25.0","0","0","0","0","0","1.0","2","-0.500","","","0.0","","","","","0.0","2","0.000","","","0.0","","","","","0.0"
"460","Andrew Beck","HST","TE","1","2023","3","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","2.7","","","","","0.0","2","0.000","","","0.0","1","0.000","","","0.0","","","","","0.0"
"461","Kwamie Lassiter","CIN","WR","1","2023","3","0.000","0.67","0.33","0.0","0.0","0.0","0.0","0.0","1","1","2","0","-2","2.0","3","0.000","0.67","0.33","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"462","Anthony McFarland","PIT","RB","2","2023","3","0.000","3.67","0.67","0.0","0.0","0.0","0.0","0.0","2","2","11","0","1","0.3","1","0.000","","","0.0","1","0.000","5.00","1.00","0.0","","","","","0.0","","","","","0.0"
"463","Parker Hesse","ATL","TE","3","2023","3","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","5.0","","","","","0.0","1","0.000","","","0.0","1","0.000","","","0.0","","","","","0.0"
"464","Christopher Brooks","MIA","RB","4","2023","3","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","-5.0","","","","","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"465","Kene Nwangwu","MIN","RB","8","2023","3","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","-4.0","","","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"466","Chris Blair","ATL","WR","1","2023","3","0.333","","","33.3","33.3","0.0","0.0","0.0","0","0","0","0","0","13.7","3","0.333","","","33.3","","","","","0.0","","","","","0.0","","","","","0.0"
"467","Zonovan Knight","DET","RB","2","2023","3","0.000","2.67","0.33","0.0","0.0","0.0","0.0","0.0","1","1","8","0","-6","-2.0","","","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"468","Elijah Dotson","LAC","RB","2","2023","3","0.000","4.33","0.67","0.0","0.0","0.0","0.0","0.0","2","2","13","0","-2","-1.3","","","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"469","Zach Evans","LA","RB","4","2023","3","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","-1.0","","","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"470","Josh Pederson","JAX","TE","2","2023","3","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","1.7","1","0.000","","","0.0","","","","","0.0","2","0.000","","","0.0","","","","","0.0"
"471","Jordan Mims","NO","RB","2","2023","3","0.333","","0.67","33.3","33.3","0.0","0.0","0.0","2","0","0","0","11","3.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"472","Stanley Morgan","CIN","WR","2","2023","2","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","-1.5","1","0.000","","","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"473","David Sills","DEN","WR","3","2023","2","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","10.5","2","0.000","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"474","Noah Togiai","PHI","TE","1","2023","2","-0.500","","","0.0","0.0","0.0","0.0","50.0","0","0","0","0","0","0.5","","","","","0.0","","","","","0.0","2","-0.500","","","0.0","","","","","0.0"
"475","Devine Ozigbo","DET","RB","2","2023","2","0.000","4.00","0.50","0.0","0.0","0.0","0.0","0.0","1","1","8","0","2","1.0","","","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"476","Johnny Johnson","HST","WR","1","2023","2","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","6.5","1","0.000","","","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"477","James Robinson","GB","RB","1","2023","2","0.000","-1.00","0.50","0.0","0.0","0.0","0.0","0.0","1","1","-2","0","-3","-5.0","","","","","0.0","","","","","0.0","1","0.000","-2.00","1.00","0.0","","","","","0.0"
"478","Brady Russell","SEA","TE","9","2023","2","0.500","","","50.0","50.0","0.0","0.0","0.0","0","0","0","0","0","3.0","","","","","0.0","","","","","0.0","2","0.500","","","50.0","","","","","0.0"
"479","Mitchell Tinsley","WAS","WR","1","2023","2","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","3.0","","","","","0.0","2","0.000","","","0.0","","","","","0.0","","","","","0.0"
"480","Michael Bandy","DEN","WR","1","2023","2","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","4.0","1","0.000","","","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"481","Henry Pearson","GB","TE","2","2023","2","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","-4.0","","","","","0.0","2","0.000","","","0.0","","","","","0.0","","","","","0.0"
"482","Nick Bawden","NYJ","RB","1","2023","2","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","3.5","","","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"483","Dareke Young","SEA","WR","4","2023","2","-0.500","","","0.0","0.0","0.0","0.0","50.0","0","0","0","0","0","14.0","1","0.000","","","0.0","1","-1.000","","","0.0","","","","","0.0","","","","","0.0"
"484","Darrell Daniels","DET","TE","3","2023","2","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","1.5","1","0.000","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"485","Jamycal Hasty","JAX","RB","2","2023","2","-1.000","","0.67","0.0","0.0","0.0","0.0","50.0","2","0","0","0","30","1.5","","","","1.00","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"486","Shedrick Jackson","CIN","WR","2","2023","2","-0.500","","0.50","0.0","0.0","0.0","0.0","50.0","1","0","0","0","31","","1","-1.000","","1.00","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"487","Andy Isabella","BUF","WR","2","2023","2","0.500","","","50.0","50.0","0.0","0.0","0.0","0","0","0","0","0","8.5","","","","","0.0","2","0.500","","","50.0","","","","","0.0","","","","","0.0"
"488","Kirk Merritt","NO","WR","1","2023","2","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","-3.5","1","0.000","","","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"489","Lucky Jackson","MIN","WR","3","2023","2","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","15.0","1","0.000","","","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"490","Ryan Miller","TB","WR","1","2023","2","-0.500","","","0.0","0.0","0.0","0.0","50.0","0","0","0","0","0","11.0","1","0.000","","","0.0","1","-1.000","","","0.0","","","","","0.0","","","","","0.0"
"491","Julius Chestnut","TEN","RB","2","2023","1","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","4.0","","","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"492","Nick Muse","MIN","TE","1","2023","1","0.000","22.00","1.00","0.0","0.0","0.0","0.0","0.0","1","1","22","0","13","9.0","","","","","0.0","","","","","0.0","1","0.000","22.00","1.00","0.0","","","","","0.0"
"493","Stephen Anderson","LAC","TE","3","2023","1","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","4.0","","","","","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"494","Matt Sokol","NE","TE","3","2023","1","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","","","","","","0.0","","","","","0.0","1","0.000","","","0.0","","","","","0.0"
"495","Dalton Keene","HST","TE","1","2023","1","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","","","","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"496","Tre'Quan Smith","DEN","WR","1","2023","1","1.000","","","100.0","100.0","0.0","0.0","0.0","0","0","0","0","0","8.0","1","1.000","","","100.0","","","","","0.0","","","","","0.0","","","","","0.0"
"497","Ethan Fernea","IND","WR","1","2023","1","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","","","","","","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"498","Matt Bushman","KC","TE","1","2023","1","1.000","","","100.0","100.0","0.0","0.0","0.0","0","0","0","0","0","","","","","","0.0","1","1.000","","","100.0","","","","","0.0","","","","","0.0"
"499","Blake Whiteheart","ARZ","TE","1","2023","1","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","3.0","","","","","0.0","","","","","0.0","1","0.000","","","0.0","","","","","0.0"
"500","Dylan Drummond","DET","WR","1","2023","1","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","5.0","","","","","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"501","Tanner Conner","MIA","WR","3","2023","1","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","","","","","","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
"502","Tay Martin","SF","WR","1","2023","1","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","-2.0","","","","","0.0","1","0.000","","","0.0","","","","","0.0","","","","","0.0"
