"Player Details","","","","","","Overall","","","","","","","","","","","","","","","Wide","","","","","Slot","","","","","Inline","","","","","Backfield","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","+1 Rate","+2 Rate","+3 Rate","Neg Rate","TGT","REC","YDS","TD","AY","ADOR","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE"
"201","Jeremy McNichols","WAS","RB","17","2025","172","0.000","1.11","0.18","0.0","0.0","0.0","0.0","0.0","31","25","196","0","-23","-1.7","4","0.000","","0.25","0.0","43","0.000","1.12","0.14","0.0","","","","","0.0","125","0.000","1.15","0.19","0.0"
"202","Zach Charbonnet","SEA","RB","16","2025","172","-0.012","0.83","0.14","0.0","0.0","0.0","0.0","1.2","24","20","144","0","39","-1.3","5","0.000","","","0.0","11","-0.091","0.82","0.18","0.0","4","0.000","2.50","0.50","0.0","152","-0.007","0.82","0.13","0.0"
"203","Dalton Kincaid","BUF","TE","12","2025","171","0.088","3.19","0.27","12.3","10.5","1.2","0.6","5.8","49","39","571","5","455","7.1","40","0.100","2.48","0.17","12.5","89","0.124","2.88","0.29","13.5","42","0.000","4.49","0.33","9.5","","","","","0.0"
"204","Kyle Williams","NE","WR","17","2025","168","0.012","1.24","0.12","10.1","9.5","0.6","0.0","8.9","21","10","209","3","383","8.7","151","0.000","1.38","0.13","9.9","17","0.118","","0.12","11.8","","","","","0.0","","","","","0.0"
"205","Jeremy Ruckert","NYJ","TE","17","2025","168","-0.018","1.03","0.16","3.0","3.0","0.0","0.0","4.8","28","23","179","1","105","4.1","22","-0.045","0.70","0.09","4.5","27","-0.037","0.96","0.19","0.0","117","-0.009","1.04","0.17","3.4","2","0.000","","","0.0"
"206","Tyrell Shavers","BUF","WR","17","2025","167","-0.024","1.44","0.13","9.6","9.6","0.0","0.0","12.0","22","15","245","1","299","6.8","110","0.009","1.46","0.15","12.7","42","-0.095","1.49","0.09","4.8","15","-0.067","1.13","0.07","0.0","","","","","0.0"
"207","Omarion Hampton","LAC","RB","9","2025","167","0.006","1.12","0.20","0.6","0.6","0.0","0.0","0.0","34","32","192","1","-53","-2.3","8","0.000","2.38","0.13","0.0","9","0.000","2.44","0.44","0.0","2","0.000","1.67","0.33","0.0","148","0.007","0.97","0.19","0.7"
"208","Kenneth Walker","SEA","RB","17","2025","166","0.006","1.68","0.20","1.2","0.6","0.6","0.0","1.2","34","31","282","0","-46","-1.7","14","0.071","2.07","0.07","7.1","19","-0.053","0.55","0.25","0.0","4","0.000","4.50","0.50","0.0","129","0.008","1.72","0.20","0.8"
"209","Tyler Higbee","LA","TE","10","2025","166","-0.006","1.62","0.21","4.8","4.8","0.0","0.0","5.4","36","25","281","3","228","5.4","25","0.040","0.85","0.08","12.0","44","-0.023","1.68","0.16","4.5","96","-0.010","1.81","0.26","3.1","1","0.000","","","0.0"
"210","Samaje Perine","CIN","RB","15","2025","166","0.000","0.52","0.12","0.0","0.0","0.0","0.0","0.0","20","17","87","0","-27","-3.4","4","0.000","","","0.0","5","0.000","","","0.0","5","0.000","0.83","0.17","0.0","152","0.000","0.54","0.12","0.0"
"211","Aaron Jones","MIN","RB","12","2025","163","0.000","1.18","0.22","1.2","0.6","0.6","0.0","1.8","37","28","199","1","-12","-2.3","9","0.000","1.56","0.11","0.0","2","0.000","-1.00","0.50","0.0","4","0.000","","","0.0","148","0.000","1.25","0.23","1.4"
"212","Jaylen Warren","PIT","RB","16","2025","162","0.000","2.01","0.27","0.6","0.6","0.0","0.0","0.6","44","40","333","2","-112","-2.7","6","-0.167","1.17","0.17","0.0","8","0.000","2.25","0.50","0.0","9","0.000","0.18","0.09","0.0","139","0.007","2.17","0.27","0.7"
"213","Konata Mumpfield","LA","WR","17","2025","162","0.123","0.55","0.13","15.4","10.5","4.3","0.6","8.6","22","10","92","1","280","9.1","128","0.102","0.70","0.15","15.6","34","0.206","","0.06","14.7","","","","","0.0","","","","","0.0"
"214","Jerome Ford","CLV","RB","13","2025","161","0.000","0.63","0.19","0.6","0.6","0.0","0.0","0.6","31","26","103","0","-45","-3.1","8","0.000","","0.13","0.0","1","0.000","","","0.0","18","-0.056","","0.05","0.0","134","0.007","0.76","0.21","0.7"
"215","Mason Tipton","NO","WR","13","2025","161","-0.012","0.46","0.10","6.2","6.2","0.0","0.0","7.5","17","11","76","0","151","8.2","108","0.019","0.25","0.08","8.3","52","-0.077","0.91","0.15","1.9","","","","","0.0","1","0.000","","","0.0"
"216","Zay Jones","ARZ","WR","8","2025","161","0.062","1.12","0.10","11.2","9.9","1.2","0.0","6.2","16","12","183","0","223","8.7","112","0.089","1.41","0.11","10.7","49","0.000","0.45","0.08","12.2","","","","","0.0","","","","","0.0"
"217","Adam Trautman","DEN","TE","17","2025","161","-0.037","1.17","0.14","1.9","1.9","0.0","0.0","5.6","23","20","195","1","124","4.3","14","0.000","0.67","0.13","7.1","41","0.024","1.31","0.14","2.4","105","-0.067","1.13","0.13","1.0","1","0.000","8.00","1.00","0.0"
"218","Terrance Ferguson","LA","TE","13","2025","159","0.025","1.43","0.15","8.2","4.4","2.5","1.3","10.7","25","11","231","3","458","9.0","38","-0.079","1.66","0.11","2.6","77","0.039","0.96","0.14","10.4","44","0.091","2.02","0.22","9.1","","","","","0.0"
"219","Bucky Irving","TB","RB","10","2025","157","0.000","1.74","0.22","0.6","0.6","0.0","0.0","0.6","35","30","277","3","-55","-4.3","16","0.000","","","0.0","9","0.000","0.11","0.11","0.0","","","","","0.0","132","0.000","2.06","0.25","0.8"
"220","David Montgomery","DET","RB","17","2025","154","-0.006","1.25","0.18","0.0","0.0","0.0","0.0","0.6","28","24","192","0","17","-2.5","3","0.000","","","0.0","","","","","0.0","","","","","0.0","151","-0.007","1.27","0.19","0.0"
"221","Josh Reynolds","NYJ","WR","5","2025","151","0.000","0.66","0.14","7.3","6.6","0.7","0.0","7.9","21","11","101","0","278","9.2","117","-0.017","0.69","0.15","6.8","34","0.059","0.56","0.09","8.8","","","","","0.0","","","","","0.0"
"222","Isaiah Davis","NYJ","RB","16","2025","149","0.007","1.23","0.18","0.7","0.7","0.0","0.0","0.0","27","21","186","0","34","-0.9","4","0.000","5.20","0.20","0.0","11","0.000","1.82","0.18","0.0","","","","","0.0","134","0.007","1.04","0.18","0.7"
"223","Tyler Johnson","NYJ","WR","12","2025","148","-0.054","1.30","0.11","2.7","2.7","0.0","0.0","8.1","16","12","197","1","219","8.0","87","-0.057","1.69","0.12","3.4","61","-0.049","0.76","0.08","1.6","","","","","0.0","","","","","0.0"
"224","Calvin Ridley","TEN","WR","7","2025","147","-0.007","2.05","0.23","6.8","4.8","2.0","0.0","9.5","34","17","303","0","439","9.1","112","-0.027","2.14","0.25","6.3","35","0.057","1.74","0.17","8.6","","","","","0.0","","","","","0.0"
"225","Darren Waller","MIA","TE","9","2025","143","0.028","1.91","0.23","10.5","9.1","1.4","0.0","9.1","34","24","283","6","385","7.2","54","-0.019","1.96","0.25","13.0","57","0.053","1.95","0.17","7.0","32","0.063","1.75","0.31","12.5","","","","","0.0"
"226","Quinshon Judkins","CLV","RB","14","2025","143","0.000","1.17","0.23","0.0","0.0","0.0","0.0","0.0","34","26","171","0","-19","-2.5","7","0.000","","","0.0","3","0.000","","","0.0","4","0.000","","0.20","0.0","129","0.000","1.31","0.25","0.0"
"227","Hunter Renfrow","CAR","WR","6","2025","142","0.113","0.62","0.16","11.3","9.2","2.1","0.0","2.1","23","15","89","2","187","5.6","28","0.214","1.25","0.18","17.9","114","0.088","0.47","0.16","9.6","","","","","0.0","","","","","0.0"
"228","Lil'Jordan Humphrey","DEN, NYG","WR","10","2025","141","-0.050","1.05","0.16","6.4","6.4","0.0","0.0","11.3","23","13","156","1","266","7.6","89","-0.090","0.97","0.16","6.7","50","0.020","1.25","0.15","6.0","2","0.000","","","0.0","","","","","0.0"
"229","Allen Lazard","NYJ","WR","10","2025","141","-0.021","0.48","0.12","2.8","2.8","0.0","0.0","5.0","18","10","70","1","219","7.9","82","-0.049","0.60","0.13","1.2","59","0.017","0.33","0.11","5.1","","","","","0.0","","","","","0.0"
"230","LeQuint Allen","JAX","RB","17","2025","140","0.000","0.38","0.08","0.0","0.0","0.0","0.0","0.0","11","10","54","0","-19","-2.6","5","0.000","","","0.0","17","0.000","1.00","0.18","0.0","","","","","0.0","118","0.000","0.31","0.07","0.0"
"231","Treylon Burks","WAS","WR","8","2025","139","-0.086","0.92","0.16","7.2","7.2","0.0","0.0","15.8","23","10","130","1","340","9.8","112","-0.098","0.88","0.16","6.3","25","-0.040","1.20","0.20","12.0","1","0.000","","","0.0","1","0.000","","","0.0"
"232","Tim Patrick","JAX","WR","16","2025","137","0.022","1.33","0.17","10.2","6.6","2.9","0.7","12.4","24","15","187","3","279","8.3","82","0.000","1.26","0.16","11.0","55","0.055","1.43","0.18","9.1","","","","","0.0","","","","","0.0"
"233","Roman Wilson","PIT","WR","13","2025","136","0.066","1.15","0.14","10.3","8.8","1.5","0.0","5.1","20","12","166","2","273","6.8","111","0.054","1.35","0.14","9.9","25","0.120","0.27","0.12","12.0","","","","","0.0","","","","","0.0"
"234","Dylan Sampson","CLV","RB","15","2025","134","0.007","2.01","0.28","2.2","2.2","0.0","0.0","1.5","38","33","271","2","-51","-1.8","16","-0.125","1.81","0.25","0.0","12","0.000","1.50","0.25","0.0","9","0.111","1.67","0.11","11.1","97","0.021","2.13","0.31","2.1"
"235","Luke Schoonmaker","DAL","TE","17","2025","133","0.038","0.99","0.17","7.5","7.5","0.0","0.0","3.8","23","14","132","0","152","4.8","11","0.000","2.64","0.09","9.1","32","0.031","0.97","0.19","6.3","90","0.044","0.80","0.18","7.8","","","","","0.0"
"236","Jordan Mason","MIN","RB","16","2025","133","0.008","0.38","0.12","0.8","0.8","0.0","0.0","0.0","16","14","51","0","-55","-2.7","6","0.000","","","0.0","2","0.000","","","0.0","12","0.000","","","0.0","113","0.009","0.45","0.14","0.9"
"237","Kevin Austin","NO","WR","8","2025","132","-0.061","1.04","0.17","3.0","3.0","0.0","0.0","9.1","23","13","140","1","172","8.2","85","-0.059","0.81","0.16","2.4","47","-0.064","1.46","0.19","4.3","","","","","0.0","","","","","0.0"
"238","Tutu Atwell","LA","WR","10","2025","130","0.015","1.44","0.11","5.4","4.6","0.0","0.8","5.4","15","6","192","1","300","10.5","48","0.000","0.67","0.19","6.3","82","0.024","1.88","0.07","4.9","","","","","0.0","","","","","0.0"
"239","Devin Neal","NO","RB","9","2025","129","0.000","0.80","0.15","0.0","0.0","0.0","0.0","0.0","19","17","104","0","-40","-2.0","10","0.000","","","0.0","3","0.000","","","0.0","","","","","0.0","116","0.000","0.89","0.16","0.0"
"240","Elijah Arroyo","SEA","TE","13","2025","128","0.078","1.35","0.19","7.8","5.5","2.3","0.0","2.3","25","15","179","1","228","6.0","25","0.200","0.88","0.16","16.0","24","0.042","0.20","0.12","8.3","77","0.052","1.67","0.20","5.2","2","0.000","8.50","1.00","0.0"
"241","Ray-Ray McCloud","NYG, ATL","WR","6","2025","128","0.039","0.54","0.10","10.2","9.4","0.8","0.0","7.0","13","7","69","0","80","8.4","87","-0.023","-0.08","0.07","5.7","41","0.171","1.85","0.17","19.5","","","","","0.0","","","","","0.0"
"242","Jamari Thrash","CLV","WR","9","2025","127","0.000","0.84","0.11","5.5","5.5","0.0","0.0","5.5","14","10","107","0","140","7.0","56","-0.018","0.68","0.13","5.4","71","0.014","0.96","0.10","5.6","","","","","0.0","","","","","0.0"
"243","Derrick Henry","BLT","RB","17","2025","126","0.000","1.18","0.15","0.0","0.0","0.0","0.0","0.0","19","15","150","0","15","-1.0","1","0.000","","","0.0","1","0.000","","","0.0","","","","","0.0","124","0.000","1.20","0.15","0.0"
"244","Xavier Smith","LA","WR","16","2025","125","0.104","2.33","0.18","12.8","10.4","2.4","0.0","4.8","23","18","303","0","392","8.8","36","0.083","1.19","0.17","13.9","89","0.112","2.77","0.18","12.4","","","","","0.0","","","","","0.0"
"245","Tory Horton","SEA","WR","8","2025","125","0.080","1.28","0.17","14.4","12.8","0.8","0.8","8.8","22","13","161","5","353","9.7","98","0.071","1.07","0.17","14.3","27","0.111","2.04","0.19","14.8","","","","","0.0","","","","","0.0"
"246","Mitchell Tinsley","CIN","WR","17","2025","124","0.000","0.90","0.19","8.1","7.3","0.8","0.0","8.9","24","8","116","2","358","8.0","101","-0.020","1.02","0.20","7.9","21","0.095","0.38","0.10","9.5","1","0.000","","1.00","0.0","1","0.000","","","0.0"
"247","Tyler Badie","DEN","RB","16","2025","124","0.000","1.10","0.23","0.0","0.0","0.0","0.0","0.0","30","19","141","0","-41","-1.4","2","0.000","","","0.0","1","0.000","","","0.0","8","0.000","","0.13","0.0","113","0.000","1.21","0.25","0.0"
"248","Malik Nabers","NYG","WR","4","2025","123","0.049","2.13","0.25","5.7","4.1","1.6","0.0","2.4","32","18","271","2","542","6.1","93","0.054","2.16","0.27","6.5","30","0.033","2.03","0.20","3.3","","","","","0.0","","","","","0.0"
"249","Greg Dulcich","MIA","TE","10","2025","121","-0.058","2.64","0.24","0.8","0.8","0.0","0.0","6.6","31","26","335","1","167","5.7","19","-0.211","0.20","0.15","0.0","41","-0.049","3.02","0.29","2.4","60","-0.017","3.19","0.25","0.0","1","0.000","","","0.0"
"250","Luke Farrell","SF","TE","17","2025","120","-0.033","0.70","0.10","0.0","0.0","0.0","0.0","3.3","12","11","85","2","42","3.1","10","-0.200","","","0.0","14","0.000","0.57","0.07","0.0","95","-0.021","0.80","0.11","0.0","1","0.000","","","0.0"
"251","Gage Larvadain","CLV","WR","13","2025","119","0.000","0.59","0.11","6.7","5.9","0.8","0.0","7.6","13","7","71","0","121","8.7","67","-0.015","0.23","0.10","9.0","52","0.019","1.06","0.12","3.8","","","","","0.0","","","","","0.0"
"252","Mitchell Evans","CAR","TE","17","2025","119","-0.008","1.40","0.18","2.5","2.5","0.0","0.0","3.4","22","19","171","2","88","4.2","7","0.000","","","0.0","22","-0.091","0.41","0.05","0.0","90","0.011","1.74","0.23","3.3","","","","","0.0"
"253","Bam Knight","ARZ","RB","12","2025","119","0.008","1.33","0.25","0.8","0.8","0.0","0.0","0.0","30","22","160","1","21","-1.1","9","0.000","0.11","0.11","0.0","7","0.000","","","0.0","","","","","0.0","103","0.010","1.53","0.28","1.0"
"254","Cam Skattebo","NYG","RB","8","2025","119","0.008","1.70","0.25","0.8","0.0","0.8","0.0","0.8","30","24","207","2","4","-1.7","7","0.000","2.14","0.29","0.0","7","0.000","0.57","0.29","0.0","","","","","0.0","105","0.010","1.74","0.24","1.0"
"255","John Bates","WAS","TE","15","2025","119","0.000","0.84","0.12","2.5","1.7","0.8","0.0","3.4","15","11","103","1","61","3.7","7","0.000","","","0.0","16","0.063","","","6.3","96","-0.010","1.03","0.15","2.1","","","","","0.0"
"256","Justice Hill","BLT","RB","10","2025","118","0.000","1.41","0.23","0.0","0.0","0.0","0.0","0.0","27","21","169","1","-15","-2.2","5","0.000","","","0.0","10","0.000","1.00","0.50","0.0","","","","","0.0","103","0.000","1.53","0.21","0.0"
"257","Gabe Davis","BUF","WR","6","2025","114","-0.061","1.11","0.16","6.1","5.3","0.9","0.0","13.2","18","12","129","1","168","7.6","101","-0.069","1.16","0.17","6.9","11","0.000","1.00","0.09","0.0","2","0.000","","","0.0","","","","","0.0"
"258","Charlie Woerner","ATL","TE","17","2025","112","-0.036","0.42","0.07","0.9","0.9","0.0","0.0","4.5","8","8","48","0","9","0.4","7","-0.143","","","0.0","12","-0.083","0.67","0.08","0.0","49","-0.041","0.84","0.10","2.0","44","0.000","-0.02","0.04","0.0"
"259","Emanuel Wilson","GB","RB","17","2025","112","-0.009","0.85","0.15","0.0","0.0","0.0","0.0","0.9","17","15","99","0","-34","-3.3","9","0.000","","","0.0","4","0.000","-0.50","0.25","0.0","3","0.000","3.67","0.33","0.0","96","-0.010","0.91","0.15","0.0"
"260","Emari Demercado","ARZ","RB","13","2025","111","-0.009","0.90","0.17","0.0","0.0","0.0","0.0","0.9","19","13","101","1","23","-2.2","7","0.000","0.57","0.14","0.0","6","0.000","","0.17","0.0","","","","","0.0","98","-0.010","0.70","0.16","0.0"
"261","Johnny Mundt","JAX","TE","16","2025","110","-0.036","0.97","0.16","0.9","0.9","0.0","0.0","4.5","18","9","111","0","94","4.0","8","-0.125","0.90","0.20","0.0","15","0.000","","","0.0","87","-0.034","1.15","0.18","1.1","","","","","0.0"
"262","Hunter Long","JAX","TE","9","2025","110","-0.045","0.76","0.14","2.7","2.7","0.0","0.0","7.3","16","12","85","2","65","3.6","23","-0.130","0.48","0.09","0.0","27","-0.074","0.59","0.11","0.0","59","0.000","0.95","0.18","5.1","1","0.000","","","0.0"
"263","Mo Alie-Cox","IND","TE","17","2025","110","-0.027","1.05","0.17","0.0","0.0","0.0","0.0","2.7","19","13","117","1","91","3.7","1","0.000","7.00","1.00","0.0","10","0.000","","","0.0","99","-0.030","0.94","0.17","0.0","","","","","0.0"
"264","Brock Wright","DET","TE","11","2025","110","-0.009","0.97","0.16","0.9","0.9","0.0","0.0","1.8","18","14","108","2","32","3.1","12","0.083","","","8.3","27","-0.037","0.96","0.15","0.0","67","-0.015","0.84","0.18","0.0","4","0.000","6.25","0.50","0.0"
"265","Nick Chubb","HST","RB","15","2025","106","0.000","0.63","0.19","0.0","0.0","0.0","0.0","0.0","20","13","67","0","22","-1.7","4","0.000","1.75","0.25","0.0","","","","","0.0","","","","","0.0","102","0.000","0.59","0.19","0.0"
"266","Jacory Croskey-Merritt","WAS","RB","17","2025","106","0.000","0.62","0.11","0.0","0.0","0.0","0.0","0.0","12","9","68","0","-20","-1.0","3","0.000","","","0.0","11","0.000","0.50","0.08","0.0","","","","","0.0","92","0.000","0.66","0.12","0.0"
"267","Brycen Tremayne","CAR","WR","16","2025","106","0.094","1.50","0.16","12.3","10.4","1.9","0.0","4.7","17","14","160","0","144","7.4","67","0.090","1.75","0.16","13.4","38","0.079","1.08","0.16","7.9","","","","","0.0","1","1.000","","","100.0"
"268","John FitzPatrick","GB","TE","15","2025","105","-0.019","0.67","0.14","1.0","1.0","0.0","0.0","2.9","15","12","72","1","26","2.0","9","0.000","0.67","0.11","0.0","12","0.083","","","8.3","80","-0.038","0.70","0.16","0.0","4","0.000","2.25","0.25","0.0"
"269","Jayden Reed","GB","WR","7","2025","105","0.038","1.88","0.20","6.7","5.7","1.0","0.0","3.8","22","19","207","1","180","6.8","22","0.045","0.30","0.09","4.5","77","0.039","2.30","0.21","7.8","2","0.000","0.50","0.50","0.0","4","0.000","3.25","0.50","0.0"
"270","Devin Singletary","NYG","RB","17","2025","104","0.019","1.41","0.18","1.9","1.9","0.0","0.0","0.0","19","18","151","0","-13","-1.1","17","0.000","","0.06","0.0","4","0.000","","","0.0","","","","","0.0","83","0.024","1.78","0.21","2.4"
"271","Tanner Hudson","CIN","TE","13","2025","103","0.000","1.58","0.23","2.9","1.9","1.0","0.0","3.9","24","19","168","2","148","3.4","21","0.000","0.71","0.10","0.0","49","0.020","1.65","0.22","6.1","30","-0.033","1.79","0.30","0.0","3","0.000","4.33","0.33","0.0"
"272","Grant Calcaterra","PHI","TE","15","2025","101","-0.010","0.72","0.12","2.0","2.0","0.0","0.0","3.0","13","9","76","1","80","6.7","9","0.000","1.60","0.20","0.0","46","-0.043","0.72","0.11","0.0","46","0.022","0.55","0.12","4.3","","","","","0.0"
"273","Josh Oliver","MIN","TE","15","2025","100","-0.010","1.55","0.17","4.0","4.0","0.0","0.0","5.0","18","15","160","4","61","3.0","6","-0.333","","0.17","0.0","16","0.063","1.69","0.13","6.3","78","0.000","1.64","0.19","3.8","","","","","0.0"
"274","Elijah Moore","BUF","WR","9","2025","100","-0.060","1.09","0.17","5.0","4.0","0.0","1.0","13.0","17","9","112","0","128","6.8","58","-0.155","0.70","0.17","5.2","40","0.075","1.71","0.17","5.0","","","","","0.0","2","0.000","","","0.0"
"275","Ben Sinnott","WAS","TE","16","2025","98","-0.061","1.15","0.13","3.1","3.1","0.0","0.0","9.2","13","11","114","1","109","3.9","9","-0.111","","","11.1","31","-0.065","0.65","0.13","3.2","55","-0.055","1.64","0.15","1.8","3","0.000","1.00","0.25","0.0"
"276","Blake Corum","LA","RB","17","2025","96","0.010","0.38","0.15","1.0","1.0","0.0","0.0","0.0","14","8","36","0","20","-1.3","2","0.000","","","0.0","14","0.000","","0.07","0.0","","","","","0.0","80","0.013","0.45","0.16","1.3"
"277","Brashard Smith","KC","RB","17","2025","96","-0.031","1.77","0.35","0.0","0.0","0.0","0.0","3.1","34","25","172","1","-51","-2.0","18","-0.056","3.06","0.44","0.0","25","0.000","1.72","0.32","0.0","1","-1.000","","","0.0","52","-0.019","1.40","0.34","0.0"
"278","Casey Washington","ATL","WR","7","2025","95","0.021","0.99","0.15","13.7","11.6","2.1","0.0","13.7","14","6","94","0","249","9.7","62","-0.032","0.39","0.15","14.5","33","0.121","2.12","0.15","12.1","","","","","0.0","","","","","0.0"
"279","Luke McCaffrey","WAS","WR","9","2025","94","0.011","2.11","0.16","10.6","7.4","3.2","0.0","12.8","15","11","203","3","231","9.9","57","0.070","2.55","0.16","14.0","37","-0.081","1.45","0.16","5.4","","","","","0.0","","","","","0.0"
"280","Anthony Firkser","DET","TE","7","2025","94","-0.032","0.55","0.08","1.1","1.1","0.0","0.0","4.3","8","8","53","0","38","4.5","23","-0.130","1.65","0.13","0.0","40","-0.025","0.31","0.05","0.0","30","0.033","0.07","0.10","3.3","1","0.000","","","0.0"
"281","Jalin Hyatt","NYG","WR","8","2025","92","-0.043","0.36","0.15","4.3","4.3","0.0","0.0","8.7","14","5","35","0","280","9.3","75","-0.053","0.40","0.15","2.7","17","0.000","0.22","0.11","11.8","","","","","0.0","","","","","0.0"
"282","Tanner Conner","MIA","TE","9","2025","92","-0.011","0.95","0.16","3.3","3.3","0.0","0.0","4.3","15","9","91","0","121","6.0","12","0.000","","","8.3","38","-0.026","0.92","0.16","5.3","42","0.000","1.27","0.20","0.0","","","","","0.0"
"283","Julian Hill","MIA","TE","14","2025","92","-0.011","1.52","0.22","1.1","1.1","0.0","0.0","2.2","20","15","140","0","73","2.3","4","-0.250","","","0.0","16","-0.063","0.25","0.31","0.0","70","0.014","1.94","0.21","1.4","2","0.000","","","0.0"
"284","Scott Miller","PIT","WR","13","2025","92","-0.022","0.67","0.13","8.7","7.6","1.1","0.0","12.0","12","9","62","0","66","6.2","68","-0.044","0.51","0.10","5.9","24","0.042","1.13","0.21","16.7","","","","","0.0","","","","","0.0"
"285","Tyler Allgeier","ATL","RB","17","2025","91","0.000","1.05","0.18","0.0","0.0","0.0","0.0","0.0","16","14","96","0","-30","-3.6","5","0.000","0.80","0.20","0.0","3","0.000","","","0.0","","","","","0.0","83","0.000","1.11","0.18","0.0"
"286","James Proche","TEN","WR","9","2025","90","0.078","0.71","0.11","12.2","11.1","1.1","0.0","5.6","10","6","65","0","155","9.2","62","0.097","0.46","0.11","14.5","27","0.037","1.33","0.11","7.4","","","","","0.0","1","0.000","","","0.0"
"287","Tyreek Hill","MIA","WR","4","2025","90","0.189","2.82","0.31","16.7","12.2","4.4","0.0","2.2","29","21","265","1","374","9.2","54","0.241","4.02","0.31","22.2","35","0.114","0.97","0.29","8.6","","","","","0.0","1","0.000","7.00","1.00","0.0"
"288","Charlie Kolar","BLT","TE","17","2025","90","0.022","1.53","0.13","5.6","5.6","0.0","0.0","3.3","12","10","142","2","117","4.1","5","0.000","","","0.0","8","-0.125","2.38","0.13","0.0","77","0.039","1.54","0.14","6.5","","","","","0.0"
"289","Audric Estime","NO","RB","6","2025","89","0.000","1.14","0.14","0.0","0.0","0.0","0.0","0.0","13","12","103","0","-1","-1.7","6","0.000","","","0.0","2","0.000","","","0.0","","","","","0.0","81","0.000","1.26","0.16","0.0"
"290","Darius Cooper","PHI","WR","13","2025","87","-0.023","1.02","0.12","6.9","4.6","2.3","0.0","11.5","11","9","92","0","105","7.6","50","0.000","1.19","0.13","10.0","37","-0.054","0.79","0.11","2.7","","","","","0.0","","","","","0.0"
"291","Malik Heath","GB","WR","11","2025","84","0.083","1.00","0.08","10.7","7.1","3.6","0.0","6.0","7","6","86","0","65","9.2","52","0.077","1.31","0.10","11.5","29","0.069","0.58","0.06","6.9","3","0.333","","","33.3","","","","","0.0"
"292","Jackson Hawes","BUF","TE","17","2025","83","-0.024","2.13","0.22","1.2","1.2","0.0","0.0","3.6","19","16","187","3","135","3.4","5","0.000","","0.20","0.0","15","0.000","2.44","0.25","0.0","63","-0.032","2.21","0.21","1.6","","","","","0.0"
"293","Chris Brooks","GB","RB","17","2025","83","0.000","1.05","0.20","0.0","0.0","0.0","0.0","0.0","17","13","91","0","1","-3.4","3","0.000","","","0.0","5","0.000","","","0.0","5","0.000","1.67","0.33","0.0","70","0.000","1.11","0.21","0.0"
"294","Will Dissly","LAC","TE","9","2025","83","-0.024","1.15","0.18","4.8","3.6","1.2","0.0","8.4","15","11","97","0","65","3.8","14","0.143","","0.07","14.3","15","-0.133","0.40","0.20","0.0","54","-0.037","1.65","0.20","3.7","","","","","0.0"
"295","Tylan Wallace","BLT","WR","14","2025","81","0.062","0.56","0.10","13.6","12.3","1.2","0.0","8.6","8","4","45","1","116","8.2","50","-0.040","0.70","0.14","10.0","31","0.226","0.32","0.03","19.4","","","","","0.0","","","","","0.0"
"296","Taysom Hill","NO","TE","13","2025","79","-0.051","1.15","0.20","0.0","0.0","0.0","0.0","5.1","16","11","91","0","48","2.6","22","0.000","1.36","0.18","0.0","31","-0.032","0.84","0.10","0.0","9","-0.222","2.00","0.33","0.0","17","-0.059","1.00","0.35","0.0"
"297","Blake Whiteheart","CLV","TE","16","2025","79","-0.063","0.05","0.08","1.3","1.3","0.0","0.0","7.6","6","2","4","0","44","4.4","9","-0.222","","","0.0","18","-0.056","","","0.0","51","-0.039","0.08","0.12","2.0","1","0.000","","","0.0"
"298","Shane Zylstra","DET","TE","5","2025","76","-0.053","0.26","0.06","2.6","2.6","0.0","0.0","7.9","5","3","20","0","41","4.6","16","-0.063","","0.06","6.3","30","-0.067","0.48","0.10","3.3","30","-0.033","0.17","0.03","0.0","","","","","0.0"
"299","Chris Rodriguez","WAS","RB","13","2025","76","0.000","0.39","0.05","0.0","0.0","0.0","0.0","0.0","4","3","30","0","16","-1.6","4","0.000","4.50","0.25","0.0","9","0.000","","","0.0","","","","","0.0","63","0.000","0.19","0.05","0.0"
"300","Tyler Conklin","LAC","TE","10","2025","76","-0.013","1.29","0.13","2.6","1.3","1.3","0.0","5.3","10","7","101","0","45","4.7","10","-0.100","","0.10","0.0","36","0.028","1.30","0.11","2.8","29","-0.034","1.20","0.13","3.4","1","0.000","17.00","1.00","0.0"
"301","Raheem Mostert","LV","RB","12","2025","75","0.000","0.92","0.16","0.0","0.0","0.0","0.0","0.0","12","12","70","0","-17","-2.9","","","","","0.0","3","0.000","1.00","0.33","0.0","","","","","0.0","72","0.000","0.92","0.15","0.0"
"302","Kylen Granson","PHI","TE","17","2025","74","0.027","0.53","0.12","6.8","6.8","0.0","0.0","4.1","9","7","40","0","67","6.1","6","0.000","0.83","0.50","16.7","28","0.000","0.25","0.04","7.1","38","0.053","0.69","0.10","5.3","2","0.000","0.50","0.50","0.0"
"303","Bhayshul Tuten","JAX","RB","15","2025","74","0.000","1.05","0.17","0.0","0.0","0.0","0.0","0.0","13","10","79","2","0","-1.3","8","0.000","","","0.0","7","0.000","0.29","0.29","0.0","","","","","0.0","59","0.000","1.28","0.18","0.0"
