"Player Details","","","","","","Overall","","","","","","","","","","","","","","","Wide","","","","","Slot","","","","","Inline","","","","","Backfield","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","+1 Rate","+2 Rate","+3 Rate","Neg Rate","TGT","REC","YDS","TD","AY","ADOR","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE"
"11","Ladd McConkey","LAC","WR","16","2025","523","0.061","1.47","0.19","14.7","12.2","2.3","0.2","11.1","104","66","789","6","1075","7.8","187","0.048","1.71","0.16","13.9","331","0.066","1.34","0.21","14.8","5","0.200","1.80","0.20","40.0","","","","","0.0"
"12","Amon-Ra St. Brown","DET","WR","17","2025","521","0.100","2.66","0.31","14.0","12.5","1.5","0.0","5.6","166","117","1401","11","1410","7.6","224","0.089","3.19","0.32","13.4","293","0.109","2.24","0.31","14.7","","","","","0.0","4","0.000","3.50","0.25","0.0"
"13","Tetairoa McMillan","CAR","WR","17","2025","509","0.063","1.94","0.23","13.4","11.0","2.0","0.4","9.8","119","70","1014","7","1441","9.5","408","0.071","1.90","0.22","14.0","101","0.030","2.12","0.24","10.9","","","","","0.0","","","","","0.0"
"14","Wan'Dale Robinson","NYG","WR","16","2025","509","0.026","1.94","0.25","8.3","6.1","2.2","0.0","7.9","132","92","1014","4","1149","6.7","161","0.093","2.22","0.26","13.0","342","-0.006","1.82","0.25","6.1","","","","","0.0","6","0.000","1.17","0.50","0.0"
"15","DJ Moore","CHI","WR","17","2025","500","0.056","1.33","0.16","12.0","10.2","1.8","0.0","8.2","82","50","682","6","1005","9.9","327","0.070","1.47","0.16","14.7","161","0.025","0.93","0.14","6.8","","","","","0.0","12","0.083","3.00","0.42","8.3"
"16","Michael Pittman","IND","WR","17","2025","499","0.042","1.55","0.21","9.2","8.8","0.4","0.0","5.4","108","80","784","7","922","8.1","345","0.064","1.67","0.22","10.7","145","-0.007","1.09","0.18","6.2","7","0.000","5.86","0.71","0.0","2","0.000","","","0.0"
"17","Kyle Pitts","ATL","TE","17","2025","497","0.006","1.84","0.23","7.8","7.4","0.2","0.2","7.8","116","88","928","5","852","5.4","101","-0.089","1.23","0.19","6.9","174","0.006","1.74","0.23","8.6","222","0.050","2.19","0.24","7.7","","","","","0.0"
"18","Andrei Iosivas","CIN","WR","17","2025","496","0.018","0.86","0.11","9.5","8.9","0.6","0.0","8.1","58","33","435","2","581","7.6","203","0.015","1.13","0.14","10.3","292","0.021","0.68","0.10","8.9","","","","","0.0","1","0.000","","","0.0"
"19","Juwan Johnson","NO","TE","17","2025","495","-0.006","1.76","0.20","4.0","3.4","0.6","0.0","5.3","100","77","889","3","772","6.0","81","-0.074","1.28","0.21","3.7","274","0.011","1.93","0.19","4.4","129","0.000","1.75","0.21","3.9","11","0.000","1.36","0.27","0.0"
"20","Travis Kelce","KC","TE","17","2025","493","0.039","1.67","0.21","10.1","9.5","0.6","0.0","6.7","105","76","851","5","715","5.7","114","0.061","1.61","0.15","9.6","226","0.040","1.76","0.24","11.9","148","0.020","1.43","0.20","8.1","5","0.000","5.60","0.40","0.0"
"21","Jakobi Meyers","JAX, LV","WR","16","2025","491","0.014","1.67","0.21","9.8","8.6","1.2","0.0","9.6","105","75","835","3","990","8.7","281","0.014","1.74","0.21","11.0","210","0.014","1.58","0.21","8.1","","","","","0.0","","","","","0.0"
"22","Tee Higgins","CIN","WR","15","2025","490","0.039","1.71","0.19","11.0","9.4","1.6","0.0","8.8","95","59","846","11","1287","7.6","429","0.035","1.68","0.19","11.4","60","0.067","1.85","0.22","8.3","","","","","0.0","1","0.000","8.00","1.00","0.0"
"23","DeVonta Smith","PHI","WR","17","2025","488","0.076","2.03","0.23","13.9","10.9","2.9","0.2","9.4","113","77","1008","4","1398","7.9","203","0.103","3.12","0.27","17.2","285","0.056","1.25","0.20","11.6","","","","","0.0","","","","","0.0"
"24","Emeka Egbuka","TB","WR","17","2025","481","0.044","1.90","0.26","12.5","10.8","1.0","0.6","10.4","127","63","938","6","1633","8.9","307","0.062","2.20","0.28","14.3","174","0.011","1.38","0.22","9.2","","","","","0.0","","","","","0.0"
"25","Tyler Warren","IND","TE","17","2025","472","-0.025","1.70","0.22","4.2","4.0","0.2","0.0","7.0","106","76","817","4","610","5.1","64","-0.094","0.63","0.17","4.7","217","-0.005","0.94","0.15","5.1","177","-0.040","2.84","0.30","2.8","14","0.143","3.79","0.43","7.1"
"26","Jaxon Smith-Njigba","SEA","WR","17","2025","471","0.144","3.74","0.33","18.0","14.6","3.2","0.2","7.2","157","119","1793","10","1794","8.2","357","0.154","3.82","0.34","20.4","106","0.113","3.21","0.29","10.4","4","0.250","8.50","0.50","25.0","4","0.000","6.00","0.50","0.0"
"27","Jake Ferguson","DAL","TE","17","2025","469","0.002","1.26","0.21","5.3","4.9","0.4","0.0","5.5","100","82","600","8","468","4.1","35","0.057","1.26","0.23","14.3","264","0.000","1.02","0.18","5.7","166","-0.006","1.58","0.25","3.0","4","0.000","4.25","0.50","0.0"
"28","Christian McCaffrey","SF","RB","17","2025","465","0.026","1.95","0.26","3.4","3.2","0.2","0.0","1.1","122","102","924","7","301","0.4","20","-0.050","2.45","0.30","0.0","76","0.053","1.95","0.24","9.2","7","0.000","6.00","0.25","0.0","362","0.025","1.83","0.26","2.5"
"29","Dalton Schultz","HST","TE","17","2025","463","0.043","1.65","0.22","7.3","6.5","0.9","0.0","3.7","103","82","777","3","656","5.4","44","0.045","2.48","0.20","6.8","155","0.103","1.42","0.17","12.9","259","0.008","1.64","0.25","4.2","5","0.000","2.60","0.40","0.0"
"30","Quentin Johnston","LAC","WR","14","2025","462","0.019","1.56","0.17","14.5","13.6","0.9","0.0","13.4","79","51","735","8","1025","8.5","392","0.005","1.41","0.16","14.0","70","0.100","2.47","0.20","17.1","","","","","0.0","","","","","0.0"
"31","Zay Flowers","BLT","WR","17","2025","457","0.129","2.61","0.25","16.0","12.0","3.9","0.0","7.0","117","86","1211","5","1177","8.5","300","0.133","2.21","0.22","17.3","156","0.122","3.39","0.32","13.5","","","","","0.0","1","0.000","","","0.0"
"32","Rashid Shaheed","NO, SEA","WR","18","2025","456","0.072","1.48","0.19","11.0","8.3","2.4","0.2","6.6","89","59","687","2","1011","8.6","304","0.066","1.43","0.20","12.5","152","0.086","1.57","0.18","7.9","","","","","0.0","","","","","0.0"
"33","Nico Collins","HST","WR","15","2025","454","0.079","2.44","0.26","15.4","13.9","1.5","0.0","9.0","118","71","1117","6","1522","8.3","361","0.083","2.52","0.26","16.1","93","0.065","2.13","0.24","12.9","","","","","0.0","","","","","0.0"
"34","A.J. Brown","PHI","WR","15","2025","442","0.072","2.23","0.27","14.7","12.0","2.7","0.0","10.2","120","78","1003","7","1404","7.6","387","0.072","2.18","0.26","14.7","55","0.073","2.58","0.32","14.5","","","","","0.0","","","","","0.0"
"35","Alec Pierce","IND","WR","15","2025","441","0.041","2.25","0.19","12.9","11.1","1.6","0.2","10.9","84","47","1003","6","1631","10.2","395","0.046","2.30","0.19","13.2","46","0.000","1.88","0.14","10.9","","","","","0.0","","","","","0.0"
"36","Elic Ayomanor","TEN","WR","16","2025","441","0.045","1.16","0.19","10.7","9.1","1.6","0.0","7.7","86","41","515","4","1064","8.9","365","0.044","0.96","0.18","10.7","75","0.053","2.10","0.27","10.7","1","0.000","","","0.0","","","","","0.0"
"37","Keenan Allen","LAC","WR","17","2025","439","0.050","1.72","0.26","15.0","14.6","0.5","0.0","10.3","118","81","777","4","1017","7.0","264","0.042","1.47","0.24","16.3","175","0.063","2.09","0.28","13.1","","","","","0.0","","","","","0.0"
"38","Troy Franklin","DEN","WR","17","2025","439","0.071","1.56","0.22","12.1","10.9","0.9","0.2","5.7","102","65","709","6","1394","7.8","251","0.131","1.48","0.23","15.5","188","-0.011","1.65","0.22","7.4","","","","","0.0","","","","","0.0"
"39","Puka Nacua","LA","WR","16","2025","439","0.128","3.85","0.37","16.4","13.7","2.1","0.7","6.8","163","129","1715","10","1507","7.7","274","0.128","3.69","0.38","17.5","156","0.109","3.98","0.34","12.8","6","0.500","5.50","0.33","50.0","3","0.333","8.00","0.33","33.3"
"40","CeeDee Lamb","DAL","WR","14","2025","438","0.071","2.45","0.26","13.2","11.6","1.4","0.2","8.0","113","75","1077","3","1415","8.0","286","0.094","2.58","0.26","14.7","149","0.027","2.21","0.24","10.7","","","","","0.0","3","0.000","1.33","0.33","0.0"
"41","Cade Otton","TB","TE","16","2025","435","-0.018","1.27","0.18","3.9","3.4","0.5","0.0","6.2","80","59","572","1","405","4.8","81","-0.025","0.89","0.14","7.4","233","0.000","1.35","0.18","4.7","120","-0.050","1.40","0.19","0.0","1","0.000","","","0.0"
"42","Brian Thomas","JAX","WR","14","2025","432","-0.012","1.62","0.20","10.6","9.3","1.4","0.0","13.2","88","48","707","2","1254","8.6","325","-0.009","1.78","0.21","11.7","107","-0.019","1.13","0.19","7.5","","","","","0.0","","","","","0.0"
"43","Hunter Henry","NE","TE","17","2025","430","0.040","1.73","0.19","7.9","7.0","0.9","0.0","4.9","84","60","768","7","681","6.3","63","-0.063","1.07","0.15","4.8","205","0.049","1.63","0.17","8.3","146","0.068","2.16","0.24","8.9","16","0.063","1.81","0.19","6.3"
"44","Jauan Jennings","SF","WR","15","2025","422","0.033","1.51","0.20","13.7","12.1","1.4","0.2","12.3","86","55","643","9","867","9.0","296","0.000","1.54","0.17","12.5","126","0.111","1.42","0.27","16.7","","","","","0.0","","","","","0.0"
"45","DK Metcalf","PIT","WR","15","2025","417","-0.002","1.98","0.23","11.0","8.4","2.4","0.2","13.7","98","59","850","6","1055","6.0","326","-0.006","2.18","0.25","12.3","90","0.011","1.24","0.17","6.7","","","","","0.0","1","0.000","","","0.0"
"46","Darnell Mooney","ATL","WR","15","2025","416","-0.012","1.05","0.17","9.1","8.2","1.0","0.0","11.3","71","32","443","1","999","10.1","245","-0.016","1.40","0.21","10.2","171","-0.006","0.56","0.10","7.6","","","","","0.0","","","","","0.0"
"47","Deebo Samuel","WAS","WR","16","2025","413","0.005","1.73","0.23","7.7","7.0","0.7","0.0","8.0","98","72","727","5","523","5.3","137","0.058","2.62","0.24","15.3","267","-0.022","1.28","0.23","4.1","","","","","0.0","9","0.000","1.56","0.22","0.0"
"48","Dallas Goedert","PHI","TE","15","2025","402","-0.007","1.43","0.19","5.7","5.2","0.2","0.2","7.2","80","60","591","11","578","6.7","59","-0.051","1.52","0.18","5.1","202","-0.010","0.97","0.13","6.4","140","0.014","2.04","0.28","5.0","1","0.000","5.00","1.00","0.0"
"49","Bijan Robinson","ATL","RB","17","2025","399","0.020","2.02","0.24","3.3","3.0","0.3","0.0","1.3","98","79","820","4","76","-2.0","53","0.019","1.28","0.31","7.5","77","0.052","2.38","0.43","7.8","1","0.000","","","0.0","268","0.011","2.07","0.17","1.1"
"50","Stefon Diggs","NE","WR","17","2025","393","0.074","2.53","0.25","10.9","8.4","2.5","0.0","6.1","100","85","1013","4","870","7.0","181","0.094","3.13","0.29","13.3","211","0.057","2.03","0.22","9.0","","","","","0.0","1","0.000","","","0.0"
"51","Jordan Addison","MIN","WR","14","2025","393","0.074","1.53","0.18","10.9","8.9","1.5","0.5","6.1","73","42","610","3","1030","10.1","305","0.098","1.79","0.19","12.5","87","-0.011","0.60","0.17","5.7","","","","","0.0","1","0.000","","","0.0"
"52","Theo Johnson","NYG","TE","15","2025","391","-0.008","1.31","0.18","7.2","6.6","0.5","0.0","8.4","73","45","528","5","588","5.9","59","-0.034","0.92","0.19","8.5","212","-0.024","1.51","0.17","7.1","102","0.039","1.37","0.21","7.8","18","0.000","0.05","0.16","0.0"
"53","Harold Fannin","CLV","TE","16","2025","389","-0.003","1.81","0.26","7.2","6.2","1.0","0.0","8.5","104","72","731","6","625","5.7","60","-0.167","1.94","0.23","5.0","164","-0.012","1.32","0.22","7.3","161","0.068","2.22","0.31","8.1","4","0.000","3.60","0.20","0.0"
"54","Darius Slayton","NYG","WR","14","2025","387","0.008","1.36","0.15","8.3","7.0","1.3","0.0","8.5","61","37","538","1","836","8.0","320","0.000","1.39","0.16","9.1","67","0.045","1.22","0.12","4.5","","","","","0.0","","","","","0.0"
"55","Khalil Shakir","BUF","WR","16","2025","385","0.005","1.83","0.23","6.0","6.0","0.0","0.0","5.5","91","72","719","4","349","3.4","101","0.020","2.71","0.24","5.0","271","-0.004","1.56","0.23","6.3","8","0.125","0.75","0.38","12.5","5","0.000","","","0.0"
"56","Romeo Doubs","GB","WR","16","2025","384","0.081","1.86","0.22","17.7","15.1","2.6","0.0","12.2","84","55","724","6","1095","9.8","314","0.057","1.97","0.23","16.9","70","0.186","1.34","0.17","21.4","","","","","0.0","","","","","0.0"
"57","Davante Adams","LA","WR","14","2025","379","0.187","2.08","0.29","23.2","17.7","5.3","0.3","10.3","111","60","789","14","1473","9.1","325","0.182","2.05","0.29","23.1","54","0.222","2.22","0.31","24.1","","","","","0.0","","","","","0.0"
"58","Jahan Dotson","PHI","WR","17","2025","379","0.047","0.68","0.09","9.5","8.2","1.3","0.0","6.1","35","18","262","1","507","8.5","220","0.100","1.05","0.10","13.2","158","-0.025","0.17","0.07","4.4","1","0.000","","","0.0","","","","","0.0"
"59","Cooper Kupp","SEA","WR","16","2025","377","-0.021","1.53","0.18","8.8","8.5","0.3","0.0","11.1","68","47","593","2","552","8.4","187","0.021","1.59","0.15","11.2","186","-0.054","1.41","0.20","6.5","2","-1.000","","","0.0","2","0.000","8.50","0.50","0.0"
"60","Brock Bowers","LV","TE","12","2025","374","0.011","1.80","0.22","6.7","5.1","1.6","0.0","7.2","83","64","680","7","603","6.5","78","-0.051","1.90","0.26","7.7","177","0.034","1.84","0.21","8.5","115","0.017","1.75","0.21","3.5","4","0.000","-0.25","0.25","0.0"
"61","Xavier Hutchinson","HST","WR","17","2025","373","0.003","1.13","0.15","8.8","8.3","0.5","0.0","8.8","56","35","428","3","582","6.8","299","-0.003","0.83","0.12","9.4","74","0.027","2.33","0.28","6.8","","","","","0.0","","","","","0.0"
"62","Chig Okonkwo","TEN","TE","17","2025","373","0.005","1.49","0.21","4.0","3.8","0.3","0.0","3.8","78","56","560","2","362","3.9","57","-0.053","0.32","0.11","1.8","172","-0.006","2.02","0.24","4.7","141","0.043","1.34","0.20","4.3","3","0.000","0.33","0.33","0.0"
"63","Chimere Dike","TEN","WR","17","2025","371","0.030","1.13","0.19","7.0","6.2","0.8","0.0","4.9","72","48","423","4","576","7.2","103","0.078","1.11","0.19","9.7","266","0.011","1.14","0.19","6.0","","","","","0.0","2","0.000","","","0.0"
"64","Parker Washington","JAX","WR","16","2025","371","0.032","2.22","0.24","10.2","8.6","1.6","0.0","8.6","90","58","847","5","1174","9.6","181","-0.011","2.56","0.26","8.3","189","0.074","1.92","0.22","12.2","","","","","0.0","1","0.000","","","0.0"
"65","Chase Brown","CIN","RB","17","2025","370","0.030","1.17","0.23","2.7","2.4","0.3","0.0","0.0","87","69","437","5","21","-2.5","15","0.067","","0.25","6.7","44","0.045","1.75","0.25","4.5","1","0.000","","","0.0","310","0.026","1.15","0.23","2.3"
"66","Xavier Worthy","KC","WR","14","2025","368","-0.003","1.40","0.19","9.2","7.6","1.1","0.5","11.4","72","42","532","1","920","8.0","253","0.012","1.57","0.18","10.3","112","-0.036","1.05","0.22","7.1","","","","","0.0","3","0.000","","","0.0"
"67","T.J. Hockenson","MIN","TE","15","2025","367","0.027","1.17","0.18","5.7","4.9","0.8","0.0","3.8","66","51","438","3","358","4.6","57","0.035","0.43","0.10","7.0","147","0.020","1.38","0.19","6.8","162","0.031","1.26","0.18","4.3","1","0.000","","1.00","0.0"
"68","Jaylen Waddle","MIA","WR","16","2025","367","0.098","2.42","0.26","15.3","12.5","2.7","0.0","7.9","98","64","910","6","1252","8.9","278","0.119","2.64","0.28","17.3","87","0.034","1.67","0.19","9.2","","","","","0.0","2","0.000","3.50","0.50","0.0"
"69","Xavier Legette","CAR","WR","15","2025","366","-0.041","0.96","0.16","5.7","5.5","0.3","0.0","9.8","61","35","363","3","681","8.5","224","-0.054","1.10","0.19","7.6","142","-0.021","0.74","0.12","2.8","","","","","0.0","","","","","0.0"
"70","Jalen Nailor","MIN","WR","17","2025","364","0.071","1.19","0.13","11.8","9.3","2.5","0.0","7.1","50","29","444","4","664","8.7","141","0.135","1.05","0.12","17.0","221","0.032","1.29","0.14","8.6","1","0.000","","","0.0","1","0.000","","","0.0"
"71","Oronde Gadsden","LAC","TE","15","2025","360","0.006","1.77","0.18","8.9","8.3","0.6","0.0","8.9","68","49","664","3","644","5.6","54","-0.074","1.93","0.20","11.1","164","0.049","1.20","0.14","11.6","138","-0.022","2.43","0.23","4.3","4","0.250","","","25.0"
"72","Marvin Harrison","ARZ","WR","12","2025","356","0.070","1.69","0.20","14.0","12.6","1.1","0.3","8.7","73","41","608","4","1015","9.4","273","0.081","1.86","0.22","16.5","83","0.036","1.16","0.14","6.0","","","","","0.0","","","","","0.0"
"73","Jonathan Taylor","IND","RB","17","2025","353","0.003","1.06","0.15","0.6","0.6","0.0","0.0","0.3","54","46","378","2","-41","-2.2","25","0.000","0.92","0.12","0.0","25","0.000","2.69","0.19","0.0","","","","","0.0","303","0.003","0.93","0.15","0.7"
"74","Josh Downs","IND","WR","16","2025","351","0.085","1.59","0.24","11.1","7.7","3.4","0.0","6.0","84","58","566","4","687","6.2","65","0.046","0.94","0.22","9.2","284","0.092","1.76","0.24","11.3","","","","","0.0","2","0.500","","","50.0"
"75","Marquise Brown","KC","WR","16","2025","350","-0.011","1.61","0.20","8.3","6.6","1.4","0.3","10.9","72","49","587","5","835","7.6","207","-0.010","1.29","0.18","8.2","141","-0.014","2.10","0.22","8.5","","","","","0.0","2","0.000","","","0.0"
"76","Kayshon Boutte","NE","WR","14","2025","348","0.055","1.56","0.13","12.4","8.9","2.9","0.6","10.9","45","33","551","6","789","7.6","312","0.061","1.64","0.13","13.1","35","-0.029","0.83","0.09","2.9","1","1.000","","","100.0","","","","","0.0"
"77","Rome Odunze","CHI","WR","12","2025","348","0.095","1.83","0.24","14.7","12.6","1.4","0.6","7.8","88","44","661","6","1257","10.6","210","0.095","2.23","0.29","15.7","137","0.080","1.22","0.18","12.4","","","","","0.0","1","2.000","","","100.0"
"78","Tyler Lockett","TEN, LV","WR","17","2025","345","0.003","0.83","0.15","8.1","6.7","1.4","0.0","9.3","51","32","291","1","362","6.9","94","0.021","1.45","0.22","10.6","251","-0.004","0.60","0.12","7.2","","","","","0.0","","","","","0.0"
"79","Colston Loveland","CHI","TE","16","2025","343","0.035","2.00","0.22","7.9","7.3","0.6","0.0","5.0","80","58","713","6","722","6.6","83","0.012","1.64","0.23","9.6","111","0.054","2.00","0.22","9.9","144","0.035","2.17","0.22","5.6","5","0.000","3.40","0.40","0.0"
"80","Drake London","ATL","WR","12","2025","343","0.023","2.61","0.31","13.1","12.0","1.2","0.0","11.4","108","68","919","7","1174","9.8","230","0.009","2.47","0.30","13.0","112","0.054","2.92","0.33","13.4","","","","","0.0","1","0.000","","","0.0"
"81","Jayden Higgins","HST","WR","17","2025","335","0.048","1.54","0.20","11.9","10.1","1.2","0.6","9.3","68","41","525","6","828","8.8","263","0.034","1.69","0.21","12.5","72","0.097","1.00","0.18","9.7","","","","","0.0","","","","","0.0"
"82","Jahmyr Gibbs","DET","RB","17","2025","334","0.033","1.83","0.28","3.9","3.3","0.6","0.0","0.9","93","77","616","5","114","-2.1","23","0.043","3.91","0.39","4.3","33","0.091","1.82","0.30","6.1","1","0.000","","1.00","0.0","277","0.025","1.66","0.26","3.6"
"83","Evan Engram","DEN","TE","16","2025","330","0.036","1.37","0.22","6.4","6.1","0.0","0.3","3.3","74","50","461","1","330","5.3","43","0.047","0.58","0.19","7.0","149","0.081","1.22","0.16","10.1","133","-0.023","1.78","0.29","1.5","5","0.200","1.40","0.20","20.0"
"84","Kendrick Bourne","SF","WR","16","2025","329","0.036","1.64","0.15","12.2","10.9","1.2","0.0","9.7","52","37","551","0","539","7.5","248","0.012","1.60","0.14","11.7","81","0.111","1.77","0.21","13.6","","","","","0.0","","","","","0.0"
"85","AJ Barner","SEA","TE","17","2025","326","-0.006","1.52","0.19","2.1","1.8","0.0","0.3","3.4","64","52","519","6","331","3.9","12","0.000","","","8.3","37","-0.081","0.50","0.11","0.0","273","0.004","1.73","0.20","2.2","4","0.000","0.75","0.50","0.0"
"86","Zach Ertz","WAS","TE","13","2025","326","0.040","1.52","0.21","8.9","8.9","0.0","0.0","4.6","71","50","504","4","628","7.2","46","-0.022","1.35","0.26","6.5","185","0.022","1.14","0.18","7.0","95","0.105","2.26","0.26","13.7","","","11.00","1.00","0.0"
"87","Malik Washington","MIA","WR","17","2025","325","-0.018","0.95","0.19","3.1","2.8","0.3","0.0","5.2","62","46","317","3","325","5.8","153","-0.046","0.66","0.15","3.3","160","0.006","1.05","0.21","3.1","1","0.000","","","0.0","11","0.000","3.73","0.36","0.0"
"88","Van Jefferson","TEN","WR","16","2025","324","0.019","1.07","0.15","9.9","8.3","1.2","0.3","9.9","50","29","350","1","630","9.0","283","0.014","0.93","0.14","9.5","41","0.049","1.98","0.24","12.2","","","","","0.0","","","","","0.0"
"89","Mason Taylor","NYJ","TE","13","2025","322","-0.022","1.11","0.19","4.0","4.0","0.0","0.0","5.9","63","44","369","1","368","6.3","70","-0.071","0.65","0.15","7.1","109","0.009","0.77","0.18","5.5","140","-0.021","1.63","0.22","1.4","3","0.000","","","0.0"
"90","Mack Hollins","NE","WR","15","2025","321","0.097","1.69","0.20","14.3","11.8","2.5","0.0","7.2","65","46","550","2","868","9.0","236","0.106","1.98","0.23","16.1","77","0.052","0.87","0.10","9.1","8","0.250","1.00","0.13","12.5","","","","","0.0"
"91","Brandin Cooks","NO, BUF","WR","15","2025","319","0.022","0.86","0.11","7.5","6.3","1.3","0.0","6.6","35","24","279","0","500","8.1","191","-0.010","0.69","0.10","7.3","126","0.071","1.13","0.13","7.9","","","","","0.0","2","0.000","","","0.0"
"92","Isaiah Bond","CLV","WR","16","2025","317","0.082","1.04","0.13","12.3","9.8","2.5","0.0","6.6","41","18","338","0","700","8.4","176","0.085","0.79","0.12","14.2","140","0.079","1.36","0.14","10.0","","","","","0.0","1","0.000","","","0.0"
"93","JuJu Smith-Schuster","KC","WR","17","2025","313","0.016","1.07","0.13","10.2","8.6","1.6","0.0","10.2","42","33","345","1","210","7.4","175","-0.017","0.87","0.11","8.6","136","0.059","1.34","0.16","12.5","2","0.000","","","0.0","","","","","0.0"
"94","Sterling Shepard","TB","WR","13","2025","313","0.083","1.16","0.17","13.4","10.2","2.9","0.3","8.0","53","39","371","1","471","8.5","161","0.019","0.95","0.17","11.2","152","0.151","1.38","0.16","15.8","","","","","0.0","","","","","0.0"
"95","Ashton Jeanty","LV","RB","17","2025","313","0.013","1.10","0.22","1.0","0.3","0.6","0.0","0.3","69","55","346","5","-97","-3.1","18","0.111","4.72","0.39","5.6","13","0.000","0.62","0.31","0.0","","","","","0.0","282","0.007","0.89","0.20","0.7"
"96","Mark Andrews","BLT","TE","17","2025","310","0.019","1.33","0.21","8.4","7.7","0.3","0.3","7.4","67","48","422","5","537","6.4","57","-0.088","1.19","0.16","3.5","217","0.055","1.52","0.23","10.1","36","-0.028","0.42","0.17","5.6","","","","","0.0"
"97","De'Von Achane","MIA","RB","16","2025","306","0.003","1.56","0.27","2.3","2.0","0.3","0.0","2.0","85","67","488","4","26","-1.4","35","-0.086","0.26","0.14","2.9","79","0.025","1.77","0.30","3.8","3","0.000","2.33","0.33","0.0","189","0.011","1.70","0.28","1.6"
"98","Javonte Williams","DAL","RB","16","2025","304","0.000","0.45","0.15","0.0","0.0","0.0","0.0","0.0","47","35","137","2","-62","-2.6","11","0.000","","","0.0","16","0.000","0.50","0.13","0.0","","","","","0.0","277","0.000","0.46","0.16","0.0"
"99","Cole Kmet","CHI","TE","16","2025","302","-0.023","1.13","0.15","2.3","2.3","0.0","0.0","4.6","45","30","347","2","396","5.2","67","-0.015","0.87","0.10","3.0","67","-0.045","1.37","0.15","6.0","158","-0.019","1.06","0.16","0.6","10","0.000","2.36","0.18","0.0"
