"Player Details","","","","","","Overall","","","","","","","","","","","","","","","Wide","","","","","Slot","","","","","Inline","","","","","Backfield","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","+1 Rate","+2 Rate","+3 Rate","Neg Rate","TGT","REC","YDS","TD","AY","ADOR","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","SEP SCORE","YPRR","TPRR","WIN RATE"
"313","Ronnie Bell","SF","WR","8","2024","64","-0.109","0.33","0.08","9.4","9.4","0.0","0.0","20.3","5","2","22","0","65","6.4","45","-0.089","0.26","0.04","11.1","","","","","0.0","","","","","0.0","","","","","0.0"
"314","Harrison Bryant","LV","TE","13","2024","63","0.000","1.34","0.17","0.0","0.0","0.0","0.0","0.0","11","9","86","0","38","3.8","5","0.000","1.80","0.40","0.0","","","","","0.0","36","0.000","1.53","0.14","0.0","","","","","0.0"
"315","Jacob Cowing","SF","WR","15","2024","63","0.000","1.27","0.10","6.3","4.8","0.0","1.6","9.5","6","4","80","0","91","7.7","33","0.030","1.24","0.06","9.1","","","","","0.0","","","","","0.0","","","","","0.0"
"316","Treylon Burks","TEN","WR","5","2024","63","0.000","0.54","0.13","12.7","12.7","0.0","0.0","12.7","8","4","34","0","131","9.4","48","0.021","0.48","0.13","14.6","","","","","0.0","","","","","0.0","","","","","0.0"
"317","Trenton Irwin","CIN","WR","7","2024","62","0.048","0.24","0.16","8.1","4.8","1.6","1.6","8.1","10","3","15","0","97","8.0","29","0.103","0.31","0.17","10.3","","","","","0.0","","","","","0.0","","","","","0.0"
"318","Jaylen Wright","MIA","RB","15","2024","61","-0.016","0.13","0.10","0.0","0.0","0.0","0.0","1.6","6","3","8","0","-9","-3.4","6","-0.167","","","0.0","","","","","0.0","","","","","0.0","42","0.000","0.19","0.14","0.0"
"319","Gus Edwards","LAC","RB","11","2024","60","0.000","0.10","0.07","0.0","0.0","0.0","0.0","0.0","4","3","6","0","-10","-2.7","1","0.000","","","0.0","","","","","0.0","","","","","0.0","56","0.000","0.05","0.05","0.0"
"320","Khalil Herbert","CIN, CHI","RB","13","2024","60","0.000","0.42","0.18","0.0","0.0","0.0","0.0","0.0","11","10","25","0","-23","-2.8","4","0.000","","","0.0","","","","","0.0","1","0.000","","","0.0","53","0.000","0.47","0.21","0.0"
"321","JaMycal Hasty","NE","RB","13","2024","60","-0.017","0.97","0.20","0.0","0.0","0.0","0.0","1.7","12","10","59","1","-11","-1.8","7","0.000","","0.14","0.0","","","","","0.0","1","-1.000","","","0.0","51","0.000","1.16","0.22","0.0"
"322","Quintin Morris","BUF","TE","16","2024","59","-0.017","0.59","0.13","5.1","5.1","0.0","0.0","6.8","8","5","36","1","74","4.8","10","0.000","","","10.0","","","","","0.0","31","0.000","0.91","0.19","6.5","","","","","0.0"
"323","Tyquan Thornton","NE","WR","5","2024","59","0.017","0.77","0.13","11.9","10.2","1.7","0.0","11.9","8","4","47","0","129","8.2","52","-0.019","0.76","0.13","9.6","","","","","0.0","","","","","0.0","","","","","0.0"
"324","Braxton Berrios","MIA","WR","6","2024","59","0.034","","0.06","15.3","13.6","1.7","0.0","10.2","4","0","0","0","31","6.4","26","-0.154","","0.11","11.5","","","","","0.0","","","","","0.0","","","","","0.0"
"325","Pharaoh Brown","SEA","TE","15","2024","58","-0.017","1.10","0.20","1.7","1.7","0.0","0.0","3.4","12","8","65","0","50","3.6","3","0.000","4.33","0.33","0.0","","","","","0.0","41","0.000","0.86","0.17","2.4","","","","","0.0"
"326","Ty Chandler","MIN","RB","15","2024","58","0.000","0.72","0.10","1.7","1.7","0.0","0.0","1.7","6","6","42","0","-13","-2.2","1","-1.000","","","0.0","","","","","0.0","8","0.000","","","0.0","47","0.021","0.89","0.13","2.1"
"327","Malik Heath","GB","WR","10","2024","57","0.140","1.70","0.21","17.5","12.3","3.5","1.8","10.5","12","10","97","2","91","9.2","52","0.115","1.69","0.21","15.4","","","","","0.0","","","","","0.0","","","","","0.0"
"328","D'Onta Foreman","CLV","RB","11","2024","56","0.036","0.96","0.14","1.8","0.0","1.8","0.0","0.0","8","6","54","0","-2","-0.7","3","0.667","","","33.3","","","","","0.0","2","0.000","4.50","0.50","0.0","47","0.000","0.57","0.11","0.0"
"329","Chris Brooks","GB","RB","13","2024","54","-0.019","1.25","0.24","1.9","1.9","0.0","0.0","3.7","13","11","69","0","-28","-3.8","2","0.000","","","0.0","","","","","0.0","3","0.000","3.33","0.33","0.0","44","0.000","1.20","0.24","2.3"
"330","Luke Musgrave","GB","TE","7","2024","54","0.000","0.83","0.17","3.7","3.7","0.0","0.0","3.7","9","7","45","0","63","3.9","9","-0.111","0.44","0.11","0.0","","","","","0.0","33","0.000","0.55","0.18","3.0","","","","","0.0"
"331","Ashton Dulin","IND","WR","15","2024","52","-0.019","1.20","0.13","3.8","1.9","1.9","0.0","5.8","7","2","67","1","144","9.4","26","-0.038","","0.10","7.7","","","","","0.0","1","0.000","","","0.0","","","","","0.0"
"332","Connor Heyward","PIT","TE","16","2024","52","0.077","0.75","0.15","7.7","5.8","1.9","0.0","1.9","8","6","40","1","65","4.2","8","0.000","0.33","0.11","0.0","","","","","0.0","15","0.133","0.27","0.13","13.3","13","0.154","0.69","0.23","7.7"
"333","Jordan Mims","NO","RB","9","2024","51","0.020","1.37","0.33","2.0","2.0","0.0","0.0","0.0","17","12","71","0","-9","-1.7","5","0.000","","0.40","0.0","","","","","0.0","1","0.000","6.00","1.00","0.0","39","0.026","0.95","0.28","2.6"
"334","Tim Jones","JAX","WR","16","2024","51","0.039","0.79","0.10","9.8","9.8","0.0","0.0","5.9","5","3","41","0","36","8.4","32","0.094","0.63","0.09","15.6","","","","","0.0","3","-0.333","3.33","0.33","0.0","","","","","0.0"
"335","Isaiah Davis","NYJ","RB","13","2024","51","0.000","1.47","0.24","0.0","0.0","0.0","0.0","0.0","12","9","75","1","32","-0.1","8","0.000","0.50","0.13","0.0","","","","","0.0","","","","","0.0","39","0.000","1.82","0.28","0.0"
"336","Eric Gray","NYG","RB","16","2024","51","0.000","1.52","0.20","0.0","0.0","0.0","0.0","0.0","11","10","82","0","-23","-1.9","3","0.000","0.80","0.20","0.0","","","","","0.0","1","0.000","4.00","1.00","0.0","45","0.000","1.54","0.17","0.0"
"337","DJ Chark","LAC","WR","7","2024","50","0.120","0.61","0.18","18.0","16.0","2.0","0.0","8.0","9","4","31","1","112","6.3","44","0.136","0.69","0.20","20.5","","","","","0.0","","","","","0.0","","","","","0.0"
"338","Cordarrelle Patterson","PIT","RB","13","2024","50","0.060","1.57","0.27","6.0","6.0","0.0","0.0","0.0","14","12","80","1","40","1.8","19","0.053","1.40","0.30","5.3","","","","","0.0","2","0.000","","","0.0","20","0.100","2.35","0.30","10.0"
"339","Hassan Haskins","LAC","RB","15","2024","48","0.000","1.00","0.06","0.0","0.0","0.0","0.0","0.0","3","3","49","1","6","-0.9","4","0.000","","","0.0","","","","","0.0","","","","","0.0","43","0.000","1.11","0.07","0.0"
"340","MyCole Pruitt","PIT","TE","12","2024","48","0.104","0.80","0.20","12.5","10.4","2.1","0.0","4.2","10","6","40","1","39","2.8","2","0.000","4.50","0.50","0.0","","","","","0.0","34","0.088","0.86","0.25","8.8","2","0.000","","","0.0"
"341","Zamir White","LV","RB","8","2024","47","0.000","0.64","0.17","0.0","0.0","0.0","0.0","0.0","8","6","30","0","-29","-3.5","5","0.000","","","0.0","","","","","0.0","","","","","0.0","41","0.000","0.73","0.20","0.0"
"342","Trent Sherfield","MIN","WR","17","2024","45","0.067","1.80","0.20","13.3","11.1","2.2","0.0","8.9","9","8","83","1","59","6.3","19","0.053","2.40","0.25","15.8","","","","","0.0","1","0.000","","","0.0","","","","","0.0"
"343","Ben Sims","GB","TE","16","2024","45","-0.044","0.91","0.11","0.0","0.0","0.0","0.0","4.4","5","4","42","0","41","3.6","3","-0.333","","","0.0","","","","","0.0","37","0.000","1.05","0.08","0.0","1","0.000","2.00","1.00","0.0"
"344","Dameon Pierce","HST","RB","11","2024","43","0.023","0.05","0.09","2.3","2.3","0.0","0.0","0.0","4","2","2","0","-3","-1.5","3","0.000","","","0.0","","","","","0.0","","","","","0.0","35","0.029","0.06","0.08","2.9"
"345","Ainias Smith","PHI","WR","7","2024","43","-0.023","0.93","0.20","2.3","2.3","0.0","0.0","4.7","9","7","41","1","36","4.2","9","0.111","2.22","0.44","11.1","","","","","0.0","","","","","0.0","","","","","0.0"
"346","Alex Bachman","LV","WR","5","2024","42","0.024","0.74","0.07","7.1","7.1","0.0","0.0","4.8","3","3","31","0","20","7.8","23","0.087","1.26","0.09","8.7","","","","","0.0","","","","","0.0","","","","","0.0"
"347","Kendre Miller","NO","RB","6","2024","41","0.000","0.79","0.19","0.0","0.0","0.0","0.0","0.0","8","5","33","0","5","-0.4","2","0.000","","","0.0","","","","","0.0","","","","","0.0","33","0.000","0.74","0.18","0.0"
"348","Tucker Fisk","LAC","TE","9","2024","40","0.050","0.93","0.19","7.5","7.5","0.0","0.0","2.5","8","7","39","0","26","2.8","","","","","0.0","","","","","0.0","37","0.054","1.00","0.21","8.1","2","0.000","","","0.0"
"349","Ben Skowronek","PIT","WR","9","2024","39","0.000","1.77","0.13","7.7","7.7","0.0","0.0","7.7","5","5","69","0","39","5.1","7","-0.286","","","0.0","","","","","0.0","4","0.250","9.50","0.75","25.0","1","0.000","","","0.0"
"350","Charlie Kolar","BLT","TE","13","2024","39","0.077","3.36","0.28","7.7","5.1","2.6","0.0","2.6","11","9","131","1","67","4.2","3","0.000","1.33","0.33","0.0","","","","","0.0","31","0.097","4.10","0.32","6.5","","","","","0.0"
"351","Shane Zylstra","DET","TE","12","2024","39","0.077","0.56","0.03","10.3","10.3","0.0","0.0","2.6","1","1","22","0","9","6.5","12","0.000","","","8.3","","","","","0.0","14","0.071","1.57","0.07","7.1","2","0.000","","","0.0"
"352","Malachi Corley","NYJ","WR","7","2024","39","0.000","0.40","0.15","2.6","0.0","2.6","0.0","5.1","6","3","16","0","55","5.8","24","0.042","","0.08","4.2","","","","","0.0","","","","","0.0","","","","","0.0"
"353","Chris Manhertz","NYG","TE","17","2024","39","-0.051","0.77","0.10","0.0","0.0","0.0","0.0","5.1","4","3","30","1","24","4.2","","","","","0.0","","","","","0.0","29","-0.069","1.03","0.14","0.0","","","","","0.0"
"354","Travis Homer","CHI","RB","9","2024","38","0.000","0.28","0.08","0.0","0.0","0.0","0.0","0.0","3","3","11","0","2","-2.6","4","0.000","","","0.0","","","","","0.0","","","","","0.0","33","0.000","0.32","0.09","0.0"
"355","Julius Chestnut","TEN","RB","14","2024","38","0.053","0.29","0.05","2.6","0.0","2.6","0.0","0.0","2","2","11","0","-4","-2.5","2","0.000","","","0.0","","","","","0.0","","","","","0.0","33","0.061","0.33","0.06","3.0"
"356","Sean Tucker","TB","RB","17","2024","36","0.000","2.79","0.28","0.0","0.0","0.0","0.0","0.0","11","9","109","1","12","-2.5","1","0.000","","","0.0","","","","","0.0","","","","","0.0","35","0.000","2.87","0.29","0.0"
"357","Geoff Swaim","CLV","TE","8","2024","36","-0.028","0.19","0.03","0.0","0.0","0.0","0.0","2.8","1","1","7","0","2","2.7","1","0.000","","","0.0","","","","","0.0","31","-0.032","0.22","0.03","0.0","2","0.000","","","0.0"
"358","Jack Stoll","PHI, MIA","TE","9","2024","36","0.000","0.28","0.08","2.8","2.8","0.0","0.0","2.8","3","2","10","0","11","3.4","3","0.000","1.33","0.33","0.0","","","","","0.0","20","0.050","0.30","0.05","5.0","","","","","0.0"
"359","Allen Robinson","DET","WR","12","2024","36","-0.028","0.81","0.19","5.6","5.6","0.0","0.0","8.3","7","3","30","0","49","7.0","22","0.000","1.27","0.23","9.1","","","","","0.0","","","","","0.0","","","","","0.0"
"360","Mason Kinsey","TEN","WR","6","2024","34","0.088","0.47","0.06","8.8","8.8","0.0","0.0","0.0","2","2","17","0","17","8.9","2","0.000","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"361","Trey Benson","ARZ","RB","13","2024","34","0.000","1.74","0.18","0.0","0.0","0.0","0.0","0.0","6","6","59","0","-19","-3.4","8","0.000","2.25","0.13","0.0","","","","","0.0","","","","","0.0","26","0.000","1.58","0.19","0.0"
"362","Jeff Wilson","MIA","RB","9","2024","33","-0.030","0.58","0.09","0.0","0.0","0.0","0.0","3.0","3","3","19","0","0","-2.1","4","0.000","","","0.0","","","","","0.0","","","","","0.0","21","0.000","0.33","0.05","0.0"
"363","Marquise Brown","KC","WR","2","2024","32","0.063","2.60","0.43","9.4","9.4","0.0","0.0","3.1","15","9","91","0","121","6.6","16","0.000","3.78","0.56","6.3","","","","","0.0","","","","","0.0","","","","","0.0"
"364","Ronnie Rivers","LA","RB","6","2024","31","0.000","1.10","0.19","0.0","0.0","0.0","0.0","0.0","6","5","34","0","-27","-3.1","","","","","0.0","","","","","0.0","","","","","0.0","30","0.000","1.13","0.20","0.0"
"365","Tyler Higbee","LA","TE","3","2024","31","-0.032","2.13","0.39","6.5","6.5","0.0","0.0","9.7","12","8","66","2","30","4.2","4","0.000","","","0.0","","","","","0.0","22","0.000","2.68","0.45","9.1","","","","","0.0"
"366","Devin Thompkins","CAR","WR","7","2024","31","0.065","0.65","0.13","9.7","9.7","0.0","0.0","3.2","4","4","20","0","-8","1.9","6","0.333","1.17","0.17","50.0","","","","","0.0","","","","","0.0","1","0.000","","","0.0"
"367","Kenny Yeboah","NYJ","TE","9","2024","30","0.033","1.47","0.25","3.3","3.3","0.0","0.0","0.0","8","5","47","1","40","3.4","3","0.000","","","0.0","","","","","0.0","23","0.043","1.42","0.25","4.3","","","","","0.0"
"368","Javon Baker","NE","WR","10","2024","30","-0.067","0.40","0.13","10.0","6.7","3.3","0.0","20.0","4","1","12","0","54","9.5","27","-0.037","0.44","0.15","11.1","","","","","0.0","","","","","0.0","","","","","0.0"
"369","Xavier Weaver","ARZ","WR","2","2024","30","0.100","","0.06","13.3","13.3","0.0","0.0","3.3","2","0","0","0","41","8.8","23","0.043","","0.04","8.7","","","","","0.0","","","","","0.0","","","","","0.0"
"370","Bryce Oliver","TEN","WR","10","2024","29","0.207","3.28","0.28","17.2","13.8","3.4","0.0","0.0","8","6","95","0","87","8.2","26","0.192","3.04","0.27","15.4","","","","","0.0","","","","","0.0","","","","","0.0"
"371","Cam Grandy","CIN","TE","8","2024","29","0.000","0.97","0.17","0.0","0.0","0.0","0.0","0.0","5","5","28","0","11","3.4","6","0.000","","","0.0","","","","","0.0","15","0.000","1.27","0.20","0.0","2","0.000","","","0.0"
"372","Britain Covey","PHI","WR","5","2024","29","0.000","1.13","0.27","13.8","13.8","0.0","0.0","13.8","8","7","34","0","11","5.0","4","-0.500","2.75","0.25","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"373","Peyton Hendershot","KC","TE","7","2024","28","-0.179","1.82","0.18","0.0","0.0","0.0","0.0","14.3","5","5","51","0","17","5.1","7","-0.571","3.57","0.29","0.0","","","","","0.0","11","-0.091","2.36","0.27","0.0","","","","","0.0"
"374","E.J. Jenkins","PHI","TE","8","2024","27","0.000","0.26","0.07","7.4","7.4","0.0","0.0","7.4","2","1","7","1","10","6.9","4","-0.250","","0.25","0.0","","","","","0.0","10","0.100","","","20.0","","","","","0.0"
"375","Blake Corum","LA","RB","15","2024","27","0.037","2.15","0.30","3.7","3.7","0.0","0.0","0.0","8","7","58","0","-5","-2.1","","","","","0.0","","","","","0.0","","","","","0.0","25","0.040","2.20","0.28","4.0"
"376","Kenny McIntosh","SEA","RB","11","2024","26","0.000","0.81","0.11","0.0","0.0","0.0","0.0","0.0","3","3","22","0","3","-1.1","4","0.000","1.25","0.25","0.0","","","","","0.0","1","0.000","","","0.0","21","0.000","0.77","0.09","0.0"
"377","Eric Tomlinson","LAC","TE","9","2024","26","-0.115","0.35","0.15","3.8","3.8","0.0","0.0","15.4","4","2","9","0","6","2.0","4","0.250","1.75","0.25","25.0","","","","","0.0","21","-0.190","0.10","0.14","0.0","1","0.000","","","0.0"
"378","Jaheim Bell","NE","TE","13","2024","26","-0.038","0.77","0.12","3.8","3.8","0.0","0.0","7.7","3","2","20","0","23","5.8","3","0.000","0.33","0.67","0.0","","","","","0.0","7","-0.143","2.71","0.14","0.0","2","0.000","","","0.0"
"379","Devin Culp","TB","TE","5","2024","26","-0.038","3.38","0.23","3.8","3.8","0.0","0.0","7.7","6","5","88","0","73","6.2","9","0.000","1.00","0.11","0.0","","","","","0.0","6","0.000","4.33","0.17","0.0","","","","","0.0"
"380","Cody White","SEA","WR","4","2024","25","0.040","1.76","0.12","12.0","12.0","0.0","0.0","8.0","3","2","44","0","38","8.0","21","0.048","2.10","0.14","14.3","","","","","0.0","","","","","0.0","","","","","0.0"
"381","Dallin Holker","NO","TE","12","2024","24","0.125","0.88","0.17","12.5","8.3","4.2","0.0","4.2","4","3","21","0","37","3.1","6","0.167","1.00","0.17","16.7","","","","","0.0","11","0.182","1.36","0.18","18.2","","","","","0.0"
"382","Mike Boone","CAR","RB","5","2024","24","0.000","-0.08","0.13","0.0","0.0","0.0","0.0","0.0","3","1","-2","0","-14","-0.3","7","0.000","","","0.0","","","","","0.0","","","","","0.0","14","0.000","-0.14","0.14","0.0"
"383","Isaiah Hodgins","NYG","WR","3","2024","24","0.208","0.50","0.08","20.8","20.8","0.0","0.0","0.0","2","2","12","0","10","6.9","13","0.308","0.38","0.08","30.8","","","","","0.0","1","0.000","","","0.0","","","","","0.0"
"384","Skyy Moore","KC","WR","6","2024","24","0.167","","0.13","16.7","16.7","0.0","0.0","0.0","3","0","0","0","19","5.6","16","0.125","","0.13","12.5","","","","","0.0","","","","","0.0","1","0.000","","","0.0"
"385","Craig Reynolds","DET","RB","14","2024","23","0.043","1.67","0.17","4.3","4.3","0.0","0.0","0.0","4","3","40","0","2","-1.2","2","0.000","","","0.0","","","","","0.0","","","","","0.0","18","0.000","2.22","0.22","0.0"
"386","Ramel Keyton","LV","WR","8","2024","23","-0.174","0.29","0.13","8.7","8.7","0.0","0.0","26.1","3","1","7","0","35","7.7","23","-0.174","0.30","0.13","8.7","","","","","0.0","","","","","0.0","","","","","0.0"
"387","Teagan Quitoriano","HST","TE","7","2024","23","0.174","","","21.7","17.4","4.3","0.0","8.7","0","0","0","0","0","4.5","2","0.500","","","50.0","","","","","0.0","18","0.111","","","16.7","1","0.000","","","0.0"
"388","Raheem Blackshear","CAR","RB","16","2024","23","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","-0.9","8","0.000","","","0.0","","","","","0.0","","","","","0.0","14","0.000","","","0.0"
"389","Josiah Deguara","JAX","TE","13","2024","23","0.087","0.61","0.13","8.7","8.7","0.0","0.0","0.0","3","3","14","0","1","6.7","6","0.333","","","33.3","","","","","0.0","7","0.000","0.29","0.14","0.0","1","0.000","","","0.0"
"390","Clyde Edwards-Helaire","NO","RB","2","2024","23","0.000","1.04","0.22","0.0","0.0","0.0","0.0","0.0","5","3","24","0","-2","-2.0","1","0.000","","","0.0","","","","","0.0","1","0.000","","","0.0","18","0.000","1.33","0.28","0.0"
"391","Grant DuBose","MIA","WR","3","2024","23","0.043","0.48","0.17","13.0","13.0","0.0","0.0","8.7","4","2","11","0","43","9.7","14","0.071","0.93","0.14","14.3","","","","","0.0","","","","","0.0","","","","","0.0"
"392","Austin Trammell","JAX","WR","1","2024","22","0.182","1.82","0.14","22.7","18.2","4.5","0.0","9.1","3","2","40","0","44","10.2","9","0.111","","0.11","11.1","","","","","0.0","","","","","0.0","","","","","0.0"
"393","Ian Thomas","CAR","TE","5","2024","22","-0.182","0.32","0.23","0.0","0.0","0.0","0.0","18.2","5","3","7","0","22","2.6","","","","","0.0","","","","","0.0","18","-0.222","0.39","0.28","0.0","","","","","0.0"
"394","Nikko Remigio","KC","WR","5","2024","21","-0.048","2.29","0.29","4.8","4.8","0.0","0.0","9.5","6","2","48","0","63","6.6","1","0.000","","","0.0","","","","","0.0","1","0.000","","","0.0","","","","","0.0"
"395","Audric Estime","DEN","RB","13","2024","21","0.000","1.29","0.24","0.0","0.0","0.0","0.0","0.0","5","5","27","0","-11","-3.2","","","","","0.0","","","","","0.0","","","","","0.0","20","0.000","1.35","0.25","0.0"
"396","Sincere McCormick","LV","RB","4","2024","21","0.000","1.32","0.27","0.0","0.0","0.0","0.0","0.0","6","6","29","0","0","-2.1","","","","","0.0","","","","","0.0","","","","","0.0","21","0.000","1.32","0.27","0.0"
"397","Will Shipley","PHI","RB","13","2024","21","0.000","1.67","0.19","0.0","0.0","0.0","0.0","0.0","4","4","35","0","5","-0.6","5","0.000","0.80","0.20","0.0","","","","","0.0","","","","","0.0","15","0.000","2.07","0.20","0.0"
"398","Kristian Wilkerson","LV","WR","2","2024","21","0.095","0.82","0.14","9.5","9.5","0.0","0.0","0.0","3","2","18","1","16","5.4","18","0.111","0.95","0.11","11.1","","","","","0.0","","","","","0.0","","","","","0.0"
"399","John Samuel Shenker","LV","TE","7","2024","20","-0.050","0.35","0.05","0.0","0.0","0.0","0.0","5.0","1","1","7","0","4","2.2","2","0.000","","","0.0","","","","","0.0","10","0.000","","","0.0","1","0.000","","","0.0"
"400","Laviska Shenault","SEA, LAC","WR","12","2024","20","0.100","1.80","0.25","15.0","15.0","0.0","0.0","5.0","5","5","36","0","-10","3.6","5","0.000","","0.20","0.0","","","","","0.0","","","","","0.0","2","0.000","3.00","0.50","0.0"
"401","DeeJay Dallas","ARZ","RB","16","2024","20","0.000","0.52","0.14","0.0","0.0","0.0","0.0","0.0","3","3","11","1","-9","-3.9","2","0.000","","","0.0","","","","","0.0","","","","","0.0","17","0.000","0.61","0.17","0.0"
"402","Zach Davidson","BUF","TE","3","2024","19","-0.105","0.26","0.05","0.0","0.0","0.0","0.0","10.5","1","1","5","0","4","5.4","1","0.000","","","0.0","","","","","0.0","7","0.000","","","0.0","","","","","0.0"
"403","Jared Wiley","KC","TE","7","2024","18","0.000","0.39","0.06","0.0","0.0","0.0","0.0","0.0","1","1","7","0","4","7.3","1","0.000","7.00","1.00","0.0","","","","","0.0","10","0.000","","","0.0","","","","","0.0"
"404","Jared Wayne","HST","WR","3","2024","18","0.333","","","38.9","33.3","5.6","0.0","11.1","0","0","0","0","0","11.0","14","0.357","","","42.9","","","","","0.0","","","","","0.0","","","","","0.0"
"405","Robbie Chosen","MIA","WR","2","2024","17","-0.118","0.29","0.24","11.8","11.8","0.0","0.0","23.5","4","1","5","0","48","6.6","12","-0.083","","0.25","16.7","","","","","0.0","","","","","0.0","","","","","0.0"
"406","Chris Rodriguez Jr.","WAS","RB","7","2024","17","0.000","0.63","0.05","0.0","0.0","0.0","0.0","0.0","1","1","12","0","1","-1.9","1","0.000","","","0.0","","","","","0.0","","","","","0.0","14","0.000","0.75","0.06","0.0"
"407","Brevin Jordan","HST","TE","2","2024","17","0.000","0.41","0.18","0.0","0.0","0.0","0.0","0.0","3","2","7","0","0","3.6","2","0.000","","","0.0","","","","","0.0","12","0.000","0.25","0.17","0.0","1","0.000","","","0.0"
"408","Equanimeous St. Brown","NO","WR","2","2024","17","0.059","","","5.9","5.9","0.0","0.0","0.0","0","0","0","0","0","5.8","6","0.167","","","16.7","","","","","0.0","","","","","0.0","","","","","0.0"
"409","Deuce Vaughn","DAL","RB","6","2024","16","0.063","1.13","0.25","6.3","6.3","0.0","0.0","0.0","4","3","18","0","0","-1.9","1","0.000","","","0.0","","","","","0.0","","","","","0.0","15","0.067","1.20","0.27","6.7"
"410","Kameron Johnson","TB","WR","4","2024","16","0.000","","0.06","0.0","0.0","0.0","0.0","0.0","1","0","0","0","5","9.8","11","0.000","","0.08","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"411","John FitzPatrick","GB","TE","9","2024","15","0.000","0.13","0.07","0.0","0.0","0.0","0.0","0.0","1","1","2","0","2","2.4","2","0.000","","","0.0","","","","","0.0","10","0.000","0.20","0.10","0.0","","","","","0.0"
"412","Joseph Fortson","KC","TE","3","2024","15","0.000","0.33","0.07","0.0","0.0","0.0","0.0","0.0","1","1","5","0","3","6.1","6","0.000","","","0.0","","","","","0.0","1","0.000","5.00","1.00","0.0","","","","","0.0"
"413","C.J. Uzomah","PHI","TE","7","2024","14","-0.071","","","0.0","0.0","0.0","0.0","7.1","0","0","0","0","0","6.1","1","0.000","","","0.0","","","","","0.0","5","0.000","","","0.0","1","0.000","","","0.0"
"414","Zach Pascal","ARZ","WR","14","2024","14","0.071","","","7.1","7.1","0.0","0.0","0.0","0","0","0","0","0","5.6","13","0.077","","","7.7","","","","","0.0","","","","","0.0","","","","","0.0"
"415","Jaelon Darden","CLV, SEA","WR","11","2024","14","0.214","0.43","0.07","14.3","7.1","7.1","0.0","0.0","1","1","6","0","-2","7.9","12","0.250","0.50","0.08","16.7","","","","","0.0","","","","","0.0","","","","","0.0"
"416","Irv Smith","HST","TE","5","2024","13","0.000","","","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","2.6","","","","","0.0","","","","","0.0","10","0.000","","","0.0","","","","","0.0"
"417","Charlie Jones","CIN","WR","8","2024","13","-0.077","0.38","0.08","0.0","0.0","0.0","0.0","7.7","1","1","5","0","5","5.0","3","-0.333","","","0.0","","","","","0.0","","","","","0.0","1","0.000","","","0.0"
"418","Tanner Conner","MIA","TE","7","2024","13","0.000","1.23","0.31","7.7","7.7","0.0","0.0","7.7","4","3","16","0","51","4.5","5","0.000","","0.20","0.0","","","","","0.0","2","0.000","0.50","0.50","0.0","1","0.000","","","0.0"
"419","J.J. Taylor","HST","RB","4","2024","13","0.000","","0.23","0.0","0.0","0.0","0.0","0.0","3","2","0","0","-5","-2.9","2","0.000","","","0.0","","","","","0.0","","","","","0.0","10","0.000","","0.30","0.0"
"420","D'Wayne Eskridge","MIA","WR","6","2024","13","0.000","3.14","0.21","7.7","7.7","0.0","0.0","7.7","3","3","44","0","14","9.3","11","0.000","3.17","0.17","9.1","","","","","0.0","","","","","0.0","","","","","0.0"
"421","Terrell Jennings","NE","RB","2","2024","12","0.000","","0.17","0.0","0.0","0.0","0.0","0.0","2","0","0","0","22","-2.3","1","0.000","","","0.0","","","","","0.0","","","","","0.0","11","0.000","","0.18","0.0"
"422","Dan Chisena","CAR","WR","5","2024","12","0.417","3.08","0.33","33.3","25.0","8.3","0.0","0.0","4","3","37","0","29","6.1","7","0.286","1.14","0.14","28.6","","","","","0.0","","","","","0.0","","","","","0.0"
"423","Devontez Walker","BLT","WR","7","2024","12","0.167","1.31","0.19","16.7","16.7","0.0","0.0","0.0","3","1","21","1","98","12.7","10","0.200","1.50","0.21","20.0","","","","","0.0","","","","","0.0","","","","","0.0"
"424","Collin Johnson","CHI","WR","9","2024","12","0.000","0.46","0.15","8.3","8.3","0.0","0.0","8.3","2","1","6","0","16","6.5","8","0.000","0.67","0.11","12.5","","","","","0.0","","","","","0.0","","","","","0.0"
"425","Ross Dwelley","ATL","TE","14","2024","12","0.000","0.42","0.08","0.0","0.0","0.0","0.0","0.0","1","1","5","0","1","5.3","2","0.000","","","0.0","","","","","0.0","3","0.000","","","0.0","","","","","0.0"
"426","Tyrell Shavers","BUF","WR","3","2024","12","0.000","5.75","0.08","0.0","0.0","0.0","0.0","0.0","1","1","69","1","-2","8.8","4","0.000","","","0.0","","","","","0.0","","","","","0.0","","","","","0.0"
"427","Sione Vaki","DET","RB","11","2024","12","0.000","3.08","0.25","0.0","0.0","0.0","0.0","0.0","3","3","37","0","18","-2.8","2","0.000","","","0.0","","","","","0.0","","","","","0.0","9","0.000","2.22","0.22","0.0"
