"Player Details","","","","","","Overall","","","","Man","","","","Zone","","","","Single-High","","","","Two-High","","",""
"Rank","Name","Team","POS","G","Season","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR"
"145","Kylen Granson","IND","TE","17","2024","221","0.14","0.82","0.15","59","0.17","1.05","0.17","146","0.12","0.77","0.13","98","0.13","0.86","0.14","123","0.14","0.80","0.15"
"146","Chris Godwin","TB","WR","7","2024","220","0.28","2.62","0.63","85","0.28","2.12","0.65","127","0.28","3.07","0.64","128","0.28","2.44","0.56","92","0.27","2.87","0.71"
"147","Luke McCaffrey","WAS","WR","17","2024","219","0.11","0.77","0.16","83","0.13","0.81","0.18","123","0.11","0.82","0.16","129","0.14","1.11","0.20","90","0.07","0.28","0.09"
"148","Michael Mayer","LV","TE","11","2024","212","0.15","0.74","0.17","35","0.06","0.09","0.04","168","0.17","0.88","0.20","86","0.14","0.72","0.14","126","0.16","0.75","0.19"
"149","Curtis Samuel","BUF","WR","14","2024","211","0.21","1.20","0.30","74","0.19","1.45","0.37","135","0.22","1.08","0.26","127","0.20","1.31","0.28","84","0.24","1.04","0.32"
"150","Dallas Goedert","PHI","TE","10","2024","209","0.25","2.37","0.50","54","0.24","3.07","0.62","145","0.25","2.27","0.48","116","0.28","3.32","0.68","93","0.22","1.19","0.27"
"151","Malik Washington","MIA","WR","14","2024","209","0.17","1.07","0.27","43","0.14","0.72","0.14","162","0.17","1.16","0.25","93","0.19","1.42","0.27","116","0.16","0.78","0.20"
"152","Brandon Aiyuk","SF","WR","7","2024","206","0.21","1.82","0.30","68","0.24","1.26","0.21","125","0.22","2.26","0.38","95","0.27","2.64","0.44","111","0.15","1.11","0.18"
"153","Christian Kirk","JAX","WR","8","2024","206","0.23","1.84","0.34","51","0.31","2.06","0.40","140","0.20","1.94","0.35","117","0.20","1.50","0.29","89","0.27","2.29","0.42"
"154","Jalen Brooks","DAL","WR","14","2024","205","0.14","0.86","0.17","62","0.24","0.44","0.17","136","0.10","1.10","0.18","118","0.14","0.47","0.13","87","0.15","1.40","0.23"
"155","Drew Sample","CIN","TE","17","2024","196","0.11","0.56","0.19","57","0.04","0.09","0.04","130","0.15","0.78","0.21","85","0.06","0.26","0.07","111","0.15","0.78","0.28"
"156","Jalin Hyatt","NYG","WR","16","2024","195","0.10","0.32","0.07","58","0.07","0.31","0.07","132","0.11","0.33","0.08","114","0.11","0.44","0.09","81","0.09","0.15","0.05"
"157","KaVontae Turpin","DAL","WR","17","2024","195","0.25","2.15","0.48","58","0.24","3.53","0.68","130","0.25","1.61","0.33","96","0.29","2.57","0.53","99","0.20","1.75","0.34"
"158","Adonai Mitchell","IND","WR","17","2024","194","0.27","1.61","0.28","57","0.44","2.60","0.44","119","0.19","1.38","0.26","89","0.35","3.19","0.52","105","0.20","0.27","0.08"
"159","Cedrick Wilson","NO","WR","15","2024","189","0.14","1.12","0.27","47","0.15","1.23","0.34","136","0.15","1.13","0.27","102","0.11","0.47","0.15","87","0.18","1.87","0.42"
"160","Nelson Agholor","BLT","WR","14","2024","189","0.14","1.22","0.26","53","0.19","0.32","0.30","130","0.13","1.65","0.26","98","0.16","1.40","0.20","91","0.12","1.03","0.32"
"161","Josh Reynolds","DEN, JAX","WR","9","2024","188","0.13","1.03","0.20","51","0.22","2.59","0.49","125","0.09","0.39","0.09","106","0.10","1.30","0.24","82","0.16","0.68","0.15"
"162","Tyler Johnson","LA","WR","15","2024","187","0.21","1.56","0.33","75","0.24","1.92","0.39","106","0.19","1.33","0.28","103","0.17","1.25","0.28","84","0.27","1.93","0.38"
"163","AJ Barner","SEA","TE","17","2024","185","0.20","1.32","0.42","40","0.13","1.03","0.35","138","0.22","1.42","0.36","94","0.17","1.38","0.41","91","0.23","1.26","0.43"
"164","Mike Woods","CLV","WR","5","2024","182","0.09","0.36","0.07","58","0.12","0.31","0.07","121","0.07","0.39","0.08","83","0.10","0.25","0.06","99","0.09","0.44","0.08"
"165","Marvin Mims","DEN","WR","17","2024","181","0.28","2.78","0.72","37","0.35","4.43","1.01","140","0.26","2.38","0.62","89","0.28","2.89","0.67","92","0.27","2.67","0.71"
"166","Lucas Krull","DEN","TE","13","2024","180","0.12","0.84","0.19","47","0.02","0.21","0.04","126","0.16","1.10","0.25","97","0.11","0.90","0.18","82","0.13","0.79","0.20"
"167","Johnny Mundt","MIN","TE","17","2024","179","0.13","0.79","0.25","52","0.08","0.58","0.13","115","0.16","0.92","0.21","89","0.15","0.79","0.20","90","0.12","0.80","0.30"
"168","Chris Olave","NO","WR","8","2024","177","0.24","2.26","0.44","36","0.22","0.92","0.20","136","0.24","2.60","0.45","78","0.24","2.51","0.43","99","0.23","2.06","0.44"
"169","Robert Woods","HST","WR","15","2024","172","0.17","1.18","0.23","42","0.12","0.02","0.03","119","0.19","1.70","0.32","70","0.17","1.17","0.23","102","0.17","1.19","0.23"
"170","Luke Schoonmaker","DAL","TE","17","2024","168","0.20","1.43","0.34","39","0.13","1.13","0.24","126","0.23","1.56","0.38","82","0.18","1.50","0.32","86","0.22","1.37","0.36"
"171","Josh Oliver","MIN","TE","15","2024","167","0.16","1.54","0.39","41","0.17","1.78","0.30","116","0.16","1.53","0.33","72","0.13","1.42","0.34","95","0.19","1.64","0.44"
"172","Trey Palmer","TB","WR","15","2024","162","0.13","1.06","0.22","37","0.16","1.11","0.16","117","0.13","1.12","0.25","95","0.11","0.82","0.13","67","0.16","1.40","0.33"
"173","Kevin Austin","NO","WR","8","2024","161","0.14","0.94","0.17","25","0.12","0.84","0.16","133","0.14","0.98","0.17","98","0.17","1.14","0.19","63","0.10","0.62","0.13"
"174","Rashid Shaheed","NO","WR","6","2024","161","0.25","2.17","0.47","32","0.28","1.22","0.22","123","0.24","2.52","0.54","76","0.28","2.05","0.42","85","0.22","2.27","0.49"
"175","Brock Wright","DET","TE","17","2024","156","0.10","0.64","0.22","34","0.18","0.74","0.54","119","0.08","0.63","0.14","98","0.11","0.76","0.28","58","0.09","0.45","0.13"
"176","Zay Jones","ARZ","WR","11","2024","156","0.07","0.54","0.11","53","0.06","0.25","0.04","99","0.08","0.72","0.14","73","0.05","0.52","0.08","83","0.08","0.55","0.13"
"177","Josh Whyle","TEN","TE","17","2024","155","0.24","1.60","0.39","32","0.22","1.28","0.22","118","0.25","1.64","0.37","74","0.27","1.95","0.40","81","0.21","1.28","0.36"
"178","Adam Trautman","DEN","TE","17","2024","152","0.13","1.24","0.29","32","0.13","1.00","0.16","113","0.14","1.38","0.34","80","0.14","1.65","0.40","72","0.13","0.78","0.16"
"179","Elijah Higgins","ARZ","TE","17","2024","151","0.15","1.14","0.33","33","0.15","0.70","0.19","112","0.15","1.31","0.32","75","0.15","0.99","0.31","76","0.16","1.29","0.34"
"180","Darnell Washington","PIT","TE","17","2024","147","0.16","1.36","0.31","33","0.15","1.64","0.44","106","0.16","1.38","0.29","86","0.14","1.41","0.26","61","0.18","1.30","0.38"
"181","Daniel Bellinger","NYG","TE","17","2024","147","0.10","0.85","0.18","44","0.07","0.75","0.14","96","0.11","0.96","0.21","71","0.08","0.96","0.18","76","0.11","0.75","0.18"
"182","Eric Saubert","SF","TE","17","2024","141","0.10","0.71","0.19","38","0.08","-0.08","0.04","95","0.09","0.85","0.17","66","0.08","0.50","0.11","75","0.12","0.89","0.26"
"183","Jeremy Ruckert","NYJ","TE","17","2024","140","0.20","0.75","0.20","46","0.15","0.52","0.12","88","0.24","0.92","0.26","70","0.20","0.86","0.23","70","0.20","0.64","0.18"
"184","Jake Bobo","SEA","WR","17","2024","134","0.12","0.80","0.22","25","0.12","0.68","0.43","106","0.12","0.85","0.18","71","0.14","0.83","0.18","63","0.10","0.76","0.27"
"185","Johnny Wilson","PHI","WR","16","2024","130","0.12","0.29","0.11","42","0.10","0.33","0.22","82","0.12","0.29","0.07","84","0.12","0.35","0.15","46","0.11","0.20","0.04"
"186","Mo Alie-Cox","IND","TE","17","2024","128","0.17","1.15","0.26","33","0.21","1.30","0.40","88","0.16","1.18","0.22","67","0.18","1.34","0.24","61","0.16","0.93","0.27"
"187","Davis Allen","LA","TE","14","2024","126","0.10","0.31","0.08","48","0.10","0.10","0.03","74","0.11","0.46","0.11","75","0.13","0.43","0.10","51","0.06","0.14","0.05"
"188","Devin Duvernay","JAX","WR","13","2024","122","0.13","0.65","0.16","39","0.13","0.95","0.17","77","0.14","0.55","0.16","70","0.14","0.64","0.15","52","0.12","0.65","0.16"
"189","Cade Stover","HST","TE","15","2024","120","0.18","1.11","0.29","26","0.19","0.77","0.15","89","0.19","1.27","0.34","54","0.13","0.63","0.12","66","0.23","1.50","0.42"
"190","K.J. Osborn","WAS, NE","WR","9","2024","120","0.14","0.48","0.16","51","0.10","0.14","0.03","64","0.16","0.67","0.24","74","0.16","0.35","0.10","46","0.11","0.67","0.24"
"191","Ryan Miller","TB","WR","11","2024","118","0.17","1.08","0.31","34","0.15","1.32","0.43","82","0.18","1.01","0.27","68","0.21","1.35","0.44","50","0.12","0.72","0.13"
"192","Xavier Gipson","NYJ","WR","17","2024","117","0.09","0.33","0.14","33","0.09","","0.24","78","0.09","0.50","0.10","53","0.09","-0.02","0.02","64","0.08","0.63","0.23"
"193","Kalif Raymond","DET","WR","12","2024","117","0.19","1.84","0.43","38","0.34","3.37","0.94","78","0.12","1.12","0.19","76","0.22","2.46","0.59","41","0.12","0.68","0.14"
"194","Julian Hill","MIA","TE","16","2024","116","0.16","0.86","0.19","27","0.11","0.59","0.17","84","0.18","1.00","0.21","56","0.16","0.98","0.22","60","0.15","0.75","0.16"
"195","Simi Fehoko","LAC","WR","8","2024","114","0.15","0.93","0.15","30","0.13","","0.00","78","0.15","1.36","0.21","64","0.16","0.53","0.10","50","0.14","1.44","0.20"
"196","Jordan Whittington","LA","WR","15","2024","112","0.25","2.62","0.47","33","0.24","3.94","0.58","76","0.25","2.14","0.43","70","0.33","3.51","0.61","42","0.12","1.12","0.21"
"197","Payne Durham","TB","TE","16","2024","108","0.13","1.06","0.32","29","0.07","0.21","0.06","73","0.14","1.34","0.24","65","0.11","0.95","0.19","43","0.16","1.23","0.52"
"198","Chris Conley","SF","WR","15","2024","107","0.11","0.71","0.13","38","0.11","0.79","0.13","67","0.12","0.69","0.13","47","0.11","1.04","0.19","60","0.12","0.45","0.08"
"199","Gerald Everett","CHI","TE","17","2024","104","0.12","0.35","0.11","30","0.10","0.07","0.04","71","0.13","0.48","0.15","63","0.14","0.46","0.13","41","0.07","0.17","0.09"
"200","Brandon Powell","MIN","WR","17","2024","104","0.10","0.68","0.14","27","0.19","1.07","0.22","72","0.07","0.58","0.11","49","0.12","0.84","0.17","55","0.07","0.55","0.11"
"201","KhaDarel Hodge","ATL","WR","16","2024","102","0.11","1.28","0.26","25","0.16","2.88","0.65","75","0.09","0.79","0.13","60","0.08","1.20","0.27","42","0.14","1.40","0.24"
"202","Taysom Hill","NO","TE","8","2024","102","0.29","1.83","1.02","16","0.25","1.06","0.29","81","0.31","2.05","0.44","62","0.31","1.90","0.45","40","0.28","1.73","0.32"
"203","Odell Beckham","MIA","WR","9","2024","102","0.19","0.54","0.14","36","0.14","0.25","0.05","57","0.21","0.72","0.19","42","0.14","0.14","0.04","60","0.22","0.82","0.22"
"204","Andrew Ogletree","IND","TE","17","2024","102","0.14","1.07","0.25","29","0.14","1.17","0.26","67","0.12","1.12","0.28","50","0.14","1.50","0.25","52","0.13","0.65","0.26"
"205","Tip Reiman","ARZ","TE","17","2024","101","0.07","0.37","0.10","18","0.06","0.50","0.11","80","0.08","0.35","0.10","57","0.07","0.30","0.08","44","0.07","0.45","0.11"
"206","Stone Smartt","LAC","TE","14","2024","101","0.19","2.06","0.35","25","0.04","0.36","0.08","72","0.24","2.72","0.45","60","0.13","1.43","0.24","41","0.27","2.98","0.52"
"207","Dante Pettis","NO","WR","8","2024","99","0.24","1.21","0.32","16","0.19","1.31","0.26","80","0.26","1.24","0.32","54","0.19","0.57","0.24","45","0.31","1.98","0.38"
"208","Brevyn Spann-Ford","DAL","TE","17","2024","95","0.15","0.93","0.19","20","0.15","0.65","0.12","72","0.15","1.04","0.22","49","0.12","0.41","0.08","46","0.17","1.48","0.30"
"209","John Bates","WAS","TE","17","2024","95","0.14","0.88","0.16","21","0.19","0.43","0.09","71","0.13","1.06","0.19","53","0.17","1.06","0.18","42","0.10","0.67","0.14"
"210","Nate Adkins","DEN","TE","17","2024","95","0.16","1.21","0.46","19","0.05","","0.05","70","0.17","1.43","0.39","51","0.16","1.31","0.39","44","0.16","1.09","0.54"
"211","Erick All","CIN","TE","9","2024","94","0.22","1.68","0.38","20","0.10","0.60","0.16","66","0.29","2.21","0.49","42","0.17","0.98","0.24","52","0.27","2.25","0.49"
"212","Greg Dulcich","DEN, NYG","TE","9","2024","94","0.13","0.30","0.08","21","0.14","0.33","0.08","70","0.13","0.30","0.09","49","0.16","0.39","0.10","45","0.09","0.20","0.06"
"213","Tylan Wallace","BLT","WR","17","2024","93","0.13","2.08","0.39","31","0.19","4.00","0.75","59","0.10","1.17","0.22","59","0.10","1.98","0.38","34","0.18","2.24","0.40"
"214","Jermaine Burton","CIN","WR","14","2024","93","0.15","1.15","0.16","34","0.18","","0.00","54","0.13","1.98","0.27","46","0.17","1.20","0.16","47","0.13","1.11","0.15"
"215","Nick Vannett","TEN","TE","17","2024","89","0.21","1.52","0.54","24","0.29","2.21","0.97","61","0.18","1.33","0.30","58","0.19","1.48","0.54","31","0.26","1.58","0.55"
"216","Rakim Jarrett","TB","WR","10","2024","87","0.13","1.43","0.25","26","","","0.00","57","0.18","2.18","0.38","48","0.10","1.25","0.21","39","0.15","1.64","0.29"
"217","Luke Farrell","JAX","TE","17","2024","86","0.20","0.78","0.22","21","0.19","0.14","0.06","60","0.20","0.97","0.26","53","0.19","0.79","0.21","33","0.21","0.76","0.23"
"218","Bub Means","NO","WR","7","2024","84","0.18","1.40","0.32","19","0.26","3.11","0.52","63","0.16","0.94","0.27","42","0.17","0.64","0.28","42","0.19","2.17","0.36"
"219","Hayden Hurst","LAC","TE","9","2024","83","0.16","0.88","0.18","22","0.09","","0.00","56","0.20","1.30","0.27","47","0.13","0.98","0.18","36","0.19","0.75","0.19"
"220","Rashee Rice","KC","WR","4","2024","83","0.35","3.47","0.78","27","0.33","2.15","0.70","52","0.37","4.23","0.85","51","0.39","3.35","0.79","32","0.28","3.66","0.77"
"221","Ben Sinnott","WAS","TE","17","2024","82","0.06","0.34","0.17","19","0.05","0.16","0.07","61","0.05","0.36","0.09","40","0.08","0.23","0.25","42","0.05","0.45","0.09"
"222","Scott Miller","PIT","WR","13","2024","82","0.11","0.84","0.15","18","0.17","1.61","0.27","60","0.10","0.67","0.12","48","0.15","0.77","0.14","34","0.06","0.94","0.15"
"223","Jalen Reagor","LAC","WR","8","2024","82","0.12","1.22","0.19","26","0.19","1.85","0.38","56","0.09","0.93","0.11","46","0.17","1.93","0.30","36","0.06","0.31","0.06"
"224","Terrace Marshall","LV","WR","7","2024","81","0.06","0.51","0.09","24","0.04","1.17","0.16","55","0.07","0.24","0.06","35","0.09","1.17","0.20","46","0.04","","0.00"
"225","Jamari Thrash","CLV","WR","9","2024","81","0.09","0.27","0.06","27","0.07","","0.00","54","0.09","0.41","0.10","46","0.11","0.07","0.03","35","0.06","0.54","0.11"
"226","Ryan Flournoy","DAL","WR","11","2024","81","0.17","1.26","0.24","17","0.12","0.94","0.15","64","0.19","1.34","0.26","36","0.17","0.56","0.14","45","0.18","1.82","0.32"
"227","Bo Melton","GB","WR","17","2024","79","0.20","1.15","0.28","24","0.29","2.04","0.41","55","0.16","0.76","0.13","45","0.18","0.91","0.18","34","0.24","1.47","0.26"
"228","Durham Smythe","MIA","TE","17","2024","78","0.22","0.68","0.18","24","0.25","0.13","0.05","52","0.21","0.96","0.25","41","0.22","0.59","0.16","37","0.22","0.78","0.21"
"229","DeAndre Carter","CHI","WR","13","2024","77","0.18","0.94","0.21","24","0.08","","0.00","48","0.23","1.35","0.30","42","0.14","0.88","0.21","35","0.23","1.00","0.21"
"230","Jamison Crowder","WAS","WR","6","2024","75","0.17","0.96","0.38","33","0.12","0.76","0.17","39","0.18","0.82","0.18","46","0.20","1.02","0.23","29","0.14","0.86","0.60"
"231","Charlie Woerner","ATL","TE","16","2024","74","0.15","0.62","0.16","13","","","0.00","59","0.19","0.78","0.20","42","0.24","1.10","0.28","32","0.03","","0.00"
"232","Parris Campbell","PHI","WR","5","2024","71","0.10","0.42","0.21","19","0.11","0.05","0.37","51","0.10","0.57","0.15","38","0.08","0.21","0.23","33","0.12","0.67","0.19"
"233","Tanner Hudson","CIN","TE","11","2024","69","0.33","2.23","0.57","26","0.23","2.00","0.35","39","0.41","2.54","0.59","29","0.28","2.03","0.41","40","0.38","2.38","0.69"
"234","Will Mallory","IND","TE","10","2024","69","0.12","0.42","0.10","23","0.09","0.30","0.07","42","0.14","0.52","0.12","28","0.07","0.43","0.11","41","0.15","0.41","0.09"
"235","Derius Davis","LAC","WR","15","2024","69","0.22","1.62","0.58","10","0.10","","0.00","58","0.24","1.93","0.62","39","0.23","2.08","0.72","30","0.20","1.03","0.27"
"236","Blake Whiteheart","CLV","TE","11","2024","68","0.12","0.75","0.25","19","0.11","0.05","0.37","46","0.11","0.93","0.18","34","0.06","0.24","0.08","34","0.18","1.26","0.42"
"237","River Cracraft","MIA","WR","8","2024","67","0.12","0.99","0.20","20","0.20","1.55","0.31","47","0.09","0.74","0.16","34","0.18","1.32","0.28","33","0.06","0.64","0.12"
"238","Ronnie Bell","SF","WR","8","2024","66","0.08","0.33","0.06","25","0.12","","0.00","37","","","0.00","34","0.12","0.35","0.06","32","0.03","0.31","0.06"
"239","Hunter Long","LA","TE","17","2024","66","0.14","0.91","0.20","20","0.05","","0.00","44","0.18","1.36","0.30","40","0.10","0.88","0.16","26","0.19","0.96","0.25"
"240","Mecole Hardman","KC","WR","12","2024","66","0.20","1.36","0.50","18","0.22","1.33","0.30","45","0.20","1.47","0.35","33","0.24","1.67","0.38","33","0.15","1.06","0.26"
"241","Harrison Bryant","LV","TE","13","2024","64","0.17","1.34","0.28","17","0.12","0.94","0.21","46","0.20","1.52","0.30","41","0.20","1.22","0.27","23","0.13","1.57","0.29"
"242","Treylon Burks","TEN","WR","5","2024","63","0.13","0.54","0.12","11","0.18","2.00","0.38","52","0.12","0.23","0.06","33","0.21","1.03","0.22","30","0.03","","0.00"
"243","Jacob Cowing","SF","WR","15","2024","63","0.10","1.27","0.20","17","0.06","","0.00","42","0.12","1.90","0.29","30","0.07","0.53","0.09","33","0.12","1.94","0.28"
"244","Trenton Irwin","CIN","WR","7","2024","63","0.16","0.24","0.07","26","0.12","","0.00","31","0.06","0.19","0.05","27","0.11","0.22","0.06","36","0.19","0.25","0.08"
"245","Braxton Berrios","MIA","WR","6","2024","62","0.06","","0.00","21","0.19","","0.00","39","","","0.00","31","0.06","","0.00","31","0.06","","0.00"
"246","Tyquan Thornton","NE","WR","5","2024","61","0.13","0.77","0.14","26","0.12","0.38","0.08","33","0.15","1.12","0.20","43","0.09","0.23","0.05","18","0.22","2.06","0.37"
"247","Quintin Morris","BUF","TE","16","2024","61","0.13","0.59","0.24","26","0.12","0.35","0.34","32","0.16","0.84","0.18","39","0.13","0.74","0.15","22","0.14","0.32","0.40"
"248","Pharaoh Brown","SEA","TE","15","2024","59","0.20","1.10","0.23","13","0.15","0.69","0.15","42","0.21","1.33","0.28","26","0.23","1.50","0.30","33","0.18","0.79","0.17"
"249","Malik Heath","GB","WR","10","2024","57","0.21","1.70","0.56","19","0.21","1.32","0.97","37","0.22","1.95","0.36","33","0.24","2.27","0.59","24","0.17","0.92","0.51"
"250","Ashton Dulin","IND","WR","15","2024","56","0.13","1.20","0.34","10","0.10","","0.00","41","0.15","1.63","0.36","26","0.08","","0.00","30","0.17","2.23","0.49"
"251","Luke Musgrave","GB","TE","7","2024","54","0.17","0.83","0.21","15","0.07","0.27","0.09","38","0.21","1.08","0.27","29","0.17","1.00","0.20","25","0.16","0.64","0.22"
"252","Connor Heyward","PIT","TE","16","2024","53","0.15","0.75","0.30","6","","","0.00","44","0.18","0.91","0.36","23","0.17","1.13","0.50","30","0.13","0.47","0.15"
"253","Tim Jones","JAX","WR","16","2024","52","0.10","0.79","0.14","11","","","0.00","38","0.13","1.08","0.19","30","0.13","1.00","0.17","22","0.05","0.50","0.10"
"254","DJ Chark","LAC","WR","7","2024","51","0.18","0.61","0.26","13","0.15","0.46","0.58","36","0.17","0.69","0.15","25","0.28","0.88","0.45","26","0.08","0.35","0.07"
"255","MyCole Pruitt","PIT","TE","12","2024","50","0.20","0.80","0.32","11","0.27","1.64","0.25","35","0.17","0.60","0.17","29","0.21","0.59","0.13","21","0.19","1.10","0.59"
"256","Trent Sherfield","MIN","WR","17","2024","46","0.20","1.80","0.48","13","0.08","0.85","0.16","33","0.24","2.18","0.61","19","0.16","1.84","0.66","27","0.22","1.78","0.36"
"257","Ben Sims","GB","TE","16","2024","46","0.11","0.91","0.18","8","0.13","0.25","0.15","38","0.11","1.05","0.18","31","0.13","1.03","0.20","15","0.07","0.67","0.13"
"258","Ainias Smith","PHI","WR","7","2024","44","0.20","0.93","0.40","17","0.18","0.71","0.19","25","0.24","1.16","0.56","35","0.20","1.17","0.46","9","0.22","","0.11"
"259","Tucker Fisk","LAC","TE","9","2024","42","0.19","0.93","0.26","4","0.25","0.25","0.28","36","0.17","1.06","0.27","19","0.26","1.53","0.42","23","0.13","0.43","0.13"
"260","Alex Bachman","LV","WR","5","2024","42","0.07","0.74","0.15","14","","","0.00","27","0.11","1.15","0.23","33","0.06","0.88","0.15","9","0.11","0.22","0.13"
"261","Malachi Corley","NYJ","WR","7","2024","40","0.15","0.40","0.16","8","0.25","1.50","0.40","26","0.08","0.15","0.05","17","0.06","0.59","0.12","23","0.22","0.26","0.11"
"262","Ben Skowronek","PIT","WR","9","2024","39","0.13","1.77","0.31","11","0.09","0.73","0.16","28","0.14","2.18","0.36","20","0.25","3.45","0.60","19","","","0.00"
"263","Shane Zylstra","DET","TE","12","2024","39","0.03","0.56","0.08","10","0.10","2.20","0.32","28","","","0.00","24","0.04","0.92","0.13","15","","","0.00"
"264","Charlie Kolar","BLT","TE","13","2024","39","0.28","3.36","0.73","4","","","0.00","31","0.32","4.16","0.67","22","0.27","4.86","0.71","17","0.29","1.41","0.73"
"265","Chris Manhertz","NYG","TE","17","2024","39","0.10","0.77","0.31","8","","","0.00","30","0.10","0.93","0.16","19","0.11","0.84","0.14","20","0.10","0.70","0.47"
"266","Geoff Swaim","CLV","TE","8","2024","37","0.03","0.19","0.05","7","","","0.00","29","0.03","0.24","0.06","21","0.05","0.33","0.08","16","","","0.00"
"267","Allen Robinson","DET","WR","12","2024","37","0.19","0.81","0.16","12","0.42","2.50","0.50","24","0.08","","0.00","21","0.19","1.43","0.29","16","0.19","","0.00"
"268","Jack Stoll","PHI, MIA","TE","9","2024","36","0.08","0.28","0.08","11","","","0.00","25","0.12","0.40","0.12","26","0.12","0.38","0.12","10","","","0.00"
"269","Mason Kinsey","TEN","WR","6","2024","36","0.06","0.47","0.10","5","","","0.00","25","0.08","0.68","0.15","16","","","0.00","20","0.10","0.85","0.19"
"270","Marquise Brown","KC","WR","2","2024","35","0.43","2.60","0.52","16","0.38","2.19","0.41","19","0.47","2.95","0.61","29","0.41","2.83","0.52","6","0.50","1.50","0.48"
"271","Kenny Yeboah","NYJ","TE","9","2024","32","0.25","1.47","0.49","10","0.10","1.20","0.22","20","0.30","1.20","0.27","14","0.29","2.29","0.44","18","0.22","0.83","0.53"
"272","Tyler Higbee","LA","TE","3","2024","31","0.39","2.13","0.86","8","0.38","0.25","0.15","19","0.37","3.05","0.94","14","0.43","1.86","0.90","17","0.35","2.35","0.82"
"273","Devin Thompkins","CAR","WR","7","2024","31","0.13","0.65","0.22","10","0.10","0.70","0.17","21","0.14","0.62","0.20","14","0.21","0.57","0.27","17","0.06","0.71","0.13"
"274","Xavier Weaver","ARZ","WR","2","2024","31","0.06","","0.00","5","0.40","","0.00","25","","","0.00","12","0.17","","0.00","19","","","0.00"
"275","Javon Baker","NE","WR","10","2024","30","0.13","0.40","0.07","12","0.08","","0.00","17","0.18","0.71","0.13","18","0.11","0.67","0.12","12","0.17","","0.00"
"276","Britain Covey","PHI","WR","5","2024","30","0.27","1.13","0.35","8","0.25","2.50","0.50","19","0.26","0.63","0.27","19","0.26","1.47","0.41","11","0.27","0.55","0.24"
"277","Bryce Oliver","TEN","WR","10","2024","29","0.28","3.28","0.53","6","0.33","8.00","1.13","23","0.26","2.04","0.38","13","0.31","4.15","0.72","16","0.25","2.56","0.38"
"278","Cam Grandy","CIN","TE","8","2024","29","0.17","0.97","0.27","6","0.33","2.67","0.60","21","0.10","0.43","0.14","13","0.23","1.23","0.35","16","0.13","0.75","0.20"
"279","Peyton Hendershot","KC","TE","7","2024","28","0.18","1.82","0.36","9","0.11","0.67","0.18","19","0.21","2.37","0.45","14","0.14","1.14","0.26","14","0.21","2.50","0.46"
"280","E.J. Jenkins","PHI","TE","8","2024","27","0.07","0.26","0.29","12","0.08","","0.00","14","","","0.00","23","0.09","0.30","0.33","4","","","0.00"
"281","Eric Tomlinson","LAC","TE","9","2024","26","0.15","0.35","0.11","8","0.13","","0.00","17","0.18","0.53","0.17","15","0.07","0.13","0.08","11","0.27","0.64","0.15"
"282","Jaheim Bell","NE","TE","13","2024","26","0.12","0.77","0.15","3","","","0.00","22","0.14","0.91","0.18","11","","","0.00","15","0.20","1.33","0.27"
"283","Devin Culp","TB","TE","5","2024","26","0.23","3.38","0.53","7","","","0.00","17","0.35","5.18","0.81","14","0.21","1.79","0.32","12","0.25","5.25","0.78"
"284","Cody White","SEA","WR","4","2024","25","0.12","1.76","0.26","6","0.17","","0.00","18","0.11","2.44","0.36","16","0.19","2.75","0.40","9","","","0.00"
"285","Ramel Keyton","LV","WR","8","2024","24","0.13","0.29","0.07","7","","","0.00","14","0.14","0.50","0.12","9","0.11","","0.00","15","0.13","0.47","0.11"
"286","Skyy Moore","KC","WR","6","2024","24","0.13","","0.00","6","","","0.00","17","0.18","","0.00","12","0.08","","0.00","12","0.17","","0.00"
"287","Dallin Holker","NO","TE","12","2024","24","0.17","0.88","0.21","4","","","0.00","19","0.21","1.11","0.27","13","0.15","0.46","0.12","11","0.18","1.36","0.32"
"288","Isaiah Hodgins","NYG","WR","3","2024","24","0.08","0.50","0.13","10","","","0.00","13","0.15","0.92","0.25","16","","","0.00","8","0.25","1.50","0.40"
"289","Grant DuBose","MIA","WR","3","2024","23","0.17","0.48","0.13","7","0.14","","0.00","15","0.20","0.73","0.21","6","0.33","","0.00","17","0.12","0.65","0.18"
"290","Josiah Deguara","JAX","TE","13","2024","23","0.13","0.61","0.19","5","","","0.00","16","0.13","0.75","0.20","11","0.18","0.55","0.24","12","0.08","0.67","0.15"
"291","Teagan Quitoriano","HST","TE","7","2024","23","","","0.00","4","","","0.00","17","","","0.00","12","","","0.00","11","","","0.00"
"292","Austin Trammell","JAX","WR","1","2024","22","0.14","1.82","0.27","7","0.14","3.14","0.46","15","0.13","1.20","0.19","13","0.23","3.08","0.46","9","","","0.00"
"293","Kristian Wilkerson","LV","WR","2","2024","22","0.14","0.82","0.45","3","0.33","3.00","2.63","18","0.11","0.50","0.11","13","0.23","1.38","0.75","9","","","0.00"
"294","Ian Thomas","CAR","TE","5","2024","22","0.23","0.32","0.17","8","0.13","0.25","0.15","12","0.33","0.42","0.21","14","0.29","0.29","0.17","8","0.13","0.38","0.16"
