"Player Details","","","","","","Overall","","","","Man","","","","Zone","","","","Single-High","","","","Two-High","","",""
"Rank","Name","Team","POS","G","Season","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR"
"43","Drake London","ATL","WR","16","2023","458","0.24","1.98","0.38","91","0.29","1.89","0.49","352","0.22","1.99","0.35","237","0.20","1.57","0.30","221","0.28","2.41","0.46"
"44","Romeo Doubs","GB","WR","17","2023","458","0.21","1.47","0.38","135","0.15","0.90","0.29","309","0.22","1.74","0.36","264","0.20","1.33","0.31","194","0.22","1.67","0.47"
"45","Sam LaPorta","DET","TE","17","2023","456","0.26","1.95","0.52","116","0.34","2.62","0.66","319","0.24","1.82","0.45","255","0.30","2.60","0.71","201","0.21","1.13","0.26"
"46","Jaxon Smith-Njigba","SEA","WR","17","2023","452","0.21","1.39","0.33","122","0.24","1.98","0.39","318","0.19","1.15","0.27","229","0.18","1.20","0.26","223","0.23","1.58","0.41"
"47","Quentin Johnston","LAC","WR","17","2023","451","0.15","0.96","0.21","138","0.12","0.61","0.14","300","0.16","1.12","0.19","252","0.13","0.66","0.14","199","0.17","1.33","0.29"
"48","D.J. Chark","CAR","WR","15","2023","448","0.15","1.17","0.26","131","0.18","1.37","0.37","304","0.13","1.12","0.20","267","0.15","1.45","0.32","181","0.14","0.77","0.17"
"49","Rondale Moore","ARZ","WR","17","2023","447","0.14","0.79","0.23","111","0.12","0.50","0.10","320","0.14","0.91","0.21","234","0.13","0.97","0.22","213","0.14","0.59","0.14"
"50","Tyreek Hill","MIA","WR","16","2023","444","0.38","4.05","0.85","106","0.36","5.06","1.08","314","0.39","3.98","0.80","174","0.40","4.84","1.04","270","0.37","3.54","0.72"
"51","Josh Downs","IND","WR","17","2023","439","0.22","1.76","0.36","131","0.23","1.46","0.34","297","0.22","1.95","0.38","245","0.21","1.78","0.31","194","0.23","1.73","0.42"
"52","Kyle Pitts","ATL","TE","17","2023","436","0.20","1.53","0.31","91","0.21","1.81","0.30","329","0.19","1.49","0.31","232","0.22","1.80","0.37","204","0.17","1.22","0.26"
"53","Jerry Jeudy","DEN","WR","16","2023","432","0.20","1.75","0.33","109","0.16","0.95","0.24","300","0.22","2.19","0.38","184","0.21","2.00","0.36","248","0.19","1.57","0.30"
"54","Josh Reynolds","DET","WR","17","2023","430","0.14","1.41","0.30","120","0.14","1.56","0.31","292","0.14","1.40","0.29","244","0.15","1.43","0.32","186","0.13","1.39","0.28"
"55","Trey Palmer","TB","WR","17","2023","427","0.15","0.90","0.23","76","0.16","0.83","0.25","332","0.16","0.90","0.20","192","0.18","1.29","0.29","235","0.14","0.58","0.16"
"56","Tyler Conklin","NYJ","TE","17","2023","427","0.19","1.45","0.29","130","0.18","1.25","0.22","282","0.19","1.58","0.32","221","0.17","1.44","0.26","206","0.22","1.47","0.32"
"57","Marquise Brown","ARZ","WR","14","2023","424","0.22","1.35","0.32","102","0.32","1.93","0.51","309","0.20","1.21","0.24","227","0.26","1.80","0.40","197","0.18","0.84","0.22"
"58","Dalton Kincaid","BUF","TE","16","2023","423","0.21","1.59","0.36","133","0.21","1.31","0.27","277","0.21","1.79","0.41","221","0.20","1.53","0.33","202","0.22","1.65","0.38"
"59","Darnell Mooney","CHI","WR","15","2023","423","0.13","0.98","0.19","109","0.18","0.74","0.14","298","0.12","1.12","0.21","215","0.16","1.20","0.24","208","0.11","0.75","0.13"
"60","George Kittle","SF","TE","16","2023","422","0.21","2.42","0.48","106","0.20","2.76","0.53","297","0.23","2.43","0.49","255","0.22","2.78","0.58","167","0.19","1.87","0.33"
"61","Courtland Sutton","DEN","WR","16","2023","416","0.21","1.86","0.46","96","0.27","2.55","0.63","294","0.20","1.74","0.39","181","0.26","2.22","0.55","235","0.18","1.58","0.40"
"62","Tyler Higbee","LA","TE","15","2023","416","0.16","1.19","0.26","123","0.11","1.00","0.24","277","0.18","1.32","0.26","238","0.15","1.26","0.23","178","0.18","1.09","0.30"
"63","Rashid Shaheed","NO","WR","15","2023","414","0.18","1.74","0.37","89","0.24","1.52","0.33","310","0.17","1.88","0.38","211","0.20","2.09","0.41","203","0.16","1.37","0.30"
"64","Brandon Aiyuk","SF","WR","16","2023","411","0.25","3.27","0.61","95","0.26","3.60","0.67","301","0.25","3.29","0.57","252","0.27","3.72","0.69","159","0.21","2.55","0.49"
"65","Allen Lazard","NYJ","WR","15","2023","404","0.12","0.77","0.15","120","0.14","0.79","0.15","270","0.11","0.76","0.12","205","0.13","0.61","0.12","199","0.12","0.93","0.18"
"66","Marquez Valdes-Scantling","KC","WR","16","2023","404","0.10","0.78","0.14","107","0.15","1.07","0.17","280","0.09","0.71","0.14","207","0.12","1.03","0.20","197","0.08","0.51","0.08"
"67","Dallas Goedert","PHI","TE","14","2023","404","0.20","1.47","0.34","116","0.17","1.56","0.32","278","0.21","1.42","0.30","223","0.20","1.43","0.30","181","0.21","1.50","0.38"
"68","Michael Wilson","ARZ","WR","13","2023","388","0.15","1.46","0.30","85","0.15","0.36","0.15","288","0.15","1.83","0.32","207","0.13","1.07","0.17","181","0.18","1.90","0.43"
"69","Nico Collins","HST","WR","15","2023","385","0.28","3.37","0.68","71","0.28","3.52","0.83","295","0.28","3.54","0.65","189","0.31","3.83","0.78","196","0.26","2.92","0.56"
"70","Dalton Schultz","HST","TE","15","2023","384","0.22","1.65","0.39","74","0.19","1.00","0.18","280","0.23","1.95","0.41","202","0.19","1.53","0.34","182","0.25","1.79","0.45"
"71","Cole Kmet","CHI","TE","17","2023","383","0.23","1.88","0.47","89","0.20","0.90","0.43","277","0.24","2.29","0.49","205","0.20","1.51","0.45","178","0.27","2.30","0.50"
"72","Trey McBride","ARZ","TE","17","2023","383","0.27","2.15","0.47","86","0.22","1.74","0.42","286","0.28","2.24","0.47","215","0.26","2.10","0.43","168","0.28","2.23","0.53"
"73","Tutu Atwell","LA","WR","16","2023","382","0.17","1.26","0.29","111","0.20","1.40","0.36","260","0.16","1.26","0.25","226","0.20","1.22","0.28","156","0.13","1.33","0.27"
"74","Curtis Samuel","WAS","WR","16","2023","382","0.23","1.60","0.41","138","0.24","1.43","0.33","228","0.22","1.72","0.37","204","0.24","1.59","0.34","178","0.22","1.62","0.44"
"75","Robert Woods","HST","WR","14","2023","377","0.19","1.13","0.24","85","0.19","0.96","0.19","265","0.20","1.25","0.24","191","0.21","1.31","0.24","186","0.18","0.94","0.23"
"76","Wan'Dale Robinson","NYG","WR","15","2023","375","0.20","1.40","0.36","99","0.20","1.29","0.27","270","0.20","1.44","0.31","221","0.21","1.57","0.32","154","0.19","1.16","0.32"
"77","Michael Gallup","DAL","WR","17","2023","368","0.15","1.14","0.24","127","0.13","1.13","0.25","224","0.17","1.22","0.25","183","0.16","1.35","0.31","185","0.14","0.92","0.17"
"78","Jalin Hyatt","NYG","WR","17","2023","364","0.11","1.02","0.17","91","0.10","0.48","0.10","270","0.11","1.22","0.19","224","0.13","1.15","0.18","140","0.09","0.83","0.14"
"79","Allen Robinson","PIT","WR","17","2023","363","0.13","0.77","0.17","77","0.14","0.65","0.14","265","0.12","0.79","0.18","167","0.12","0.82","0.16","196","0.14","0.73","0.18"
"80","Deebo Samuel","SF","WR","15","2023","363","0.24","2.46","0.67","84","0.15","1.38","0.36","260","0.25","2.87","0.55","201","0.19","1.82","0.37","162","0.30","3.25","0.73"
"81","Chigoziem Okonkwo","TEN","TE","17","2023","360","0.21","1.47","0.32","77","0.09","0.79","0.16","264","0.25","1.77","0.38","168","0.18","1.30","0.30","192","0.23","1.61","0.32"
"82","Rashee Rice","KC","WR","16","2023","358","0.28","2.62","0.60","112","0.30","2.13","0.66","226","0.27","2.99","0.54","192","0.30","2.81","0.60","166","0.26","2.40","0.60"
"83","Van Jefferson","ATL, LA","WR","17","2023","358","0.12","0.58","0.12","80","0.09","0.10","0.02","270","0.13","0.74","0.14","187","0.11","0.64","0.11","171","0.12","0.52","0.12"
"84","Justin Jefferson","MIN","WR","10","2023","357","0.28","3.01","0.57","78","0.33","3.36","0.67","264","0.27","3.08","0.58","177","0.32","3.25","0.66","180","0.24","2.77","0.48"
"85","Jayden Reed","GB","WR","16","2023","357","0.25","2.22","0.61","104","0.28","1.96","0.55","238","0.25","2.39","0.52","210","0.25","2.11","0.51","147","0.27","2.38","0.58"
"86","Tee Higgins","CIN","WR","12","2023","355","0.21","1.85","0.39","84","0.25","1.39","0.41","260","0.20","2.07","0.40","175","0.25","1.53","0.31","180","0.17","2.16","0.47"
"87","Cooper Kupp","LA","WR","12","2023","355","0.26","2.08","0.46","122","0.32","1.52","0.38","222","0.23","2.47","0.49","197","0.30","2.47","0.50","158","0.20","1.59","0.41"
"88","Diontae Johnson","PIT","WR","13","2023","352","0.25","2.04","0.43","67","0.34","3.16","0.66","271","0.22","1.72","0.33","169","0.28","2.33","0.38","183","0.21","1.77","0.48"
"89","Jonnu Smith","ATL","TE","17","2023","349","0.20","1.67","0.36","66","0.17","1.20","0.38","271","0.21","1.82","0.36","167","0.20","1.66","0.35","182","0.20","1.67","0.36"
"90","Christian Kirk","JAX","WR","12","2023","347","0.23","2.27","0.44","73","0.33","3.70","0.56","259","0.20","1.96","0.42","187","0.22","2.22","0.38","160","0.24","2.33","0.51"
"91","Jaylen Waddle","MIA","WR","14","2023","346","0.30","2.93","0.57","84","0.23","1.98","0.29","242","0.33","3.48","0.65","147","0.28","2.67","0.44","199","0.32","3.12","0.66"
"92","Cedric Tillman","CLV","WR","14","2023","329","0.13","0.68","0.13","80","0.18","0.55","0.12","236","0.11","0.73","0.14","176","0.15","0.80","0.16","153","0.10","0.54","0.10"
"93","Durham Smythe","MIA","TE","16","2023","329","0.13","1.11","0.22","90","0.07","0.37","0.08","221","0.16","1.51","0.29","129","0.16","1.35","0.26","200","0.11","0.96","0.19"
"94","Darren Waller","NYG","TE","12","2023","327","0.22","1.69","0.35","79","0.28","1.16","0.26","240","0.21","1.92","0.39","177","0.25","1.85","0.36","150","0.19","1.49","0.33"
"95","Hunter Henry","NE","TE","14","2023","321","0.19","1.31","0.37","110","0.17","1.43","0.45","203","0.20","1.26","0.31","181","0.20","1.38","0.40","140","0.18","1.21","0.34"
"96","Xavier Gipson","NYJ","WR","17","2023","318","0.12","0.72","0.18","78","0.17","0.63","0.11","229","0.10","0.75","0.14","145","0.12","0.75","0.14","173","0.11","0.69","0.14"
"97","Nelson Agholor","BLT","WR","17","2023","317","0.14","1.20","0.31","98","0.18","1.96","0.57","208","0.13","0.82","0.18","206","0.14","1.34","0.36","111","0.14","0.95","0.21"
"98","Demario Douglas","NE","WR","14","2023","312","0.25","1.80","0.35","102","0.28","1.56","0.30","207","0.23","1.80","0.33","184","0.26","2.24","0.40","128","0.24","1.16","0.24"
"99","Justin Watson","KC","WR","16","2023","312","0.17","1.47","0.29","85","0.24","2.59","0.46","211","0.13","1.09","0.23","167","0.18","1.41","0.33","145","0.16","1.55","0.24"
"100","DeVante Parker","NE","WR","13","2023","307","0.18","1.28","0.24","109","0.21","1.75","0.30","193","0.17","1.05","0.20","174","0.21","1.66","0.30","133","0.14","0.79","0.15"
"101","Josh Palmer","LAC","WR","10","2023","307","0.19","1.89","0.35","96","0.24","2.93","0.54","194","0.16","1.52","0.28","154","0.21","2.25","0.39","153","0.17","1.54","0.30"
"102","Khalil Shakir","BUF","WR","17","2023","304","0.15","2.01","0.37","113","0.12","1.04","0.25","180","0.17","2.74","0.46","167","0.14","2.10","0.41","137","0.15","1.90","0.32"
"103","Adam Trautman","DEN","TE","17","2023","301","0.12","0.68","0.20","71","0.17","1.49","0.45","207","0.08","0.39","0.12","134","0.13","1.07","0.29","167","0.11","0.36","0.13"
"104","Michael Thomas","NO","WR","10","2023","300","0.21","1.49","0.30","58","0.34","1.67","0.44","228","0.17","1.54","0.28","155","0.23","1.59","0.35","145","0.18","1.39","0.25"
"105","Gerald Everett","LAC","TE","15","2023","299","0.23","1.37","0.37","80","0.19","0.93","0.43","208","0.25","1.60","0.35","162","0.23","1.55","0.32","137","0.24","1.17","0.42"
"106","Noah Fant","SEA","TE","17","2023","299","0.14","1.38","0.25","75","0.07","0.31","0.06","220","0.17","1.78","0.31","158","0.10","0.97","0.17","141","0.18","1.85","0.33"
"107","Rashod Bateman","BLT","WR","16","2023","298","0.18","1.23","0.26","101","0.19","1.49","0.34","190","0.18","1.14","0.21","188","0.19","1.10","0.21","110","0.18","1.46","0.33"
"108","Tank Dell","HST","WR","11","2023","296","0.25","2.40","0.56","44","0.25","2.93","0.57","234","0.26","2.42","0.51","164","0.29","2.70","0.62","132","0.20","2.02","0.44"
"109","Mike Gesicki","NE","TE","17","2023","289","0.15","0.84","0.23","100","0.14","0.57","0.11","183","0.15","0.96","0.22","165","0.16","0.73","0.15","124","0.15","0.99","0.33"
"110","Juwan Johnson","NO","TE","13","2023","286","0.20","1.29","0.34","79","0.24","1.51","0.47","197","0.19","1.24","0.27","172","0.22","1.44","0.36","114","0.18","1.06","0.32"
"111","Nick Westbrook-Ikhine","TEN","WR","14","2023","284","0.15","1.30","0.30","54","0.22","1.24","0.33","216","0.13","1.31","0.28","157","0.15","1.38","0.32","127","0.16","1.20","0.26"
"112","Braxton Berrios","MIA","WR","16","2023","279","0.12","0.85","0.21","81","0.17","1.35","0.28","182","0.10","0.65","0.14","114","0.17","0.94","0.23","165","0.08","0.79","0.19"
"113","Zay Jones","JAX","WR","9","2023","274","0.23","1.17","0.29","65","0.28","0.91","0.23","198","0.22","1.29","0.28","136","0.22","1.10","0.28","138","0.24","1.24","0.29"
"114","Noah Gray","KC","TE","17","2023","272","0.14","1.12","0.26","64","0.11","1.13","0.28","194","0.15","1.20","0.27","132","0.17","1.70","0.40","140","0.11","0.57","0.13"
"115","Noah Brown","HST","WR","10","2023","269","0.20","2.11","0.38","68","0.24","2.40","0.34","185","0.18","2.17","0.38","141","0.20","2.59","0.41","128","0.20","1.58","0.34"
"116","Odell Beckham","BLT","WR","14","2023","269","0.23","2.10","0.40","74","0.28","3.23","0.53","186","0.20","1.72","0.33","154","0.22","2.40","0.41","115","0.24","1.70","0.40"
"117","Chris Moore","TEN","WR","17","2023","265","0.13","1.60","0.26","47","0.13","1.34","0.22","205","0.14","1.76","0.26","121","0.09","1.13","0.18","144","0.16","1.99","0.30"
"118","Brandon Powell","MIN","WR","17","2023","263","0.15","1.23","0.26","70","0.14","1.43","0.24","177","0.16","1.23","0.24","133","0.14","1.20","0.21","130","0.16","1.27","0.30"
"119","Olamide Zaccheaus","PHI","WR","17","2023","263","0.07","0.62","0.15","70","0.09","0.16","0.03","188","0.06","0.66","0.17","129","0.08","0.64","0.10","134","0.07","0.60","0.19"
"120","Kylen Granson","IND","TE","15","2023","262","0.18","1.40","0.28","76","0.17","0.80","0.24","183","0.18","1.67","0.29","149","0.21","1.63","0.33","113","0.14","1.11","0.21"
"121","Skyy Moore","KC","WR","14","2023","260","0.14","0.94","0.21","67","0.18","1.46","0.33","181","0.13","0.81","0.16","129","0.14","1.09","0.17","131","0.14","0.79","0.22"
"122","Mark Andrews","BLT","TE","10","2023","258","0.23","2.11","0.52","95","0.19","1.79","0.45","156","0.24","2.32","0.49","180","0.20","1.46","0.43","78","0.31","3.60","0.74"
"123","Tucker Kraft","GB","TE","17","2023","257","0.16","1.38","0.31","70","0.14","0.59","0.23","180","0.16","1.74","0.35","143","0.14","1.19","0.31","114","0.18","1.62","0.29"
"124","Pat Freiermuth","PIT","TE","12","2023","256","0.18","1.20","0.30","59","0.12","0.58","0.24","186","0.19","1.46","0.29","133","0.14","0.91","0.23","123","0.22","1.52","0.36"
"125","Isaiah Hodgins","NYG","WR","17","2023","255","0.13","0.90","0.24","73","0.15","1.11","0.26","170","0.11","0.76","0.15","163","0.15","1.17","0.32","92","0.08","0.43","0.10"
"126","Isaiah Likely","BLT","TE","17","2023","253","0.15","1.62","0.40","56","0.11","2.20","0.49","187","0.17","1.49","0.38","134","0.16","1.98","0.56","119","0.15","1.23","0.22"
"127","Dontayvion Wicks","GB","WR","15","2023","252","0.23","2.31","0.48","60","0.28","1.78","0.63","190","0.21","2.49","0.44","148","0.23","2.14","0.47","104","0.22","2.54","0.48"
"128","Hunter Renfrow","LV","WR","17","2023","250","0.15","1.02","0.20","57","0.11","1.19","0.19","179","0.17","1.04","0.22","98","0.16","0.67","0.14","152","0.14","1.24","0.24"
"129","Luke Musgrave","GB","TE","11","2023","249","0.18","1.41","0.30","68","0.15","0.82","0.17","172","0.21","1.72","0.37","155","0.15","1.30","0.25","94","0.23","1.60","0.38"
"130","Daniel Bellinger","NYG","TE","17","2023","249","0.11","1.02","0.20","63","0.03","0.10","0.03","177","0.15","1.41","0.28","154","0.07","0.79","0.14","95","0.18","1.40","0.30"
"131","Jalen Tolbert","DAL","WR","17","2023","248","0.14","1.08","0.25","77","0.18","0.90","0.19","164","0.12","1.20","0.24","119","0.18","1.38","0.31","129","0.10","0.81","0.18"
"132","Austin Hooper","LV","TE","17","2023","245","0.13","0.96","0.20","72","0.13","0.94","0.18","163","0.13","0.99","0.21","121","0.15","1.23","0.25","124","0.10","0.69","0.15"
"133","Christian Watson","GB","WR","9","2023","240","0.22","1.76","0.42","66","0.32","2.44","0.80","163","0.18","1.60","0.29","140","0.21","2.12","0.41","100","0.24","1.25","0.43"
"134","Michael Mayer","LV","TE","14","2023","240","0.15","1.27","0.30","64","0.17","0.97","0.19","165","0.15","1.38","0.29","104","0.13","1.50","0.31","136","0.17","1.09","0.27"
"135","Treylon Burks","TEN","WR","11","2023","238","0.12","0.93","0.17","44","0.20","0.55","0.15","182","0.10","1.08","0.17","112","0.15","0.72","0.15","126","0.10","1.11","0.17"
"136","Marvin Mims","DEN","WR","16","2023","236","0.14","1.60","0.29","63","0.11","1.32","0.16","168","0.15","1.73","0.32","118","0.16","1.68","0.27","118","0.12","1.52","0.29"
"137","Donovan Peoples-Jones","DET, CLV","WR","15","2023","235","0.10","0.66","0.12","51","0.16","1.02","0.18","180","0.08","0.57","0.11","140","0.11","0.64","0.12","95","0.08","0.68","0.12"
"138","Tyler Scott","CHI","WR","17","2023","230","0.13","0.73","0.16","68","0.15","0.24","0.07","155","0.13","0.98","0.18","116","0.16","0.70","0.13","114","0.11","0.76","0.16"
"139","Tommy Tremble","CAR","TE","16","2023","230","0.13","0.84","0.26","64","0.17","0.77","0.47","162","0.11","0.90","0.19","135","0.13","1.05","0.24","95","0.13","0.55","0.30"
"140","Donald Parham","LAC","TE","14","2023","228","0.18","1.25","0.35","83","0.17","1.23","0.30","134","0.17","1.25","0.24","133","0.17","1.20","0.28","95","0.18","1.33","0.45"
"141","Cedrick Wilson","MIA","WR","15","2023","224","0.17","1.32","0.31","47","0.21","2.30","0.63","170","0.15","1.06","0.19","93","0.14","1.73","0.35","131","0.18","1.03","0.29"
"142","Jameson Williams","DET","WR","12","2023","223","0.18","1.59","0.36","51","0.24","1.61","0.26","166","0.17","1.64","0.35","121","0.21","1.30","0.27","102","0.16","1.93","0.38"
"143","Greg Dortch","ARZ","WR","16","2023","223","0.17","1.26","0.29","56","0.21","2.59","0.60","161","0.16","0.76","0.17","130","0.19","1.47","0.35","93","0.15","0.96","0.19"
"144","Trenton Irwin","CIN","WR","16","2023","221","0.14","1.43","0.28","61","0.13","1.10","0.19","151","0.15","1.65","0.32","97","0.15","1.42","0.27","124","0.14","1.44","0.30"
