"Player Details","","","","","","Overall","","","","Man","","","","Zone","","","","Single-High","","","","Two-High","","",""
"Rank","Name","Team","POS","G","Season","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR"
"295","Mike Strachan","CAR","WR","4","2023","25","0.12","1.80","0.22","6","0.17","7.50","0.92","19","0.11","","0.00","16","0.13","2.81","0.34","9","0.11","","0.00"
"296","Tylan Wallace","BLT","WR","9","2023","25","0.08","0.44","0.08","4","0.25","","0.00","20","0.05","0.55","0.11","17","0.12","0.65","0.12","8","","","0.00"
"297","Kevin Rader","TEN","TE","14","2023","24","0.13","0.25","0.07","2","","","0.00","19","0.11","","0.00","11","0.09","","0.00","13","0.15","0.46","0.12"
"298","Jalen Brooks","DAL","WR","7","2023","24","0.25","2.67","0.52","10","0.10","2.40","0.34","14","0.36","2.86","0.64","15","0.07","0.07","0.07","9","0.56","7.00","1.26"
"299","Teagan Quitoriano","HST","TE","7","2023","24","0.13","1.38","0.22","9","0.11","2.44","0.36","14","0.14","0.79","0.15","12","0.08","","0.00","12","0.17","2.75","0.44"
"300","Willie Snead","SF","WR","4","2023","23","0.13","0.61","0.15","4","0.25","","0.00","17","0.12","0.82","0.20","7","0.14","","0.00","16","0.13","0.88","0.21"
"301","Nate Adkins","DEN","TE","10","2023","22","0.23","1.00","0.28","4","0.25","","0.00","16","0.25","1.38","0.39","7","0.57","2.86","0.71","15","0.07","0.13","0.08"
"302","Nick Vannett","LAC","TE","8","2023","22","0.05","0.14","0.06","4","","","0.00","17","0.06","0.18","0.08","11","0.09","0.27","0.12","11","","","0.00"
"303","Amari Rodgers","IND","WR","3","2023","20","0.10","","0.00","2","","","0.00","18","0.11","","0.00","10","0.10","","0.00","10","0.10","","0.00"
"304","Phillip Dorsett","DEN","WR","2","2023","18","0.17","","0.00","3","","","0.00","14","0.21","","0.00","9","0.22","","0.00","9","0.11","","0.00"
"305","Hunter Long","LA","TE","3","2023","17","","","0.00","7","","","0.00","9","","","0.00","9","","","0.00","8","","","0.00"
"306","Greg Dulcich","DEN","TE","2","2023","16","0.19","1.56","0.34","3","0.33","1.00","0.43","12","0.17","1.83","0.35","6","0.17","0.50","0.22","10","0.20","2.20","0.42"
"307","Ross Dwelley","SF","TE","12","2023","15","0.20","0.80","0.15","5","0.60","2.40","0.44","8","","","0.00","7","0.29","","0.00","8","0.13","1.50","0.28"
"308","Collin Johnson","CHI","WR","3","2023","13","0.08","0.85","0.16","5","","","0.00","7","0.14","1.57","0.30","6","0.17","1.83","0.35","7","","","0.00"
"309","Andre Baccellia","ARZ","WR","5","2023","13","","","0.00","4","","","0.00","9","","","0.00","5","","","0.00","8","","","0.00"
"310","Colton Dowell","TEN","WR","9","2023","12","0.17","0.25","0.11","3","","","0.00","9","0.22","0.33","0.14","6","0.17","","0.00","6","0.17","0.50","0.22"
"311","Marquez Callaway","NO","WR","3","2023","12","","","0.00","5","","","0.00","7","","","0.00","7","","","0.00","5","","","0.00"
"312","Tyler Johnson","LA","WR","1","2023","11","0.27","0.73","0.80","3","0.33","2.67","2.60","8","0.25","","0.13","3","0.33","2.67","2.60","8","0.25","","0.13"
"313","Erik Ezukanma","MIA","WR","2","2023","11","0.09","","0.20","1","1.00","","0.00","8","","","0.00","6","","","0.00","5","0.20","","0.00"
"314","Damiere Byrd","ATL","WR","1","2023","10","0.20","","0.00","2","","","0.00","8","0.25","","0.00","7","0.29","","0.00","3","","","0.00"
"315","Irvin Charles","NYJ","WR","11","2023","9","","","0.00","3","","","0.00","6","","","0.00","5","","","0.00","4","","","0.00"
"316","Brayden Willis","SF","TE","7","2023","9","","","0.00","3","","","0.00","6","","","0.00","5","","","0.00","4","","","0.00"
"317","Tucker Fisk","ATL","TE","6","2023","9","0.11","1.00","0.21","2","0.50","4.50","0.95","7","","","0.00","7","0.14","1.29","0.27","2","","","0.00"
"318","Rod Williams","PIT","TE","13","2023","8","0.25","","0.00","0","","","0.00","8","0.25","","0.00","4","0.50","","0.00","4","","","0.00"
"319","Travis Vokolek","ARZ","TE","2","2023","8","","","0.00","1","","","0.00","7","","","0.00","7","","","0.00","1","","","0.00"
"320","Cody Thompson","SEA","WR","6","2023","8","0.13","1.25","0.25","2","","","0.00","6","0.17","1.67","0.33","7","0.14","1.43","0.29","1","","","0.00"
"321","David Wells","TB","TE","5","2023","8","0.25","-1.25","0.13","1","","","0.00","7","0.29","-1.43","0.14","4","0.50","-2.50","0.25","4","","","0.00"
"322","N'Keal Harry","MIN","WR","7","2023","8","","","0.00","1","","","0.00","5","","","0.00","5","","","0.00","3","","","0.00"
"323","Tre' McKitty","LAC","TE","6","2023","8","","","0.00","1","","","0.00","6","","","0.00","5","","","0.00","3","","","0.00"
"324","Gunner Olszewski","PIT, NYG","WR","12","2023","7","0.14","","0.00","3","","","0.00","4","0.25","","0.00","4","0.25","","0.00","3","","","0.00"
"325","Simi Fehoko","LAC","WR","5","2023","7","0.29","1.29","1.13","3","0.33","3.00","2.63","4","0.25","","0.00","5","0.40","1.80","1.58","2","","","0.00"
"326","Tyler Kroft","MIA","TE","6","2023","7","","","0.00","0","","","0.00","7","","","0.00","3","","","0.00","4","","","0.00"
"327","Juwann Winfree","IND","WR","4","2023","6","0.17","","0.00","3","","","0.00","3","0.33","","0.00","5","","","0.00","1","1.00","","0.00"
"328","Jesper Horsted","LV","TE","5","2023","6","0.17","0.67","0.23","1","","","0.00","5","0.20","0.80","0.28","4","0.25","1.00","0.35","2","","","0.00"
"329","D'Wayne Eskridge","SEA","WR","4","2023","6","0.17","","0.08","1","","","0.00","4","0.25","","0.00","4","0.25","","0.00","2","","","0.00"
"330","Mason Kinsey","TEN","WR","6","2023","5","0.20","1.20","0.32","1","1.00","6.00","1.60","4","","","0.00","2","0.50","3.00","0.80","3","","","0.00"
"331","John FitzPatrick","ATL","TE","6","2023","5","0.20","2.40","0.44","1","","","0.00","4","0.25","3.00","0.55","2","","","0.00","3","0.33","4.00","0.73"
"332","Cole Fotheringham","LV","TE","2","2023","5","0.20","1.20","0.32","1","","","0.00","4","0.25","1.50","0.40","4","0.25","1.50","0.40","1","","","0.00"
"333","Steven Sims","HST","WR","3","2023","5","0.60","5.00","1.12","1","1.00","23.00","3.30","4","0.50","0.50","0.55","2","0.50","11.50","1.65","3","0.67","0.67","0.73"
"334","Giovanni Ricci","CAR","TE","3","2023","5","0.20","0.40","0.24","1","","","0.00","4","0.25","0.50","0.30","1","","","0.00","4","0.25","0.50","0.30"
"335","Zach Gentry","LV","TE","1","2023","4","","","0.00","2","","","0.00","2","","","0.00","2","","","0.00","2","","","0.00"
"336","Tyree Jackson","NYG","TE","2","2023","4","","","0.00","2","","","0.00","1","","","0.00","1","","","0.00","3","","","0.00"
"337","Jacob Harris","JAX","WR","2","2023","4","","","0.00","1","","","0.00","3","","","0.00","2","","","0.00","2","","","0.00"
"338","Parker Hesse","ATL","TE","3","2023","3","","","0.00","1","","","0.00","2","","","0.00","1","","","0.00","2","","","0.00"
"339","Dareke Young","SEA","WR","4","2023","3","","","0.00","0","","","0.00","3","","","0.00","0","","","0.00","3","","","0.00"
"340","Chris Blair","ATL","WR","1","2023","3","","","0.00","0","","","0.00","3","","","0.00","2","","","0.00","1","","","0.00"
"341","Andrew Beck","HST","TE","1","2023","3","","","0.00","0","","","0.00","3","","","0.00","0","","","0.00","3","","","0.00"
"342","Josh Pederson","JAX","TE","2","2023","3","","","0.00","0","","","0.00","3","","","0.00","2","","","0.00","1","","","0.00"
"343","Kwamie Lassiter","CIN","WR","1","2023","3","0.33","0.67","0.40","1","1.00","2.00","1.20","2","","","0.00","2","","","0.00","1","1.00","2.00","1.20"
"344","Henry Pearson","GB","TE","2","2023","2","","","0.00","0","","","0.00","2","","","0.00","1","","","0.00","1","","","0.00"
"345","Lucky Jackson","MIN","WR","3","2023","2","","","0.00","0","","","0.00","2","","","0.00","1","","","0.00","1","","","0.00"
"346","Darrell Daniels","DET","TE","3","2023","2","","","0.00","0","","","0.00","2","","","0.00","0","","","0.00","2","","","0.00"
"347","Ryan Miller","TB","WR","1","2023","2","","","0.00","0","","","0.00","2","","","0.00","2","","","0.00","0","","","0.00"
"348","Noah Togiai","PHI","TE","1","2023","2","","","0.00","0","","","0.00","2","","","0.00","0","","","0.00","2","","","0.00"
"349","David Sills","DEN","WR","3","2023","2","","","0.00","0","","","0.00","2","","","0.00","2","","","0.00","0","","","0.00"
"350","Stanley Morgan","CIN","WR","2","2023","2","","","0.00","0","","","0.00","2","","","0.00","1","","","0.00","1","","","0.00"
"351","Shedrick Jackson","CIN","WR","2","2023","2","0.50","","0.00","0","","","0.00","2","0.50","","0.00","1","1.00","","0.00","1","","","0.00"
"352","Brady Russell","SEA","TE","9","2023","2","","","0.00","0","","","0.00","2","","","0.00","2","","","0.00","0","","","0.00"
"353","Johnny Johnson","HST","WR","1","2023","2","","","0.00","0","","","0.00","2","","","0.00","1","","","0.00","1","","","0.00"
"354","Andy Isabella","BUF","WR","2","2023","2","","","0.00","2","","","0.00","0","","","0.00","2","","","0.00","0","","","0.00"
"355","Mitchell Tinsley","WAS","WR","1","2023","2","","","0.00","0","","","0.00","2","","","0.00","0","","","0.00","2","","","0.00"
"356","Michael Bandy","DEN","WR","1","2023","2","","","0.00","1","","","0.00","1","","","0.00","0","","","0.00","2","","","0.00"
"357","Kirk Merritt","NO","WR","1","2023","2","","","0.00","0","","","0.00","1","","","0.00","1","","","0.00","1","","","0.00"
"358","Stephen Anderson","LAC","TE","3","2023","1","","","0.00","0","","","0.00","1","","","0.00","1","","","0.00","0","","","0.00"
"359","Tre'Quan Smith","DEN","WR","1","2023","1","","","0.00","1","","","0.00","0","","","0.00","1","","","0.00","0","","","0.00"
"360","Dylan Drummond","DET","WR","1","2023","1","","","0.00","0","","","0.00","1","","","0.00","1","","","0.00","0","","","0.00"
"361","Tay Martin","SF","WR","1","2023","1","","","0.00","0","","","0.00","1","","","0.00","0","","","0.00","1","","","0.00"
"362","Dalton Keene","HST","TE","1","2023","1","","","0.00","0","","","0.00","1","","","0.00","1","","","0.00","0","","","0.00"
"363","Tanner Conner","MIA","WR","3","2023","1","","","0.00","0","","","0.00","1","","","0.00","0","","","0.00","1","","","0.00"
"364","Matt Sokol","NE","TE","3","2023","1","","","0.00","0","","","0.00","1","","","0.00","0","","","0.00","1","","","0.00"
"365","Ethan Fernea","IND","WR","1","2023","1","","","0.00","1","","","0.00","0","","","0.00","1","","","0.00","0","","","0.00"
"366","Nick Muse","MIN","TE","1","2023","1","1.00","22.00","3.20","0","","","0.00","1","1.00","22.00","3.20","1","1.00","22.00","3.20","0","","","0.00"
"367","Matt Bushman","KC","TE","1","2023","1","","","0.00","0","","","0.00","1","","","0.00","0","","","0.00","1","","","0.00"
"368","Blake Whiteheart","ARZ","TE","1","2023","1","","","0.00","0","","","0.00","1","","","0.00","1","","","0.00","0","","","0.00"
