"Player Details","","","","","","Overall","","","","Man","","","","Zone","","","","Single-High","","","","Two-High","","",""
"Rank","Name","Team","POS","G","Season","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR","RTE","TPRR","YPRR","FP/RR"
"444","Benny Snell","PIT","RB","10","2022","12","0.17","1.42","1.56","4","","","0.00","8","0.25","2.13","0.46","9","0.11","1.22","0.23","3","0.33","2.00","0.53"
"445","Zamir White","LV","RB","12","2022","11","","","0.64","2","","","0.00","9","","","0.00","5","","","0.00","6","","","0.00"
"446","Ty Montgomery","NE","WR","1","2022","11","0.36","1.36","0.94","2","0.50","1.00","0.60","8","0.25","0.88","0.21","9","0.33","1.00","0.32","2","0.50","3.00","3.80"
"447","Giovani Bernard","TB","RB","4","2022","11","0.18","-0.09","0.43","2","","","0.00","9","0.22","-0.11","0.21","9","0.22","-0.11","0.21","2","","","0.00"
"448","Anthony McFarland","PIT","RB","1","2022","11","0.18","1.00","0.55","5","0.40","2.20","0.62","5","","","0.00","7","0.29","1.57","0.44","4","","","0.00"
"449","Isaiah Spiller","LAC","RB","6","2022","11","0.27","1.18","0.76","1","","","0.00","10","0.30","1.30","0.43","6","0.17","0.33","0.20","5","0.40","2.20","0.62"
"450","Stanley Morgan","CIN","WR","14","2022","11","0.09","","0.00","5","0.20","","0.00","5","","","0.00","2","","","0.00","9","0.11","","0.00"
"451","Salvon Ahmed","MIA","RB","6","2022","11","0.09","0.73","1.29","2","","","0.00","9","0.11","0.89","0.20","4","","","0.00","7","0.14","1.14","0.26"
"452","Drew Sample","CIN","TE","2","2022","10","0.20","-0.20","0.18","2","","","0.00","7","0.14","-0.57","0.09","3","","","0.00","7","0.29","-0.29","0.26"
"453","Tevin Coleman","SF","RB","3","2022","10","0.30","4.40","2.20","2","0.50","15.00","2.00","6","0.17","0.83","0.25","3","","","0.00","7","0.43","6.29","1.91"
"454","Kevin Rader","TEN","TE","14","2022","10","","","0.00","1","","","0.00","9","","","0.00","8","","","0.00","2","","","0.00"
"455","Blake Bell","KC","TE","3","2022","10","0.20","2.00","1.00","1","","","0.00","8","0.25","2.50","1.25","4","0.25","4.25","2.18","6","0.17","0.50","0.22"
"456","Pharoh Cooper","ARZ","WR","5","2022","10","0.20","0.60","0.41","3","","","0.00","7","0.29","0.86","0.37","6","0.33","1.00","0.43","4","","","0.00"
"457","Tanner Gentry","BUF","WR","3","2022","10","0.10","","0.00","5","0.20","","0.00","5","","","0.00","8","0.13","","0.00","2","","","0.00"
"458","Jordan Mason","SF","RB","12","2022","10","","","3.18","4","","","0.00","6","","","0.00","9","","","0.00","1","","","0.00"
"459","John Brown","BUF","WR","3","2022","9","0.22","4.67","1.24","2","","","0.00","7","0.29","6.00","1.60","5","0.20","8.40","2.24","4","0.25","","0.00"
"460","Snoop Conner","JAX","RB","8","2022","9","","","1.13","1","","","0.00","8","","","0.00","6","","","0.00","3","","","0.00"
"461","Ke'Shawn Vaughn","TB","RB","7","2022","9","0.33","2.11","1.13","1","","","0.00","8","0.38","2.38","0.61","3","","","0.00","6","0.50","3.17","0.82"
"462","Josh Gordon","TEN","WR","2","2022","9","0.11","","0.00","2","","","0.00","7","0.14","","0.00","3","0.33","","0.00","6","","","0.00"
"463","Jaret Patterson","WAS","RB","2","2022","8","0.13","","0.98","1","","","0.00","7","0.14","","0.00","7","0.14","","0.00","1","","","0.00"
"464","C.J. Board","TEN","WR","4","2022","8","0.13","0.75","0.20","1","","","0.00","7","0.14","0.86","0.23","3","0.33","2.00","0.53","5","","","0.00"
"465","Mason Kinsey","TEN","WR","2","2022","8","0.13","0.38","0.16","3","","","0.00","5","0.20","0.60","0.26","5","0.20","0.60","0.26","3","","","0.00"
"466","Miller Forristall","CLV","TE","4","2022","8","","","0.00","1","","","0.00","6","","","0.00","5","","","0.00","3","","","0.00"
"467","Jesse James","CLV","TE","2","2022","8","","","0.00","1","","","0.00","7","","","0.00","5","","","0.00","3","","","0.00"
"468","Nsimba Webster","CHI","WR","1","2022","8","0.38","1.75","0.43","0","","","0.00","8","0.38","1.75","0.43","4","0.50","1.50","0.40","4","0.25","2.00","0.45"
"469","Patrick Taylor","GB","RB","7","2022","8","0.13","2.13","0.73","3","","","0.00","5","0.20","3.40","0.54","4","","","0.00","4","0.25","4.25","0.68"
"470","Kirk Merritt","NO","WR","3","2022","7","","","0.00","3","","","0.00","4","","","0.00","6","","","0.00","1","","","0.00"
"471","James Washington","DAL","WR","2","2022","7","0.14","","0.00","0","","","0.00","7","0.14","","0.00","2","","","0.00","5","0.20","","0.00"
"472","Dwayne Washington","NO","RB","10","2022","7","0.14","1.00","0.79","2","","","0.00","5","0.20","1.40","0.34","2","","","0.00","5","0.20","1.40","0.34"
"473","Kene Nwangwu","MIN","RB","14","2022","7","0.29","3.00","0.79","0","","","0.00","6","0.33","3.50","0.68","3","","","0.00","4","0.50","5.25","1.03"
"474","Kendall Blanton","LA","TE","4","2022","7","0.29","5.00","0.79","2","","","0.00","5","0.40","7.00","1.10","4","","","0.00","3","0.67","11.67","1.83"
"475","Ben Ellefson","MIN","TE","4","2022","6","0.50","4.33","0.93","1","","","0.00","4","0.50","6.00","1.10","3","0.33","4.00","0.73","3","0.67","4.67","1.13"
"476","Scotty Washington","NE","TE","1","2022","6","","","0.00","0","","","0.00","5","","","0.00","4","","","0.00","2","","","0.00"
"477","D.J. Turner","LV","WR","8","2022","6","0.17","","0.43","2","","","0.00","3","","","0.00","2","","","0.00","4","0.25","","0.00"
"478","Daylen Baldwin","CLV","WR","1","2022","5","0.40","5.00","0.90","0","","","0.00","4","0.50","6.25","1.13","3","0.67","8.33","1.50","2","","","0.00"
"479","Jonathan Ward","TEN, ARZ","RB","4","2022","5","0.60","1.40","1.04","2","0.50","","0.00","2","0.50","1.50","0.65","4","0.50","1.00","0.35","1","1.00","3.00","1.30"
"480","Larry Rountree","LAC","RB","3","2022","5","0.40","2.80","1.06","1","1.00","13.00","2.30","4","0.25","0.25","0.28","4","0.25","3.25","0.58","1","1.00","1.00","1.10"
"481","Javon Wims","ARZ","WR","1","2022","5","","","0.00","1","","","0.00","4","","","0.00","4","","","0.00","1","","","0.00"
"482","J.J. Taylor","NE","RB","1","2022","5","0.20","1.60","0.54","1","","","0.00","4","0.25","2.00","0.45","2","","","0.00","3","0.33","2.67","0.60"
"483","Damien Williams","ATL","RB","1","2022","5","","","0.04","0","","","0.00","5","","","0.00","1","","","0.00","4","","","0.00"
"484","Josh Ali","ATL","WR","2","2022","5","0.20","","0.00","0","","","0.00","5","0.20","","0.00","5","0.20","","0.00","0","","","0.00"
"485","Johnny Johnson","HST","WR","1","2022","5","","","0.00","3","","","0.00","2","","","0.00","5","","","0.00","0","","","0.00"
"486","Devine Ozigbo","DEN","RB","3","2022","5","0.20","0.60","0.34","1","","","0.00","4","0.25","0.75","0.33","3","0.33","1.00","0.43","2","","","0.00"
"487","Lucas Krull","NO","TE","1","2022","5","","","0.00","2","","","0.00","3","","","0.00","3","","","0.00","2","","","0.00"
"488","Jalen Camp","HST","WR","2","2022","5","0.20","1.40","0.34","1","1.00","7.00","1.70","2","","","0.00","2","0.50","3.50","0.85","3","","","0.00"
"489","Kyric Mcgowan","WAS","WR","1","2022","4","","","0.00","0","","","0.00","4","","","0.00","4","","","0.00","0","","","0.00"
"490","Trinity Benson","DET","WR","1","2022","4","","","0.00","1","","","0.00","2","","","0.00","1","","","0.00","3","","","0.00"
"491","Kenny Yeboah","NYJ","TE","8","2022","4","","","0.00","2","","","0.00","2","","","0.00","3","","","0.00","1","","","0.00"
"492","Ty Chandler","MIN","RB","2","2022","4","","","0.50","1","","","0.00","3","","","0.00","2","","","0.00","2","","","0.00"
"493","Britain Covey","PHI","WR","17","2022","4","","","0.00","4","","","0.00","0","","","0.00","4","","","0.00","0","","","0.00"
"494","Nikola Kalinic","IND","TE","7","2022","3","","","0.00","0","","","0.00","3","","","0.00","1","","","0.00","2","","","0.00"
"495","Marcus Kemp","KC","WR","3","2022","3","","","0.00","2","","","0.00","1","","","0.00","3","","","0.00","0","","","0.00"
"496","Matt Slater","NE","WR","12","2022","3","","","0.00","0","","","0.00","3","","","0.00","0","","","0.00","3","","","0.00"
"497","Tyler Badie","DEN","RB","1","2022","3","0.33","8.00","3.13","2","","","0.00","1","1.00","24.00","9.40","2","","","0.00","1","1.00","24.00","9.40"
"498","Garrett Griffin","DET","TE","1","2022","3","","","0.00","2","","","0.00","1","","","0.00","2","","","0.00","1","","","0.00"
"499","Kwamie Lassiter","CIN","WR","1","2022","3","","","0.00","0","","","0.00","3","","","0.00","1","","","0.00","2","","","0.00"
"500","Trey Sermon","PHI","RB","2","2022","3","","","0.63","0","","","0.00","3","","","0.00","1","","","0.00","2","","","0.00"
"501","Jake Tonges","CHI","TE","3","2022","3","0.33","","0.00","0","","","0.00","3","0.33","","0.00","2","0.50","","0.00","1","","","0.00"
"502","Jordan Howard","NO","RB","2","2022","3","","","0.03","0","","","0.00","3","","","0.00","0","","","0.00","3","","","0.00"
"503","Rashard Higgins","CAR","WR","2","2022","3","","","0.00","2","","","0.00","1","","","0.00","3","","","0.00","0","","","0.00"
"504","Jacob Hollister","MIN, LV","TE","3","2022","3","","","0.00","1","","","0.00","2","","","0.00","2","","","0.00","1","","","0.00"
"505","Erik Ezukanma","MIA","WR","2","2022","3","0.33","1.00","0.43","1","","","0.00","2","0.50","1.50","0.65","1","","","0.00","2","0.50","1.50","0.65"
"506","Keke Coutee","IND","WR","7","2022","2","0.50","10.00","1.00","0","","","0.00","2","0.50","10.00","1.00","1","","","0.00","1","1.00","20.00","2.00"
"507","Cornell Powell","KC","WR","1","2022","2","","","0.00","1","","","0.00","1","","","0.00","1","","","0.00","1","","","0.00"
"508","Tyler Mabry","SEA","TE","2","2022","2","0.50","3.50","3.85","1","","","0.00","0","","","0.00","2","0.50","3.50","3.85","0","","","0.00"
"509","Nick Boyle","BLT","TE","10","2022","2","","","0.00","0","","","0.00","2","","","0.00","2","","","0.00","0","","","0.00"
"510","Noah Togiai","PHI","TE","2","2022","2","0.50","","0.00","0","","","0.00","2","0.50","","0.00","0","","","0.00","2","0.50","","0.00"
"511","Ty'Son Williams","ARZ","RB","1","2022","2","0.50","2.50","0.75","0","","","0.00","2","0.50","2.50","0.75","1","1.00","5.00","1.50","1","","","0.00"
"512","Dez Fitzpatrick","TEN","WR","1","2022","2","","","0.00","0","","","0.00","2","","","0.00","0","","","0.00","2","","","0.00"
"513","Lynn Bowden","NE","RB","1","2022","2","","","0.00","0","","","0.00","2","","","0.00","0","","","0.00","2","","","0.00"
"514","Duke Johnson","BUF","RB","1","2022","2","","","0.20","0","","","0.00","0","","","0.00","1","","","0.00","1","","","0.00"
"515","Stanley Berryhill","DET","WR","2","2022","1","","","0.00","1","","","0.00","0","","","0.00","1","","","0.00","0","","","0.00"
"516","Ethan Fernea","IND","WR","1","2022","1","","","0.00","1","","","0.00","0","","","0.00","1","","","0.00","0","","","0.00"
"517","Preston Williams","CAR","WR","1","2022","1","","","0.00","0","","","0.00","1","","","0.00","0","","","0.00","1","","","0.00"
"518","Kaylon Geiger","TB","WR","2","2022","1","","","0.00","0","","","0.00","1","","","0.00","0","","","0.00","1","","","0.00"
"519","Maurice Alexander","DET","WR","4","2022","1","1.00","7.00","1.70","1","1.00","7.00","1.70","0","","","0.00","1","1.00","7.00","1.70","0","","","0.00"
"520","Godwin Igwebuike","SEA","RB","5","2022","1","1.00","3.00","1.70","1","1.00","3.00","1.30","0","","","0.00","1","1.00","3.00","1.30","0","","","0.00"
"521","Rico Dowdle","DAL","RB","4","2022","1","","","0.00","1","","","0.00","0","","","0.00","1","","","0.00","0","","","0.00"
"522","Tay Martin","SF","WR","2","2022","1","","","0.00","0","","","0.00","1","","","0.00","1","","","0.00","0","","","0.00"
"523","Taiwan Jones","BUF","RB","7","2022","1","","","0.00","0","","","0.00","1","","","0.00","0","","","0.00","1","","","0.00"
"524","Jared Bernhardt","ATL","WR","2","2022","1","","","0.00","0","","","0.00","1","","","0.00","1","","","0.00","0","","","0.00"
"525","Alex Armah","WAS","RB","2","2022","1","","","0.00","1","","","0.00","0","","","0.00","0","","","0.00","1","","","0.00"
"526","Cody White","PIT","WR","1","2022","1","1.00","2.00","1.20","0","","","0.00","1","1.00","2.00","1.20","0","","","0.00","1","1.00","2.00","1.20"
