,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Man,Man,Man,Man,Man,Man,Man,Man,Zone,Zone,Zone,Zone,Zone,Zone,Zone,Zone,Single-High,Single-High,Single-High,Single-High,Single-High,Single-High,Single-High,Single-High,Two-High,Two-High,Two-High,Two-High,Two-High,Two-High,Two-High,Two-High
Season,Rank,Name,Team,POS,G,WEEK,OPP,DB %,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB
2023,156,Jared Goff,DET,QB,1,16,MIN,6.386292834890965,41,75,6.42,1,0,99.7,0.348,0.35,11,81.8,7.55,0,0,98.1,0.407,0.3,28,70.4,6.22,0,0,86.7,0.262,0.24,23,69.6,6.04,0,0,85.2,0.233,0.24,18,82.4,6.94,1,0,115.2,0.495,0.48
2023,157,Nick Mullens,MIN,QB,1,16,DET,24.848484848484848,41,61.1,11.42,2,4,79.5,0.116,0.5,15,38.5,9,1,1,65.2,0.046,0.51,23,81,14,1,3,95,0.262,0.55,18,60,10.2,1,4,77.2,-0.325,0.34,23,61.9,12.29,1,0,120.7,0.462,0.63
2023,158,Mitchell Trubisky,PIT,QB,1,14,NE,33.60655737704918,41,62.9,5.43,1,1,74.7,-0.412,0.32,13,41.7,3.67,1,0,79.9,-0.641,0.5,25,70,5,0,1,60.4,-0.228,0.2,25,60,5.04,0,0,73.1,-0.411,0.2,16,70,6.4,1,1,80.8,-0.415,0.51
2023,159,Joshua Dobbs,MIN,QB,1,10,NO,8.523908523908524,41,67.6,7.88,1,0,101.1,0.27,0.59,12,55.6,9.22,0,0,86.8,0.019,0.33,26,73.9,7.87,1,0,111,0.342,0.51,15,69.2,10.31,0,0,102.7,0.386,0.4,26,66.7,6.38,1,0,100.1,0.204,0.69
2023,160,Joshua Dobbs,ARZ,QB,1,8,BLT,8.523908523908524,41,67.6,5.62,2,2,77.3,-0.194,0.39,10,55.6,3,1,0,97.9,-0.479,0.51,29,73.1,6.73,1,2,71.8,-0.107,0.37,18,50,1.94,1,2,37.5,-1.014,0.21,23,81,8.43,1,0,117.7,0.448,0.54
2023,161,Tua Tagovailoa,MIA,QB,1,11,LV,6.776859504132231,41,71.8,8.33,2,1,103,-0.075,0.5,1,100,11,1,0,152.1,3.34,4.44,37,69.4,8.44,1,1,92.8,-0.145,0.43,21,60,7.25,1,1,78.1,-0.75,0.45,20,84.2,9.47,1,0,123.7,0.633,0.56
2023,162,Tua Tagovailoa,MIA,QB,1,14,TEN,6.776859504132231,41,69.7,7.27,0,0,90.5,-0.174,0.27,9,57.1,5.14,0,0,71.1,-0.566,0.2,28,76,8.16,0,0,99.4,0.231,0.32,17,68.8,7.38,0,0,90.1,0.23,0.32,24,70.6,7.18,0,0,90.8,-0.46,0.23
2023,163,Tua Tagovailoa,MIA,QB,1,4,BUF,6.776859504132231,41,71.4,8.06,1,1,92.8,-0.072,0.37,8,57.1,6,0,0,74.7,-0.453,0.21,31,73.1,8.54,0,1,82.5,-0.106,0.28,12,54.5,5.45,0,0,70.3,-0.43,0.2,29,79.2,9.25,1,1,101.7,0.077,0.43
2023,164,Jordan Love,GB,QB,1,15,TB,6.477093206951026,41,74.4,7.28,2,0,111.5,0.096,0.47,6,33.3,5.17,0,0,51.4,-0.274,0.21,35,81.8,7.67,2,0,118.8,0.159,0.52,19,77.8,7.94,1,0,118.3,0.113,0.51,22,71.4,6.71,1,0,105.5,0.081,0.44
2023,165,Jordan Love,GB,QB,1,4,DET,6.477093206951026,41,63.9,6.83,1,2,69.9,-0.31,0.29,4,33.3,0.33,1,0,81.9,-0.515,1.01,36,66.7,7.42,0,2,63.3,-0.282,0.22,24,72.7,5.95,0,1,68.6,-0.271,0.18,17,50,8.21,1,1,72,-0.363,0.45
2023,166,Justin Herbert,LAC,QB,1,10,DET,7.945736434108527,41,67.5,8.07,4,1,114.9,0.403,0.71,15,57.1,7.14,0,0,79.5,0.327,0.35,25,72,8.88,3,1,122,0.375,0.8,27,61.5,7.92,2,1,96,0.303,0.61,14,78.6,8.36,2,0,141.1,0.595,0.91
2023,167,Justin Herbert,LAC,QB,1,8,CHI,7.945736434108527,41,77.5,7.45,3,0,122.7,0.3,0.59,16,80,6.33,1,0,115.3,0.487,0.49,24,75,8,1,0,111.8,0.036,0.49,30,72.4,6.24,2,0,111.4,0.024,0.51,11,90.9,10.64,1,0,141.3,1.054,0.79
2023,168,Jalen Hurts,PHI,QB,1,16,NYG,6.591639871382636,41,63.2,7.92,1,1,85.5,0.162,0.39,18,62.5,8.75,1,0,111.5,0.28,0.58,23,63.6,7.32,0,1,66.7,0.07,0.24,23,69.6,10.26,1,1,99.2,0.273,0.54,18,53.3,4.33,0,0,64.6,0.02,0.2
2023,169,Jalen Hurts,PHI,QB,1,8,WAS,6.591639871382636,41,76.3,8.39,4,0,135.7,0.617,0.72,13,58.3,9.67,2,0,130.6,1.072,1.03,27,84,7.8,1,0,112.5,0.333,0.44,16,62.5,7.56,1,0,106.5,0.576,0.55,25,86.4,9,3,0,143.8,0.643,0.82
2023,170,Justin Fields,CHI,QB,1,4,DEN,8.971553610503284,41,80,9.57,4,1,132.7,0.219,0.75,9,50,7.13,1,1,73.4,0.406,0.81,30,92,11.04,2,0,139.3,0.121,0.64,23,72.2,10,2,1,117.8,-0.071,0.72,18,88.2,9.12,2,0,143.9,0.589,0.79
2023,171,Will Levis,TEN,QB,1,14,MIA,14.04109589041096,41,60.5,8.61,1,1,86.2,0.275,0.43,2,50,1.5,1,0,95.8,-0.125,2.06,35,68.8,10.13,0,1,88.5,0.398,0.39,20,55.6,10.28,1,0,109.7,0.357,0.63,21,65,7.1,0,1,65,0.198,0.25
2023,172,C.J. Stroud,HST,QB,1,10,CIN,7.321428571428572,41,59,9.13,1,1,87.1,0.167,0.59,11,40,7.7,0,1,27.9,-0.64,0.19,26,69.2,10.5,0,0,103.5,0.517,0.42,30,58.6,9.69,1,1,88.4,0.144,0.47,11,60,7.5,0,0,83.3,0.228,0.89
2023,173,Matthew Stafford,LA,QB,1,3,CIN,7.079646017699115,40,54.5,8.15,1,2,66.4,-0.147,0.34,17,41.7,3.58,1,0,79.5,-0.366,0.38,21,68.4,11.89,0,2,69.1,0.123,0.34,24,59.1,9.5,1,0,106.1,0.349,0.54,16,45.5,5.45,0,2,23.1,-0.891,0.02
2023,174,Ryan Tannehill,TEN,QB,1,1,NO,14.814814814814813,40,47.1,5.82,0,3,28.8,-0.347,0.14,15,40,4.53,0,2,14.7,-0.421,0.05,24,50,7.06,0,1,50,-0.269,0.19,24,40,5.85,0,2,20.2,-0.44,0.13,16,57.1,5.79,0,1,44,-0.208,0.14
2023,175,Geno Smith,SEA,QB,1,16,TEN,7.2727272727272725,40,69.4,6.31,2,0,104.7,0.265,0.43,7,85.7,12.57,0,0,118.8,0.995,0.5,32,64.3,4.79,1,0,87.5,0.022,0.3,14,66.7,7.75,0,0,89.9,0.373,0.28,26,70.8,5.58,2,0,112.2,0.207,0.51
2023,176,Derek Carr,NO,QB,1,12,ATL,6.802721088435375,40,63.2,8,0,1,77.1,0.018,0.3,22,71.4,10.14,0,1,84,-0.044,0.34,18,52.9,5.35,0,0,68.5,0.094,0.25,30,72.4,9.76,0,1,88.7,0.056,0.34,10,33.3,2.33,0,0,42.4,-0.097,0.16
2023,177,Derek Carr,NO,QB,1,2,CAR,6.802721088435375,40,58.3,6.33,0,1,65.5,-0.055,0.2,8,50,6,0,0,68.8,-0.452,0.18,29,66.7,7.11,0,1,71.8,0.164,0.23,27,60,7.64,0,1,67.3,0.089,0.25,13,54.5,3.36,0,0,61.6,-0.354,0.11
2023,178,Dak Prescott,DAL,QB,1,2,NYJ,6.097560975609756,40,81.6,6.71,2,0,112.2,0.303,0.49,10,77.8,6.67,0,0,94.4,0.666,0.39,27,80.8,7.19,0,0,96.6,0.128,0.28,19,88.2,7.53,0,0,98,0.429,0.35,21,76.2,6.05,2,0,122.5,0.189,0.62
2023,179,Patrick Mahomes,KC,QB,1,15,NE,5.934718100890208,40,73,8.24,2,2,92.7,0.053,0.45,14,81.8,12.09,1,0,147.3,0.356,0.67,24,66.7,6.75,0,2,51,-0.217,0.19,26,73.9,9.43,1,0,117.5,0.206,0.49,14,71.4,6.29,1,2,72,-0.232,0.39
2023,180,Lamar Jackson,BLT,QB,1,2,CIN,7.142857142857142,40,72.7,7.18,2,0,112.8,0.317,0.53,14,53.8,4.08,2,0,103.5,0.087,0.81,26,85,9.2,0,0,105,0.441,0.38,25,71.4,7.38,2,0,124.1,0.276,0.67,15,75,6.83,0,0,93.1,0.385,0.3
2023,181,Lamar Jackson,BLT,QB,1,3,IND,7.142857142857142,40,71,6.52,0,0,88.4,-0.209,0.32,9,50,4.75,0,0,63.5,-0.257,0.42,29,76,6.6,0,0,92.9,-0.231,0.29,31,79.2,7.75,0,0,99,-0.019,0.38,9,42.9,2.29,0,0,50.3,-0.863,0.13
2023,182,Baker Mayfield,TB,QB,1,6,DET,6.289308176100629,40,51.4,5.57,0,1,56.8,-0.241,0.2,6,40,5.8,0,0,59.6,-0.022,0.19,34,53.1,5.53,0,1,56.4,-0.279,0.2,14,50,6.92,0,0,72.6,0.064,0.26,26,52,4.92,0,1,49.3,-0.405,0.16
2023,183,Jake Browning,CIN,QB,1,13,JAX,14.13427561837456,40,86.5,9.57,1,0,115.5,0.532,0.51,12,90.9,15.55,1,0,149.1,0.714,0.9,26,87.5,7.38,0,0,97.4,0.43,0.35,18,87.5,13.75,1,0,139.6,0.883,0.83,22,85.7,6.38,0,0,93.3,0.245,0.24
2023,184,Jarrett Stidham,DEN,QB,1,18,LV,52.63157894736842,40,58.8,8,1,1,82,0.001,0.35,9,57.1,4.14,0,0,67,-0.696,0.13,31,59.3,9,1,1,85.9,0.204,0.42,21,61.1,8.11,0,0,86.8,-0.056,0.28,19,56.3,7.88,1,1,76.6,0.065,0.44
2023,185,Justin Herbert,LAC,QB,1,1,MIA,7.751937984496124,40,69.7,6.94,1,0,99.2,0.02,0.37,10,62.5,1.88,1,0,106.3,-0.711,0.46,29,70.8,8.58,0,0,96.9,0.24,0.34,20,62.5,5.19,0,0,75.8,-0.516,0.19,20,76.5,8.59,1,0,121.2,0.557,0.55
2023,186,Jalen Hurts,PHI,QB,1,3,TB,6.430868167202572,40,62.2,7.49,1,2,71.6,0.077,0.35,14,53.8,5.62,0,1,38.3,-0.451,0.14,26,66.7,8.5,1,1,89.6,0.361,0.46,27,65.4,7.62,0,2,56.3,0.059,0.23,13,54.5,7.18,1,0,107.8,0.114,0.59
2023,187,Justin Fields,CHI,QB,1,14,DET,8.752735229759299,40,57.6,6.76,1,0,88.3,0.262,0.59,8,71.4,11.14,1,0,147.6,1.52,1.13,27,59.1,6.68,0,0,79.2,-0.044,0.28,22,61.1,10.17,1,0,113.9,0.738,0.66,18,53.3,2.67,0,0,59,-0.321,0.5
2023,188,Zach Wilson,NYJ,QB,1,3,NE,9.111617312072893,40,50,4.36,0,0,61.9,-0.414,0.16,17,43.8,3.69,0,0,53.9,-0.483,0.14,22,57.9,5.16,0,0,71.8,-0.38,0.18,21,33.3,3.33,0,0,43.8,-0.486,0.12,19,66.7,5.39,0,0,80.1,-0.335,0.2
2023,189,Zach Wilson,NYJ,QB,1,6,PHI,9.111617312072893,40,57.6,5.64,0,0,73.5,-0.241,0.23,14,72.7,3.91,0,0,79,-0.3,0.19,25,50,6.5,0,0,70.8,-0.126,0.26,26,63.6,6.59,0,0,82.6,-0.133,0.29,14,45.5,3.73,0,0,55.5,-0.44,0.12
2023,190,Bryce Young,CAR,QB,1,16,GB,6.451612903225806,40,63.9,8.67,2,0,110,0.293,0.55,21,55,6.35,2,0,107.7,0.151,0.62,18,80,12.33,0,0,118.1,0.55,0.49,27,57.7,7.58,2,0,107.4,0.198,0.59,13,80,11.5,0,0,114.6,0.491,0.46
2023,191,Bryce Young,CAR,QB,1,8,HST,6.451612903225806,40,71,7.58,1,0,103.6,0.009,0.37,10,80,10.8,1,0,145,0.82,0.83,28,70,6.35,0,0,86.9,-0.187,0.22,16,73.3,11.6,0,0,111.5,0.454,0.43,24,68.8,3.81,1,0,96.1,-0.289,0.32
2023,192,Will Levis,TEN,QB,1,13,IND,13.698630136986301,40,48.5,6.79,1,0,80.9,0.043,0.34,5,60,0.6,1,0,104.2,-0.092,0.82,33,48.1,8.19,0,0,76.3,0.138,0.29,29,48,7.24,0,0,72.3,0.084,0.25,11,50,5.38,1,0,105.7,-0.065,0.57
2023,193,C.J. Stroud,HST,QB,1,11,ARZ,7.142857142857142,40,73,9.08,2,3,85,0.095,0.46,7,57.1,5.43,0,2,32.7,-1.363,-0.07,32,79.3,10.28,2,0,132.5,0.576,0.62,15,80,12.6,2,1,130.6,0.695,0.97,25,68.2,6.68,0,2,48.9,-0.265,0.16
2023,194,Matthew Stafford,LA,QB,1,1,SEA,6.902654867256637,39,63.2,8.79,0,0,91.3,0.552,0.37,5,80,14.4,0,0,118.8,1.187,0.58,33,62.5,8.19,0,0,88.3,0.512,0.34,20,60,9.85,0,0,93.1,0.547,0.39,19,66.7,7.61,0,0,89.4,0.558,0.34
2023,195,Case Keenum,HST,QB,1,15,TEN,66.10169491525424,39,63.9,6.36,1,1,79.5,-0.065,0.31,7,71.4,15.14,0,0,113.7,1.237,0.61,28,68,4.8,0,1,62.1,-0.418,0.14,14,64.3,8.36,0,1,60.7,-0.089,0.26,25,63.6,5.09,1,0,91.5,-0.052,0.34
2023,196,Russell Wilson,DEN,QB,1,3,MIA,7.386363636363637,39,60.5,8.05,1,1,83.9,-0.247,0.39,11,80,9.6,0,0,106.7,-0.056,0.35,26,57.7,8.08,1,1,80.6,-0.301,0.44,25,64,8.88,1,1,89.1,0.041,0.48,14,53.8,6.46,0,0,73.9,-0.762,0.24
2023,197,Derek Carr,NO,QB,1,4,TB,6.63265306122449,39,62.2,3.43,0,0,68.2,-0.327,0.13,5,40,2.8,0,0,47.9,-0.506,0.11,34,65.6,3.53,0,0,71.5,-0.301,0.13,17,62.5,2.31,0,0,66.7,-0.322,0.09,22,61.9,4.29,0,0,71.5,-0.331,0.16
2023,198,Dak Prescott,DAL,QB,1,11,CAR,5.945121951219512,39,65.8,4.97,2,0,95.2,0.244,0.41,8,25,1.5,1,0,79.2,-0.267,0.56,31,76.7,5.9,1,0,101.7,0.376,0.37,24,69.6,4.43,1,0,93,-0.001,0.35,15,60,5.8,1,0,98.5,0.637,0.5
2023,199,Jared Goff,DET,QB,1,14,CHI,6.074766355140187,39,57.1,4.6,1,2,54.6,-0.162,0.22,6,40,4.6,0,0,54.6,-0.305,0.15,33,60,4.6,1,2,54.6,-0.136,0.23,22,57.1,4.81,1,1,65.8,0.146,0.32,17,57.1,4.29,0,1,37.8,-0.562,0.08
2023,200,Patrick Mahomes,KC,QB,1,13,GB,5.786350148367952,39,63.6,6.36,1,1,79.1,0.146,0.36,5,40,3.2,0,1,9.2,-1.002,-0.07,29,76,7.76,1,0,111.1,0.507,0.5,18,58.8,6.35,1,1,72.7,0.146,0.41,21,68.8,6.38,0,0,85.9,0.145,0.32
2023,201,Lamar Jackson,BLT,QB,1,16,SF,6.964285714285714,39,65.7,7.2,2,0,105.9,0.183,0.56,16,66.7,6.07,1,0,105.1,-0.075,0.48,20,64.7,8.41,0,0,91.1,0.331,0.48,18,66.7,8.87,1,0,116.8,0.346,0.68,21,65,5.95,1,0,97.7,0.043,0.46
2023,202,Baker Mayfield,TB,QB,1,16,JAX,6.132075471698113,39,74.3,8.09,2,0,116.7,0.354,0.52,7,50,11.5,1,0,131.3,0.636,1.07,29,80.8,7.88,0,0,99.5,0.324,0.29,20,78.9,9.58,2,0,141.7,0.558,0.76,19,68.8,6.31,0,0,85.7,0.14,0.25
2023,203,Josh Allen,BUF,QB,1,2,LV,5.990783410138248,39,83.8,7.41,3,0,124.5,0.339,0.59,19,70.6,8.82,2,0,136.9,0.351,0.74,18,94.4,6.72,0,0,94.7,0.249,0.27,19,77.8,9.61,1,0,125.2,0.711,0.57,20,89.5,5.32,2,0,123.9,-0.014,0.6
2023,204,Easton Stick,LAC,QB,1,16,BUF,19.796954314720814,39,69.7,6.52,0,0,87.3,-0.038,0.23,7,66.7,7.17,0,0,87.5,0.154,0.25,29,70.8,6.75,0,0,89.2,0.01,0.23,18,62.5,7.25,0,0,84.4,0.123,0.27,21,76.5,5.82,0,0,90.1,-0.176,0.19
2023,205,Easton Stick,LAC,QB,1,17,DEN,19.796954314720814,39,63.2,5.79,0,0,78.8,-0.018,0.23,15,57.1,4.29,0,0,67.6,-0.248,0.16,23,69.6,6.96,0,0,89,0.215,0.28,22,66.7,6.57,0,0,85,-0.057,0.25,17,58.8,4.82,0,0,71.2,0.033,0.19
2023,206,Jordan Love,GB,QB,1,13,KC,6.161137440758294,39,69.4,7.42,3,0,118.6,0.421,0.6,15,57.1,4.86,2,0,109.5,0.341,0.71,23,76.2,9.43,0,0,104.9,0.46,0.38,11,60,6.5,0,0,79.2,0.242,0.24,28,73.1,7.77,3,0,133.8,0.491,0.75
2023,207,Joe Burrow,CIN,QB,1,6,SEA,9.67741935483871,39,68.6,5.29,2,1,88.4,-0.074,0.38,10,50,4.25,1,0,101,0.196,0.59,29,74.1,5.59,1,1,84,-0.166,0.31,22,55.6,3.06,2,1,75,-0.3,0.44,17,82.4,7.65,0,0,98.5,0.22,0.31
2023,208,Sam Howell,WAS,QB,1,1,ARZ,5.500705218617771,39,61.3,6.52,1,1,77.6,-0.273,0.47,7,57.1,7.71,0,0,81.8,-0.159,0.31,28,66.7,6.71,0,1,65.8,-0.474,0.18,10,60,7.8,0,0,84.6,0.247,0.31,29,61.9,5.9,1,1,74.3,-0.452,0.52
2023,209,Sam Howell,WAS,QB,1,3,BUF,5.500705218617771,39,65.5,5.86,0,4,41.5,-0.775,0.12,7,100,16.75,0,0,118.8,0.08,0.38,30,65.2,4.48,0,4,35.5,-0.918,0.06,17,69.2,6.92,0,3,49,-1.186,0.04,22,62.5,5,0,1,49,-0.457,0.18
2023,210,Brock Purdy,SF,QB,1,3,NYG,7.975460122699387,39,67.6,8.38,2,0,111.3,0.422,0.52,18,66.7,8.94,2,0,131.9,0.584,0.8,18,81.3,9.31,0,0,105.5,0.464,0.33,19,55.6,6.39,0,0,75,0.036,0.24,20,78.9,10.26,2,0,144.5,0.789,0.79
2023,211,Brock Purdy,SF,QB,1,8,CIN,7.975460122699387,39,71,11.77,1,2,94.2,0.04,0.57,7,75,8.5,0,0,100,0.235,0.59,29,66.7,10.75,0,2,67.7,-0.041,0.39,25,63.2,10.11,0,1,74.9,0.144,0.46,14,83.3,14.42,1,1,111.8,-0.145,0.77
2023,212,Bailey Zappe,NE,QB,1,18,NYJ,15.789473684210526,39,40,2.93,0,2,20.1,-0.754,0.07,14,30,0.8,0,0,39.6,-0.834,0.11,25,45,4,0,2,16.7,-0.709,0.05,26,35,3.85,0,2,7.7,-0.669,0.09,13,50,1.1,0,0,56.3,-0.924,0.03
2023,213,Bryce Young,CAR,QB,1,17,JAX,6.290322580645161,39,59.4,3.5,0,1,53.1,-0.582,0.09,4,50,5.75,0,0,67.7,0.455,0.23,35,60.7,3.18,0,1,51,-0.7,0.08,14,33.3,4,0,0,46.5,-0.264,0.14,25,75,3.2,0,1,57.1,-0.76,0.07
2023,214,Bryce Young,CAR,QB,1,2,NO,6.290322580645161,39,66.7,4.64,1,0,87.1,-0.238,0.35,10,55.6,4.11,1,0,102.5,0.212,0.81,29,70.8,4.83,0,0,81.3,-0.393,0.19,24,71.4,5,0,0,82.4,-0.056,0.32,15,58.3,4,1,0,95.1,-0.529,0.39
2023,215,Bryce Young,CAR,QB,1,4,MIN,6.290322580645161,39,78.1,6.38,0,0,93.2,-0.325,0.23,11,57.1,5.71,0,0,73.5,-0.382,0.18,27,87.5,6.83,0,0,95.1,-0.292,0.27,17,92.3,6.77,0,0,94.9,-0.38,0.23,22,68.4,6.11,0,0,84.5,-0.283,0.24
2023,216,Matthew Stafford,LA,QB,1,17,NYG,6.725663716814159,38,70.6,9.32,1,2,85,-0.08,0.39,16,57.1,11.21,1,0,120.2,-0.057,0.64,22,80,8,0,2,60.4,-0.097,0.2,21,61.1,5.83,0,1,54.2,-0.702,0.15,17,81.3,13.25,1,1,113.5,0.687,0.68
2023,217,Tyrod Taylor,NYG,QB,1,18,PHI,17.040358744394617,38,71.9,9.28,1,1,98,0.213,0.45,8,28.6,7.43,0,1,18.5,-0.649,0.22,29,84,9.8,1,0,120.8,0.509,0.53,26,71.4,9.71,0,1,82.2,0.093,0.34,12,72.7,8.45,1,0,128.2,0.474,0.68
2023,218,Geno Smith,SEA,QB,1,3,CAR,6.909090909090909,38,63.9,8.22,1,1,87.3,0.139,0.39,4,66.7,5,1,0,118.1,-0.007,1.15,34,63.6,8.52,0,1,78,0.156,0.3,14,61.5,10.54,0,1,65.2,0.096,0.32,24,65.2,6.91,1,0,99.7,0.164,0.43
2023,219,Geno Smith,SEA,QB,1,8,CLV,6.909090909090909,38,62.2,6.86,2,2,78,0.069,0.43,16,43.8,5.75,1,0,83.3,-0.043,0.48,21,75,7.65,0,2,56.9,0.045,0.2,32,56.3,5.84,1,2,57.7,-0.044,0.3,6,100,13.4,1,0,158.3,0.67,1.11
2023,220,Derek Carr,NO,QB,1,1,TEN,6.462585034013606,38,69.7,9.24,1,1,96.1,0.106,0.42,6,100,8.75,0,0,103.1,0.106,0.23,30,70.4,10,1,1,99.3,0.191,0.48,15,91.7,13.33,1,0,146.5,0.563,0.74,23,57.1,6.9,0,1,58.6,-0.192,0.21
2023,221,Dak Prescott,DAL,QB,1,16,MIA,5.7926829268292686,38,62.5,7.91,2,0,107.9,0.246,0.54,13,72.7,11.36,1,0,140.3,0.665,0.69,23,63.2,6.74,1,0,100.3,0.109,0.5,15,76.9,14.31,1,0,143.9,0.865,0.76,23,52.6,3.53,1,0,78.2,-0.158,0.39
2023,222,Dak Prescott,DAL,QB,1,6,LAC,5.7926829268292686,38,70,9.07,1,0,109.3,0.261,0.45,10,66.7,6.33,1,0,123.6,0.215,0.75,28,70.8,9.75,0,0,101.7,0.278,0.35,17,75,11.13,0,0,110.9,0.478,0.42,21,64.3,6.71,1,0,107.4,0.087,0.48
2023,223,Dak Prescott,DAL,QB,1,8,LA,5.7926829268292686,38,80.6,9.81,4,1,133.7,0.372,0.76,5,100,16.6,1,0,158.3,1.808,1.46,30,78.3,9.09,2,0,133.5,0.345,0.61,15,84.6,12.15,1,0,142.9,0.984,0.75,23,77.8,8.11,3,1,116.9,-0.027,0.78
2023,224,Jared Goff,DET,QB,1,11,CHI,5.919003115264798,38,65.7,6.74,2,3,68.3,-0.059,0.39,4,66.7,4.33,0,0,75.7,-0.37,0.13,33,64.5,6.97,1,3,56,-0.118,0.3,24,54.5,5.45,0,3,30.7,-0.414,0.07,14,84.6,8.92,2,0,143.4,0.551,0.93
2023,225,Nick Mullens,MIN,QB,1,15,CIN,23.03030303030303,38,78.8,9.18,2,2,99.9,0.296,0.5,10,60,7.4,1,1,76.7,0.055,0.6,27,86.4,10.36,0,1,90.9,0.374,0.33,21,77.8,9.44,1,2,85,0.145,0.44,17,80,8.87,1,0,125.8,0.483,0.56
2023,226,Patrick Mahomes,KC,QB,1,12,LV,5.637982195845697,38,79.4,8.76,2,0,122.8,0.322,0.55,9,62.5,10.25,1,0,136.5,0.224,0.81,29,84.6,8.31,1,0,114.1,0.353,0.47,23,81,9.62,2,0,138.5,0.419,0.71,15,76.9,7.38,0,0,97,0.174,0.32
2023,227,Joshua Dobbs,MIN,QB,1,11,DEN,7.900207900207901,38,62.5,6.91,1,1,80.3,0.067,0.51,11,55.6,10.78,0,0,93.3,0.405,0.36,24,71.4,5.9,1,1,82.2,-0.15,0.36,25,65,8.5,1,1,87.5,0.016,0.42,13,58.3,4.25,0,0,68.4,0.164,0.7
2023,228,Joshua Dobbs,ARZ,QB,1,7,SEA,7.900207900207901,38,57.6,4.42,0,0,68.5,-0.301,0.17,1,100,12,0,0,116.7,1.318,0.48,36,58.1,4.32,0,0,68.5,-0.348,0.16,19,50,2.83,0,0,56.3,-0.37,0.11,19,66.7,6.33,0,0,84,-0.232,0.23
2023,229,Joshua Dobbs,MIN,QB,1,9,ATL,7.900207900207901,38,66.7,5.27,2,0,101.8,0.09,0.71,5,33.3,2,0,0,42.4,0.904,1.83,30,70.8,5.83,1,0,99.3,-0.11,0.45,14,63.6,2.18,1,0,97.9,-0.905,0.45,24,68.4,7.05,1,0,106,0.669,0.86
2023,230,Baker Mayfield,TB,QB,1,1,MIN,5.9748427672955975,38,61.8,5.09,2,0,94.4,-0.014,0.41,4,66.7,5,0,0,78.5,0.543,0.25,33,60,5.03,1,0,84.2,-0.167,0.32,19,52.9,4.76,0,0,66.1,-0.002,0.21,19,70.6,5.41,2,0,122.7,-0.026,0.62
2023,231,Baker Mayfield,TB,QB,1,2,CHI,5.9748427672955975,38,76.5,9.32,1,0,114.5,0.37,0.49,5,60,9.4,0,0,91.3,0.363,0.38,32,78.6,9.57,1,0,118.5,0.401,0.52,16,73.3,10.27,1,0,128.2,0.557,0.69,22,78.9,8.58,0,0,102.4,0.235,0.35
2023,232,Baker Mayfield,TB,QB,1,4,NO,5.9748427672955975,38,78.1,7.69,3,1,116.9,0.318,0.64,11,60,6.3,2,0,117.9,0.491,1.02,25,90,8.95,0,1,83.1,0.209,0.35,19,75,5.88,2,1,102.6,-0.012,0.64,19,81.3,9.5,1,0,127.1,0.649,0.64
2023,233,Drew Lock,SEA,QB,1,14,SF,44.18604651162791,38,71,8.68,2,2,92,-0.041,0.45,5,80,10.8,0,0,111.7,1.21,0.43,33,69.2,8.27,2,2,87.8,-0.23,0.46,14,69.2,8.54,0,1,63.3,0.195,0.25,24,72.2,8.78,2,1,112.7,-0.178,0.57
2023,234,Tyler Huntley,BLT,QB,1,18,PIT,79.16666666666666,38,53.6,5.21,1,0,80.4,-0.136,0.35,8,33.3,5.33,0,0,52.1,-0.522,0.24,29,58.3,5.42,1,0,87.2,-0.001,0.39,28,50,5.05,1,0,81.5,-0.123,0.39,10,62.5,5.63,0,0,77.6,-0.172,0.23
2023,235,Tua Tagovailoa,MIA,QB,1,16,DAL,6.2809917355371905,38,64.9,7.92,1,0,98.1,0.192,0.41,12,54.5,5.36,1,0,100.2,0.02,0.53,25,72,9.36,0,0,101.1,0.39,0.37,20,73.7,8.21,0,0,97.7,0.347,0.31,18,55.6,7.61,1,0,98.6,0.019,0.53
2023,236,Tua Tagovailoa,MIA,QB,1,9,KC,6.2809917355371905,38,61.8,5.68,1,0,87,-0.225,0.33,11,63.6,5.55,1,0,108.5,-0.559,0.59,27,60.9,5.74,0,0,76.7,-0.089,0.22,10,80,11,1,0,145.8,0.614,0.84,28,54.2,3.46,0,0,61.6,-0.525,0.14
2023,237,Justin Herbert,LAC,QB,1,13,NE,7.3643410852713185,38,59.5,5.73,0,0,75.5,0.031,0.23,16,50,6,0,0,68.8,-0.018,0.24,22,66.7,5.52,0,0,80.7,0.066,0.22,28,64.3,6.04,0,0,80.8,0.074,0.24,10,44.4,4.78,0,0,59,-0.089,0.18
