,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Man,Man,Man,Man,Man,Man,Man,Man,Zone,Zone,Zone,Zone,Zone,Zone,Zone,Zone,Single-High,Single-High,Single-High,Single-High,Single-High,Single-High,Single-High,Single-High,Two-High,Two-High,Two-High,Two-High,Two-High,Two-High,Two-High,Two-High
Season,Rank,Name,Team,POS,G,WEEK,OPP,DB %,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB,DB,CMP %,YPA,TD,INT,RATE,EPA/DB,FP/DB
2023,321,Bailey Zappe,NE,QB,1,15,KC,14.17004048582996,35,74.2,5.81,1,1,85.4,-0.369,0.29,13,75,9.5,1,0,131.9,0.263,0.66,22,73.7,3.47,0,1,56,-0.743,0.07,14,57.1,6.29,1,1,69.9,-0.536,0.47,21,88.2,5.41,0,0,89.2,-0.258,0.18
2023,322,Aidan O'Connell,LV,QB,1,15,LAC,9.536784741144414,35,58.8,7.29,4,0,120.7,0.304,0.74,5,80,12,2,0,156.3,1.156,2.08,29,53.6,6.54,2,0,97.8,0.158,0.53,21,55,7,3,0,116.7,0.221,0.84,14,64.3,7.71,1,0,111.6,0.428,0.59
2023,323,Bryce Young,CAR,QB,1,13,TB,5.64516129032258,35,48.4,5.74,0,1,52.9,-0.145,0.17,11,40,6.5,0,1,22.9,-0.094,0.15,22,57.9,5.95,0,0,75.1,-0.149,0.21,25,54.5,6.5,0,1,55.7,-0.118,0.19,10,33.3,3.89,0,0,46.1,-0.213,0.14
2023,324,C.J. Stroud,HST,QB,1,5,ATL,6.25,35,57.1,7.11,1,0,88.9,0.094,0.4,11,45.5,6.73,0,0,68,-0.212,0.27,23,65.2,7.61,1,0,102.6,0.257,0.48,11,54.5,8.55,0,0,83.1,0.289,0.34,24,58.3,6.46,1,0,91.5,0.005,0.42
2023,325,Matthew Stafford,LA,QB,1,12,ARZ,6.017699115044247,34,75.8,6.94,4,1,121.1,0.373,0.72,11,63.6,4.45,2,0,113.3,0.215,0.91,21,80,8.65,1,1,98.5,0.414,0.48,9,77.8,6.89,0,0,95.4,0.445,0.28,25,75,6.96,4,1,115.8,0.347,0.88
2023,326,Kirk Cousins,MIN,QB,1,8,GB,10.27190332326284,34,74.2,8.84,2,0,122.2,0.585,0.58,5,100,17,1,0,158.3,2.28,1.48,27,75,7.88,1,0,111.3,0.374,0.45,20,85,10.2,2,0,142.5,0.871,0.81,14,54.5,6.36,0,0,74.1,0.175,0.25
2023,327,Ryan Tannehill,TEN,QB,1,16,SEA,12.592592592592592,34,69.2,5.85,0,0,84.1,0.02,0.29,4,75,4.25,0,0,82.3,-0.421,0.17,29,71.4,6.43,0,0,88.4,0.085,0.31,12,45.5,3.36,0,0,54,-0.406,0.12,22,86.7,7.67,0,0,98.6,0.253,0.38
2023,328,Jared Goff,DET,QB,1,3,ATL,5.29595015576324,34,66.7,7.36,1,1,85.8,0.076,0.38,13,92.3,10.31,1,0,135.3,0.479,0.72,18,50,5.78,0,1,44.7,-0.124,0.18,16,81.3,10.94,1,0,133.1,0.636,0.69,18,52.9,4,0,1,38.4,-0.421,0.11
2023,329,Deshaun Watson,CLV,QB,1,9,ARZ,16.585365853658537,34,63.3,7.3,2,0,107.5,0.096,0.56,4,75,4.75,2,0,124,0.824,2.19,27,62.5,7.88,0,0,87,0.031,0.36,14,66.7,8.17,2,0,131.3,0.189,0.88,20,61.1,6.72,0,0,81,0.031,0.33
2023,330,Patrick Mahomes,KC,QB,1,9,MIA,5.044510385756676,34,66.7,6.17,2,0,105.6,0.071,0.52,10,80,9.8,2,0,147.1,0.839,1.19,23,63.2,4.58,0,0,73.8,-0.24,0.25,18,82.4,8.47,1,0,121.6,0.561,0.58,16,46.2,3.15,1,0,79.3,-0.481,0.45
2023,331,Baker Mayfield,TB,QB,1,10,TEN,5.345911949685535,34,62.1,9.59,2,1,102.4,0.273,0.57,10,28.6,6.71,0,0,55.1,-0.178,0.3,22,80,11.55,2,1,127.3,0.607,0.74,21,52.9,8.35,2,0,120.2,0.112,0.7,13,75,11.33,0,1,77.1,0.535,0.34
2023,332,Baker Mayfield,TB,QB,1,9,HST,5.345911949685535,34,70,8.83,2,0,119.4,0.358,0.56,5,60,4.8,0,0,72.1,-0.115,0.19,25,71.4,10.19,1,0,119.9,0.394,0.53,15,66.7,8.53,0,0,93.2,0.226,0.34,19,73.3,9.13,2,0,140.8,0.461,0.74
2023,333,Josh Allen,BUF,QB,1,17,NE,5.22273425499232,34,50,5.63,0,1,53.3,-0.13,0.24,12,30,7,0,0,56.3,-0.393,0.28,21,57.9,5.16,0,1,49.9,0.053,0.23,19,43.8,4.25,0,1,30.2,-0.4,0.12,15,57.1,7.21,0,0,79.8,0.212,0.4
2023,334,Kyler Murray,ARZ,QB,1,17,PHI,11.258278145695364,34,80.6,7.48,3,1,116.7,0.292,0.63,14,75,7.33,3,1,100,0.047,1.12,19,83.3,7.72,0,0,98.8,0.478,0.29,25,81.8,8.23,2,1,112.3,0.225,0.61,9,77.8,5.67,1,0,127.3,0.48,0.67
2023,335,Daniel Jones,NYG,QB,1,3,SF,16.19047619047619,34,68.8,4.28,0,1,64.2,-0.241,0.13,14,46.2,3.85,0,0,56.6,-0.367,0.14,20,84.2,4.58,0,1,63.8,-0.152,0.12,23,61.9,4.14,0,0,70.9,-0.274,0.15,11,81.8,4.55,0,1,47.7,-0.17,0.09
2023,336,Jordan Love,GB,QB,1,18,CHI,5.371248025276461,34,84.4,9.88,2,0,128.6,0.319,0.61,5,100,11,2,0,152.1,0.727,1.97,28,85.2,10.07,0,0,108.6,0.308,0.39,22,85,9.3,2,0,138.8,0.35,0.71,12,83.3,10.83,0,0,111.8,0.263,0.43
2023,337,Jordan Love,GB,QB,1,5,LV,5.371248025276461,34,53.3,6.07,0,3,32.2,-0.391,0.23,2,0,0,0,0,39.6,-1.026,0,31,57.1,6.5,0,3,37.2,-0.354,0.22,19,63.2,7.84,0,1,65.5,0.092,0.26,15,36.4,3,0,2,5.3,-1.002,0.2
2023,338,Trevor Lawrence,JAX,QB,1,7,NO,5.3125,34,69,7.03,1,0,100.4,0.08,0.54,7,50,8.17,0,0,77.8,-0.348,0.65,27,73.9,6.74,1,0,106.3,0.191,0.51,14,61.5,7.69,0,0,85.4,-0.026,0.47,20,75,6.5,1,0,112.5,0.153,0.59
2023,339,Zach Wilson,NYJ,QB,1,2,DAL,7.744874715261959,34,44.4,6.3,1,3,38.1,-0.513,0.34,14,50,11.1,1,1,83.8,-0.399,0.77,19,43.8,3.69,0,2,14.3,-0.62,0.03,20,40,8.53,1,2,53.6,-0.459,0.52,14,50,3.5,0,1,23.6,-0.59,0.07
2023,340,Brock Purdy,SF,QB,1,1,PIT,6.952965235173824,34,65.5,7.59,2,0,111.3,0.265,0.56,12,54.5,7.64,1,0,109.7,0.425,0.61,21,70.6,7.53,0,0,92.3,0.107,0.34,17,71.4,8.43,1,0,120.5,0.535,0.54,17,60,6.8,1,0,102.6,-0.005,0.58
2023,341,Brock Purdy,SF,QB,1,16,BLT,6.952965235173824,34,56.3,7.97,0,4,42.6,-0.531,0.18,5,60,11.4,0,0,99.6,-0.154,0.46,29,55.6,7.33,0,4,39.4,-0.596,0.14,15,60,10.27,0,1,67.1,-0.108,0.34,19,52.9,5.94,0,3,31.4,-0.865,0.05
2023,342,Aidan O'Connell,LV,QB,1,12,KC,9.264305177111716,34,69.7,7.52,1,0,101.6,0.127,0.41,10,80,12.4,0,0,118.3,0.662,0.5,24,65.2,5.39,1,0,93.4,-0.096,0.37,8,62.5,8,0,0,87.5,0.175,0.32,26,72,7.36,1,0,106.1,0.112,0.44
2023,343,C.J. Stroud,HST,QB,1,13,DEN,6.071428571428571,34,59.3,10.15,1,0,106.1,-0.022,0.46,5,50,8,0,0,77.1,-0.428,0.3,28,63.6,11,1,0,116.1,0.116,0.5,18,50,4.14,1,0,84.8,-0.475,0.35,16,69.2,16.62,0,0,111.9,0.489,0.58
2023,344,C.J. Stroud,HST,QB,1,17,TEN,6.071428571428571,34,75,6.66,1,0,102.7,0.092,0.38,4,50,3.25,0,0,57.3,-0.182,0.13,27,88,8,1,0,113.3,0.273,0.46,14,69.2,6.23,0,0,85.7,-0.049,0.23,20,78.9,6.95,1,0,113.2,0.191,0.48
2023,345,Matthew Stafford,LA,QB,1,11,SEA,5.84070796460177,33,54.8,6.13,1,1,70.6,-0.157,0.33,1,0,0,0,1,0,-3.341,-1,27,60,7.4,0,0,82.9,0.032,0.29,22,61.9,7.76,0,1,66.2,0.053,0.26,11,40,2.7,1,0,81.3,-0.576,0.46
2023,346,Brian Hoyer,LV,QB,1,7,CHI,76.74418604651163,33,53.1,4.03,0,2,37.1,-0.41,0.1,9,12.5,0.25,0,0,39.6,-0.995,0.01,21,66.7,5.67,0,2,41.7,-0.267,0.13,21,45,2.4,0,2,12.5,-0.894,0,12,66.7,6.75,0,0,85.8,0.436,0.27
2023,347,Kirk Cousins,MIN,QB,1,6,CHI,9.969788519637463,33,67.7,5.84,1,0,93.6,-0.187,0.34,13,66.7,6,0,0,82.6,-0.413,0.22,19,66.7,5.5,0,0,80.6,-0.214,0.21,21,63.2,5.79,0,0,78.8,-0.352,0.21,12,75,5.92,1,0,117,0.103,0.57
2023,348,Geno Smith,SEA,QB,1,9,BLT,6,33,46.4,5.61,0,1,49.3,-0.443,0.18,8,37.5,5.5,0,0,56.3,-0.453,0.22,23,55.6,6.28,0,0,74.5,-0.309,0.22,20,50,7,0,0,72.9,-0.266,0.25,13,40,3.1,0,1,8.8,-0.717,0.06
2023,349,Derek Carr,NO,QB,1,17,TB,5.612244897959184,33,75,6.16,2,0,111.1,0.28,0.48,11,63.6,6.73,2,0,122.7,0.584,1,21,80,6,0,0,91.7,0.174,0.23,17,64.7,6.71,1,0,103.6,0.321,0.5,16,86.7,5.53,1,0,111.9,0.237,0.46
2023,350,Dak Prescott,DAL,QB,1,12,WAS,5.0304878048780495,33,68.8,10.34,4,0,142.1,0.578,0.92,15,60,9,2,0,129.2,0.434,0.89,17,75,11.31,1,0,132.6,0.605,0.72,14,76.9,9.38,2,0,144.9,0.679,0.99,19,63.2,11,2,0,135.6,0.504,0.86
2023,351,Jared Goff,DET,QB,1,10,LAC,5.14018691588785,33,69.7,10.09,2,0,122.4,0.449,0.65,8,75,3.88,0,0,80.7,-0.076,0.15,24,70.8,12.58,2,0,141,0.849,0.84,25,68,7.44,0,0,89.8,0.105,0.3,8,75,18.38,2,0,156.3,1.526,1.73
2023,352,Jared Goff,DET,QB,1,18,MIN,5.14018691588785,33,71.9,10,2,0,124.5,0.33,0.63,7,66.7,3.5,0,0,72.2,-1.114,0.12,24,75,12.38,1,0,130,0.75,0.66,19,73.7,8.47,1,0,116.3,0.457,0.55,14,69.2,12.23,1,0,136.4,0.156,0.74
2023,353,Patrick Mahomes,KC,QB,1,17,CIN,4.896142433234421,33,72.4,8.45,1,0,109.1,0.028,0.43,12,60,9.6,0,0,92.1,0.041,0.34,16,80,9.33,0,0,105.6,0.115,0.36,20,66.7,8.5,0,0,93.1,-0.072,0.32,13,81.8,8.36,1,0,131.8,0.181,0.61
2023,354,Joshua Dobbs,ARZ,QB,1,1,WAS,6.860706860706861,33,70,4.4,0,0,78.8,-0.28,0.16,13,54.5,1,0,0,60,-0.613,0.03,19,83.3,6.72,0,0,94.7,-0.025,0.25,14,71.4,1.64,0,0,74.1,-0.236,0.07,19,68.8,6.81,0,0,87.8,-0.312,0.23
2023,355,Joshua Dobbs,MIN,QB,1,14,LV,6.860706860706861,33,43.5,2.74,0,0,50.8,-0.44,0.14,7,80,4.4,0,0,85,-0.092,0.13,26,33.3,2.28,0,0,42.4,-0.533,0.14,23,31.3,1.63,0,0,40.6,-0.539,0.12,10,71.4,5.29,0,0,83.6,-0.212,0.18
2023,356,Lamar Jackson,BLT,QB,1,11,CIN,5.892857142857142,33,61.5,10.15,2,0,121.3,0.256,0.62,12,72.7,17.36,2,0,154.4,1.058,1.3,20,57.1,5.21,0,0,71.4,-0.188,0.25,19,69.2,14.46,1,0,137.5,0.4,0.71,14,53.8,5.85,1,0,97,0.06,0.5
2023,357,Baker Mayfield,TB,QB,1,15,GB,5.188679245283019,33,78.6,13.61,4,0,158.3,0.711,0.95,5,50,5,1,0,104.2,0.213,0.96,28,83.3,15.04,3,0,158.3,0.8,0.94,17,76.9,14.38,4,0,157.9,0.581,1.38,16,80,12.93,0,0,118.8,0.85,0.48
2023,358,Tua Tagovailoa,MIA,QB,1,12,NYJ,5.454545454545454,33,70,8.1,1,2,77.5,0.094,0.36,8,57.1,12.71,0,0,101.8,0.323,0.45,23,77.3,7,1,1,91.9,0.106,0.4,12,54.5,10.27,1,0,120.6,0.693,0.71,21,78.9,6.84,0,2,55.6,-0.248,0.16
2023,359,Jordan Love,GB,QB,1,12,DET,5.213270142180095,33,68.8,8.38,3,0,125.5,0.369,0.69,16,56.3,5.5,3,0,111.5,0.182,0.97,16,80,11.27,0,0,113.6,0.534,0.43,25,64,7.56,3,0,126.5,0.354,0.78,8,85.7,11.29,0,0,113.7,0.416,0.42
2023,360,Jordan Love,GB,QB,1,17,MIN,5.213270142180095,33,72.7,7.76,3,0,125.3,0.425,0.67,9,55.6,8.33,1,0,120.1,0.249,0.78,22,77.3,8.09,1,0,115.3,0.519,0.51,16,75,8.38,1,0,120.3,0.675,0.58,17,70.6,7.18,2,0,130,0.189,0.76
2023,361,Jordan Love,GB,QB,1,7,DEN,5.213270142180095,33,67.7,5.81,2,1,90.8,0.287,0.46,10,60,5.2,1,0,107.1,0.701,0.61,22,75,6.4,1,1,87.1,0.172,0.42,21,60,5.35,1,0,91,0.124,0.4,12,81.8,6.64,1,1,86.7,0.572,0.57
2023,362,Joe Burrow,CIN,QB,1,1,CLV,8.188585607940446,33,45.2,2.65,0,0,52.2,-0.565,0.1,11,20,1,0,0,39.6,-0.909,0.04,22,57.1,3.43,0,0,64,-0.393,0.13,24,30.4,1.52,0,0,39.9,-0.577,0.06,9,87.5,5.88,0,0,91.1,-0.532,0.21
2023,363,Davis Mills,HST,QB,1,16,CLV,78.57142857142857,33,46.9,4.66,2,0,81.4,0.144,0.45,7,42.9,1.14,2,0,89.9,-0.246,1.19,26,48,5.64,0,0,65.6,0.248,0.25,20,36.8,3.16,0,0,45.9,-0.081,0.16,13,61.5,6.85,2,0,121.5,0.489,0.89
2023,364,Justin Fields,CHI,QB,1,16,ARZ,7.2210065645514225,33,55.6,6.3,1,1,71.5,-0.005,0.62,11,44.4,1.44,1,1,49.1,-0.565,0.91,22,61.1,8.72,0,0,89.4,0.275,0.48,8,28.6,1.71,0,0,39.6,-0.496,0.07,25,65,7.9,1,1,85,0.153,0.8
2023,365,Justin Fields,CHI,QB,1,5,WAS,7.2210065645514225,33,51.7,9.72,4,0,125.3,0.381,0.85,15,46.2,15.23,1,0,118.3,0.664,0.85,16,50,4.93,1,0,88.1,-0.137,0.42,20,47.1,9.41,1,0,100.1,0.299,0.57,13,58.3,10.17,3,0,132.6,0.506,1.3
2023,366,Trevor Lawrence,JAX,QB,1,13,CIN,5.15625,33,75.9,8.9,2,0,125.4,0.325,0.57,8,50,4.88,1,0,103.6,0.014,0.7,23,85,10.65,1,0,127.7,0.456,0.55,14,69.2,7.54,1,0,116.8,0.218,0.57,19,81.3,10,1,0,129.2,0.404,0.57
2023,367,Mac Jones,NE,QB,1,7,BUF,8.70712401055409,33,83.3,9.07,2,0,126.7,0.285,0.6,6,83.3,11,1,0,152.1,0.987,1.11,26,82.6,8.91,0,0,103.8,0.052,0.35,15,84.6,12.77,0,0,118.8,0.602,0.48,18,82.4,6.24,2,0,131.9,0.021,0.7
2023,368,Zach Wilson,NYJ,QB,1,5,DEN,7.517084282460136,33,73.1,7.65,0,1,78.8,-0.207,0.29,9,50,5,0,1,25,-0.422,0.07,22,88.2,9.35,0,0,105.6,-0.046,0.41,21,73.7,7.95,0,1,74.7,-0.116,0.28,12,71.4,6.86,0,0,90.2,-0.368,0.3
2023,369,Brock Purdy,SF,QB,1,7,MIN,6.748466257668712,33,70,9.07,1,2,81.5,0.285,0.44,7,100,19.17,1,0,158.3,1.422,1.24,25,65.2,6.83,0,2,48.6,-0.01,0.24,19,56.3,7.44,0,2,40.4,-0.091,0.24,14,85.7,10.93,1,0,136,0.795,0.72
2023,370,Kenny Pickett,PIT,QB,1,11,CLV,9.141274238227147,33,53.6,3.79,0,0,62.5,-0.341,0.16,10,44.4,2.22,0,0,51.6,-0.496,0.08,22,55.6,4.33,0,0,66.4,-0.269,0.18,21,35.3,2.24,0,0,44,-0.501,0.12,12,81.8,6.18,0,0,92.4,-0.061,0.23
2023,371,Bailey Zappe,NE,QB,1,13,LAC,13.360323886639677,33,52,5.64,0,0,68.9,-0.373,0.21,11,71.4,7.43,0,0,92.6,-0.247,0.23,22,44.4,4.94,0,0,59.7,-0.436,0.21,20,42.9,6,0,0,62.8,-0.407,0.21,13,63.6,5.18,0,0,76.7,-0.321,0.21
2023,372,Tommy DeVito,NYG,QB,1,12,NE,13.924050632911392,33,68,7.64,1,0,103.9,-0.1,0.38,14,80,5.8,1,0,124.2,-0.104,0.51,19,60,8.87,0,0,89,-0.097,0.28,25,66.7,7.94,1,0,109.3,-0.121,0.42,8,71.4,6.86,0,0,90.2,-0.034,0.24
2023,373,Aidan O'Connell,LV,QB,1,18,DEN,8.991825613079019,33,64.5,7.87,2,0,110.1,0.347,0.54,12,72.7,11.82,2,0,151.5,0.758,1.1,19,61.1,6.06,0,0,78.2,0.095,0.23,16,78.6,12.5,1,0,142.6,0.834,0.69,17,52.9,4.06,1,0,82.7,-0.112,0.4
2023,374,Matthew Stafford,LA,QB,1,7,PIT,5.663716814159292,32,48.3,7.97,1,1,72.6,-0.058,0.41,17,40,10.4,1,0,101,0.288,0.65,15,57.1,5.36,0,1,42.3,-0.449,0.13,18,41.2,7.94,0,0,69.5,-0.069,0.3,14,58.3,8,1,1,77.1,-0.044,0.55
2023,375,Jeff Driskel,CLV,QB,1,18,CIN,100,32,50,6.38,2,2,63.9,-0.309,0.48,11,25,1.75,0,1,0,-0.96,-0.01,21,61.1,8.44,2,1,102.1,0.032,0.73,25,52.6,6.47,1,2,50.9,-0.333,0.38,7,42.9,6.14,1,0,103,-0.222,0.82
2023,376,Mitchell Trubisky,PIT,QB,1,8,JAX,26.229508196721312,32,55.6,5.11,1,2,51.2,-0.208,0.29,1,100,22,1,0,158.3,2.396,4.88,29,58.3,4.83,0,1,53.5,-0.282,0.19,16,64.3,6.57,1,1,77.1,0.116,0.45,16,46.2,3.54,0,1,23.2,-0.532,0.13
2023,377,Joshua Dobbs,ARZ,QB,1,2,NYG,6.652806652806653,32,67.7,7.35,1,0,99.9,0.306,0.67,10,44.4,7.11,0,0,68.8,0.368,1.09,19,84.2,8.47,0,0,102,0.277,0.34,20,68.4,7.26,1,0,106.9,0.318,0.89,12,66.7,7.5,0,0,88.9,0.285,0.3
2023,378,Lamar Jackson,BLT,QB,1,7,DET,5.714285714285714,32,77.8,13.22,3,0,155.8,0.79,0.89,12,63.6,15.27,2,0,146.8,1.024,1.26,19,93.3,12.6,1,0,141,0.705,0.7,23,75,14.65,2,0,150,0.813,0.89,9,85.7,9.14,1,0,144.3,0.732,0.87
2023,379,Lamar Jackson,BLT,QB,1,8,ARZ,5.714285714285714,32,66.7,5.81,1,0,94.2,-0.17,0.32,9,55.6,5.11,0,0,69.7,-0.167,0.2,22,70.6,6.24,0,0,86.9,-0.252,0.2,13,54.5,5.64,0,0,71,-0.123,0.19,19,75,5.94,1,0,110.2,-0.202,0.42
2023,380,Josh Allen,BUF,QB,1,6,NYG,4.915514592933948,32,63.3,5.63,2,1,86.7,-0.058,0.46,10,55.6,3.89,1,0,101.6,0.06,0.6,21,65,6.55,0,1,62.7,-0.219,0.23,21,55,5.5,1,0,87.5,-0.108,0.43,11,80,5.9,1,1,85,0.037,0.53
2023,381,Brett Rypien,LA,QB,1,9,GB,74.4186046511628,32,46.4,4.64,0,1,45.2,-0.414,0.19,6,50,5,0,0,64.6,-0.106,0.2,26,45.5,4.55,0,1,40,-0.486,0.19,14,54.5,6.64,0,0,75.2,-0.265,0.3,18,41.2,3.35,0,1,25.9,-0.531,0.1
2023,382,Jake Browning,CIN,QB,1,12,PIT,11.307420494699647,32,73.1,8.73,1,1,96.2,-0.079,0.41,6,80,12.6,1,0,158.3,0.722,1.09,26,71.4,7.81,0,1,74.3,-0.263,0.25,19,72.2,9.61,1,1,97.7,0.029,0.52,13,75,6.75,0,0,92.7,-0.236,0.24
2023,383,Kyler Murray,ARZ,QB,1,18,SEA,10.596026490066226,32,73.3,8.73,1,0,110.7,0.528,0.56,3,66.7,7,0,0,86.8,0.074,0.28,28,73.1,8.96,0,0,100.3,0.452,0.45,21,63.2,6.32,0,0,81,0.134,0.39,11,90.9,12.91,1,0,149.1,1.28,0.88
2023,384,Gardner Minshew,IND,QB,1,15,PIT,5.871559633027523,32,64.3,7.68,3,0,123.4,-0.05,0.65,12,45.5,5.73,3,0,103.4,-0.004,1.21,20,76.5,8.94,0,0,103.1,-0.077,0.31,13,61.5,6.69,3,0,120.8,0.5,1.19,19,66.7,8.53,0,0,93.2,-0.426,0.27
2023,385,Tua Tagovailoa,MIA,QB,1,2,NE,5.289256198347108,32,70,8.3,1,1,92.2,0.347,0.42,9,62.5,9.5,1,0,133.3,0.377,0.78,21,80,8.65,0,1,81.9,0.493,0.3,15,76.9,10.69,0,0,110.7,0.511,0.4,17,64.7,6.47,1,1,78.1,0.202,0.44
2023,386,Tua Tagovailoa,MIA,QB,1,5,NYG,5.289256198347108,32,73.3,10.27,2,2,100.4,-0.057,0.59,7,57.1,14.43,1,0,141.4,1.109,1.15,20,89.5,10.79,0,1,89.7,0.053,0.36,8,71.4,14.71,1,0,153.3,1.049,1.1,24,73.9,8.91,1,2,79.1,-0.426,0.42
2023,387,Jalen Hurts,PHI,QB,1,9,DAL,5.144694533762058,32,73.9,9,2,0,130.2,0.315,0.6,13,77.8,11.33,2,0,153.5,0.514,1.04,19,71.4,7.5,0,0,92.9,0.179,0.3,17,75,10.08,2,0,146.2,0.523,0.86,15,72.7,7.82,0,0,95.3,0.08,0.3
2023,388,Mac Jones,NE,QB,1,8,MIA,8.443271767810026,32,65.5,5.55,2,1,88.4,-0.285,0.42,7,71.4,6.43,1,0,128,0.176,0.83,24,61.9,5.38,0,1,56.3,-0.603,0.15,16,92.9,8.29,1,0,125,0.293,0.54,16,40,3,1,1,42.4,-0.863,0.3
2023,389,Sam Howell,WAS,QB,1,18,DAL,4.513399153737659,32,70.4,5.67,1,2,65.8,-0.205,0.27,8,50,4,1,0,100,0.086,0.67,24,76.2,6.14,0,2,51.6,-0.302,0.13,20,62.5,3.94,1,2,51.8,-0.32,0.25,12,81.8,8.18,0,0,100.8,-0.014,0.3
2023,390,Brock Purdy,SF,QB,1,12,SEA,6.5439672801636,32,70,6.97,1,1,86.7,0.017,0.36,2,100,9,0,0,104.2,1.735,0.36,30,67.9,6.82,1,1,84.1,-0.097,0.36,22,75,6.65,1,1,88.1,-0.125,0.39,10,60,7.6,0,0,83.8,0.331,0.3
2023,391,Kenny Pickett,PIT,QB,1,2,CLV,8.86426592797784,32,50,7.4,1,1,71.8,-0.42,0.37,13,41.7,4.5,0,0,55.6,-0.47,0.17,19,55.6,9.33,1,1,82.6,-0.387,0.51,24,45.5,7.09,1,1,65.7,-0.606,0.39,8,62.5,8.25,0,0,88.5,0.137,0.33
2023,392,Bailey Zappe,NE,QB,1,14,PIT,12.955465587044534,32,67.9,8.57,3,1,115.2,0.086,0.68,14,54.5,8.09,1,0,111.6,0.018,0.55,17,75,8.75,1,1,95.8,0.008,0.57,22,57.9,6.53,1,1,73.1,-0.36,0.37,10,88.9,12.89,2,0,158.3,1.066,1.37
2023,393,Tyson Bagent,CHI,QB,1,7,LV,20.125786163522015,32,72.4,5.59,1,0,97.2,0.232,0.4,3,66.7,8,0,0,91,0.651,0.32,27,75,5.54,0,0,87.7,0.147,0.28,14,83.3,8.33,0,0,101.4,0.606,0.37,18,64.7,3.65,1,0,90.8,-0.059,0.42
2023,394,Clayton Tune,ARZ,QB,1,9,CLV,96.96969696969697,32,55,2.9,0,2,20.8,-1.011,0.1,4,0,0,0,1,0,-1.876,-0.2,28,61.1,3.22,0,1,43.3,-0.887,0.14,16,66.7,4.44,0,1,36.6,-0.849,0.14,16,45.5,1.64,0,1,14.6,-1.173,0.05
2023,395,Will Levis,TEN,QB,1,8,ATL,10.95890410958904,32,65.5,8.21,4,0,130.5,0.185,0.81,5,50,3.25,0,0,57.3,-0.516,0.1,27,68,9,4,0,135.8,0.315,0.94,16,64.3,5.21,1,0,101.2,-0.054,0.43,16,66.7,11,3,0,143.1,0.423,1.19
2023,396,C.J. Stroud,HST,QB,1,4,PIT,5.714285714285714,32,53.3,10.2,2,0,111.3,0.399,0.68,9,50,11.75,1,0,132.3,0.069,0.98,19,57.9,11.05,0,0,96.4,0.484,0.44,15,53.3,12.4,1,0,120.4,0.468,0.76,17,53.3,8,1,0,102.1,0.337,0.61
2023,397,Russell Wilson,DEN,QB,1,4,CHI,5.871212121212121,31,75,7.96,3,0,133.5,0.478,0.71,1,0,0,0,0,39.6,-0.752,0,29,76.9,8.42,2,0,126.9,0.499,0.62,13,63.6,5.73,0,0,79,0.26,0.21,18,82.4,9.41,3,0,145.5,0.636,1.08
2023,398,Russell Wilson,DEN,QB,1,7,GB,5.871212121212121,31,69,6.69,1,0,98.9,0.162,0.45,11,77.8,12,1,0,153.7,0.782,0.95,19,68.4,4.53,0,0,78,-0.127,0.18,22,60,7,1,0,97.9,0.191,0.53,9,88.9,6,0,0,91.7,0.092,0.24
2023,399,Jared Goff,DET,QB,1,4,GB,4.8286604361370715,31,67.9,7.5,1,1,86.9,0.112,0.4,6,66.7,20.33,0,0,109.7,0.273,0.59,25,68,5.96,1,1,80.3,0.073,0.36,20,70.6,9.29,1,1,94.7,0.212,0.52,11,63.6,4.73,0,0,74.8,-0.07,0.19
2023,400,Lamar Jackson,BLT,QB,1,1,HST,5.535714285714286,31,77.3,7.68,0,1,79.5,-0.108,0.31,6,60,13,0,1,64.6,0.559,0.5,23,80,6.47,0,0,93.6,-0.286,0.27,15,80,9.8,0,1,67.9,-0.227,0.34,16,75,5.92,0,0,89.2,0.002,0.27
2023,401,Lamar Jackson,BLT,QB,1,15,JAX,5.535714285714286,31,58.3,7.13,1,1,76.9,-0.025,0.41,5,25,3.75,0,0,42.7,-0.677,0.12,24,68.4,8.21,1,1,88.9,0.211,0.51,17,50,7.14,1,0,97.3,0.128,0.54,14,70,7.1,0,1,50.4,-0.211,0.27
2023,402,Lamar Jackson,BLT,QB,1,9,SEA,5.535714285714286,31,80.8,7.19,0,0,96.6,-0.177,0.34,6,100,9,0,0,104.2,-0.369,0.36,24,78.9,7,0,0,95.8,-0.144,0.35,24,78.9,6.58,0,0,94.1,-0.346,0.34,7,85.7,8.86,0,0,103.6,0.403,0.35
2023,403,Baker Mayfield,TB,QB,1,14,ATL,4.8742138364779874,31,48.3,4.97,2,0,86,0.041,0.45,9,50,3.75,0,0,59.4,-0.245,0.13,21,45,5.15,1,0,77.7,0.049,0.4,6,50,4.25,0,0,61.5,-0.492,0.15,25,48,5.08,2,0,89.9,0.168,0.52
