,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Zone Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,Man/Gap Concept,FP,FP,FP,FP,FP
2025,9,James Cook,BUF,RB,16,11,37.86407766990291,48.1,117,55.2,0,578,4.94,2,2.43,0,29,13,198,34.3,29.4,1.7,59,37.6,90.9,2.62,29.1,2.32,46.9,20,0.17,0.07,8.2,57,48.7,279,1,4.89,57.9,59,50.4,293,1,4.97,59.3,69.8,63.3,4.36,3.96,0.4
2025,10,Tony Pollard,TEN,RB,17,11,51.2396694214876,56.6,124,66,0,572,4.61,2,0.8,1,27,11.8,197,34.4,0,1.6,50,38.7,11.8,2.26,29.8,2.35,51,13,0.1,0.005,0.6,77,62.1,356,1,4.62,49.4,47,37.9,216,1,4.6,51.1,68.2,60.8,4.01,3.58,0.43
2025,11,De'Von Achane,MIA,RB,16,21,42.016806722689076,80.2,100,67.1,0,571,5.71,4,2.51,0,26,19.1,350,61.3,50,4,49,45,135,2.92,44,2.79,48.9,17,0.17,0.099,9.9,64,64,380,2,5.94,48.4,32,32,165,2,5.16,46.9,81.1,58.7,5.07,3.67,1.4
2025,12,Travis Etienne,JAX,RB,17,11,50.38461538461539,55.5,131,63.3,0,563,4.3,3,2.32,0,21,11.2,206,36.6,12.5,2.3,46.6,43.5,-39.5,2.27,38.2,2.02,47.1,15,0.11,-0.07,-9.2,68,51.9,228,0,3.35,42.6,61,46.6,334,3,5.48,50.8,74.3,74.2,4.37,4.36,0.01
2025,13,Breece Hall,NYJ,RB,16,11,50.20576131687243,55,122,61.6,0,559,4.58,2,0.34,1,30,9,214,38.3,0,1.6,54.9,35.2,20.9,2.7,30.3,1.89,41.1,21,0.17,-0.06,-7.3,79,64.8,333,0,4.22,57,41,33.6,199,2,4.85,48.8,66.9,55.9,4.18,3.49,0.69
2025,14,Saquon Barkley,PHI,RB,16,12,38.57142857142858,74.7,108,67.1,0,546,5.06,4,2.06,0,18,12.2,301,55.1,40,3.7,50.9,49.1,86.4,3.24,43.5,1.81,35.9,17,0.16,0.028,3,67,62,265,2,3.96,49.3,38,35.2,255,1,6.71,50,78.6,58.3,4.91,3.65,1.26
2025,15,Christian McCaffrey,SF,RB,17,21,47.58842443729904,81.7,148,74.4,0,541,3.66,4,6.02,0,31,7.5,144,26.6,88.9,2.7,49.3,49.3,-70.7,1.84,35.1,1.81,49.5,18,0.12,-0.069,-10.2,105,70.9,378,2,3.6,47.6,40,27,162,2,4.05,55,78.1,97.3,4.59,5.72,-1.13
2025,16,D'Andre Swift,CHI,RB,15,11,43.946188340807176,55.2,98,54.7,0,531,5.42,2,3.96,2,29,17,226,42.6,57.1,2,57.1,28.6,94.5,3.33,21.4,2.09,38.6,15,0.15,0.081,8,61,62.2,330,1,5.41,57.4,37,37.8,201,1,5.43,56.8,63.1,67.4,4.21,4.49,-0.28
2025,17,Derrick Henry,BLT,RB,11,21,28.013029315960914,71.9,86,74.1,0,502,5.84,6,4.38,0,26,15.4,273,54.4,100,7,53.5,44.2,137,3.62,29.1,2.22,38,15,0.17,0.147,12.6,53,61.6,304,0,5.74,52.8,33,38.4,198,6,6,54.5,86.2,62.8,7.84,5.71,2.13
2025,18,Jaylen Warren,PIT,RB,16,12,44.07582938388626,47.5,93,60.4,0,478,5.14,1,2.96,0,22,13.3,214,44.8,46.2,1.1,60.2,40.9,116.7,2.33,36.6,2.81,54.6,23,0.25,0.02,1.9,62,66.7,328,1,5.29,59.7,30,32.3,155,0,5.17,63.3,53.8,53.9,3.36,3.37,-0.01
2025,19,Kenneth Walker,SEA,RB,17,12,38.009049773755656,58.3,84,57.1,0,473,5.63,2,1.3,0,22,15.9,283,59.8,16.7,2.4,47.6,51.2,109.1,3.32,36.9,2.31,41,22,0.26,0.073,6.1,52,61.9,334,1,6.42,44.2,31,36.9,137,1,4.42,54.8,59.3,44.2,3.49,2.6,0.89
2025,20,Kyren Williams,LA,RB,12,13,38.61003861003861,55.6,100,50.3,0,460,4.6,7,7.08,0,28,9.5,142,30.9,55,7,63,34,62.2,2.25,25,2.35,51.1,14,0.14,0.045,4.5,54,54,274,5,5.07,64.8,46,46,186,2,4.04,60.9,88,82.3,7.33,6.85,0.48
2025,21,Saquon Barkley,PHI,RB,16,11,42.857142857142854,74,120,72.7,0,455,3.79,2,1.16,1,21,10.4,160,35.2,80,1.7,48.3,47.5,-98.2,1.63,40,2.17,57.1,15,0.13,-0.108,-12.9,86,71.7,366,2,4.26,52.3,32,26.7,102,0,3.19,40.6,56.5,62.3,3.53,3.89,-0.36
2025,22,Jahmyr Gibbs,DET,RB,16,12,41.1522633744856,62.1,100,61,0,450,4.5,6,3.09,1,16,7.7,184,40.9,42.9,6,45,49,33.1,1.37,40,3.13,69.6,27,0.27,-0.084,-8.4,59,59,227,3,3.85,37.3,40,40,197,3,4.92,55,80,60.3,5,3.77,1.23
2025,23,Travis Etienne,JAX,RB,17,12,33.07692307692307,66.8,86,57.3,0,447,5.2,2,3.19,0,20,12.3,265,59.3,33.3,2.3,50,52.3,80.4,2.78,39.5,2.42,46.5,15,0.17,-0.011,-1,44,51.2,302,1,6.86,47.7,41,47.7,152,1,3.71,53.7,56.7,55.8,3.34,3.28,0.06
2025,24,D'Andre Swift,CHI,RB,15,12,41.25560538116592,57.3,92,57.5,0,446,4.85,5,5.73,0,25,14.8,177,39.7,66.7,5.4,56.5,40.2,51.2,2.4,27.2,2.45,50.4,16,0.17,0.114,10.5,65,70.7,340,4,5.23,60,26,28.3,103,1,3.96,50,74.6,73.9,4.97,4.93,0.04
2025,25,Quinshon Judkins,CLV,RB,14,12,46.08695652173913,46.2,106,72.1,0,445,4.2,0,0.42,0,22,11.7,195,43.8,0,0,42.5,55.7,-14.8,1.72,39.6,2.48,59.1,17,0.16,-0.102,-10.8,55,51.9,217,0,3.95,40,51,48.1,228,0,4.47,45.1,44.5,48.5,3.18,3.46,-0.28
2025,26,Josh Jacobs,GB,RB,15,11,47.43589743589743,49.8,111,61.3,0,433,3.9,4,3.17,2,28,10,152,35.1,70,3.6,50.5,46.8,-31.5,1.65,40.5,2.25,57.7,14,0.13,-0.115,-12.8,66,59.5,237,1,3.59,45.5,42,37.8,183,3,4.36,57.1,65.3,65.5,4.35,4.37,-0.02
2025,27,Woody Marks,HST,RB,15,11,51.53061224489795,50.5,101,49,0,428,4.24,1,1.76,0,20,11.6,166,38.8,60,1,52.5,42.6,-1.6,2.08,37.6,2.16,50.9,6,0.06,-0.126,-12.7,50,49.5,203,1,4.06,54,51,50.5,225,0,4.41,51,48.8,53.5,3.25,3.57,-0.32
2025,28,Blake Corum,LA,RB,10,13,57.24137931034483,42,83,41.7,0,424,5.11,5,3.01,0,25,15.1,204,48.1,45,6,62.7,38.6,114.1,2.92,30.1,2.19,42.9,12,0.14,0.135,11.2,38,45.8,204,2,5.37,52.6,45,54.2,220,3,4.89,71.1,72.4,49,7.24,4.9,2.34
2025,29,Derrick Henry,BLT,RB,16,12,27.68729641693811,53.8,85,66.4,0,421,4.95,3,2.03,2,22,12.7,175,41.6,75,3.5,56.5,40,65,1.88,31.8,3.07,62,11,0.13,-0.066,-5.6,48,56.5,236,1,4.92,52.1,37,43.5,185,2,5,62.2,58.1,47.8,3.63,2.99,0.64
2025,30,Josh Jacobs,GB,RB,14,12,44.871794871794876,54.4,105,66.9,0,421,4.01,9,6.61,0,23,11.4,163,38.7,92.9,8.6,48.6,48.6,26,1.96,37.1,2.05,51.1,20,0.19,-0.008,-0.9,57,54.3,218,5,3.82,45.6,48,45.7,203,4,4.23,52.1,96.1,79.2,6.86,5.65,1.21
2025,31,Jacory Croskey-Merritt,WAS,RB,17,11,38.857142857142854,31.9,68,39.1,0,407,5.99,4,1.16,1,18,14.5,206,50.6,28.6,5.9,60.3,35.3,115.8,3.46,30.9,2.53,42.3,13,0.19,0.086,5.8,32,47.1,214,2,6.69,59.4,36,52.9,193,2,5.36,61.1,63.7,36.1,3.75,2.12,1.63
2025,32,Christian McCaffrey,SF,RB,17,11,30.86816720257235,92.4,96,79.3,0,406,4.23,3,3.83,0,22,11,144,35.5,100,3.1,43.8,42.7,6.6,1.81,38.5,2.42,57.1,16,0.17,-0.038,-3.6,64,66.7,292,3,4.56,48.4,29,30.2,114,0,3.93,34.5,58.6,62.9,3.45,3.7,-0.25
2025,33,J.K. Dobbins,DEN,RB,10,11,49.673202614379086,25.5,76,60.8,0,406,5.34,2,1.25,0,18,15.5,216,53.2,75,2.6,50,48.7,54.4,3.03,40.8,2.32,43.3,17,0.22,0.075,5.7,40,52.6,220,0,5.5,47.5,34,44.7,165,1,4.85,50,52.6,40.4,5.26,4.04,1.22
2025,34,Tyrone Tracy,NYG,RB,15,11,48.86363636363637,51.3,86,50.3,0,400,4.65,1,0.6,1,21,11.8,157,39.3,0,1.2,50,41.9,9,2.23,31.4,2.42,52,10,0.12,0.012,1,50,58.1,234,0,4.68,56,35,40.7,161,1,4.6,42.9,45,42.7,3,2.85,0.15
2025,35,Kyle Monangai,CHI,RB,15,11,40.828402366863905,41.4,69,34.8,0,399,5.78,2,3.16,0,17,12.9,146,36.6,14.3,2.9,60.9,27.5,99.3,2.87,20.3,2.91,50.4,12,0.17,0.2,13.8,43,62.3,228,2,5.3,55.8,25,36.2,158,0,6.32,68,51.9,48.9,3.46,3.26,0.2
2025,36,Jonathan Taylor,IND,RB,17,12,27.86377708978328,85.2,90,80.4,0,397,4.41,6,5.03,0,26,6.6,162,40.8,80,6.7,57.8,44.4,35.9,2.23,33.3,2.18,49.4,9,0.1,0.068,6.1,35,38.9,100,1,2.86,57.1,55,61.1,297,5,5.4,58.2,75.7,66.3,4.45,3.9,0.55
2025,37,James Cook,BUF,RB,16,22,25.24271844660194,71.6,78,75.7,0,376,4.82,3,2.47,1,20,16,199,52.9,25,3.8,47.4,51.3,44.1,2.31,35.9,2.51,52.1,11,0.14,-0.074,-5.8,33,42.3,187,1,5.67,57.6,45,57.7,189,2,4.2,40,54.6,48,3.41,3,0.41
2025,38,Bucky Irving,TB,RB,10,11,57.22543352601156,36.9,99,69.2,0,365,3.69,1,0.73,1,18,7.2,106,29,0,1,46.5,43.4,-86.7,2.03,36.4,1.66,44.9,10,0.1,-0.171,-16.9,47,47.5,182,0,3.87,48.9,51,51.5,176,1,3.45,45.1,41.5,49.5,4.15,4.95,-0.8
2025,39,Jordan Mason,MIN,RB,15,11,42.76729559748428,37.6,68,40.7,0,351,5.16,2,2.23,0,20,16.9,172,49,50,2.9,60.3,39.7,43.9,2.54,38.2,2.62,50.7,19,0.28,0.004,0.3,44,64.7,221,1,5.02,52.3,24,35.3,130,1,5.42,75,47.1,44.1,3.14,2.94,0.2
2025,40,Bijan Robinson,ATL,RB,15,11,29.61672473867596,80.4,85,65.9,0,340,4,3,2.4,1,18,10.1,98,28.8,50,3.5,50.6,38.8,-18.3,1.72,38.8,2.28,57.1,19,0.22,-0.145,-12.3,66,77.6,276,2,4.18,48.5,17,20,66,1,3.88,58.8,51,50.2,3.4,3.35,0.05
2025,41,David Montgomery,DET,RB,16,11,38.607594936708864,30.1,61,31.9,0,335,5.49,2,2.24,1,12,7.3,130,38.8,50,3.3,44.3,42.6,64.4,2.23,26.2,3.26,59.4,10,0.16,-0.058,-3.5,38,62.3,161,2,4.24,34.2,22,36.1,174,0,7.91,63.6,44.5,40.5,2.78,2.53,0.25
2025,42,Chase Brown,CIN,RB,17,12,37.5,74.7,87,69.6,0,334,3.84,4,5.51,0,20,12.7,151,45.2,70,4.6,48.3,52.9,-53.8,1.56,40.2,2.28,59.3,16,0.18,-0.054,-4.7,45,51.7,195,2,4.33,42.2,41,47.1,121,2,2.95,53.7,57.4,71.8,3.38,4.22,-0.84
2025,43,Nick Chubb,HST,RB,12,11,53.278688524590166,25.6,65,32.7,0,323,4.97,1,0.64,0,13,10.9,116,35.9,20,1.5,55.4,35.4,15.9,2.03,29.2,2.94,59.1,7,0.11,-0.045,-2.9,28,43.1,111,0,3.96,46.4,37,56.9,212,1,5.73,62.2,38.3,34.6,3.19,2.88,0.31
2025,44,Kenneth Gainwell,PIT,RB,14,12,42.10526315789473,48.6,48,28.4,0,309,6.44,1,1.02,1,17,18.2,170,55,30.8,2.1,70.8,31.3,116.2,3.52,31.3,2.92,45.3,11,0.23,0.31,14.9,33,68.8,175,1,5.3,66.7,13,27.1,70,0,5.38,76.9,35.9,25.4,2.56,1.81,0.75
2025,45,TreVeyon Henderson,NE,RB,14,11,31.666666666666664,39.9,57,41,0,308,5.4,2,2.77,0,16,15.4,167,54.2,20,3.5,54.4,43.9,37.5,3.23,33.3,2.18,40.3,12,0.21,0.215,12.3,17,29.8,69,0,4.06,64.7,40,70.2,239,2,5.97,50,42.8,43.7,3.06,3.12,-0.06
2025,46,RJ Harvey,DEN,RB,17,11,43.15068493150685,40.3,63,33,0,304,4.83,4,2.68,0,10,8.6,150,49.3,44.4,6.3,42.9,52.4,20.7,2.7,36.5,2.13,44.1,12,0.19,-0.032,-2,26,41.3,101,1,3.88,34.6,33,52.4,197,3,5.97,51.5,54.4,44.4,3.2,2.61,0.59
2025,47,Kimani Vidal,LAC,RB,10,11,39.35483870967742,47.2,61,52.1,0,300,4.92,1,0.96,0,18,13.6,158,52.7,0,1.6,49.2,47.5,21.1,2.52,45.9,2.39,48.7,11,0.18,-0.021,-1.3,37,60.7,111,0,3,45.9,24,39.3,189,1,7.88,54.2,36,33.7,3.6,3.37,0.23
2025,48,Emanuel Wilson,GB,RB,14,12,60.8,34.5,76,35.8,0,298,3.92,3,2.83,0,20,11.3,94,31.5,23.5,3.9,61.8,36.8,-7.8,1.7,31.6,2.22,56.7,2,0.03,-0.034,-2.6,42,55.3,178,0,4.24,66.7,34,44.7,120,3,3.53,55.9,47.8,47.6,3.41,3.4,0.01
2025,49,Ashton Jeanty,LV,RB,17,12,36.84210526315789,84,98,77.8,0,294,3,3,2.8,1,13,6.5,75,25.5,80,3.1,41.8,55.1,-94.9,1.12,45.9,1.88,62.6,18,0.18,-0.308,-30.1,67,68.4,205,1,3.06,41.8,31,31.6,89,2,2.87,41.9,46.4,55.7,2.73,3.27,-0.54
2025,50,Chuba Hubbard,CAR,RB,15,11,55.970149253731336,44,75,42.6,0,293,3.91,1,1.13,0,18,5.7,41,14,33.3,1.3,50.7,36,-30.9,2.17,25.3,1.73,44.4,4,0.05,-0.058,-4.3,53,70.7,187,1,3.53,45.3,22,29.3,106,0,4.82,63.6,35.3,39.2,2.35,2.61,-0.26
2025,51,De'Von Achane,MIA,RB,12,22,17.22689075630252,60,41,58.6,0,293,7.15,2,0.91,0,12,20.5,190,64.8,50,4.9,61,39,111.7,5.05,31.7,2.1,29.4,11,0.27,0.207,8.5,24,58.5,168,1,7,62.5,14,34.1,115,1,8.21,57.1,41.3,23.6,3.44,1.97,1.47
2025,52,Tyrone Tracy,NYG,RB,15,12,45.45454545454545,46.9,80,49.4,0,293,3.66,1,0.83,0,16,9.2,88,30,22.2,1.3,40,53.8,-48.1,1.94,36.3,1.73,47.1,7,0.09,-0.119,-9.5,54,67.5,191,0,3.54,33.3,26,32.5,102,1,3.92,53.8,35.3,39.1,2.35,2.61,-0.26
2025,53,Kareem Hunt,KC,RB,16,11,45.39877300613497,47.7,74,45.1,0,292,3.95,1,1.53,0,19,5.8,57,19.5,80,1.4,56.8,40.5,-14.9,1.65,31.1,2.3,58.2,5,0.07,-0.049,-3.6,55,74.3,209,1,3.8,56.4,18,24.3,80,0,4.44,55.6,35.2,39.9,2.2,2.49,-0.29
2025,54,Derrick Henry,BLT,RB,10,22,15.63517915309446,77.6,48,72.7,0,290,6.04,2,2.37,0,14,12.8,149,51.4,100,4.2,58.3,41.7,121.9,3,27.1,3.04,50.3,8,0.17,0.2,9.6,27,56.3,165,1,6.11,51.9,20,41.7,125,1,6.25,70,41,31,4.1,3.1,1
2025,55,Zach Charbonnet,SEA,RB,15,11,30.434782608695656,54.5,56,43.4,0,290,5.18,1,1.56,0,18,9.6,109,37.6,25,1.8,50,37.5,40.9,2.36,39.3,2.82,54.5,12,0.21,0.131,7.3,35,62.5,166,1,4.74,42.9,19,33.9,113,0,5.95,63.2,35,34.3,2.33,2.28,0.05
2025,56,Blake Corum,LA,RB,15,11,34.48275862068966,23.7,50,27.5,0,289,5.78,0,0.73,0,17,24.4,163,56.4,33.3,0,58,34,72.3,3.44,22,2.34,40.5,9,0.18,0.13,6.5,31,62,164,0,5.29,51.6,19,38,125,0,6.58,68.4,28.9,26,1.93,1.74,0.19
2025,57,Tony Pollard,TEN,RB,15,12,24.380165289256198,73.2,59,73.8,0,275,4.66,1,0.19,2,9,11.9,151,54.9,0,1.7,39,59.3,15.5,2.54,40.7,2.12,45.5,5,0.08,-0.216,-12.7,28,47.5,185,1,6.61,46.4,31,52.5,90,0,2.9,32.3,31.5,27.1,2.1,1.81,0.29
2025,58,De'Von Achane,MIA,RB,16,11,26.05042016806723,68.1,62,59,0,270,4.35,0,0.89,0,13,18.3,165,61.1,33.3,0,38.7,53.2,-17.8,1.74,41.9,2.61,60,9,0.15,-0.14,-8.7,31,50,94,0,3.03,32.3,27,43.5,156,0,5.78,48.1,27,34.1,1.69,2.13,-0.44
2025,59,James Cook,BUF,RB,11,13,10.679611650485436,90.6,33,86.8,0,265,8.03,3,1.38,0,10,21.9,162,61.1,50,9.1,75.8,24.2,132.5,3.27,24.2,4.76,59.2,8,0.24,0.408,13.5,22,66.7,183,1,8.32,72.7,11,33.3,82,2,7.45,81.8,44.5,21.5,4.05,1.96,2.09
2025,60,Breece Hall,NYJ,RB,16,12,25.102880658436217,73,61,71.8,0,263,4.31,1,1.21,0,12,12.3,142,54,66.7,1.6,39.3,54.1,18.3,2.34,49.2,1.97,45.6,13,0.21,-0.079,-4.8,45,73.8,194,0,4.31,33.3,15,24.6,71,1,4.73,60,32.3,31.7,2.02,1.98,0.04
2025,61,Jonathan Taylor,IND,RB,15,13,14.860681114551083,82.5,48,84.2,0,257,5.35,4,4.34,0,18,25.6,155,60.3,75,8.3,58.3,41.7,80.5,2.5,39.6,2.85,53.3,6,0.13,0.254,12.2,13,27.1,80,0,6.15,53.8,34,70.8,165,4,4.85,58.8,49.7,43.7,3.31,2.91,0.4
2025,62,Rachaad White,TB,RB,13,12,48.484848484848484,43.2,64,42.1,0,254,3.97,3,3.68,0,16,8.6,82,32.3,46.2,4.7,53.1,45.3,-4.8,2.22,25,1.75,44.1,7,0.11,0.015,0.9,18,28.1,76,0,4.22,55.6,44,68.8,186,3,4.23,54.5,43.4,48,3.34,3.69,-0.35
2025,63,Samaje Perine,CIN,RB,12,11,66.66666666666666,35.1,56,31.5,0,252,4.5,0,1.03,1,21,13,87,34.5,0,0,53.6,30.4,3,2.16,37.5,2.34,52,7,0.13,0.059,3.3,30,53.6,122,0,4.07,56.7,26,46.4,130,0,5,50,24.2,31.1,2.02,2.59,-0.57
2025,64,Jordan Mason,MIN,RB,15,12,33.33333333333333,51.5,53,54.1,0,251,4.74,2,1.27,0,17,11.8,100,39.8,66.7,3.8,54.7,35.8,21.5,2.53,28.3,2.21,46.6,7,0.13,0.045,2.4,25,47.2,86,2,3.44,36,27,50.9,156,0,5.78,70.4,37.1,30.6,2.47,2.04,0.43
2025,65,Quinshon Judkins,CLV,RB,12,11,30.869565217391305,31.6,71,68.3,0,246,3.46,0,0.21,0,11,5.7,79,32.1,100,0,36.6,56.3,-62.9,1.54,42.3,1.93,55.7,10,0.14,-0.223,-15.9,42,59.2,140,0,3.33,42.9,29,40.8,106,0,3.66,27.6,24.6,32.2,2.05,2.68,-0.63
2025,66,Alvin Kamara,NO,RB,11,11,51.14503816793893,43.3,67,57.8,0,245,3.66,1,0.48,1,9,7.6,69,28.2,0,1.5,37.3,49.3,-49.1,1.93,31.3,1.73,47.3,9,0.13,-0.342,-22.9,44,65.7,163,1,3.7,34.1,23,34.3,82,0,3.57,43.5,29.5,32.3,2.68,2.94,-0.26
2025,67,Rico Dowdle,CAR,RB,16,12,29.23728813559322,56.2,69,60,0,244,3.54,1,1.14,0,9,4.5,36,14.8,100,1.4,44.9,50.7,-50.4,1.86,34.8,1.68,47.5,4,0.06,-0.146,-10.1,35,50.7,125,0,3.57,40,34,49.3,119,1,3.5,50,30.4,36.3,1.9,2.27,-0.37
2025,68,Kyle Monangai,CHI,RB,15,12,40.23668639053255,42.2,68,39.8,0,244,3.59,1,1.66,0,15,6.6,63,25.8,42.9,1.5,42.6,51.5,-22.5,1.63,33.8,1.96,54.5,3,0.04,-0.193,-13.1,46,67.6,165,0,3.59,41.3,21,30.9,79,1,3.76,47.6,30.4,36.6,2.03,2.44,-0.41
2025,69,Devin Singletary,NYG,RB,14,11,43.69747899159664,25.3,52,24.8,0,238,4.58,1,1.32,0,14,8.5,70,29.4,25,1.9,51.9,34.6,10.8,2.46,19.2,2.12,46.2,6,0.12,0.076,4,32,61.5,129,0,4.03,46.9,20,38.5,109,1,5.45,60,29.8,30.6,2.13,2.19,-0.06
2025,70,Jaylen Warren,PIT,RB,14,13,28.436018957345972,64.3,60,65.9,0,237,3.95,2,1.35,0,12,7.3,108,45.6,50,3.3,48.3,50,0.3,1.7,43.3,2.25,57,13,0.22,-0.094,-5.6,43,71.7,192,1,4.47,41.9,17,28.3,45,1,2.65,64.7,35.7,31.8,2.55,2.27,0.28
2025,71,Rachaad White,TB,RB,16,11,37.878787878787875,50.4,50,24.3,0,233,4.66,1,0.83,0,14,12.5,79,33.9,33.3,2,48,42,6.2,2.48,36,2.18,46.8,13,0.26,0.129,6.5,30,60,152,0,5.07,46.7,20,40,81,1,4.05,50,29.3,27.6,1.83,1.73,0.1
2025,72,Omarion Hampton,LAC,RB,9,11,37.903225806451616,31,47,64.4,0,230,4.89,4,1.67,0,12,15,135,58.7,100,8.5,38.3,53.2,28.2,2.96,44.7,1.94,39.6,5,0.11,0.071,3.3,26,55.3,73,0,2.81,30.8,20,42.6,152,4,7.6,45,47,30.2,5.22,3.36,1.86
2025,73,Kenneth Walker,SEA,RB,16,11,27.601809954751133,42.4,61,45.2,0,229,3.75,1,1.32,0,8,12.3,102,44.5,75,1.6,34.4,42.6,-38.8,1.92,39.3,1.84,48.9,19,0.31,-0.251,-15.3,26,42.6,78,0,3,30.8,33,54.1,135,1,4.09,39.4,28.9,34.7,1.81,2.17,-0.36
2025,74,Isiah Pacheco,KC,RB,13,11,46.61016949152542,35.8,55,44.4,0,227,4.13,0,0.29,0,15,13.5,85,37.4,0,0,50.9,41.8,-20.7,1.91,32.7,2.22,53.7,9,0.16,-0.112,-6.1,34,61.8,138,0,4.06,55.9,20,36.4,87,0,4.35,45,22.7,26.5,1.75,2.04,-0.29
