,Player Details,Player Details,Player Details,Player Details,Player Details,Splits,Splits,Splits,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Alignment,Alignment,Alignment,Alignment,FP,FP,FP,FP,FP,FP,FP,FP
Season,Rank,Name,Team,POS,G,PERS,RTE %,TGT %,SNAP %,RTE,RTE %,TGT,TGT %,YPRR,TPRR,aDOT,AY,AY Share,YDS,TM YDS %,YPT,YPR,REC,CR %,YAC,YAC/REC,YACO,YACO/REC,TD,XTD,TM TD %,i20 TGT,EZTGT,EZTD,1D,1D/RR,RATE,1READ,1READ %,DESIGN,DESIGN %,CTGT,CTGT %,DEEP,EXP %,DRP,DRP %,CT,CC,CC %,HERO,MTF,MTF/REC,THREAT %,YPTOE,EPA/TGT,WIDE RTE %,SLOT RTE %,INLINE RTE %,BACK RTE %,FP,XFP,FP/G,XFP/G,DIFF,FP/RR,XFP/RR,RecXFP
2026,44,Trey McBride,ARZ,TE,1,13,14.705882352941178,16.666666666666664,100,5,100,2,50,2.6,0.4,5,10,71.4,13,76.5,6.5,6.5,2,100,5,2.5,3,1.5,1,0.78,100,1,1,1,2,0.4,133.3,2,66.7,0,0,2,100,0,0,0,0,0,0,0,0,0,0,50,0.02,0.988,0,40,60,0,9.3,7.6,9.3,7.65,1.65,1.86,1.53,7.6
2026,45,Michael Mayer,LV,TE,1,11,45.83333333333333,28.57142857142857,85,11,100,2,18.2,1.18,0.18,3,6,6.2,13,24.1,6.5,6.5,2,100,7,3.5,4,2,0,0.01,0,0,0,0,1,0.091,93.8,0,0,0,0,2,100,0,0,0,0,0,0,0,0,1,0.5,18.2,0.28,0.436,0,27.3,72.7,0,3.3,3.5,3.3,3.46,-0.16,0.3,0.31,3.5
2026,46,Davis Allen,LA,TE,1,13,50,100,66.7,2,40,1,20,6.5,0.5,-1,-1,-2.4,13,13.5,13,13,1,100,14,14,5,5,0,0,0,0,0,0,1,0.5,118.8,1,20,0,0,1,100,0,0,0,0,0,0,0,0,1,1,50,8.1,1.198,0,50,50,0,2.3,1.6,2.3,1.57,0.73,1.15,0.79,1.6
2026,47,Matthew Hibner,BLT,TE,1,13,60,100,58.8,3,60,1,20,4.33,0.33,2,2,7.1,13,22.8,13,13,1,100,11,11,2,2,0,0.01,0,0,0,0,1,0.333,118.8,1,20,0,0,1,100,0,0,0,0,0,0,0,0,0,0,33.3,6.63,0.854,0,33.3,66.7,0,2.3,1.6,2.3,1.62,0.68,0.77,0.54,1.6
2026,48,Tyler Higbee,LA,TE,1,11,50,100,6.5,2,9.5,2,10,6,1,4.5,9,5.5,12,21.4,6,6,2,100,3,1.5,0,0,0,0,0,0,0,0,0,0,91.7,2,14.3,0,0,2,100,0,0,0,0,0,0,0,0,0,0,100,-0.71,-2.366,0,0,100,0,3.2,3.4,3.2,3.41,-0.21,1.6,1.7,3.4
2026,49,David Njoku,LAC,TE,1,11,47.05882352941176,20,57.1,8,44.4,1,7.1,1.5,0.13,11,11,6.8,12,15,12,12,1,100,1,1,1,1,0,0,0,0,0,0,0,0,116.7,0,0,0,0,1,100,0,0,0,0,1,1,100,0,0,0,14.3,3.26,0.071,37.5,12.5,37.5,12.5,2.2,1.7,2.2,1.74,0.46,0.28,0.22,1.7
2026,50,David Njoku,LAC,TE,1,21,5.88235294117647,20,8.3,1,16.7,1,25,12,1,1,1,2.8,12,30.8,12,12,1,100,11,11,8,8,0,0,0,0,0,0,1,1,116.7,1,33.3,0,0,1,100,0,0,0,0,0,0,0,0,0,0,100,6.22,0.716,0,0,100,0,2.2,1.6,2.2,1.63,0.57,2.2,1.63,1.6
2026,51,Luke Schoonmaker,DAL,TE,1,11,40,100,5.3,2,7.4,1,3.8,6,0.5,12,12,6,12,7.3,12,12,1,100,0,0,0,0,0,0.01,0,0,0,0,0,0,116.7,1,5,0,0,1,100,0,0,0,0,0,0,0,0,0,0,50,3.33,0.87,0,50,50,0,2.2,2.2,2.2,2.19,0.01,1.1,1.1,2.2
2026,52,Tucker Kraft,GB,TE,1,12,40.909090909090914,50,72,9,69.2,3,27.3,1.33,0.33,9.67,29,37.7,12,27.3,4,12,1,33.3,1,1,0,0,0,0.01,0,0,0,0,1,0.111,46.5,1,14.3,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,37.5,-4.73,-0.295,0,11.1,88.9,0,2.2,2.5,2.2,2.46,-0.26,0.24,0.27,2.5
2026,53,Harold Fannin,CLV,TE,1,11,72.72727272727273,66.66666666666666,85.3,16,76.2,2,13.3,0.75,0.13,4.5,9,5.1,12,7.5,6,12,1,50,7,7,3,3,0,0.01,0,0,0,0,1,0.063,68.8,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,16.7,-0.27,-0.333,18.8,37.5,43.8,0,2.2,1.8,2.2,1.79,0.41,0.14,0.11,1.8
2026,54,Darren Waller,CAR,TE,1,11,71.42857142857143,50,28.6,10,30.3,1,3.6,1.1,0.1,5,5,2,11,5.3,11,11,1,100,6,6,2,2,0,0,0,0,0,0,1,0.1,112.5,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,12.5,4.52,0.153,20,70,10,0,2.1,1.8,2.1,1.75,0.35,0.21,0.18,1.8
