,Player Details,Player Details,Player Details,Player Details,Player Details,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Overall,Man,Man,Man,Man,Man,Zone,Zone,Zone,Zone,Zone,Red Zone,Red Zone,Red Zone,Red Zone,Red Zone,Cover 2,Cover 2,Cover 2,Cover 3,Cover 3,Cover 3,Cover 4,Cover 4,Cover 4,Cover 6,Cover 6,Cover 6
Season,Rank,Name,Team,POS,G,RTE,SEP SCORE,YPRR,TPRR,WIN RATE,SEP MS,ADOR,TGT %,+1 Rate,+2 Rate,+3 Rate,Neg Rate,TGT,REC,YDS,TD,AY,RTE,SEP SCORE,YPRR,TPRR,WIN RATE,RTE,SEP SCORE,YPRR,TPRR,WIN RATE,RTE,SEP SCORE,YPRR,TPRR,WIN RATE,RTE,SEP SCORE,WIN RATE,RTE,SEP SCORE,WIN RATE,RTE,SEP SCORE,WIN RATE,RTE,SEP SCORE,WIN RATE
2026,185,Cody White,LV,WR,1,5,0.2,0,0.2,20,6.3,10.8,3.3,20,0,0,0,1,0,0,0,4,1,0,0,0,0,3,0,0,0.33,0,1,1,0,0,100,0,0,0,2,0,0,1,0,0,0,0,0
2026,186,Hunter Long,ARZ,TE,1,5,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0
2026,187,Daniel Bellinger,TEN,TE,1,5,0,1.4,0.2,0,0,8.6,3.1,0,0,0,0,1,1,7,0,1,1,0,0,0,0,4,0,1.75,0.25,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0
2026,188,Luke Schoonmaker,DAL,TE,1,5,0.4,2.4,0.2,40,9.5,9.6,2.9,20,20,0,20,1,1,12,0,12,1,1,12,1,100,4,0.25,0,0,25,0,0,0,0,0,0,0,0,1,0,0,3,0.333,33.3,0,0,0
2026,189,Cade Stover,HST,TE,1,5,0,-0.4,0.2,0,0,3,2.6,0,0,0,0,1,1,-2,0,-2,1,0,0,0,0,4,0,-0.5,0.25,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2026,190,Erick All,CIN,TE,1,5,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2026,191,Tez Johnson,TB,WR,1,5,0,0,0.2,20,6.3,5.2,3.6,20,0,0,20,1,0,0,0,15,0,0,0,0,0,3,0.333,0,0,33.3,2,-0.5,0,0.5,0,0,0,0,2,0.5,50,0,0,0,1,0,0
2026,192,Matthew Hibner,BLT,TE,1,5,0.2,2.6,0.2,20,4.8,4.2,4,20,0,0,0,1,1,13,0,2,1,1,0,0,100,3,0,4.33,0.33,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
2026,193,Will Kacmarek,MIA,TE,1,5,0,0,0.2,0,0,2.6,3.7,0,0,0,0,1,0,0,0,6,1,0,0,0,0,4,0,0,0.25,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0
2026,194,Sam Roush,CHI,TE,1,5,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0
2026,195,Chris Manhertz,NYG,TE,1,4,-0.25,0,0,0,0,3.3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,-1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
2026,196,Austin Hooper,ATL,TE,1,4,-0.25,0,0,0,0,2.8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,4,-0.25,0,0,0,0,0,0,0,0,0,0,0,2,-0.5,0,2,0,0,0,0,0
2026,197,Tyler Higbee,LA,TE,1,4,0,3,0.5,0,0,9,7.1,0,0,0,0,2,2,12,0,9,0,0,0,0,0,3,0,4,0.67,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2026,198,Braxton Berrios,NYG,WR,1,4,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2026,199,Tanner Hudson,CIN,TE,1,4,-0.25,1,0.25,0,0,4,2.9,0,0,0,25,1,1,4,0,4,1,0,0,0,0,3,-0.333,1.33,0.33,0,0,0,0,0,0,0,0,0,2,-0.5,0,1,0,0,0,0,0
2026,200,Jake Tonges,SF,TE,1,4,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2026,201,Kevin Austin,NO,WR,1,4,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2026,202,KaVontae Turpin,DAL,WR,1,4,0.25,2,0.25,25,4.8,5.5,2.9,25,0,0,0,1,1,8,0,1,1,1,0,0,100,3,0,2.67,0.33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2026,203,Elijah Higgins,ARZ,TE,1,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0
2026,204,Treyton Welch,NO,TE,1,4,0.25,0,0,25,3.7,8,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0.333,0,0,33.3,0,0,0,0,0,0,0,0,3,0.333,33.3,0,0,0,0,0,0
2026,205,Oronde Gadsden,LAC,TE,1,4,0,8,0.5,0,0,3.3,7.4,0,0,0,0,2,2,32,0,6,0,0,0,0,0,4,0,8,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
2026,206,Dohnte Meyers,CIN,WR,1,4,0.25,4.5,0.25,25,9.1,1.3,2.9,25,0,0,0,1,1,18,0,2,2,0.5,9,0.5,50,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2026,207,Malik Benson,LV,WR,1,4,0.25,1.5,0.5,25,6.3,8.3,6.7,25,0,0,0,2,1,6,0,31,0,0,0,0,0,4,0.25,1.5,0.5,25,0,0,0,0,0,0,0,0,2,0.5,50,0,0,0,2,0,0
2026,208,Zachariah Branch,ATL,WR,1,4,0.25,0,0,25,25,4.5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.25,0,0,25,0,0,0,0,0,0,0,0,2,0,0,2,0.5,50,0,0,0
2026,209,Mo Alie-Cox,IND,TE,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
2026,210,Eric Saubert,SEA,TE,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2026,211,Skyy Moore,GB,WR,1,3,0,0,0.33,0,0,5,2.4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2026,212,Nate Adkins,DEN,TE,1,3,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
2026,213,Davis Allen,LA,TE,1,3,0,4.33,0.33,0,0,5.3,3.6,0,0,0,0,1,1,13,0,-1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
2026,214,Chimere Dike,TEN,WR,1,3,-0.333,2.33,0.33,0,0,-4.3,3.1,0,0,0,33.3,1,1,7,0,2,1,-1,0,0,0,2,0,3.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2026,215,Germie Bernard,PIT,WR,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
2026,216,Johnny Mundt,PHI,TE,1,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026,217,Tyler Conklin,DET,TE,1,2,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2026,218,Chris Blair,ATL,WR,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2026,219,Tylan Wallace,CLV,WR,1,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2026,220,Feleipe Franks,CAR,TE,1,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026,221,Jelani Woods,NYJ,TE,1,2,0,0,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026,222,Jacob Cowing,SF,WR,1,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2026,223,Colson Yankoff,WAS,TE,1,2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026,224,Darius Cooper,PHI,WR,1,2,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2026,225,Jake Briningstool,KC,TE,1,2,0,4.5,0.5,0,0,2,3.7,0,0,0,0,1,1,9,0,4,0,0,0,0,0,2,0,4.5,0.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2026,226,Jackson Hawes,BUF,TE,1,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026,227,Mark Redman,GB,TE,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2026,228,Barion Brown,NO,WR,1,2,-0.5,0,0,0,0,11,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,2,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0
2026,229,Marlin Klein,HST,TE,1,2,0,8,0.5,0,0,9,2.6,0,0,0,0,1,1,16,0,14,0,0,0,0,0,2,0,8,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2026,230,Ian Thomas,LV,TE,1,1,-1,0,0,0,0,2,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,231,Chris Myarick,LV,TE,1,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026,232,Dareke Young,LV,WR,1,1,-1,0,0,0,0,16,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0
2026,233,Andrew Ogletree,IND,TE,1,1,0,0,1,0,0,0,3.2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026,234,Kaden Davis,CHI,WR,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2026,235,Josh Whyle,GB,TE,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026,236,Jalen Brooks,ARZ,WR,1,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026,237,Kameron Johnson,TB,WR,1,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026,238,Arian Smith,NYJ,WR,1,1,0,0,1,0,0,4,4.2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026,239,Isaiah Bond,CLV,WR,1,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026,240,Josh Cuevas,BLT,TE,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026,241,Cyrus Allen,KC,WR,1,1,1,0,0,100,11.1,6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0
2026,242,Colbie Young,CIN,WR,1,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026,243,Bauer Sharp,TB,TE,1,1,1,0,0,100,6.3,11,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2026,244,Omar Cooper,NYJ,WR,1,0,0,0,0,0,0,0,4.2,0,0,0,0,1,1,30,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exported from Data Suite 2.0 by michaelgingrave (user 380) on 2026-09-16 16:35 UTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
