"Player Details","","","","","","","","","Rushing","","","","","","","Advanced","","","","","","","","","","","","","Zone Concept","","","","","","Man/Gap Concept","","","","","","FPTS","","",""
"1648","Dare Ogunbowale","HST","RB","1","2024","1","2","CHI","2","3","3.0","1.50","0","0","0","","0","","0.0","","","50.0","0","","1","0.50","33.3","1.00","1","50.0","3","0","3.00","","1","50.0","0","0","","","4.3","4.3","3.3","3.3"
"1649","Drew Lock","NYG","QB","1","2024","1","18","PHI","2","3","3.0","1.50","0","1","1","","0","","0.0","","50.0","50.0","0","","0","","","1.50","0","","0","0","","","0","","0","0","","","8.8","8.8","0.7","0.7"
"1650","Will Levis","TEN","QB","1","2024","1","14","JAX","1","3","3.0","3.00","0","0","1","","0","","0.0","","100.0","","0","","1","1.00","33.3","2.00","0","","0","0","","","0","","0","0","","","7.0","7.0","0.4","0.4"
"1651","Desmond Ridder","LV","QB","1","2024","1","12","DEN","1","3","3.0","3.00","0","0","0","","0","","0.0","","","","0","","1","1.00","33.3","0.00","0","","0","0","","","0","","0","0","","","1.9","1.9","0.5","0.5"
"1652","Bo Nix","DEN","QB","1","2024","1","4","NYJ","5","3","3.0","0.60","0","0","0","","0","","0.0","","","66.7","0","","0","","","-0.80","0","","0","0","","","2","40.0","0","0","","","6.7","6.7","1.4","1.4"
"1653","Tua Tagovailoa","MIA","QB","1","2024","1","9","BUF","2","3","3.0","1.50","0","0","1","","0","","0.0","","50.0","","0","","0","","","-0.50","0","","0","0","","","0","","0","0","","","17.5","17.5","0.4","0.4"
"1654","Cordarrelle Patterson","PIT","RB","1","2024","1","14","CLV","4","3","3.0","0.75","0","1","0","","0","","0.0","","25.0","50.0","0","","2","0.50","66.7","0.25","2","50.0","4","0","2.00","","2","50.0","-1","0","-0.50","50.0","0.1","0.1","3.3","3.3"
"1655","Justice Hill","BLT","RB","1","2024","1","1","KC","1","3","3.0","3.00","0","0","1","","0","","0.0","","100.0","","0","","0","","","3.00","0","","0","0","","","1","100.0","3","0","3.00","100.0","11.5","11.5","12.8","12.8"
"1656","Sean Tucker","TB","RB","1","2024","1","8","ATL","2","3","3.0","1.50","0","0","0","","0","","0.0","","","100.0","1","0.50","3","1.50","100.0","0.00","1","50.0","3","0","3.00","","1","50.0","0","0","","","2.5","2.5","2.3","2.3"
"1657","Hassan Haskins","LAC","RB","1","2024","1","12","BLT","1","3","3.0","3.00","0","0","0","","0","","0.0","","","100.0","0","","3","3.00","100.0","0.00","1","100.0","3","0","3.00","","0","","0","0","","","0.3","0.3","0.5","0.5"
"1658","Kenny Pickett","PHI","QB","1","2024","1","17","DAL","3","3","3.0","1.00","1","0","2","","0","","100.0","33.3","66.7","33.3","0","","2","0.67","66.7","0.33","0","","0","0","","","0","","0","0","","","16.0","16.0","7.5","7.5"
"1659","Matthew Stafford","LA","QB","1","2024","1","13","NO","4","3","3.0","0.75","0","0","2","","0","","0.0","","50.0","","0","","4","1.00","133.3","-0.25","0","","0","0","","","0","","0","0","","","15.6","15.6","0.7","0.7"
"1660","Kendre Miller","NO","RB","1","2024","1","17","LV","3","3","3.0","1.00","0","0","0","","0","","0.0","","33.3","66.7","0","","2","0.67","66.7","0.33","3","100.0","3","0","1.00","33.3","0","","0","0","","","2.9","2.9","5.1","5.1"
"1661","Michael Burton","DEN","FB","1","2024","1","12","LV","1","3","3.0","3.00","0","0","1","","0","","0.0","","100.0","","0","","1","1.00","33.3","2.00","0","","0","0","","","0","","0","0","","","2.1","2.1","1.9","1.9"
"1662","Carson Steele","KC","RB","1","2024","1","10","DEN","2","3","3.0","1.50","0","0","0","","0","","0.0","","","50.0","0","","4","2.00","133.3","-0.50","0","","0","0","","","2","100.0","3","0","1.50","","0.3","0.3","1.5","1.5"
"1663","Russell Wilson","PIT","QB","1","2024","1","13","CIN","3","3","3.0","1.00","0","0","0","","0","","0.0","","","","0","","1","0.33","33.3","-0.67","0","","0","0","","","0","","0","0","","","27.9","27.9","0.7","0.7"
"1664","Roschon Johnson","CHI","RB","1","2024","1","18","GB","2","3","3.0","1.50","0","0","0","","0","","0.0","","50.0","50.0","0","","3","1.50","100.0","0.00","1","50.0","-4","0","-4.00","","1","50.0","7","0","7.00","100.0","6.9","6.9","7.4","7.4"
"1665","Chris Brooks","GB","RB","1","2024","1","14","DET","1","3","3.0","3.00","0","0","1","","0","","0.0","","100.0","","0","","1","1.00","33.3","2.00","1","100.0","3","0","3.00","100.0","0","","0","0","","","0.3","0.3","0.4","0.4"
"1666","Caleb Williams","CHI","QB","1","2024","1","15","MIN","4","3","3.0","0.75","0","0","0","","0","","0.0","","","100.0","0","","9","2.25","300.0","-0.50","1","25.0","1","0","1.00","","0","","0","0","","","10.9","10.9","1.7","1.7"
"1667","Patrick Mahomes","KC","QB","1","2024","1","1","BLT","2","3","3.0","1.50","0","0","1","","0","","0.0","","50.0","","1","0.50","3","1.50","100.0","-0.50","0","","0","0","","","0","","0","0","","","16.1","16.1","3.7","3.7"
"1668","Michael Penix","ATL","QB","1","2024","1","16","NYG","4","3","3.0","0.75","0","0","0","","0","","0.0","","","50.0","0","","3","0.75","100.0","-0.75","0","","0","0","","","0","","0","0","","","7.4","7.4","1.4","1.4"
"1669","Tyrone Tracy","NYG","RB","1","2024","1","2","WAS","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","50.0","1.00","0","","0","0","","","1","100.0","2","0","2.00","","0.2","0.2","0.5","0.5"
"1670","Rasheen Ali","BLT","RB","1","2024","1","16","PIT","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","50.0","1.00","0","","0","0","","","1","100.0","2","0","2.00","","0.2","0.2","0.4","0.4"
"1671","Cordarrelle Patterson","PIT","RB","1","2024","1","17","KC","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","3","3.00","150.0","-1.00","0","","0","0","","","1","100.0","2","0","2.00","","0.2","0.2","0.6","0.6"
"1672","Pierre Strong","CLV","RB","1","2024","1","5","WAS","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","50.0","1.00","1","100.0","2","0","2.00","","0","","0","0","","","0.2","0.2","1.7","1.7"
"1673","Roschon Johnson","CHI","RB","1","2024","1","12","MIN","2","2","2.0","1.00","1","0","2","","0","","100.0","50.0","100.0","","0","","1","0.50","50.0","0.50","0","","0","0","","","2","100.0","2","1","1.00","100.0","8.2","8.2","7.0","7.0"
"1674","Justin Herbert","LAC","QB","1","2024","1","6","DEN","4","2","2.0","0.50","0","0","0","","0","","0.0","","","","0","","1","0.25","50.0","-0.75","0","","0","0","","","0","","0","0","","","13.7","13.7","0.7","0.7"
"1675","Clayton Tune","ARZ","QB","1","2024","1","7","LAC","3","2","2.0","0.67","0","0","1","","0","","0.0","","33.3","66.7","0","","0","","","0.67","0","","0","0","","","0","","0","0","","","0.2","0.2","0.9","0.9"
"1676","Geno Smith","SEA","QB","1","2024","1","12","ARZ","3","2","2.0","0.67","0","0","0","","0","","0.0","","","","0","","0","","","-0.67","0","","0","0","","","0","","0","0","","","13.4","13.4","0.5","0.5"
"1677","Dameon Pierce","HST","RB","1","2024","1","7","GB","2","2","2.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","4","2.00","200.0","-1.00","1","50.0","0","0","","","1","50.0","2","0","2.00","","0.2","0.2","1.3","1.3"
"1678","D'Onta Foreman","CLV","RB","1","2024","1","4","LV","4","2","2.0","0.50","0","0","1","","0","","66.7","","25.0","75.0","0","","2","0.50","100.0","0.00","2","50.0","1","0","0.50","50.0","2","50.0","1","0","0.50","","1.7","1.7","6.5","6.5"
"1679","Jordan Love","GB","QB","1","2024","1","12","SF","1","2","2.0","2.00","0","0","1","","0","","0.0","","100.0","","0","","1","1.00","50.0","1.00","0","","0","0","","","0","","0","0","","","14.7","14.7","0.4","0.4"
"1680","Carson Steele","KC","RB","1","2024","1","11","BUF","1","2","2.0","2.00","0","0","1","","0","","0.0","","100.0","","0","","2","2.00","100.0","0.00","0","","0","0","","","0","","0","0","","","1.7","1.7","1.8","1.8"
"1681","Kenneth Gainwell","PHI","RB","1","2024","1","1","GB","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","100.0","0.00","1","100.0","2","0","2.00","","0","","0","0","","","2.2","2.2","3.6","3.6"
"1682","Tyrone Tracy","NYG","RB","1","2024","1","1","MIN","2","2","2.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","2","1.00","100.0","0.00","1","50.0","0","0","","","1","50.0","2","0","2.00","","1.7","1.7","5.2","5.2"
"1683","Geno Smith","SEA","QB","1","2024","1","13","NYJ","2","2","2.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","-0.50","0","","0","0","","","0","","0","0","","","12.4","12.4","0.4","0.4"
"1684","Josh Johnson","BLT","QB","1","2024","1","9","DEN","3","2","2.0","0.67","0","0","0","","0","","0.0","","","100.0","0","","1","0.33","50.0","0.33","0","","0","0","","","0","","0","0","","","0.2","0.2","1.0","1.0"
"1685","JaMycal Hasty","NE","RB","1","2024","1","2","SEA","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","4","4.00","200.0","-2.00","0","","0","0","","","1","100.0","2","0","2.00","","0.2","0.2","0.4","0.4"
"1686","Cooper Rush","DAL","QB","1","2024","1","10","PHI","2","2","2.0","1.00","0","1","1","","0","","0.0","","50.0","50.0","0","","1","0.50","50.0","0.50","0","","0","0","","","0","","0","0","","","","0.0","1.1","1.1"
"1687","Gardner Minshew","LV","QB","1","2024","1","7","LA","1","2","2.0","2.00","0","0","1","","0","","0.0","","100.0","","0","","0","","","2.00","0","","0","0","","","0","","0","0","","","2.4","2.4","0.4","0.4"
"1688","Tyrone Tracy","NYG","RB","1","2024","1","4","DAL","4","2","2.0","0.50","0","0","0","","0","","0.0","","","100.0","0","","5","1.25","250.0","-0.75","2","50.0","0","0","","","2","50.0","2","0","1.00","","3.1","3.1","5.9","5.9"
"1689","Marcus Mariota","WAS","QB","1","2024","1","5","CLV","2","2","2.0","1.00","0","0","0","","0","","0.0","","","50.0","0","","1","0.50","50.0","0.50","2","100.0","2","0","1.00","","0","","0","0","","","0.1","0.1","0.8","0.8"
"1690","DeeJay Dallas","ARZ","RB","1","2024","1","9","CHI","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","100.0","0.00","0","","0","0","","","1","100.0","2","0","2.00","","0.2","0.2","0.7","0.7"
"1691","Clayton Tune","ARZ","QB","1","2024","1","18","SF","1","2","2.0","2.00","0","0","1","","0","","0.0","","100.0","","0","","0","","","2.00","0","","0","0","","","0","","0","0","","","0.2","0.2","0.6","0.6"
"1692","Jared Goff","DET","QB","1","2024","1","10","HST","1","2","2.0","2.00","0","0","1","","0","","0.0","","100.0","","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","12.8","12.8","0.3","0.3"
"1693","Justin Herbert","LAC","QB","1","2024","1","9","CLV","3","2","2.0","0.67","0","0","0","","0","","0.0","","33.3","","0","","1","0.33","50.0","-0.67","0","","0","0","","","0","","0","0","","","19.5","19.5","0.4","0.4"
"1694","Ezekiel Elliott","DAL","RB","1","2024","1","17","PHI","3","2","2.0","0.67","0","0","0","","0","","100.0","","33.3","66.7","0","","5","1.67","250.0","-1.00","3","100.0","2","0","0.67","33.3","0","","0","0","","","0.2","0.2","2.1","2.1"
"1695","Isaac Guerendo","SF","RB","1","2024","1","7","KC","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","50.0","1.00","1","100.0","2","0","2.00","","0","","0","0","","","1.7","1.7","1.6","1.6"
"1696","Desmond Ridder","LV","QB","1","2024","1","9","CIN","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","6.2","6.2","0.5","0.5"
"1697","British Brooks","HST","FB","1","2024","1","3","MIN","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","100.0","0.00","0","","0","0","","","0","","0","0","","","0.2","0.2","0.6","0.6"
"1698","Jameis Winston","CLV","QB","1","2024","1","8","BLT","2","2","2.0","1.00","0","0","2","","0","","0.0","","100.0","","0","","0","","","1.00","0","","0","0","","","0","","0","0","","","24.6","24.6","0.6","0.6"
"1699","Dameon Pierce","HST","RB","1","2024","1","11","DAL","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","100.0","0.00","1","100.0","2","0","2.00","","0","","0","0","","","0.2","0.2","0.5","0.5"
"1700","Eric Gray","NYG","RB","1","2024","1","7","PHI","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","3","3.00","150.0","-1.00","1","100.0","2","0","2.00","","0","","0","0","","","1.9","1.9","1.7","1.7"
"1701","Baker Mayfield","TB","QB","1","2024","1","17","CAR","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","34.6","34.6","0.7","0.7"
"1702","Ty Chandler","MIN","RB","1","2024","1","13","ARZ","2","2","2.0","1.00","0","0","1","","0","","0.0","","50.0","50.0","0","","1","0.50","50.0","0.50","1","50.0","0","0","","","1","50.0","2","0","2.00","100.0","0.2","0.2","0.9","0.9"
"1703","Chris Rodriguez Jr.","WAS","RB","1","2024","1","15","NO","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","50.0","1.00","0","","0","0","","","1","100.0","2","0","2.00","","0.2","0.2","0.4","0.4"
"1704","JaMycal Hasty","NE","RB","1","2024","1","11","LA","2","2","2.0","1.00","0","0","1","","0","","0.0","","50.0","50.0","0","","2","1.00","100.0","0.00","1","50.0","5","0","5.00","100.0","1","50.0","-3","0","-3.00","","0.2","0.2","1.2","1.2"
"1705","Julius Chestnut","TEN","RB","1","2024","1","6","IND","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","3","3.00","150.0","-1.00","1","100.0","2","0","2.00","","0","","0","0","","","0.2","0.2","0.8","0.8"
"1706","Sam Howell","SEA","QB","1","2024","1","15","GB","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","50.0","0.00","0","","0","0","","","0","","0","0","","","0.2","0.2","0.6","0.6"
"1707","Justice Hill","BLT","RB","1","2024","1","6","WAS","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","2.00","1","100.0","2","0","2.00","","0","","0","0","","","1.4","1.4","2.4","2.4"
"1708","Cooper Rush","DAL","QB","1","2024","1","17","PHI","1","2","2.0","2.00","0","0","1","","0","","0.0","","100.0","","0","","0","","","2.00","0","","0","0","","","0","","0","0","","","8.1","8.1","0.3","0.3"
"1709","Jordan Love","GB","QB","1","2024","1","16","NO","1","2","2.0","2.00","0","0","1","","0","","0.0","","100.0","","0","","0","","","2.00","0","","0","0","","","0","","0","0","","","11.5","11.5","0.3","0.3"
"1710","Hassan Haskins","LAC","RB","1","2024","1","7","ARZ","2","2","2.0","1.00","0","0","1","","0","","0.0","","50.0","50.0","0","","1","0.50","50.0","0.50","1","50.0","0","0","","","1","50.0","2","0","2.00","100.0","0.2","0.2","1.0","1.0"
"1711","Myles Gaskin","MIN","RB","1","2024","1","5","NYJ","2","2","2.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","5","2.50","250.0","-1.50","2","100.0","2","0","1.00","","0","","0","0","","","2.3","2.3","3.2","3.2"
"1712","Michael Burton","DEN","FB","1","2024","1","11","ATL","2","2","2.0","1.00","0","0","1","","0","","0.0","","50.0","50.0","0","","2","1.00","100.0","0.00","0","","0","0","","","0","","0","0","","","1.0","1.0","3.4","3.4"
"1713","Joshua Kelley","TEN","RB","1","2024","1","18","HST","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","100.0","0.00","0","","0","0","","","1","100.0","2","0","2.00","","0.2","0.2","0.4","0.4"
"1714","Cooper Rush","DAL","QB","1","2024","1","6","DET","1","2","2.0","2.00","0","0","1","","0","","0.0","","100.0","","0","","0","","","2.00","0","","0","0","","","0","","0","0","","","1.0","1.0","0.4","0.4"
"1715","Josh Allen","BUF","QB","1","2024","1","2","MIA","2","2","2.0","1.00","0","0","0","","0","","0.0","","","","0","","0","","","-0.50","0","","0","0","","","0","","0","0","","","9.8","9.8","0.4","0.4"
"1716","Ameer Abdullah","LV","RB","1","2024","1","8","KC","1","2","2.0","2.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","50.0","1.00","1","100.0","2","0","2.00","","0","","0","0","","","2.1","2.1","1.7","1.7"
"1717","Alec Ingold","MIA","FB","1","2024","1","2","BUF","2","2","2.0","1.00","0","0","1","","0","","0.0","","50.0","50.0","0","","3","1.50","150.0","-0.50","0","","0","0","","","0","","0","0","","","0.2","0.2","0.8","0.8"
"1718","Bailey Zappe","CLV","QB","1","2024","1","18","BLT","2","2","2.0","1.00","0","0","0","","0","","0.0","","","","0","","0","","","-0.50","0","","0","0","","","0","","0","0","","","9.0","9.0","0.5","0.5"
"1719","Cooper Rush","DAL","QB","1","2024","1","11","HST","2","2","2.0","1.00","0","1","0","","0","","0.0","","","100.0","0","","3","1.50","150.0","0.00","0","","0","0","","","0","","0","0","","","17.4","17.4","0.9","0.9"
"1720","Ezekiel Elliott","DAL","RB","1","2024","1","16","TB","1","1","1.0","1.00","1","0","1","","0","","100.0","100.0","100.0","","0","","0","","","1.00","1","100.0","1","1","1.00","100.0","0","","0","0","","","6.1","6.1","3.1","3.1"
"1721","Joe Flacco","IND","QB","1","2024","1","6","TEN","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","200.0","0.00","0","","0","0","","","0","","0","0","","","14.7","14.7","1.0","1.0"
"1722","Alexander Mattison","LV","RB","1","2024","1","2","BLT","4","1","1.0","0.25","1","0","1","","0","","100.0","25.0","25.0","50.0","1","0.25","4","1.00","400.0","-0.75","2","50.0","4","1","2.00","50.0","2","50.0","-3","0","-1.50","","6.1","6.1","4.9","4.9"
"1723","Joe Burrow","CIN","QB","1","2024","1","5","BLT","2","1","1.0","0.50","0","0","0","","0","","33.3","","","100.0","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","34.8","34.8","3.9","3.9"
"1724","Jeremy McNichols","WAS","RB","1","2024","1","3","CIN","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","100.0","0.00","1","100.0","1","0","1.00","","0","","0","0","","","0.1","0.1","0.5","0.5"
"1725","Dak Prescott","DAL","QB","1","2024","1","6","DET","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","0.00","0","","0","0","","","0","","0","0","","","5.2","5.2","0.5","0.5"
"1726","D'Ernest Johnson","JAX","RB","1","2024","1","5","IND","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","100.0","0.00","0","","0","0","","","1","100.0","1","0","1.00","","3.0","3.0","5.1","5.1"
"1727","Kenny Pickett","PHI","QB","1","2024","1","10","DAL","1","1","1.0","1.00","0","0","1","","0","","0.0","","100.0","","0","","1","1.00","100.0","0.00","0","","0","0","","","0","","0","0","","","0.3","0.3","0.3","0.3"
"1728","Hassan Haskins","LAC","RB","1","2024","1","11","CIN","2","1","1.0","0.50","0","0","0","","0","","66.7","","","100.0","0","","0","","","0.50","1","50.0","0","0","","","1","50.0","1","0","1.00","","0.1","0.1","5.8","5.8"
"1729","Cooper Rush","DAL","QB","1","2024","1","12","WAS","4","1","1.0","0.25","0","1","0","","0","","0.0","","","100.0","1","0.25","0","","","-0.50","2","50.0","-2","0","-1.00","","0","","0","0","","","18.0","18.0","2.0","2.0"
"1730","Javonte Williams","DEN","RB","1","2024","1","10","KC","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","3","3.00","300.0","-2.00","1","100.0","1","0","1.00","","0","","0","0","","","2.7","2.7","3.2","3.2"
"1731","Samaje Perine","KC","RB","1","2024","1","18","DEN","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","100.0","0.00","1","100.0","1","0","1.00","","0","","0","0","","","2.4","2.4","2.4","2.4"
"1732","Aaron Rodgers","NYJ","QB","1","2024","1","2","TEN","2","1","1.0","0.50","0","0","0","","0","","0.0","","","100.0","0","","0","","","-0.50","0","","0","0","","","0","","0","0","","","15.1","15.1","0.5","0.5"
"1733","Jared Goff","DET","QB","1","2024","1","8","TEN","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","1.00","0","","0","0","","","0","","0","0","","","15.5","15.5","0.4","0.4"
"1734","Tanner McKee","PHI","QB","1","2024","1","18","NYG","3","1","1.0","0.33","0","0","1","","0","","0.0","","33.3","50.0","0","","1","0.33","100.0","0.00","0","","0","0","","","1","33.3","0","0","","","18.9","18.9","0.8","0.8"
"1735","Miles Sanders","CAR","RB","1","2024","1","6","ATL","3","1","1.0","0.33","0","0","1","","0","","0.0","","33.3","33.3","0","","4","1.33","400.0","-1.00","3","100.0","1","0","0.33","33.3","0","","0","0","","","2.3","2.3","3.1","3.1"
"1736","Cordarrelle Patterson","PIT","RB","1","2024","1","18","CIN","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","3","3.00","300.0","-2.00","1","100.0","1","0","1.00","","0","","0","0","","","0.1","0.1","0.5","0.5"
"1737","Drew Lock","NYG","QB","1","2024","1","16","ATL","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","2","2.00","200.0","-1.00","0","","0","0","","","1","100.0","1","0","1.00","","9.5","9.5","0.5","0.5"
"1738","Kyle Juszczyk","SF","FB","1","2024","1","8","DAL","1","1","1.0","1.00","0","0","0","","0","","25.0","","","100.0","0","","1","1.00","100.0","0.00","0","","0","0","","","0","","0","0","","","1.7","1.7","3.4","3.4"
"1739","Ameer Abdullah","LV","RB","1","2024","1","2","BLT","2","1","1.0","0.50","0","0","0","","0","","0.0","","50.0","50.0","0","","0","","","0.50","2","100.0","1","0","0.50","50.0","0","","0","0","","","2.2","2.2","3.2","3.2"
"1740","Jameis Winston","CLV","QB","1","2024","1","3","NYG","2","1","1.0","0.50","0","0","1","","0","","0.0","","50.0","50.0","0","","2","1.00","200.0","-0.50","0","","0","0","","","0","","0","0","","","0.1","0.1","0.6","0.6"
"1741","Josh Allen","BUF","QB","1","2024","1","7","TEN","3","1","1.0","0.33","0","0","0","","0","","100.0","","","66.7","0","","2","0.67","200.0","-2.00","0","","0","0","","","2","66.7","-6","0","-3.00","","21.0","21.0","3.6","3.6"
"1742","Joe Flacco","IND","QB","1","2024","1","17","NYG","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","100.0","0.00","1","100.0","1","0","1.00","","0","","0","0","","","18.3","18.3","0.5","0.5"
"1743","Daniel Jones","NYG","QB","1","2024","1","8","PIT","3","1","1.0","0.33","0","0","1","","0","","0.0","","33.3","66.7","0","","5","1.67","500.0","-0.67","0","","0","0","","","1","33.3","-2","0","-2.00","","8.7","8.7","1.2","1.2"
"1744","Mike Boone","CAR","RB","1","2024","1","16","ARZ","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","1.00","1","100.0","1","0","1.00","","0","","0","0","","","0.1","0.1","0.7","0.7"
"1745","Eric Gray","NYG","RB","1","2024","1","4","DAL","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","100.0","0.00","1","100.0","1","0","1.00","","0","","0","0","","","0.1","0.1","0.4","0.4"
"1746","Ameer Abdullah","LV","RB","1","2024","1","14","TB","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","0","","","1.00","0","","0","0","","","1","100.0","1","0","1.00","","0.8","0.8","5.0","5.0"
"1747","Russell Wilson","PIT","QB","1","2024","1","11","BLT","4","1","1.0","0.25","0","0","0","","0","","0.0","","","50.0","0","","1","0.25","100.0","-0.50","0","","0","0","","","0","","0","0","","","7.3","7.3","0.3","0.3"
"1748","Rhamondre Stevenson","NE","RB","1","2024","1","17","LAC","2","1","1.0","0.50","0","0","0","","0","","0.0","","50.0","50.0","0","","3","1.50","300.0","-1.00","1","50.0","5","0","5.00","100.0","1","50.0","-4","0","-4.00","","0.1","0.1","5.7","5.7"
"1749","D'Onta Foreman","CLV","RB","1","2024","1","16","CIN","2","1","1.0","0.50","0","1","1","","0","","66.7","","50.0","50.0","0","","1","0.50","100.0","0.00","0","","0","0","","","1","50.0","0","0","","","-0.9","-0.9","5.4","5.4"
"1750","Michael Burton","DEN","FB","1","2024","1","13","CLV","1","1","1.0","1.00","1","0","1","","0","","25.0","100.0","100.0","","0","","0","","","1.00","0","","0","0","","","0","","0","0","","","6.1","6.1","3.1","3.1"
"1751","Ameer Abdullah","LV","RB","1","2024","1","11","MIA","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","1","1.00","100.0","0.00","1","100.0","1","0","1.00","","0","","0","0","","","10.7","10.7","6.0","6.0"
"1752","Derek Carr","NO","QB","1","2024","1","2","DAL","1","1","1.0","1.00","1","0","1","","0","","50.0","100.0","100.0","","0","","0","","","1.00","0","","0","0","","","0","","0","0","","","22.8","22.8","3.1","3.1"
"1753","Javonte Williams","DEN","RB","1","2024","1","13","CLV","4","1","1.0","0.25","1","0","1","","0","","50.0","25.0","25.0","75.0","0","","0","","","0.25","1","25.0","2","1","2.00","100.0","3","75.0","-1","0","-0.33","","7.4","7.4","13.4","13.4"
"1754","Trey Lance","DAL","QB","1","2024","1","17","PHI","1","1","1.0","1.00","0","0","0","","0","","0.0","","","100.0","0","","-2","-2.00","-200.0","0.00","0","","0","0","","","0","","0","0","","","0.1","0.1","0.5","0.5"
"1755","Jared Goff","DET","QB","1","2024","1","13","CHI","1","1","1.0","1.00","0","0","1","","0","","50.0","","100.0","","0","","0","","","1.00","0","","0","0","","","0","","0","0","","","16.9","16.9","0.8","0.8"
"1756","Justin Herbert","LAC","QB","1","2024","1","13","ATL","5","1","1.0","0.20","0","0","2","","0","","0.0","","40.0","","0","","1","0.20","100.0","0.00","0","","0","0","","","0","","0","0","","","8.0","8.0","0.8","0.8"
"1757","Mitchell Trubisky","BUF","QB","1","2024","1","10","IND","1","-1","-1.0","-1.00","0","0","0","","0","","0.0","","","","0","","0","","","-1.00","0","","0","0","","","0","","0","0","","","-0.1","-0.1","0.0","0.0"
"1758","Clayton Tune","ARZ","QB","1","2024","1","10","NYJ","1","-1","-1.0","-1.00","0","0","0","","0","","0.0","","","","0","","0","","","-1.00","0","","0","0","","","0","","0","0","","","-0.1","-0.1","0.0","0.0"
"1759","Matthew Stafford","LA","QB","1","2024","1","4","CHI","1","-1","-1.0","-1.00","0","0","0","","0","","0.0","","","","0","","0","","","-1.00","0","","0","0","","","0","","0","0","","","6.9","6.9","0.0","0.0"
"1760","Zach Charbonnet","SEA","RB","1","2024","1","16","MIN","1","-1","-1.0","-1.00","0","0","0","","0","","50.0","","","100.0","0","","0","","","-1.00","0","","0","0","","","1","100.0","-1","0","-1.00","","3.3","3.3","4.8","4.8"
"1761","Cam Akers","HST","RB","1","2024","1","6","NE","2","-1","-1.0","-0.50","0","0","0","","0","","0.0","","","100.0","0","","0","","","-0.50","1","50.0","-2","0","-2.00","","1","50.0","1","0","1.00","","-0.1","-0.1","1.1","1.1"
"1762","Jordan Love","GB","QB","1","2024","1","8","JAX","1","-1","-1.0","-1.00","0","0","0","","0","","0.0","","","","0","","0","","","-1.00","0","","0","0","","","0","","0","0","","","6.7","6.7","0.0","0.0"
"1763","Mitchell Trubisky","BUF","QB","1","2024","1","3","JAX","1","-1","-1.0","-1.00","0","0","0","","0","","0.0","","","","0","","0","","","-1.00","0","","0","0","","","0","","0","0","","","0.0","0.0","0.0","0.0"
