"Player Details","","","","","","","","","Rushing","","","","","","","Advanced","","","","","","","","","","","","","Zone Concept","","","","","","Man/Gap Concept","","","","","","FPTS","","",""
"94","Jonathan Taylor","IND","RB","1","2023","1","8","NO","12","95","95.0","7.92","0","0","3","8.3","42","44.2","50.0","","41.7","50.0","7","0.58","68","5.67","71.6","2.25","7","58.3","69","0","9.86","42.9","5","41.7","26","0","5.20","40.0","10.7","10.7","10.0","10.0"
"95","Bijan Robinson","ATL","RB","1","2023","1","10","ARZ","22","95","95.0","4.32","1","0","6","4.5","17","17.9","100.0","4.5","36.4","59.1","3","0.14","50","2.27","52.6","2.05","17","77.3","65","0","3.82","35.3","5","22.7","30","1","6.00","40.0","17.6","17.6","17.7","17.7"
"96","Christian McCaffrey","SF","RB","1","2023","1","10","JAX","16","95","95.0","5.94","0","0","6","12.5","34","35.8","100.0","","56.3","37.5","7","0.44","55","3.44","57.9","2.50","9","56.3","50","0","5.56","66.7","5","31.3","24","0","4.80","40.0","20.2","20.2","27.0","27.0"
"97","Alexander Mattison","MIN","RB","1","2023","1","4","CAR","17","95","95.0","5.59","0","0","3","5.9","17","17.9","50.0","","41.2","41.2","5","0.29","49","2.88","51.6","2.71","6","35.3","29","0","4.83","50.0","11","64.7","66","0","6.00","36.4","10.8","10.8","11.1","11.1"
"98","Breece Hall","NYJ","RB","1","2023","1","16","WAS","20","95","95.0","4.75","2","0","6","5.0","36","37.9","100.0","10.0","50.0","40.0","7","0.35","62","3.10","65.3","1.65","10","50.0","39","0","3.90","50.0","10","50.0","56","2","5.60","50.0","43.1","43.1","35.6","35.6"
"99","Raheem Mostert","MIA","RB","1","2023","1","12","NYJ","20","94","94.0","4.70","2","0","4","5.0","34","36.2","0.0","10.0","40.0","45.0","4","0.20","48","2.40","51.1","2.30","12","60.0","68","2","5.67","41.7","7","35.0","25","0","3.57","42.9","21.4","21.4","14.4","14.4"
"100","Alexander Mattison","MIN","RB","1","2023","1","3","LAC","20","93","93.0","4.65","0","0","6","5.0","15","16.1","100.0","","55.0","55.0","7","0.35","54","2.70","58.1","1.95","14","70.0","75","0","5.36","57.1","6","30.0","18","0","3.00","50.0","17.5","17.5","26.9","26.9"
"101","Saquon Barkley","NYG","RB","1","2023","1","6","BUF","24","93","93.0","3.88","0","0","3","8.3","53","57.0","100.0","","25.0","58.3","3","0.13","84","3.50","90.3","0.38","8","33.3","13","0","1.63","25.0","16","66.7","80","0","5.00","25.0","13.8","13.8","23.9","23.9"
"102","Christian McCaffrey","SF","RB","1","2023","1","13","PHI","17","93","93.0","5.47","1","0","7","11.8","31","33.3","100.0","5.9","70.6","29.4","4","0.24","55","3.24","59.1","2.24","11","64.7","72","1","6.55","81.8","6","35.3","21","0","3.50","50.0","22.3","22.3","16.2","16.2"
"103","D'Andre Swift","PHI","RB","1","2023","1","16","NYG","20","92","92.0","4.60","1","0","6","5.0","17","18.5","66.7","5.0","70.0","25.0","2","0.10","43","2.15","46.7","2.45","13","65.0","63","0","4.85","76.9","7","35.0","29","1","4.14","57.1","15.2","15.2","12.7","12.7"
"104","Bijan Robinson","ATL","RB","1","2023","1","12","NO","16","91","91.0","5.69","1","0","6","6.3","17","18.7","0.0","6.3","68.8","25.0","3","0.19","44","2.75","48.4","2.94","13","81.3","83","1","6.38","69.2","3","18.8","8","0","2.67","66.7","27.3","27.3","18.3","18.3"
"105","Jonathan Taylor","IND","RB","1","2023","1","12","TB","15","91","91.0","6.07","2","0","8","6.7","17","18.7","75.0","13.3","73.3","20.0","5","0.33","52","3.47","57.1","2.60","9","60.0","51","2","5.67","77.8","6","40.0","40","0","6.67","66.7","21.1","21.1","13.8","13.8"
"106","Joshua Kelley","LAC","RB","1","2023","1","1","MIA","16","91","91.0","5.69","1","0","8","","0","","16.7","6.3","87.5","12.5","4","0.25","46","2.88","50.5","2.81","5","31.3","38","1","7.60","100.0","11","68.8","53","0","4.82","81.8","15.1","15.1","11.7","11.7"
"107","Saquon Barkley","NYG","RB","1","2023","1","9","LV","16","90","90.0","5.63","0","0","4","6.3","26","28.9","0.0","","56.3","31.3","0","","35","2.19","38.9","3.44","11","68.8","60","0","5.45","45.5","5","31.3","30","0","6.00","80.0","14.3","14.3","13.2","13.2"
"108","D'Onta Foreman","CHI","RB","1","2023","1","7","LV","16","89","89.0","5.56","2","0","6","","0","","100.0","12.5","68.8","31.3","6","0.38","52","3.25","58.4","2.31","12","75.0","85","1","7.08","75.0","4","25.0","4","1","1.00","50.0","33.0","33.0","19.4","19.4"
"109","Isiah Pacheco","KC","RB","1","2023","1","11","PHI","19","89","89.0","4.68","0","0","5","10.5","39","43.8","0.0","","36.8","57.9","2","0.11","38","2.00","42.7","2.68","14","73.7","72","0","5.14","28.6","5","26.3","17","0","3.40","60.0","10.1","10.1","12.1","12.1"
"110","Rachaad White","TB","RB","1","2023","1","15","GB","21","89","89.0","4.24","0","0","3","4.8","22","24.7","0.0","","47.6","42.9","2","0.10","60","2.86","67.4","1.38","9","42.9","33","0","3.67","44.4","12","57.1","56","0","4.67","50.0","21.9","21.9","12.3","12.3"
"111","Travis Etienne","JAX","RB","1","2023","1","3","HST","19","88","88.0","4.63","0","0","5","5.3","16","18.2","0.0","","63.2","36.8","6","0.32","56","2.95","63.6","1.68","10","52.6","25","0","2.50","40.0","8","42.1","52","0","6.50","87.5","17.8","17.8","16.5","16.5"
"112","Rhamondre Stevenson","NE","RB","1","2023","1","10","IND","20","88","88.0","4.40","0","0","6","","0","","0.0","","65.0","35.0","3","0.15","51","2.55","58.0","1.85","8","40.0","34","0","4.25","62.5","12","60.0","54","0","4.50","66.7","13.2","13.2","15.6","15.6"
"113","Chuba Hubbard","CAR","RB","1","2023","1","6","MIA","19","88","88.0","4.63","1","0","5","5.3","19","21.6","0.0","5.3","78.9","15.8","1","0.05","49","2.58","55.7","2.05","13","68.4","66","0","5.08","76.9","6","31.6","22","1","3.67","83.3","16.0","16.0","10.8","10.8"
"114","Trey Sermon","IND","RB","1","2023","1","15","PIT","17","88","88.0","5.18","0","0","5","5.9","19","21.6","0.0","","58.8","35.3","3","0.18","59","3.47","67.0","1.71","9","52.9","62","0","6.89","77.8","8","47.1","26","0","3.25","37.5","8.8","8.8","9.2","9.2"
"115","Jaylen Warren","PIT","RB","1","2023","1","9","TEN","11","88","88.0","8.00","0","0","5","18.2","37","42.0","0.0","","63.6","27.3","4","0.36","43","3.91","48.9","4.09","6","54.5","38","0","6.33","50.0","4","36.4","37","0","9.25","75.0","14.3","14.3","9.9","9.9"
"116","Derrick Henry","TEN","RB","1","2023","1","16","SEA","19","88","88.0","4.63","1","0","5","","0","","100.0","5.3","68.4","26.3","3","0.16","45","2.37","51.1","2.26","12","63.2","55","0","4.58","58.3","7","36.8","33","1","4.71","85.7","21.4","21.4","13.4","13.4"
"117","Zack Moss","IND","RB","1","2023","1","2","HST","18","88","88.0","4.89","1","0","4","","0","","0.0","5.6","50.0","27.8","7","0.39","56","3.11","63.6","1.78","14","77.8","65","1","4.64","50.0","4","22.2","23","0","5.75","50.0","20.7","20.7","14.8","14.8"
"118","Kyren Williams","LA","RB","1","2023","1","13","CLV","21","88","88.0","4.19","1","0","5","4.8","18","20.5","100.0","4.8","42.9","57.1","4","0.19","46","2.19","52.3","2.00","6","28.6","34","0","5.67","33.3","15","71.4","54","1","3.60","46.7","20.2","20.2","24.2","24.2"
"119","Brian Robinson","WAS","RB","1","2023","1","2","DEN","18","87","87.0","4.83","2","0","8","11.1","42","48.3","100.0","11.1","50.0","50.0","3","0.17","64","3.56","73.6","1.28","13","72.2","68","1","5.23","46.2","5","27.8","19","1","3.80","60.0","28.9","28.9","13.9","13.9"
"120","Chuba Hubbard","CAR","RB","1","2023","1","15","ATL","22","87","87.0","3.95","0","0","6","13.6","61","70.1","25.0","","27.3","63.6","0","","39","1.77","44.8","2.18","15","68.2","78","0","5.20","33.3","7","31.8","9","0","1.29","14.3","12.3","12.3","15.2","15.2"
"121","Rhamondre Stevenson","NE","RB","1","2023","1","9","WAS","9","87","87.0","9.67","1","0","3","11.1","64","73.6","0.0","11.1","55.6","44.4","3","0.33","81","9.00","93.1","0.67","6","66.7","83","1","13.83","66.7","3","33.3","4","0","1.33","33.3","22.9","22.9","13.6","13.6"
"122","Kyren Williams","LA","RB","1","2023","1","17","NYG","20","87","87.0","4.35","3","0","6","5.0","28","32.2","100.0","15.0","60.0","40.0","3","0.15","39","1.95","44.8","2.40","8","40.0","53","1","6.63","62.5","12","60.0","34","2","2.83","58.3","30.1","30.1","16.1","16.1"
"123","Joe Mixon","CIN","RB","1","2023","1","8","SF","16","87","87.0","5.44","1","0","4","6.3","20","23.0","100.0","6.3","56.3","37.5","5","0.31","62","3.88","71.3","1.56","6","37.5","36","0","6.00","66.7","10","62.5","51","1","5.10","50.0","20.0","20.0","15.1","15.1"
"124","Chuba Hubbard","CAR","RB","1","2023","1","14","NO","23","87","87.0","3.78","0","0","5","","0","","0.0","","52.2","47.8","5","0.22","52","2.26","59.8","1.52","19","82.6","77","0","4.05","52.6","4","17.4","10","0","2.50","50.0","11.6","11.6","13.2","13.2"
"125","Kenneth Walker","SEA","RB","1","2023","1","15","PHI","19","86","86.0","4.53","1","0","6","5.3","23","26.7","0.0","5.3","63.2","31.6","6","0.32","46","2.42","53.5","2.11","9","47.4","33","1","3.67","44.4","10","52.6","53","0","5.30","80.0","20.2","20.2","13.1","13.1"
"126","Saquon Barkley","NYG","RB","1","2023","1","14","GB","20","86","86.0","4.30","2","1","4","10.0","51","59.3","100.0","10.0","45.0","45.0","4","0.20","71","3.55","82.6","0.75","13","65.0","73","1","5.62","46.2","7","35.0","13","1","1.86","42.9","24.1","24.1","19.3","19.3"
"127","James Conner","ARZ","RB","1","2023","1","15","SF","14","86","86.0","6.14","1","0","5","7.1","44","51.2","66.7","7.1","71.4","35.7","4","0.29","70","5.00","81.4","1.14","6","42.9","17","1","2.83","66.7","8","57.1","69","0","8.63","75.0","17.9","17.9","13.1","13.1"
"128","Raheem Mostert","MIA","RB","1","2023","1","11","LV","22","86","86.0","3.91","0","0","6","","0","","0.0","","54.5","36.4","2","0.09","60","2.73","69.8","1.18","16","72.7","64","0","4.00","62.5","6","27.3","22","0","3.67","33.3","10.3","10.3","14.2","14.2"
"129","Christian McCaffrey","SF","RB","1","2023","1","3","NYG","18","85","85.0","4.72","1","0","4","","0","","100.0","5.6","72.2","27.8","5","0.28","43","2.39","50.6","2.33","11","61.1","50","1","4.55","81.8","7","38.9","35","0","5.00","57.1","22.9","22.9","22.3","22.3"
"130","Javonte Williams","DEN","RB","1","2023","1","8","KC","27","85","85.0","3.15","0","0","4","3.7","15","17.6","0.0","","44.4","48.1","4","0.15","61","2.26","71.8","0.89","9","33.3","40","0","4.44","77.8","18","66.7","45","0","2.50","27.8","18.8","18.8","21.4","21.4"
"131","Raheem Mostert","MIA","RB","1","2023","1","9","KC","12","85","85.0","7.08","1","1","4","16.7","44","51.8","0.0","8.3","58.3","41.7","1","0.08","51","4.25","60.0","2.83","10","83.3","80","1","8.00","60.0","2","16.7","5","0","2.50","50.0","14.5","14.5","7.9","7.9"
"132","David Montgomery","DET","RB","1","2023","1","15","DEN","17","85","85.0","5.00","0","0","5","","0","","0.0","","58.8","35.3","1","0.06","53","3.12","62.4","1.88","12","70.6","63","0","5.25","66.7","5","29.4","22","0","4.40","40.0","10.2","10.2","12.4","12.4"
"133","Rachaad White","TB","RB","1","2023","1","13","CAR","20","84","84.0","4.20","1","0","3","5.0","30","35.7","100.0","5.0","45.0","55.0","3","0.15","33","1.65","39.3","2.55","12","60.0","34","0","2.83","41.7","8","40.0","50","1","6.25","50.0","19.6","19.6","20.2","20.2"
"134","Jerome Ford","CLV","RB","1","2023","1","6","SF","17","84","84.0","4.94","0","0","3","5.9","22","26.2","0.0","","47.1","29.4","7","0.41","59","3.47","70.2","1.47","7","41.2","22","0","3.14","42.9","10","58.8","62","0","6.20","50.0","11.1","11.1","10.7","10.7"
"135","Breece Hall","NYJ","RB","1","2023","1","17","CLV","13","84","84.0","6.46","0","0","4","15.4","42","50.0","0.0","","69.2","30.8","2","0.15","63","4.85","75.0","1.62","7","53.8","37","0","5.29","57.1","6","46.2","47","0","7.83","83.3","27.6","27.6","19.9","19.9"
"136","D'Onta Foreman","CHI","RB","1","2023","1","9","NO","20","83","83.0","4.15","0","0","2","5.0","22","26.5","0.0","","40.0","60.0","1","0.05","47","2.35","56.6","1.80","13","65.0","44","0","3.38","46.2","7","35.0","39","0","5.57","28.6","8.3","8.3","10.1","10.1"
"137","Chuba Hubbard","CAR","RB","1","2023","1","18","TB","23","83","83.0","3.61","0","0","6","4.3","17","20.5","0.0","","34.8","52.2","0","","39","1.70","47.0","1.91","7","30.4","29","0","4.14","28.6","16","69.6","54","0","3.38","37.5","11.2","11.2","13.2","13.2"
"138","Saquon Barkley","NYG","RB","1","2023","1","11","WAS","14","83","83.0","5.93","0","0","3","14.3","67","80.7","0.0","","35.7","71.4","1","0.07","33","2.36","39.8","3.57","8","57.1","35","0","4.38","25.0","6","42.9","48","0","8.00","50.0","30.0","30.0","16.6","16.6"
"139","Javonte Williams","DEN","RB","1","2023","1","7","GB","15","82","82.0","5.47","0","0","4","13.3","36","43.9","0.0","","33.3","53.3","7","0.47","77","5.13","93.9","0.33","10","66.7","44","0","4.40","30.0","5","33.3","38","0","7.60","40.0","12.6","12.6","14.7","14.7"
"140","Najee Harris","PIT","RB","1","2023","1","10","GB","16","82","82.0","5.13","1","0","4","6.3","24","29.3","100.0","6.3","43.8","37.5","1","0.06","35","2.19","42.7","2.94","11","68.8","66","1","6.00","54.5","5","31.3","16","0","3.20","20.0","18.6","18.6","15.7","15.7"
"141","Jalen Hurts","PHI","QB","1","2023","1","15","SEA","13","82","82.0","6.31","2","0","8","7.7","20","24.4","50.0","15.4","76.9","15.4","0","","10","0.77","12.2","1.54","4","30.8","24","0","6.00","50.0","0","","0","0","","","23.9","23.9","11.3","11.3"
"142","Raheem Mostert","MIA","RB","1","2023","1","3","DEN","13","82","82.0","6.31","3","0","5","23.1","52","63.4","66.7","23.1","69.2","23.1","9","0.69","49","3.77","59.8","2.54","9","69.2","75","1","8.33","77.8","4","30.8","7","2","1.75","50.0","45.2","45.2","21.5","21.5"
"143","Josh Allen","BUF","QB","1","2023","1","12","PHI","9","81","81.0","9.00","2","0","7","33.3","50","61.7","0.0","22.2","77.8","","2","0.22","31","3.44","38.3","1.00","0","","0","0","","","2","22.2","16","1","8.00","100.0","40.7","40.7","3.7","3.7"
"144","Joe Mixon","CIN","RB","1","2023","1","5","ARZ","25","81","81.0","3.24","0","0","5","","0","","100.0","","40.0","48.0","1","0.04","48","1.92","59.3","1.32","17","68.0","52","0","3.06","35.3","8","32.0","29","0","3.63","50.0","13.4","13.4","31.8","31.8"
"145","Dameon Pierce","HST","RB","1","2023","1","4","PIT","24","81","81.0","3.38","0","0","4","","0","","50.0","","37.5","50.0","9","0.38","65","2.71","80.2","0.67","14","58.3","31","0","2.21","28.6","10","41.7","50","0","5.00","50.0","11.8","11.8","19.6","19.6"
"146","Alexander Mattison","MIN","RB","1","2023","1","11","DEN","18","81","81.0","4.50","0","1","3","11.1","30","37.0","100.0","","50.0","50.0","7","0.39","53","2.94","65.4","1.56","7","38.9","20","0","2.86","42.9","11","61.1","61","0","5.55","54.5","8.0","8.0","15.7","15.7"
"147","D'Andre Swift","PHI","RB","1","2023","1","12","BUF","14","80","80.0","5.71","0","0","2","14.3","52","65.0","50.0","","42.9","57.1","1","0.07","27","1.93","33.8","3.79","12","85.7","42","0","3.50","41.7","2","14.3","38","0","19.00","50.0","9.4","9.4","9.1","9.1"
"148","Gus Edwards","BLT","RB","1","2023","1","8","ARZ","19","80","80.0","4.21","3","0","7","","0","","100.0","15.8","73.7","21.1","4","0.21","47","2.47","58.8","1.74","9","47.4","44","0","4.89","77.8","10","52.6","36","3","3.60","70.0","29.4","29.4","19.6","19.6"
"149","Derrick Henry","TEN","RB","1","2023","1","2","LAC","25","80","80.0","3.20","1","0","5","4.0","23","28.8","100.0","4.0","52.0","44.0","3","0.12","59","2.36","73.8","0.84","7","28.0","30","0","4.29","42.9","18","72.0","50","1","2.78","55.6","18.5","18.5","24.7","24.7"
"150","Jahmyr Gibbs","DET","RB","1","2023","1","16","MIN","15","80","80.0","5.33","2","1","3","6.7","18","22.5","40.0","13.3","53.3","33.3","4","0.27","57","3.80","71.3","1.53","9","60.0","53","2","5.89","77.8","6","40.0","27","0","4.50","16.7","25.0","25.0","20.5","20.5"
"151","D'Onta Foreman","CHI","RB","1","2023","1","10","CAR","21","80","80.0","3.81","1","0","6","","0","","50.0","4.8","57.1","33.3","3","0.14","56","2.67","70.0","1.14","11","52.4","48","1","4.36","63.6","10","47.6","32","0","3.20","50.0","17.2","17.2","14.6","14.6"
"152","Jahmyr Gibbs","DET","RB","1","2023","1","3","ATL","17","80","80.0","4.71","0","0","3","5.9","21","26.3","50.0","","35.3","52.9","7","0.41","44","2.59","55.0","2.12","5","29.4","21","0","4.20","20.0","12","70.6","59","0","4.92","41.7","9.2","9.2","13.5","13.5"
"153","Ezekiel Elliott","NE","RB","1","2023","1","3","NYJ","16","80","80.0","5.00","0","0","4","","0","","0.0","","43.8","43.8","1","0.06","37","2.31","46.3","2.69","6","37.5","31","0","5.17","50.0","10","62.5","49","0","4.90","40.0","9.7","9.7","8.7","8.7"
"154","Alvin Kamara","NO","RB","1","2023","1","5","NE","22","80","80.0","3.64","1","0","5","","0","","100.0","4.5","45.5","50.0","0","","39","1.77","48.8","1.86","18","81.8","64","1","3.56","50.0","4","18.2","16","0","4.00","25.0","18.7","18.7","19.9","19.9"
"155","Saquon Barkley","NYG","RB","1","2023","1","16","PHI","23","80","80.0","3.48","1","0","5","","0","","0.0","4.3","47.8","47.8","1","0.04","48","2.09","60.0","1.39","16","69.6","67","1","4.19","56.3","7","30.4","13","0","1.86","28.6","19.4","19.4","19.3","19.3"
"156","Devin Singletary","HST","RB","1","2023","1","17","TEN","16","80","80.0","5.00","0","0","7","6.3","24","30.0","0.0","","75.0","25.0","2","0.13","36","2.25","45.0","2.75","7","43.8","41","0","5.86","71.4","8","50.0","37","0","4.63","75.0","11.6","11.6","11.9","11.9"
"157","Elijah Mitchell","SF","RB","1","2023","1","17","WAS","17","80","80.0","4.71","1","0","4","5.9","15","18.8","66.7","5.9","58.8","41.2","4","0.24","47","2.76","58.8","1.94","14","82.4","74","1","5.29","71.4","3","17.6","6","0","2.00","","14.0","14.0","16.6","16.6"
"158","Kenneth Walker","SEA","RB","1","2023","1","4","NYG","17","79","79.0","4.65","1","0","4","11.8","47","59.5","100.0","5.9","47.1","35.3","7","0.41","63","3.71","79.7","0.94","10","58.8","22","1","2.20","40.0","6","35.3","52","0","8.67","50.0","13.9","13.9","14.4","14.4"
"159","Tony Pollard","DAL","RB","1","2023","1","12","WAS","13","79","79.0","6.08","1","0","3","7.7","27","34.2","0.0","7.7","61.5","38.5","3","0.23","52","4.00","65.8","2.08","8","61.5","47","1","5.88","50.0","5","38.5","32","0","6.40","80.0","22.3","22.3","14.6","14.6"
"160","Javonte Williams","DEN","RB","1","2023","1","10","BUF","21","79","79.0","3.76","0","0","2","","0","","0.0","","38.1","47.6","1","0.05","55","2.62","69.6","1.14","11","52.4","46","0","4.18","36.4","10","47.6","33","0","3.30","40.0","21.0","21.0","18.8","18.8"
"161","Joe Mixon","CIN","RB","1","2023","1","14","IND","21","79","79.0","3.76","1","0","4","4.8","18","22.8","83.3","4.8","52.4","38.1","1","0.05","47","2.24","59.5","1.52","7","33.3","13","0","1.86","28.6","13","61.9","63","1","4.85","61.5","21.5","21.5","29.3","29.3"
"162","Travis Etienne","JAX","RB","1","2023","1","8","PIT","24","79","79.0","3.29","0","0","5","","0","","0.0","","41.7","50.0","6","0.25","40","1.67","50.6","1.63","10","41.7","42","0","4.20","40.0","14","58.3","37","0","2.64","42.9","25.9","25.9","20.6","20.6"
"163","Rico Dowdle","DAL","RB","1","2023","1","10","NYG","12","79","79.0","6.58","1","0","5","16.7","38","48.1","25.0","8.3","50.0","41.7","5","0.42","59","4.92","74.7","1.67","6","50.0","36","1","6.00","50.0","5","41.7","44","0","8.80","60.0","13.9","13.9","8.9","8.9"
"164","Najee Harris","PIT","RB","1","2023","1","16","CIN","19","78","78.0","4.11","1","0","5","","0","","100.0","5.3","63.2","26.3","0","","47","2.47","60.3","1.63","8","42.1","26","0","3.25","50.0","11","57.9","52","1","4.73","72.7","13.8","13.8","10.1","10.1"
