"#","ID","NAME","POS","TEAM","OVERALL","POSITION","ADP"
"97","1121761","Brock Purdy","QB","SF","97","QB13","97.9"
"98","1172401","RJ Harvey","RB","DEN","98","RB33","85.7"
"99","880151","Jakobi Meyers","WR","JAX","99","WR46","110.8"
"100","1286260","Jaxson Dart","QB","NYG","100","QB14","101.9"
"101","1164875","Wan'Dale Robinson","WR","TEN","101","WR47","107.4"
"102","1394752","Harold Fannin Jr.","TE","CLV","102","TE8","101.7"
"103","1250886","Kyle Monangai","RB","CHI","103","RB34","98.9"
"104","727837","Jared Goff","QB","DET","104","QB15","104.0"
"105","1229540","Blake Corum","RB","LA","105","RB35","102.6"
"106","1161416","Ricky Pearsall","WR","SF","106","WR48","105.0"
"107","733672","George Kittle","TE","SF","107","TE9","104.7"
"108","879799","Kyler Murray","QB","MIN","108","QB16","111.1"
"109","741314","Aaron Jones","RB","MIN","109","RB36","119.0"
"110","1161899","Bo Nix","QB","DEN","110","QB17","113.1"
"111","912137","Jordan Love","QB","GB","111","QB18","112.2"
"112","1326601","Jonathon Brooks","RB","CAR","112","RB37","100.6"
"113","1110306","Tyler Shough","QB","NO","113","QB19","117.2"
"114","448240","Travis Kelce","TE","KC","114","TE10","117.9"
"115","1326638","Xavier Worthy","WR","KC","115","WR49","108.6"
"116","791365","Dallas Goedert","TE","PHI","116","TE11","123.9"
"117","1122653","Romeo Doubs","WR","NE","117","WR50","120.3"
"118","1229343","Rachaad White","RB","WAS","118","RB38","112.0"
"119","976513","J.K. Dobbins","RB","DEN","119","RB39","106.9"
"120","748070","Baker Mayfield","QB","TB","120","QB20","121.3"
"121","1441576","KC Concepcion","WR","CLV","121","WR51","126.2"
"122","1379267","Matthew Golden","WR","GB","122","WR52","115.2"
"123","976323","Malik Willis","QB","MIA","123","QB21","129.8"
"124","1135513","Dalton Kincaid","TE","BUF","124","TE12","113.9"
"125","1065361","Jake Ferguson","TE","DAL","125","TE13","128.3"
"126","1125111","Isaiah Likely","TE","NYG","126","TE14","121.9"
"127","820699","Mark Andrews","TE","BLT","127","TE15","131.7"
"128","1274492","Jayden Higgins","WR","HST","128","WR53","131.1"
"129","1130603","Khalil Shakir","WR","BUF","129","WR54","122.7"
"130","880026","Sam Darnold","QB","SEA","130","QB22","136.3"
"131","1214084","C.J. Stroud","QB","HST","131","QB23","140.1"
"132","694041","Stefon Diggs","WR","FA","132","WR55","135.7"
"133","1218753","Jalen Coker","WR","CAR","133","WR56","127.5"
"134","1164940","Brenton Strange","TE","JAX","134","TE16","147.9"
"135","1213726","Jalen McMillan","WR","TB","135","WR57","140.3"
"136","1106832","Isiah Pacheco","RB","DET","136","RB40","143.8"
"137","1394825","Omar Cooper Jr.","WR","NYJ","137","WR58","150.1"
"138","1228691","Cam Ward","QB","TEN","138","QB24","138.4"
"139","1444547","Kenyon Sadiq","TE","NYJ","139","TE17","159.5"
"140","1109708","Tyrone Tracy Jr.","RB","NYG","140","RB41","132.6"
"141","1325624","Oronde Gadsden II","TE","LAC","141","TE18","145.0"
"142","923412","Rashid Shaheed","WR","SEA","142","WR59","143.1"
"143","884609","Juwan Johnson","TE","NO","143","TE19","150.9"
"144","1106374","Chig Okonkwo","TE","WAS","144","TE20","140.8"
"145","744425","Hunter Henry","TE","NE","145","TE21","155.4"
"146","867009","Jauan Jennings","WR","MIN","146","WR60","151.7"
"147","879981","Daniel Jones","QB","IND","147","QB25","143.1"
"148","1378290","Antonio Williams","WR","WAS","148","WR61","168.5"
"149","1164979","Tre Tucker","WR","LV","149","WR62","159.3"
"150","923915","T.J. Hockenson","TE","MIN","150","TE22","163.3"
"151","1164530","Zach Charbonnet","RB","SEA","151","RB42","145.9"
"152","1213257","Bryce Young","QB","CAR","152","QB26","149.6"
"153","1393832","Ryan Flournoy","WR","DAL","153","WR63","165.0"
"154","830523","Dalton Schultz","TE","HST","154","TE23","171.1"
"155","1113403","Chris Rodriguez Jr.","RB","JAX","155","RB43","137.6"
"156","1231652","Woody Marks","RB","HST","156","RB44","145.5"
"157","1116001","Jordan Mason","RB","MIN","157","RB45","128.9"
"158","1126817","Jalen Nailor","WR","LV","158","WR64","152.5"
"159","1191186","Jacory Croskey-Merritt","RB","WAS","159","RB46","123.7"
"160","1169430","Tyjae Spears","RB","TEN","160","RB47","156.0"
"161","1222789","Keaton Mitchell","RB","LAC","161","RB48","141.3"
"162","1399910","Dylan Sampson","RB","CLV","162","RB49","171.9"
"163","835749","Deebo Samuel Sr.","WR","FA","163","WR65","177.0"
"164","1379904","Denzel Boston","WR","CLV","164","WR66","164.0"
"165","513856","Geno Smith","QB","NYJ","165","QB27","180.4"
"166","1285908","Adonai Mitchell","WR","NYJ","166","WR67","175.5"
"167","607047","Jacoby Brissett","QB","ARZ","167","QB28","167.1"
"168","973966","Brian Robinson","RB","ATL","168","RB50","175.1"
"169","1286438","Gunnar Helm","TE","TEN","169","TE24","181.3"
"170","973935","Jerry Jeudy","WR","CLV","170","WR68","184.5"
"171","1229503","AJ Barner","TE","SEA","171","TE25","185.0"
"172","1131198","Tyler Allgeier","RB","ARZ","172","RB51","158.5"
"173","1128085","Greg Dulcich","TE","MIA","173","TE26","173.5"
"174","1049263","Cade Otton","TE","TB","174","TE27","186.9"
"175","1173255","Malik Washington","WR","MIA","175","WR69","161.0"
"176","213957","Aaron Rodgers","QB","PIT","176","QB29","163.5"
"177","698227","Cooper Kupp","WR","SEA","177","WR70","199.6"
"178","1116662","Pat Freiermuth","TE","PIT","178","TE28","198.8"
"179","1380613","Germie Bernard","WR","PIT","179","WR71","192.4"
"180","1172428","Dontayvion Wicks","WR","PHI","180","WR72","195.5"
"181","1399275","Travis Hunter","WR","JAX","181","WR73","156.3"
"182","1441362","Isaac TeSlaa","WR","DET","182","WR74","170.4"
"183","1441110","Zachariah Branch","WR","ATL","183","WR75","188.8"
"184","1400786","Fernando Mendoza","QB","LV","184","QB30","169.3"
"185","750846","Alvin Kamara","RB","NO","185","RB52","163.7"
"186","1380594","Jonah Coleman","RB","DEN","186","RB53","168.6"
"187","1215035","Tank Bigsby","RB","PHI","187","RB54","175.9"
"188","1214633","Tre Harris","WR","LAC","188","WR76","177.5"
"189","1286818","De'Zhaun Stribling","WR","SF","189","WR77","182.9"
"190","1060312","Colby Parkinson","TE","LA","190","TE29","202.8"
"191","884013","Calvin Ridley","WR","TEN","191","WR78","191.5"
"192","1379259","Kaytron Allen","RB","WAS","192","RB55","201.5"
"193","1389700","Chris Bell","WR","MIA","193","WR79","214.3"
"194","923109","Justice Hill","RB","BLT","194","RB56","211.4"
"195","836152","Mike Gesicki","TE","CIN","195","TE30","213.4"
"196","1289428","Mike Washington Jr.","RB","LV","196","RB57","209.1"
"197","1286179","Terrance Ferguson","TE","LA","197","TE31","200.3"
"198","1228633","Sean Tucker","RB","TB","198","RB58","184.2"
"199","1128222","Tank Dell","WR","HST","199","WR80","187.8"
"200","749185","Evan Engram","TE","DEN","200","TE32","221.2"
"201","865801","Christian Kirk","WR","SF","201","WR81","208.4"
"202","832098","David Njoku","TE","LAC","202","TE33","197.8"
"203","557210","Keenan Allen","WR","LAC","203","WR82","227.9"
"204","1286370","Jaylin Noel","WR","HST","204","WR83","224.5"
"205","1165229","Ray Davis","RB","BUF","205","RB59","199.2"
"206","1392584","Elijah Sarratt","WR","BLT","206","WR84","221.7"
"207","1400788","Chris Brazzell II","WR","CAR","207","WR85","226.3"
"208","1319589","Malachi Fields","WR","NYG","208","WR86","215.6"
"209","973947","Tua Tagovailoa","QB","ATL","209","QB31","194.4"
"210","1379251","Emmett Johnson","RB","KC","210","RB60","197.0"
"211","1213362","Kayshon Boutte","WR","NE","211","WR87","207.9"
"212","1521285","Ted Hurst III","WR","TB","212","WR88","206.8"
"213","1232592","Michael Mayer","TE","LV","213","TE34","229.3"
"214","877784","Ty Johnson","RB","BUF","214","RB61","228.2"
"215","1180625","George Holani","RB","SEA","215","RB62","216.2"
"216","1286176","Troy Franklin","WR","DEN","216","WR89","218.1"
"217","1394798","Caleb Douglas","WR","MIA","217","WR90","229.4"
"218","912027","Darnell Mooney","WR","NYG","218","WR91","219.4"
"219","1108208","Rashod Bateman","WR","BLT","219","WR92","227.1"
"220","1303569","DJ Giddens","RB","IND","220","RB63","228.8"
"221","865958","KaVontae Turpin","WR","DAL","221","WR93","228.3"
"222","1286065","Eli Stowers","TE","PHI","222","TE35","213.6"
"223","1399272","Kevin Coleman Jr.","WR","MIA","223","WR94","227.7"
"224","820734","Samaje Perine","RB","CIN","224","RB64","225.3"
"225","880557","Darius Slayton","WR","NYG","225","WR95","227.6"
"226","1398153","Zavion Thomas","WR","CHI","226","WR96","229.4"
"227","1110301","Tyquan Thornton","WR","KC","227","WR97","224.7"
"228","1305866","Pat Bryant","WR","DEN","228","WR98","224.0"
"229","1326628","Ja'Tavion Sanders","TE","CAR","229","TE36","230.2"
"230","1378898","Jaydon Blue","RB","DAL","230","RB65","207.2"
"231","1322431","Keon Coleman","WR","BUF","231","WR99","213.3"
"232","1124851","Andrei Iosivas","WR","CIN","232","WR100","228.5"
"233","742390","James Conner","RB","ARZ","233","RB66","225.0"
"234","1325016","Bryce Lance","WR","NO","234","WR101","228.1"
"235","828743","Deshaun Watson","QB","CLV","235","QB32","215.6"
"236","883976","Olamide Zaccheaus","WR","ATL","236","WR102","228.4"
"237","1447759","Emanuel Wilson","RB","SEA","237","RB67","220.7"
"238","1325234","Skyler Bell","WR","BUF","238","WR103","230.0"
"239","1223393","Tory Horton","WR","SEA","239","WR104","223.7"
"240","1458888","Ja'Kobi Lane","WR","BLT","240","WR105","230.3"
"241","1400657","Jordan James","RB","SF","241","RB68","221.9"
"242","1390910","Demond Claiborne","RB","MIN","242","RB69","220.3"
"243","1395319","Elic Ayomanor","WR","TEN","243","WR106","228.8"
"244","1272321","Shedeur Sanders","QB","CLV","244","QB33","216.9"
"245","1381263","Mason Taylor","TE","NYJ","245","TE37","230.1"
"246","1107478","Michael Penix Jr.","QB","ATL","246","QB34","223.3"
"247","403308","Kirk Cousins","QB","LV","247","QB35","220.9"
"248","1127065","Chris Brooks","RB","GB","248","RB70","227.7"
"249","1382670","Cyrus Allen","WR","KC","249","WR107","227.8"
"250","1215772","Kaelon Black","RB","SF","250","RB71","224.3"
"251","1286046","Jack Bech","WR","LV","251","WR108","229.0"
"252","1226616","CJ Daniels","WR","LA","252","WR109","227.8"
"253","1287599","J.J. McCarthy","QB","MIN","253","QB36","226.9"
"254","1441191","Malik Benson","WR","LV","254","WR110","228.3"
"255","1287798","Deion Burks","WR","IND","255","WR111","231.8"
