"RK","Name","POS","Team","Bye","POS","ADP","FPTS","G","FPTS/G","TIER","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","TGT","REC","YDS","TD","UP","DOWN","MOVE","TARGET","WIN"
"320","Isaiah Williams","WR","NYJ","13","-","1795.0","36.8","14","2.63","16","0","0","0","0","0","1.6","9.3","0.0","21.8","16.0","141.1","1.0","-","-","-","-","-"
"321","Kaelon Black","RB","SF","8","RB97","999.0","36.5","15","2.43","15","0","0","0","0","0","42.0","178.1","0.9","8.3","6.9","55.5","0.2","-","-","-","-","-"
"322","Marcus Mariota","QB","WAS","7","QB111","999.0","36.2","2","18.08","13","63","39","466","2.9","2","10.4","59.4","0.4","-","-","-","-","-","-","-","-","-"
"323","Mo Alie-Cox","TE","IND","13","TE100","999.0","35.9","15","2.39","10","0","0","0","0","0","-","-","-","21.3","15.3","132.1","1.2","-","-","-","-","-"
"324","Xavier Smith","WR","LA","11","WR129","999.0","35.5","15","2.37","16","0","0","0","0","0","-","-","-","19.1","12.7","177.7","0.8","-","-","-","-","-"
"325","Kimani Vidal","RB","LAC","7","RB59","181.1","34.9","14","2.49","15","0","0","0","0","0","34.7","111.1","0.8","11.8","9.6","72.9","0.4","-","-","-","-","-"
"326","Will Shipley","RB","PHI","10","RB113","999.0","34.6","15","2.31","15","0","0","0","0","0","25.1","103.0","0.5","12.9","10.6","87.3","0.4","-","-","-","-","-"
"327","Ashton Dulin","WR","IND","13","WR178","999.0","34.5","15","2.30","16","0","0","0","0","0","3.9","24.5","0.0","16.1","10.1","172.8","0.8","-","-","-","-","-"
"328","Ben Sinnott","TE","WAS","7","TE44","999.0","34.4","15","2.30","10","0","0","0","0","0","-","-","-","18.0","13.5","138.9","1.2","-","-","-","-","-"
"329","MarShawn Lloyd","RB","GB","11","RB112","999.0","34.3","6","5.72","15","0","0","0","0","0","32.0","136.9","0.8","9.4","7.6","62.8","0.3","-","-","-","-","-"
"330","Luke Schoonmaker","TE","DAL","14","TE65","999.0","34.2","15","2.28","10","0","0","0","0","0","-","-","-","19.2","14.1","133.8","1.1","-","-","-","-","-"
"331","Tip Reiman","TE","ARZ","14","TE61","999.0","34.1","15","2.28","10","0","0","0","0","0","-","-","-","14.6","10.7","163.0","1.2","-","-","-","-","-"
"332","John Metchie III","WR","CAR","5","WR217","999.0","33.9","14","2.42","16","0","0","0","0","0","-","-","-","23.9","16.4","129.4","0.8","-","-","-","-","-"
"333","Brock Wright","TE","DET","6","TE141","999.0","33.4","15","2.22","10","0","0","0","0","0","-","-","-","19.2","14.8","121.3","1.1","-","-","-","-","-"
"334","Tyson Bagent","QB","CHI","10","QB47","999.0","33.3","2","16.67","13","64","42","444","2.7","1","8.6","45.8","0.3","-","-","-","-","-","-","-","-","-"
"335","Tanner McKee","QB","PHI","10","QB76","999.0","33.3","2","16.67","13","72","45","495","3.1","2","5.9","22.3","0.1","-","-","-","-","-","-","-","-","-"
"336","Cedric Tillman","WR","CLV","11","WR149","999.0","32.8","13","2.52","17","0","0","0","0","0","-","-","-","19.5","12.1","160.2","0.8","-","-","-","-","-"
"337","Josh Johnson","QB","CIN","6","QB82","999.0","32.7","2","16.35","13","66","42","468","2.7","2","7.1","39.1","0.3","-","-","-","-","-","-","-","-","-"
"338","Joe Milton III","QB","DAL","14","QB49","999.0","32.5","2","16.24","13","59","38","426","2.4","2","10.2","56.6","0.4","-","-","-","-","-","-","-","-","-"
"339","Max Klare","TE","LA","11","TE33","248.8","32.3","15","2.15","10","0","0","0","0","0","-","-","-","18.3","13.0","128.1","1.1","-","-","-","-","-"
"340","Justin Joly","TE","DEN","10","TE206","999.0","32.2","15","2.15","10","0","0","0","0","0","-","-","-","16.9","12.3","136.8","1.1","-","-","-","-","-"
"341","Mac Jones","QB","SF","8","QB62","999.0","31.9","2","15.97","13","65","43","460","3.0","2","6.0","20.1","0.2","-","-","-","-","-","-","-","-","-"
"342","Emari Demercado","RB","KC","5","RB121","999.0","31.9","10","3.19","15","0","0","0","0","0","25.5","105.8","0.6","10.5","8.3","71.2","0.4","-","-","-","-","-"
"343","Sam Roush","TE","CHI","10","TE162","999.0","31.4","15","2.09","10","0","0","0","0","0","-","-","-","18.4","13.2","121.3","1.0","-","-","-","-","-"
"344","Mitchell Trubisky","QB","TEN","9","QB69","999.0","30.4","2","15.18","13","66","43","458","2.7","2","6.5","26.3","0.2","-","-","-","-","-","-","-","-","-"
"345","Rasheen Ali","RB","BLT","13","RB117","999.0","30.1","14","2.15","15","0","0","0","0","0","15.6","68.2","0.3","11.5","9.3","92.0","0.5","-","-","-","-","-"
"346","Jake Browning","QB","TB","10","QB58","999.0","30.1","2","15.06","13","64","42","453","2.9","2","5.8","25.3","0.1","-","-","-","-","-","-","-","-","-"
"347","Nate Boerkircher","TE","JAX","7","TE157","999.0","30.0","15","2.00","10","0","0","0","0","0","-","-","-","16.2","12.0","120.1","1.0","-","-","-","-","-"
"348","John Bates","TE","WAS","7","TE129","999.0","29.8","15","1.99","10","0","0","0","0","0","-","-","-","16.2","12.2","117.6","1.0","-","-","-","-","-"
"349","Tyrod Taylor","QB","GB","11","QB80","999.0","29.8","2","14.90","13","55","34","375","2.1","2","10.7","61.9","0.4","-","-","-","-","-","-","-","-","-"
"350","Nick Mullens","QB","JAX","7","QB67","999.0","29.3","2","14.65","13","64","42","466","2.8","3","4.4","13.3","0.2","-","-","-","-","-","-","-","-","-"
"351","Trey Lance","QB","LAC","7","QB86","999.0","29.3","2","14.64","13","58","34","373","1.8","2","13.0","70.7","0.3","-","-","-","-","-","-","-","-","-"
"352","Sean Tucker","RB","TB","10","RB63","192.8","29.3","14","2.09","15","0","0","0","0","0","35.3","147.1","1.2","5.0","3.9","25.7","0.2","-","-","-","-","-"
"353","Spencer Rattler","QB","NO","8","QB51","999.0","29.2","2","14.59","13","70","45","453","2.2","2","7.3","35.4","0.1","-","-","-","-","-","-","-","-","-"
"354","Cade Stover","TE","HST","8","TE38","999.0","29.1","15","1.94","10","0","0","0","0","0","-","-","-","19.5","14.6","99.8","0.8","-","-","-","-","-"
"355","Zavier Scott","RB","MIN","6","RB120","999.0","29.1","13","2.24","15","0","0","0","0","0","27.1","109.0","0.5","8.9","7.3","63.3","0.3","-","-","-","-","-"
"356","Teddy Bridgewater","QB","DET","6","QB113","999.0","29.1","2","14.54","13","64","41","448","2.6","1","4.5","17.5","0.1","-","-","-","-","-","-","-","-","-"
"357","Reggie Virgil","WR","ARZ","14","WR372","999.0","28.1","15","1.88","17","0","0","0","0","0","-","-","-","18.2","11.4","125.8","0.7","-","-","-","-","-"
"358","Adam Trautman","TE","DEN","10","TE88","999.0","27.9","15","1.86","10","0","0","0","0","0","-","-","-","14.2","10.7","121.2","0.9","-","-","-","-","-"
"359","Marlin Klein","TE","HST","8","TE158","999.0","27.8","15","1.85","10","0","0","0","0","0","-","-","-","18.3","13.3","97.2","0.8","-","-","-","-","-"
"360","Bo Melton","WR","GB","11","WR223","999.0","27.7","13","2.13","17","0","0","0","0","0","4.7","30.6","0.0","17.9","10.1","101.4","0.7","-","-","-","-","-"
"361","Deion Burks","WR","IND","13","-","2000.0","27.6","14","1.97","17","0","0","0","0","0","-","-","-","14.6","9.6","143.4","0.6","-","-","-","-","-"
"362","Davis Mills","QB","HST","8","QB88","999.0","27.6","2","13.78","13","66","41","424","2.5","2","4.8","18.9","0.1","-","-","-","-","-","-","-","-","-"
"363","Jawhar Jordan","RB","HST","8","RB110","999.0","27.5","15","1.83","15","0","0","0","0","0","36.5","154.4","0.7","4.8","3.8","30.8","0.2","-","-","-","-","-"
"364","Jarrett Stidham","QB","DEN","10","QB57","999.0","27.5","2","13.75","13","59","36","387","2.1","2","9.3","41.8","0.3","-","-","-","-","-","-","-","-","-"
"365","Drew Lock","QB","SEA","11","QB60","999.0","27.3","2","13.63","13","62","39","438","2.3","2","5.0","23.7","0.1","-","-","-","-","-","-","-","-","-"
"366","Trey Benson","RB","ARZ","14","RB61","182.2","27.2","10","2.72","15","0","0","0","0","0","14.4","58.4","0.3","12.8","10.9","72.5","0.2","-","-","-","-","-"
"367","Jimmy Horn Jr.","WR","CAR","5","WR317","999.0","27.1","14","1.94","17","0","0","0","0","0","6.0","37.8","0.0","13.7","9.0","104.7","0.6","-","-","-","-","-"
"368","Quinn Ewers","QB","MIA","6","QB36","999.0","27.0","2","13.52","13","61","40","437","2.4","2","5.0","18.0","0.1","-","-","-","-","-","-","-","-","-"
"369","Kenny Pickett","QB","CAR","5","QB84","999.0","27.0","2","13.49","13","62","40","402","2.4","2","5.7","25.8","0.1","-","-","-","-","-","-","-","-","-"
"370","Erick All","TE","CIN","6","TE45","999.0","26.9","8","3.36","10","0","0","0","0","0","-","-","-","13.3","10.2","114.1","0.9","-","-","-","-","-"
"371","Dont'e Thornton Jr.","WR","LV","13","WR320","999.0","26.4","15","1.76","17","0","0","0","0","0","-","-","-","16.2","10.0","125.2","0.7","-","-","-","-","-"
"372","Ty Simpson","QB","LA","11","QB33","241.8","26.4","2","13.21","13","60","37","398","2.3","2","4.5","27.1","0.1","-","-","-","-","-","-","-","-","-"
"373","Josh Whyle","TE","GB","11","TE72","999.0","26.1","15","1.74","10","0","0","0","0","0","-","-","-","15.9","11.9","93.4","0.8","-","-","-","-","-"
"374","Mitchell Tinsley","WR","CIN","6","WR125","999.0","25.9","15","1.72","17","0","0","0","0","0","-","-","-","15.5","9.6","111.0","0.9","-","-","-","-","-"
"375","Will Howard","QB","PIT","9","QB119","999.0","25.7","2","12.85","14","60","37","394","2.2","2","5.8","26.7","0.1","-","-","-","-","-","-","-","-","-"
"376","Dillon Gabriel","QB","CLV","11","QB40","999.0","24.7","2","12.36","14","64","40","376","2.1","2","4.4","28.6","0.1","-","-","-","-","-","-","-","-","-"
"377","Kyle Allen","QB","BUF","7","QB61","999.0","24.2","2","12.09","14","62","38","388","2.2","2","4.5","12.5","0.1","-","-","-","-","-","-","-","-","-"
"378","Eli Heidenreich","RB","PIT","9","RB93","999.0","24.2","15","1.61","16","0","0","0","0","0","17.7","75.0","0.4","9.3","7.6","56.9","0.2","-","-","-","-","-"
"379","Tommy DeVito","QB","NE","11","QB48","999.0","24.1","2","12.04","14","52","33","333","1.6","1","8.7","42.8","0.3","-","-","-","-","-","-","-","-","-"
"380","Tyler Huntley","QB","BLT","13","QB54","999.0","23.3","2","11.66","14","45","29","294","1.3","1","11.4","58.8","0.3","-","-","-","-","-","-","-","-","-"
"381","Tyler Conklin","TE","DET","6","TE75","999.0","23.0","15","1.53","10","0","0","0","0","0","-","-","-","12.7","9.8","102.1","0.5","-","-","-","-","-"
"382","Kendre Miller","RB","NO","8","RB70","224.8","22.9","10","2.29","16","0","0","0","0","0","24.9","102.4","0.5","5.3","4.4","43.2","0.2","-","-","-","-","-"
"383","Hunter Luepke","RB","DAL","14","-","2110.0","22.2","15","1.48","16","0","0","0","0","0","13.2","53.3","0.3","8.6","7.2","60.0","0.3","-","-","-","-","-"
"384","Brady Cook","QB","NYJ","13","QB107","999.0","21.8","2","10.88","14","63","38","386","1.7","2","5.4","19.5","0.1","-","-","-","-","-","-","-","-","-"
"385","Devontez Walker","WR","BLT","13","WR115","999.0","21.7","15","1.45","17","0","0","0","0","0","-","-","-","10.8","7.1","107.2","0.6","-","-","-","-","-"
"386","Mitchell Evans","TE","CAR","5","TE52","999.0","21.4","15","1.42","10","0","0","0","0","0","-","-","-","10.9","8.2","91.1","0.7","-","-","-","-","-"
"387","Dylan Laube","RB","LV","13","RB108","999.0","20.7","10","2.07","16","0","0","0","0","0","19.0","74.6","0.4","7.9","6.3","35.5","0.2","-","-","-","-","-"
"388","Roschon Johnson","RB","CHI","10","RB204","999.0","20.6","10","2.06","16","0","0","0","0","0","26.7","119.8","0.7","2.7","2.2","17.6","0.1","-","-","-","-","-"
"389","Durham Smythe","TE","BLT","13","TE74","999.0","20.5","15","1.37","10","0","0","0","0","0","-","-","-","10.5","7.9","90.4","0.6","-","-","-","-","-"
"390","Jerome Ford","RB","WAS","7","RB139","999.0","20.3","12","1.69","16","0","0","0","0","0","14.3","57.5","0.2","8.2","6.9","49.2","0.2","-","-","-","-","-"
"391","CJ Daniels","WR","LA","11","WR370","999.0","20.1","15","1.34","17","0","0","0","0","0","-","-","-","12.1","7.5","90.9","0.6","-","-","-","-","-"
"392","Brevyn Spann-Ford","TE","DAL","14","TE41","999.0","20.1","15","1.34","10","0","0","0","0","0","-","-","-","11.3","8.2","71.5","0.8","-","-","-","-","-"
"393","Jackson Hawes","TE","BUF","7","TE166","999.0","20.0","14","1.43","10","0","0","0","0","0","-","-","-","10.2","7.6","78.7","0.8","-","-","-","-","-"
"394","Jarquez Hunter","RB","LA","11","RB74","240.6","20.0","10","2.00","16","0","0","0","0","0","21.1","93.9","0.7","4.2","3.4","27.3","0.1","-","-","-","-","-"
"395","Raheim Sanders","RB","CLV","11","RB127","999.0","19.2","10","1.92","16","0","0","0","0","0","23.8","93.1","0.6","4.3","3.3","27.2","0.1","-","-","-","-","-"
"396","Tai Felton","WR","MIN","6","WR313","999.0","18.7","15","1.25","17","0","0","0","0","0","-","-","-","10.0","6.6","88.0","0.6","-","-","-","-","-"
"397","Ben Sims","TE","MIA","6","TE64","999.0","18.7","15","1.24","10","0","0","0","0","0","-","-","-","11.1","8.1","74.4","0.5","-","-","-","-","-"
"398","Alec Ingold","RB","LAC","7","-","2185.0","18.4","15","1.23","16","0","0","0","0","0","3.4","7.6","0.1","10.4","8.5","70.8","0.3","-","-","-","-","-"
"399","Andrew Ogletree","TE","IND","13","TE122","999.0","18.3","15","1.22","10","0","0","0","0","0","-","-","-","8.6","6.2","74.0","0.8","-","-","-","-","-"
"400","Julian Hill","TE","NE","11","TE49","999.0","18.2","15","1.22","10","0","0","0","0","0","-","-","-","11.5","8.6","65.3","0.5","-","-","-","-","-"
"401","Devin Neal","RB","NO","8","RB66","211.9","18.2","12","1.52","16","0","0","0","0","0","15.8","62.1","0.3","7.1","5.8","35.6","0.1","-","-","-","-","-"
"402","Kaleb Johnson","RB","PIT","9","RB68","217.5","18.1","14","1.29","16","0","0","0","0","0","25.1","100.6","0.4","3.6","2.9","22.5","0.1","-","-","-","-","-"
"403","Xavier Weaver","WR","ARZ","14","WR102","999.0","18.1","15","1.21","17","0","0","0","0","0","-","-","-","7.7","4.9","97.8","0.6","-","-","-","-","-"
"404","Arian Smith","WR","NYJ","13","WR318","999.0","18.0","15","1.20","17","0","0","0","0","0","2.5","13.4","0.0","10.1","6.5","72.0","0.5","-","-","-","-","-"
"405","Ben Yurosek","TE","MIN","6","TE148","999.0","17.9","15","1.19","10","0","0","0","0","0","-","-","-","14.9","11.0","42.9","0.5","-","-","-","-","-"
"406","Demarcus Robinson","WR","SF","8","WR152","999.0","17.8","13","1.37","17","0","0","0","0","0","-","-","-","11.0","6.9","83.1","0.4","-","-","-","-","-"
"407","Charlie Woerner","TE","ATL","11","TE90","999.0","17.4","15","1.16","10","0","0","0","0","0","-","-","-","8.0","6.0","84.1","0.5","-","-","-","-","-"
"408","Seth McGowan","RB","IND","13","RB92","999.0","17.1","15","1.14","16","0","0","0","0","0","18.9","80.2","0.6","3.6","2.9","22.6","0.1","-","-","-","-","-"
"409","Brenen Thompson","WR","LAC","7","-","2240.0","17.0","15","1.13","17","0","0","0","0","0","-","-","-","9.4","5.8","83.6","0.5","-","-","-","-","-"
"410","Eric Saubert","TE","SEA","11","TE92","999.0","16.6","15","1.10","10","0","0","0","0","0","-","-","-","9.8","7.3","65.2","0.5","-","-","-","-","-"
"411","Davis Allen","TE","LA","11","TE70","999.0","15.3","15","1.02","10","0","0","0","0","0","-","-","-","8.7","6.4","53.7","0.6","-","-","-","-","-"
"412","KeAndre Lambert-Smith","WR","LAC","7","WR323","999.0","15.3","12","1.27","17","0","0","0","0","0","-","-","-","9.2","5.8","69.9","0.4","-","-","-","-","-"
"413","Kylen Granson","TE","TEN","9","TE136","999.0","15.2","15","1.01","10","0","0","0","0","0","-","-","-","8.9","6.7","55.1","0.5","-","-","-","-","-"
"414","Max Bredeson","RB","MIN","6","RB218","999.0","15.0","15","1.00","16","0","0","0","0","0","7.3","23.7","0.1","6.8","5.6","52.0","0.2","-","-","-","-","-"
"415","Adam Prentice","RB","DEN","10","-","2270.0","14.9","15","1.00","16","0","0","0","0","0","6.1","22.4","0.1","7.5","6.1","47.0","0.2","-","-","-","-","-"
"416","Luke Farrell","TE","SF","8","TE140","999.0","14.9","15","0.99","10","0","0","0","0","0","-","-","-","7.6","5.8","63.9","0.5","-","-","-","-","-"
"417","Jack Stoll","TE","CLV","11","TE142","999.0","14.7","15","0.98","10","0","0","0","0","0","-","-","-","7.9","5.6","57.1","0.6","-","-","-","-","-"
"418","Malik Benson","WR","LV","13","-","2285.0","14.5","15","0.96","17","0","0","0","0","0","-","-","-","9.1","5.6","66.7","0.4","-","-","-","-","-"
"419","Emmanuel Henderson Jr.","WR","SEA","11","-","2290.0","14.4","15","0.96","17","0","0","0","0","0","-","-","-","6.4","4.0","75.5","0.5","-","-","-","-","-"
"420","Kyle Williams","WR","NE","11","WR81","222.1","14.2","15","0.95","17","0","0","0","0","0","1.4","7.5","0.0","7.3","4.3","62.3","0.5","-","-","-","-","-"
"421","Pierre Strong","RB","GB","11","RB142","999.0","14.1","12","1.17","16","0","0","0","0","0","16.0","68.4","0.4","3.3","2.6","19.2","0.1","-","-","-","-","-"
"422","Riley Leonard","QB","IND","13","QB41","999.0","13.9","1","13.86","14","34","21","216","1.2","1","2.4","13.3","0.1","-","-","-","-","-","-","-","-","-"
"423","Will Kacmarek","TE","MIA","6","TE216","999.0","13.8","15","0.92","10","0","0","0","0","0","-","-","-","7.5","5.6","54.3","0.5","-","-","-","-","-"
"424","Phil Mafah","RB","DAL","14","RB78","999.0","13.1","10","1.31","16","0","0","0","0","0","16.2","67.0","0.4","2.3","1.9","14.7","0.1","-","-","-","-","-"
"425","Mason Tipton","WR","NO","8","WR101","999.0","13.0","14","0.93","17","0","0","0","0","0","2.2","11.3","0.0","8.7","5.5","45.6","0.3","-","-","-","-","-"
"426","Brenden Bates","TE","CLV","11","TE50","999.0","13.0","8","1.62","10","0","0","0","0","0","-","-","-","7.2","5.1","53.4","0.4","-","-","-","-","-"
"427","Johnny Mundt","TE","PHI","10","TE103","999.0","13.0","15","0.86","10","0","0","0","0","0","0.8","4.0","0.0","6.8","5.2","49.9","0.4","-","-","-","-","-"
"428","Jonathan Mingo","WR","DAL","14","WR145","999.0","12.7","10","1.27","17","0","0","0","0","0","-","-","-","9.7","5.7","46.3","0.4","-","-","-","-","-"
"429","Tanner Koziol","TE","JAX","7","TE208","999.0","12.6","14","0.90","10","0","0","0","0","0","-","-","-","6.5","4.8","50.4","0.5","-","-","-","-","-"
"430","Marquez Valdes-Scantling","WR","DAL","14","WR161","999.0","12.5","6","2.08","17","0","0","0","0","0","1.0","5.3","0.0","6.6","4.2","50.4","0.4","-","-","-","-","-"
"431","Nate Adkins","TE","DEN","10","TE47","999.0","12.5","14","0.89","10","0","0","0","0","0","-","-","-","6.9","5.2","45.0","0.5","-","-","-","-","-"
"432","Jeremy Ruckert","TE","NYJ","13","TE111","999.0","12.0","15","0.80","10","0","0","0","0","0","-","-","-","6.5","5.0","52.9","0.3","-","-","-","-","-"
"433","Jahdae Walker","WR","CHI","10","WR297","999.0","11.8","14","0.84","17","0","0","0","0","0","-","-","-","5.6","3.6","62.3","0.3","-","-","-","-","-"
"434","Nate Carter","RB","ATL","11","RB79","999.0","11.8","5","2.36","16","0","0","0","0","0","14.5","64.2","0.4","1.9","1.5","13.7","0.1","-","-","-","-","-"
"435","Foster Moreau","TE","HST","8","TE82","999.0","11.6","14","0.83","10","0","0","0","0","0","-","-","-","7.3","5.4","42.0","0.3","-","-","-","-","-"
"436","Austin Trammell","WR","JAX","7","WR269","999.0","11.1","10","1.11","17","0","0","0","0","0","-","-","-","6.8","4.2","50.9","0.3","-","-","-","-","-"
"437","Payne Durham","TE","TB","10","TE67","999.0","11.1","15","0.74","10","0","0","0","0","0","-","-","-","6.4","4.5","39.7","0.4","-","-","-","-","-"
"438","Anthony Gould","WR","IND","13","WR111","999.0","10.9","10","1.09","17","0","0","0","0","0","-","-","-","6.2","4.1","53.9","0.2","-","-","-","-","-"
"439","Tyrell Shavers","WR","BUF","7","WR122","999.0","10.7","5","2.13","17","0","0","0","0","0","-","-","-","5.3","3.5","53.0","0.3","-","-","-","-","-"
"440","Tylan Wallace","WR","CLV","11","WR263","999.0","10.5","14","0.75","17","0","0","0","0","0","-","-","-","5.3","3.2","55.3","0.3","-","-","-","-","-"
"441","Mecole Hardman","WR","BUF","7","WR171","999.0","10.5","10","1.05","17","0","0","0","0","0","2.4","14.2","0.0","5.3","3.5","39.9","0.2","-","-","-","-","-"
"442","Quintin Morris","TE","JAX","7","TE132","999.0","10.2","15","0.68","10","0","0","0","0","0","-","-","-","5.1","3.8","36.7","0.5","-","-","-","-","-"
"443","Kameron Johnson","WR","TB","10","WR99","999.0","10.1","10","1.01","17","0","0","0","0","0","-","-","-","6.2","3.5","47.2","0.3","-","-","-","-","-"
"444","Ja'Lynn Polk","WR","NO","8","WR121","999.0","10.1","13","0.78","17","0","0","0","0","0","-","-","-","6.3","4.2","41.9","0.3","-","-","-","-","-"
"445","Grant Calcaterra","TE","PHI","10","TE114","999.0","9.8","15","0.65","10","0","0","0","0","0","0.8","4.0","0.0","4.4","3.3","39.5","0.3","-","-","-","-","-"
"446","Myles Price","WR","MIN","6","WR294","999.0","9.7","14","0.69","17","0","0","0","0","0","-","-","-","5.6","3.6","39.5","0.4","-","-","-","-","-"
"447","Derius Davis","WR","LAC","7","WR148","999.0","9.5","12","0.79","17","0","0","0","0","0","5.5","32.7","0.2","2.7","1.8","23.2","0.2","-","-","-","-","-"
"448","Ben Skowronek","WR","PIT","9","WR267","999.0","9.5","14","0.68","17","0","0","0","0","0","-","-","-","6.8","4.4","37.2","0.2","-","-","-","-","-"
"449","Jordan Watkins","WR","SF","8","WR321","999.0","9.4","14","0.67","17","0","0","0","0","0","-","-","-","4.8","3.1","49.4","0.2","-","-","-","-","-"
"450","Dareke Young","WR","LV","13","WR227","999.0","9.3","10","0.93","17","0","0","0","0","0","-","-","-","5.4","3.4","45.0","0.2","-","-","-","-","-"
"451","Riley Nowakowski","TE","PIT","9","TE215","999.0","9.0","15","0.60","10","0","0","0","0","0","-","-","-","4.7","3.4","31.3","0.4","-","-","-","-","-"
"452","Andrew Beck","RB","NYJ","13","RB192","999.0","8.9","15","0.59","17","0","0","0","0","0","1.4","5.8","0.0","4.5","3.6","35.9","0.1","-","-","-","-","-"
"453","British Brooks","RB","HST","8","RB132","999.0","8.7","15","0.58","17","0","0","0","0","0","15.0","62.9","0.3","0.5","0.4","3.0","0.0","-","-","-","-","-"
"454","Lil'Jordan Humphrey","WR","DEN","10","WR172","999.0","8.6","10","0.86","17","0","0","0","0","0","-","-","-","4.9","3.1","36.0","0.3","-","-","-","-","-"
"455","Will Mallory","TE","IND","13","TE71","999.0","8.5","7","1.21","10","0","0","0","0","0","-","-","-","4.6","3.4","38.6","0.2","-","-","-","-","-"
"456","LaJohntay Wester","WR","BLT","13","WR324","999.0","8.5","14","0.61","17","0","0","0","0","0","-","-","-","3.7","2.3","42.9","0.3","-","-","-","-","-"
"457","Tim Patrick","WR","NYJ","13","WR157","999.0","8.3","5","1.67","17","0","0","0","0","0","0.8","4.7","0.0","3.6","2.2","36.8","0.3","-","-","-","-","-"
"458","Darius Cooper","WR","PHI","10","WR300","999.0","8.3","15","0.55","17","0","0","0","0","0","-","-","-","4.9","3.2","35.2","0.3","-","-","-","-","-"
"459","Teagan Quitoriano","TE","ARZ","14","TE119","999.0","8.3","10","0.83","10","0","0","0","0","0","-","-","-","4.5","3.3","32.7","0.3","-","-","-","-","-"
"460","Malachi Corley","WR","CLV","11","WR141","999.0","8.2","8","1.02","17","0","0","0","0","0","4.5","35.4","0.1","2.3","1.5","18.8","0.1","-","-","-","-","-"
"461","Jack Westover","TE","NE","11","TE59","999.0","7.9","15","0.53","10","0","0","0","0","0","-","-","-","5.0","3.7","20.1","0.4","-","-","-","-","-"
"462","Tim Jones","WR","JAX","7","WR272","999.0","7.7","10","0.77","17","0","0","0","0","0","-","-","-","4.5","2.9","35.2","0.2","-","-","-","-","-"
"463","Laquon Treadwell","WR","IND","13","WR212","999.0","7.7","10","0.77","17","0","0","0","0","0","-","-","-","4.6","3.0","36.9","0.2","-","-","-","-","-"
"464","Jeremy McNichols","RB","WAS","7","RB202","999.0","7.5","5","1.50","17","0","0","0","0","0","4.7","18.7","0.1","3.1","2.6","20.4","0.1","-","-","-","-","-"
"465","DeeJay Dallas","RB","JAX","7","RB189","999.0","7.5","10","0.75","17","0","0","0","0","0","7.0","28.8","0.1","1.8","1.5","17.2","0.1","-","-","-","-","-"
"466","Drake Dabney","TE","GB","11","TE151","999.0","7.3","7","1.04","10","0","0","0","0","0","0.4","1.9","0.0","3.6","2.5","27.5","0.3","-","-","-","-","-"
"467","C.J. Williams","WR","JAX","7","-","2530.0","7.2","15","0.48","17","0","0","0","0","0","-","-","-","3.7","2.4","33.9","0.2","-","-","-","-","-"
"468","Robbie Ouzts","RB","SEA","11","RB84","999.0","7.1","15","0.47","17","0","0","0","0","0","0.7","2.0","0.0","3.4","2.8","28.8","0.2","-","-","-","-","-"
"469","Jared Wiley","TE","KC","5","TE43","999.0","7.0","10","0.70","10","0","0","0","0","0","-","-","-","3.6","2.6","28.9","0.3","-","-","-","-","-"
"470","Sione Vaki","RB","DET","6","RB136","999.0","6.6","10","0.66","17","0","0","0","0","0","5.5","21.9","0.2","1.5","1.2","17.6","0.1","-","-","-","-","-"
"471","Albert Okwuegbunam","TE","LV","13","TE87","999.0","6.6","5","1.32","10","0","0","0","0","0","-","-","-","3.6","2.7","28.3","0.2","-","-","-","-","-"
"472","Jalen Brooks","WR","ARZ","14","WR124","999.0","6.5","10","0.65","17","0","0","0","0","0","-","-","-","2.2","1.4","33.4","0.3","-","-","-","-","-"
"473","Kevin Austin Jr.","WR","NO","8","WR220","999.0","6.5","10","0.65","17","0","0","0","0","0","1.1","6.3","0.0","3.5","2.1","26.0","0.2","-","-","-","-","-"
"474","Jake Bobo","WR","SEA","11","WR123","999.0","6.4","14","0.46","17","0","0","0","0","0","-","-","-","2.4","1.6","34.2","0.2","-","-","-","-","-"
"475","Terrell Jennings","RB","NE","11","RB130","999.0","6.1","5","1.21","17","0","0","0","0","0","10.4","41.9","0.3","0.2","0.2","1.6","0.0","-","-","-","-","-"
"476","Dyami Brown","WR","WAS","7","WR262","999.0","5.9","14","0.42","17","0","0","0","0","0","-","-","-","3.3","1.9","28.3","0.2","-","-","-","-","-"
"477","Tyler Badie","RB","DEN","10","RB162","999.0","5.7","4","1.42","17","0","0","0","0","0","2.3","10.2","0.0","2.8","2.1","18.0","0.1","-","-","-","-","-"
"478","Skyy Moore","WR","GB","11","WR218","999.0","5.4","7","0.77","17","0","0","0","0","0","-","-","-","2.5","1.5","29.8","0.2","-","-","-","-","-"
"479","Keleki Latu","TE","BUF","7","TE171","999.0","5.4","10","0.54","10","0","0","0","0","0","-","-","-","2.6","1.9","23.2","0.2","-","-","-","-","-"
"480","Colson Yankoff","TE","WAS","7","-","2595.0","5.4","14","0.38","10","0","0","0","0","0","-","-","-","2.8","2.0","19.1","0.2","-","-","-","-","-"
"481","David Martin-Robinson","TE","TEN","9","TE54","999.0","5.2","15","0.35","10","0","0","0","0","0","-","-","-","3.4","2.5","15.1","0.2","-","-","-","-","-"
